month,p_tail_raw,tail_event,risk_percentile,risk_severity,p_up,score
2023-10,0.3224130048460323,0.0,0.39344262295081966,0.0,0.5,-0.0
2023-11,0.44512753253558346,0.0,0.5409836065573771,0.0,0.5,-0.0
2023-12,0.20456901587028703,0.0,0.08196721311475409,0.0,0.5,-0.0
2024-01,0.19120805075010877,0.0,0.03278688524590164,0.0,0.5,-0.0
2024-02,0.3241898341990458,0.0,0.4426229508196721,0.0,0.5,-0.0
2024-03,0.19488417695461518,0.0,0.06557377049180328,0.0,0.5,-0.0
2024-04,0.3417982513652886,0.0,0.4426229508196721,0.0,0.5,-0.0
2024-05,0.42538134484487833,0.0,0.5573770491803278,0.0,0.5,-0.0
2024-06,0.31633642391353695,0.0,0.36065573770491804,0.0,0.5,-0.0
2024-07,0.18974335321940264,0.0,0.03278688524590164,0.0,0.5,-0.0
2024-08,0.5432375038672548,1.0,0.7049180327868853,0.0,0.5,-0.0
2024-09,0.4275364259503054,0.0,0.5409836065573771,0.0,0.5,-0.0
2024-10,0.37567522614100657,0.0,0.45901639344262296,0.0,0.5,-0.0
2024-11,0.3408510299529431,0.0,0.36065573770491804,0.0,0.5,-0.0
2024-12,0.5022256496555927,0.0,0.6557377049180327,0.0,0.5,-0.0
2025-01,0.3963869295618046,0.0,0.4918032786885246,0.0,0.5,-0.0
2025-02,0.24703902280799878,0.0,0.16393442622950818,0.0,0.5,-0.0
2025-03,0.11077550451257911,0.0,0.01639344262295082,0.0,0.5,-0.0
2025-04,0.2764923796110718,0.0,0.2459016393442623,0.0,0.5,-0.0
2025-05,0.21287468137420248,0.0,0.13114754098360656,0.0,0.5,-0.0
2025-06,0.18237167217729913,0.0,0.04918032786885246,0.0,0.5,-0.0
2025-07,0.11199446138224968,0.0,0.03278688524590164,0.0,0.5,-0.0
2025-08,0.3847177898905996,0.0,0.47540983606557374,0.0,0.5,-0.0
2025-09,0.28088250918353136,0.0,0.2786885245901639,0.0,0.5,-0.0
2025-10,0.4436000549293758,0.0,0.5573770491803278,0.0,0.5,-0.0
2025-11,0.257786647231283,0.0,0.22950819672131148,0.0,0.5,-0.0
2025-12,0.1791665638160296,0.0,0.06557377049180328,0.0,0.5,-0.0
2026-01,0.1412527452288699,0.0,0.04918032786885246,0.0,0.5,-0.0
2026-02,0.031231200882825556,0.0,0.01639344262295082,0.0,0.5,-0.0
2026-03,0.0856912265611649,0.0,0.03278688524590164,0.0,0.5,-0.0
2026-04,0.2824753093106652,0.0,0.3442622950819672,0.0,0.5,-0.0
2026-05,0.9391511145753563,1.0,0.9672131147540983,0.8360655737704914,0.3745901639344263,-0.8360655737704914
2026-06,0.9786306156550918,1.0,1.0,0.9999999999999998,0.35000000000000003,-0.9999999999999998
2026-07,0.8237253493641816,,0.9016393442622951,0.5081967213114752,0.42377049180327875,-0.5081967213114752
