name,model_name,rank_threshold,protection_fraction,vix_threshold,vix_fraction,vol_cap,dd_start,dd_fraction,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection,MDD15Pass
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.03_df1.00,none,2.0,0.0,20.0,0.5,0.22,-0.03,1.0,129.0,0.11003476705381621,0.1149287515943005,0.968512513898871,1.8095763719138724,-0.10513121081177623,1.0466422502335595,3.071625398987152,0.6434108527131783,0.14101480715432388,0.5969294469375174,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.05_df0.50,none,2.0,0.0,20.0,0.5,0.22,-0.05,0.5,129.0,0.11126213848900113,0.13471595638689,0.852697560546268,1.5075212948532162,-0.17006866941751275,0.6542189038702737,3.1083331998120594,0.6124031007751938,0.13745795432771732,0.3645879690738947,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.05_df0.75,none,2.0,0.0,20.0,0.5,0.22,-0.05,0.75,129.0,0.10906837039561723,0.1274514698667705,0.8783112147176733,1.5684052048597972,-0.13871677688613882,0.7862666134835476,3.04299989776787,0.6046511627906976,0.13476317198620566,0.46844946664751774,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.05_df1.00,none,2.0,0.0,20.0,0.5,0.22,-0.05,1.0,129.0,0.10357548931416627,0.11905217583204558,0.8897624196447274,1.5693440670342869,-0.11977188362653834,0.8647729849279637,2.8848417581977404,0.6356589147286822,0.14719523865695672,0.5718457437899274,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.07_df0.50,none,2.0,0.0,20.0,0.5,0.22,-0.07,0.5,129.0,0.10822147266837279,0.1356764338579928,0.8272686504452569,1.4478041608507353,-0.17739781750866557,0.6100496285028217,3.018113219472559,0.6124031007751938,0.14123517524930768,0.35282612962078636,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.07_df0.75,none,2.0,0.0,20.0,0.5,0.22,-0.07,0.75,129.0,0.10758781175258192,0.13069330585324176,0.8493858274817944,1.4987378458732443,-0.14621028041935602,0.7358430025850557,2.9996135437657645,0.6046511627906976,0.14186397805023412,0.4409327043545508,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.07_df1.00,none,2.0,0.0,20.0,0.5,0.22,-0.07,1.0,129.0,0.10338412645518158,0.12533003272433485,0.8497401785052744,1.5012272045544217,-0.1363016868597633,0.7584948421185014,2.879468731855607,0.6356589147286822,0.1499842848165528,0.5383566726240254,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.10_df0.50,none,2.0,0.0,20.0,0.5,0.22,-0.1,0.5,129.0,0.10487131711891995,0.14020768537893874,0.783356258193549,1.3283661899769423,-0.20726829771620392,0.5059689218006314,2.921465534478455,0.5968992248062015,0.15151180261302452,0.25419254342392544,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.10_df0.75,none,2.0,0.0,20.0,0.5,0.22,-0.1,0.75,129.0,0.10207028608914426,0.13883429433983155,0.7713168808945062,1.301941173327295,-0.18973392688667634,0.5379653906078087,2.8428235290494275,0.6124031007751938,0.15282781263734702,0.2797298856708691,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.22_dd0.10_df1.00,none,2.0,0.0,20.0,0.5,0.22,-0.1,1.0,129.0,0.09658805732737852,0.1341579871474251,0.7560056076780429,1.282785118814551,-0.17838343015484592,0.5414631686560526,2.6944352505726616,0.6046511627906976,0.15549712314734562,0.4864656298053365,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.03_df0.50,none,2.0,0.0,20.0,0.5,0.26,-0.03,0.5,129.0,0.117601565317218,0.13805266596691323,0.8768099686892921,1.5678971738931216,-0.16313546737325146,0.7208828785719993,3.3043440871300525,0.6046511627906976,0.1272568382336401,0.3871355330142172,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.03_df0.75,none,2.0,0.0,20.0,0.5,0.26,-0.03,0.75,129.0,0.11570692605626487,0.1289362413251884,0.9162565676845033,1.6611814028364889,-0.14787393653149772,0.7824700469214793,3.244620349917388,0.627906976744186,0.12673675023866962,0.5303080737366562,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.03_df1.00,none,2.0,0.0,20.0,0.5,0.26,-0.03,1.0,129.0,0.11403788971086137,0.11866700575543544,0.9720535986307328,1.8476362643318085,-0.10761029250373133,1.0597303200054695,3.1928211444457353,0.6434108527131783,0.1441617507114606,0.5930307746985518,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.05_df0.50,none,2.0,0.0,20.0,0.5,0.26,-0.05,0.5,129.0,0.11503241102974515,0.13906562145176585,0.8547328975417416,1.5176484433188662,-0.17025295090069958,0.6756559015346411,3.223595434796678,0.6124031007751938,0.13436715760189397,0.36568219959430803,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.05_df0.75,none,2.0,0.0,20.0,0.5,0.26,-0.05,0.75,129.0,0.11171825621223364,0.131277404166622,0.874702968619455,1.5630306117072679,-0.13934363159933116,0.8017464087161761,3.122075696193824,0.6046511627906976,0.13690107410125366,0.472886346961389,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.05_df1.00,none,2.0,0.0,20.0,0.5,0.26,-0.05,1.0,129.0,0.10673881192794332,0.1223177455509482,0.8926632259052902,1.589924405234614,-0.12914401580953727,0.8265099335718556,2.974988278807227,0.6434108527131783,0.1448296152671526,0.5934663742942367,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.07_df0.50,none,2.0,0.0,20.0,0.5,0.26,-0.07,0.5,129.0,0.11168133820277681,0.14016535738870933,0.8274724906526661,1.4549099187338308,-0.17757974957782063,0.6289080735178917,3.120961337192545,0.6124031007751938,0.14136247922673092,0.34991576115345224,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.07_df0.75,none,2.0,0.0,20.0,0.5,0.26,-0.07,0.75,129.0,0.11081921356917923,0.13495306278899916,0.8484020219199484,1.5019364734547658,-0.14621028041935602,0.7579440600984474,3.095040722557774,0.6046511627906976,0.1423926716820479,0.4397700580693443,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.07_df1.00,none,2.0,0.0,20.0,0.5,0.26,-0.07,1.0,129.0,0.10302214677464905,0.12800570862680694,0.8320147927173254,1.455558850857031,-0.14194971870543927,0.7257650646594865,2.8693299954897804,0.6434108527131783,0.15247257223681535,0.5667303661389759,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.10_df0.50,none,2.0,0.0,20.0,0.5,0.26,-0.1,0.5,129.0,0.10781474997747709,0.14511689009985776,0.7800190207791112,1.3278816053568323,-0.20781425450844004,0.5188034393141129,3.006227131163393,0.6046511627906976,0.14906926034680942,0.2501570239372978,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.10_df0.75,none,2.0,0.0,20.0,0.5,0.26,-0.1,0.75,129.0,0.10391422231545278,0.140509531742733,0.7756147203101426,1.3300540967004064,-0.19029195965471168,0.5460778400937543,2.8943748960159144,0.5891472868217055,0.14951799992588213,0.41224125035585163,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.26_dd0.10_df1.00,none,2.0,0.0,20.0,0.5,0.26,-0.1,1.0,129.0,0.09988021278872705,0.1380969914329351,0.7600710268753104,1.296032578782599,-0.17894928004533006,0.5581481678128359,2.782677855397255,0.6124031007751938,0.14922232756708279,0.48764028118502134,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.03_df0.50,none,2.0,0.0,20.0,0.5,0.3,-0.03,0.5,129.0,0.12050114632130327,0.1405556138886162,0.8820218113125554,1.6036663041354136,-0.16285685072837086,0.7399206467665722,3.397678488822863,0.6046511627906976,0.1284177308092885,0.38400888262907934,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.03_df0.75,none,2.0,0.0,20.0,0.5,0.3,-0.03,0.75,129.0,0.11782389572347474,0.13107280022114334,0.9178038677815092,1.6888263694189296,-0.14787393653149783,0.7967860901463031,3.311417464235149,0.627906976744186,0.12843269991081976,0.5275110351322202,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.03_df1.00,none,2.0,0.0,20.0,0.5,0.3,-0.03,1.0,129.0,0.11617339280682648,0.12097296510042012,0.971528976815889,1.8793434632209929,-0.10771310657075772,1.078544631246998,3.259232975911394,0.6434108527131783,0.14585879038905644,0.5902315410775725,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.05_df0.50,none,2.0,0.0,20.0,0.5,0.3,-0.05,0.5,129.0,0.117916885002878,0.14155811607439966,0.8603112883734226,1.5528024737851496,-0.17005081404772293,0.6934214673608436,3.3143799619437297,0.6124031007751938,0.13554969187389135,0.36253892042014646,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.05_df0.75,none,2.0,0.0,20.0,0.5,0.3,-0.05,0.75,129.0,0.11374632832922127,0.1333340278992837,0.8768188216250676,1.5888829196479952,-0.13934363159933127,0.8163008744905365,3.183849768395159,0.6046511627906976,0.13868644469891217,0.47013924740128177,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.05_df1.00,none,2.0,0.0,20.0,0.5,0.3,-0.05,1.0,129.0,0.10885578152624897,0.1245468462005698,0.8941222606157089,1.6197009939275901,-0.1291440158095376,0.842902250204068,3.036735391984448,0.6434108527131783,0.1464978700151039,0.590725717563736,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.07_df0.50,none,2.0,0.0,20.0,0.5,0.3,-0.07,0.5,129.0,0.1146141018039124,0.14300633719364786,0.8321828543839433,1.4843662502265127,-0.17738051716508096,0.6461481995637979,3.2106187182137536,0.6124031007751938,0.14173824251088368,0.3456435424670125,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.07_df0.75,none,2.0,0.0,20.0,0.5,0.3,-0.07,0.75,129.0,0.1136679671417733,0.1379253927293264,0.8515172348692102,1.5341209630966424,-0.14621028041935613,0.7774280085897797,3.1814424873391305,0.6046511627906976,0.1455922479647368,0.4316730653626372,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.07_df1.00,none,2.0,0.0,20.0,0.5,0.3,-0.07,1.0,129.0,0.10558358064879036,0.13067624979516518,0.8353133866240472,1.4840103371149347,-0.1369095469756475,0.7711922432083631,2.9417752350467343,0.6356589147286822,0.1578122932103689,0.5333517282456608,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.10_df0.50,none,2.0,0.0,20.0,0.5,0.3,-0.1,0.5,129.0,0.11093067093213382,0.14764067965532665,0.7881380333646231,1.3608937193166926,-0.20749177793324924,0.5346268273233485,3.0983807701623562,0.6046511627906976,0.1598405849049949,0.26317412673442714,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.10_df0.75,none,2.0,0.0,20.0,0.5,0.3,-0.1,0.75,129.0,0.10707910292558731,0.14333602174461837,0.7830190857017368,1.360513275065348,-0.18996235024525077,0.5636859240125367,2.9848363258317248,0.5968992248062015,0.14736311194976476,0.4071800867070244,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.30_dd0.10_df1.00,none,2.0,0.0,20.0,0.5,0.3,-0.1,1.0,129.0,0.10262029309461873,0.1402797988472817,0.7680588354171989,1.3269081136793146,-0.17861505334946282,0.5745332835628401,2.8581123559532,0.6124031007751938,0.14835865344592458,0.5089455674347066,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.03_df0.50,none,2.0,0.0,20.0,0.5,0.35,-0.03,0.5,129.0,0.12310863297745223,0.14278560676483268,0.8866567123067016,1.6357177852959868,-0.16259474552379105,0.7571501316408704,3.483645703067159,0.6046511627906976,0.1282190202891413,0.38097599498621904,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.03_df0.75,none,2.0,0.0,20.0,0.5,0.35,-0.03,0.75,129.0,0.11946948702464821,0.13272880577548513,0.9190036687307528,1.7100477274693422,-0.1478739365314976,0.8079144291881405,3.3641999667305,0.627906976744186,0.12889761977924957,0.5248962172725296,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.03_df1.00,none,2.0,0.0,20.0,0.5,0.35,-0.03,1.0,129.0,0.117799347820855,0.12274497383605154,0.971033812896334,1.9030696614053686,-0.10777145187118853,1.0930477948988948,3.310635805999883,0.6434108527131783,0.1463513465051357,0.5876059082209011,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.05_df0.50,none,2.0,0.0,20.0,0.5,0.35,-0.05,0.5,129.0,0.12051791675619095,0.14377691732171058,0.8653162599853985,1.584445504119069,-0.16980274517640692,0.7097524638425939,3.3982251955935356,0.6124031007751938,0.135386286490181,0.35949740847910017,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.05_df0.75,none,2.0,0.0,20.0,0.5,0.35,-0.05,0.75,129.0,0.11534051279271851,0.13494086620911544,0.8784943403105497,1.6089487035472927,-0.13934363159933127,0.8277415441874564,3.233183716363195,0.6046511627906976,0.1392327905917085,0.4675505369011257,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.05_df1.00,none,2.0,0.0,20.0,0.5,0.35,-0.05,1.0,129.0,0.11049130696248088,0.1262799262021351,0.8951516018450945,1.642257873720966,-0.1291440158095376,0.8555666034532653,3.085233258509856,0.6434108527131783,0.14696865088716682,0.5881204578638394,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.07_df0.50,none,2.0,0.0,20.0,0.5,0.35,-0.07,0.5,129.0,0.11797990344587972,0.1454062918407132,0.8415139376602812,1.5244484048195879,-0.17713597281629423,0.666041468427395,3.316389000463765,0.6124031007751938,0.14059723141405234,0.3415134873864043,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.07_df0.75,none,2.0,0.0,20.0,0.5,0.35,-0.07,0.75,129.0,0.11701967688841619,0.14040969432288758,0.8602608879695943,1.575772016656862,-0.14621028041935613,0.800351907901303,3.2858962951022384,0.6046511627906976,0.1444428587794126,0.4275316828714163,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.07_df1.00,none,2.0,0.0,20.0,0.5,0.35,-0.07,1.0,129.0,0.10789346881763162,0.13254587582768204,0.8410767359514684,1.5135481134396247,-0.1369095469756474,0.7880638801384905,3.008524296451505,0.6356589147286822,0.1573757313558544,0.5296620344395035,True
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.10_df0.50,none,2.0,0.0,20.0,0.5,0.35,-0.1,0.5,129.0,0.11096740615369871,0.1483842828590399,0.7849381072875843,1.374758051221266,-0.2070957254906346,0.5358266371302625,3.0994823322224554,0.6124031007751938,0.14625460227266995,0.3183039210007671,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.10_df0.75,none,2.0,0.0,20.0,0.5,0.35,-0.1,0.75,129.0,0.11034705502830677,0.14549399683805042,0.7937684432612053,1.3984890134786874,-0.18955753754948013,0.5821296080062389,3.0809277153522014,0.5968992248062015,0.14907838490422537,0.4064585681535005,False
none_rq2.00_pf0.00_vx20_vf0.50_vc0.35_dd0.10_df1.00,none,2.0,0.0,20.0,0.5,0.35,-0.1,1.0,129.0,0.10616928240089307,0.14221016411279752,0.7821301284526772,1.3684254870632595,-0.17820456989277456,0.5957719404433622,2.958571967108662,0.6201550387596899,0.1421780379445426,0.5044699402807384,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.03_df0.50,none,2.0,0.0,20.0,0.5,99.0,-0.03,0.5,129.0,0.1247159554517756,0.14412575442857048,0.8896128134576263,1.656577941811762,-0.16259376733351305,0.7670401977706667,3.537616117413242,0.6046511627906976,0.12822708588714327,0.38019239281377826,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.03_df0.75,none,2.0,0.0,20.0,0.5,99.0,-0.03,0.75,129.0,0.11947356782485152,0.13273076798927474,0.9190196095618488,1.710106632035872,-0.1478739365314976,0.8079420256686227,3.364331801831344,0.627906976744186,0.1288894036762132,0.5248918450522994,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.03_df1.00,none,2.0,0.0,20.0,0.5,99.0,-0.03,1.0,129.0,0.11780339159562558,0.12274709099769796,0.9710487523761544,1.9031383598545148,-0.10777145187118853,1.0930853166609233,3.3107645570078486,0.6434108527131783,0.14634331375436185,0.587601345401615,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.05_df0.50,none,2.0,0.0,20.0,0.5,99.0,-0.05,0.5,129.0,0.12212152988314928,0.14510995918155623,0.8684917657560242,1.6050070876311644,-0.16980181960234986,0.7192003605682166,3.4508721764647885,0.6124031007751938,0.1353944844698334,0.35871377412840894,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.05_df0.75,none,2.0,0.0,20.0,0.5,99.0,-0.05,0.75,129.0,0.11534458338602316,0.13494281211686526,0.8785107555418374,1.609005166625366,-0.13934363159933127,0.8277707568128051,3.233310568214718,0.6046511627906976,0.13922475940907628,0.4675461294659537,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.05_df1.00,none,2.0,0.0,20.0,0.5,99.0,-0.05,1.0,129.0,0.11049530967231092,0.1262820144283413,0.8951675099141051,1.6423183230499103,-0.1291440158095376,0.855597597609711,3.085352806710688,0.6434108527131783,0.1469605556714158,0.5881159102203004,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.07_df0.50,none,2.0,0.0,20.0,0.5,99.0,-0.07,0.5,129.0,0.11971928384889319,0.14676559896655475,0.8456131328459386,1.5461972620879658,-0.17713506010117785,0.6758644154382011,3.37227859071859,0.6124031007751938,0.14042872697657902,0.34053371646471386,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.07_df0.75,none,2.0,0.0,20.0,0.5,99.0,-0.07,0.75,129.0,0.11792455426871862,0.1410719478664624,0.8626062061972675,1.5875231833778327,-0.14621028041935602,0.8065407844817128,3.3146244004154477,0.6046511627906976,0.14381887536708496,0.4269697346199132,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.07_df1.00,none,2.0,0.0,20.0,0.5,99.0,-0.07,1.0,129.0,0.10803539300855802,0.1325922789481786,0.8418010206881364,1.5153846471892434,-0.13690954697564717,0.789100507561937,3.0126699370265273,0.6356589147286822,0.1571909239752794,0.529461392898393,True
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.10_df0.50,none,2.0,0.0,20.0,0.5,99.0,-0.1,0.5,129.0,0.11241580043214294,0.15017747217245134,0.7860212496019187,1.3788284461636957,-0.20709424681644428,0.5428243524880798,3.143198799365921,0.6124031007751938,0.14069115361075804,0.3312348319151105,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.10_df0.75,none,2.0,0.0,20.0,0.5,99.0,-0.1,0.75,129.0,0.11224940854267085,0.14677470947324617,0.7998388426401613,1.4062402901335906,-0.18955602616861034,0.5921700871848034,3.13814836584253,0.5968992248062015,0.13421801702639374,0.4248050425799859,False
none_rq2.00_pf0.00_vx20_vf0.50_vc99.00_dd0.10_df1.00,none,2.0,0.0,20.0,0.5,99.0,-0.1,1.0,129.0,0.10759293333682196,0.1434200864235047,0.7857057716063578,1.376381906307523,-0.17956785555066956,0.599177024233393,2.9997626547760037,0.6124031007751938,0.12822246865809328,0.5543327302904572,False
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.03_df0.50,none,2.0,0.0,20.0,0.75,0.18,-0.03,0.5,129.0,0.09513307262300708,0.10721349727654905,0.9034651812121365,1.6202293305636586,-0.1532809809258533,0.6206449883630759,2.656251043367114,0.627906976744186,0.1325799976219414,0.4901795686450382,False
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.03_df0.75,none,2.0,0.0,20.0,0.75,0.18,-0.03,0.75,129.0,0.09807260391972794,0.1035768544371562,0.9575356675857791,1.7724028826725045,-0.12068568060577578,0.812628336911698,2.7339077485025305,0.6124031007751938,0.13171134648918292,0.568716937299155,True
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.03_df1.00,none,2.0,0.0,20.0,0.75,0.18,-0.03,1.0,129.0,0.09937613272051649,0.09984810779646103,1.0014357334738024,1.9150195072428344,-0.0943528147405941,1.0532397257435626,2.7689988213656784,0.6356589147286822,0.1404230884718651,0.6197329786270072,True
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.05_df0.50,none,2.0,0.0,20.0,0.75,0.18,-0.05,0.5,129.0,0.09255622636842853,0.10825754184149657,0.8738864933089956,1.5473010667062141,-0.16073838547683816,0.5758190620980547,2.589827338461426,0.6201550387596899,0.1404538144288288,0.47366740074612435,False
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.05_df0.75,none,2.0,0.0,20.0,0.75,0.18,-0.05,0.75,129.0,0.0951313697010503,0.10505564551563858,0.9198196053092442,1.6679745163798683,-0.1264682724402837,0.7522153016359879,2.656206641407192,0.6124031007751938,0.1354990695758515,0.5526593675134474,True
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.05_df1.00,none,2.0,0.0,20.0,0.75,0.18,-0.05,1.0,129.0,0.09860318431415505,0.10273522471942854,0.9692914333753508,1.7930639558704347,-0.11351382584828618,0.8686447098165861,2.7481420351337187,0.6356589147286822,0.14300932068334724,0.6040000024932625,True
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.07_df0.50,none,2.0,0.0,20.0,0.75,0.18,-0.07,0.5,129.0,0.08979946114666237,0.10951560818973502,0.8419018576110554,1.4645212316359906,-0.16819256949733286,0.5339086109156944,2.520436904224399,0.6201550387596899,0.14413864230694184,0.46110290429871437,False
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.07_df0.75,none,2.0,0.0,20.0,0.75,0.18,-0.07,0.75,129.0,0.09139651868875798,0.1065675985205924,0.8760135531583827,1.5524678062720436,-0.13882696344703893,0.6583484679013729,2.5604279807067982,0.6124031007751938,0.13890031685982857,0.5325930926344408,True
none_rq2.00_pf0.00_vx20_vf0.75_vc0.18_dd0.07_df1.00,none,2.0,0.0,20.0,0.75,0.18,-0.07,1.0,129.0,0.09464558150450908,0.10523327232719693,0.9142063281366081,1.6476063716352167,-0.13735019025300998,0.68908227451425,2.6435676592425916,0.6356589147286822,0.13981728987090664,0.6106848302121353,True
