Episode,Strategy,Return,MDD,Sharpe
GFC,Baseline,0.23177421571042367,-0.08269991511926611,1.1955751804087367
GFC,Accelerated,0.28522862869740107,-0.073971813421846,1.3936565238896441
Taper/Gold shock,Baseline,-0.06365198468084987,-0.07446272942925503,-1.1185473591931208
Taper/Gold shock,Accelerated,-0.06272290529445002,-0.07005850562678506,-1.1424116375538347
COVID,Baseline,0.09814402104316255,-0.03482523283349925,1.267025153970422
COVID,Accelerated,0.08941960666020687,-0.03176229218216364,1.1680321981662114
Inflation,Baseline,-0.04335031716918558,-0.051371185507070205,-0.8460428004819013
Inflation,Accelerated,-0.011584897117105641,-0.03420617061327691,-0.256729237605111
