target_month,signal_date,factor_name,score,p_up,realized_10d_return,realized_up
2005-01,2004-12-30,engineered_technical,0.14072040106208533,0.5703602005310426,0.022299349240780808,1.0
2005-02,2005-01-31,engineered_technical,0.25025795897942266,0.6251289794897114,0.04022798612258405,1.0
2005-03,2005-02-28,engineered_technical,0.21114069185201167,0.6055703459260058,-0.02216278181123421,0.0
2005-04,2005-03-31,engineered_technical,0.3061113669734503,0.6530556834867252,-0.018993428434043946,0.0
2005-05,2005-04-29,engineered_technical,0.4171205558845651,0.7085602779422826,0.01760503486987597,1.0
2005-06,2005-05-31,engineered_technical,0.16332097289325798,0.581660486446629,0.035485421339314316,1.0
2005-07,2005-06-30,engineered_technical,0.32439637181933234,0.6621981859096662,0.058332689484663414,1.0
2005-08,2005-07-29,engineered_technical,0.11248990038533745,0.5562449501926687,0.018978509628802653,1.0
2005-09,2005-08-31,engineered_technical,0.23623582157003992,0.61811791078502,0.08523092297808543,1.0
2005-10,2005-09-30,engineered_technical,0.11039266462420248,0.5551963323121012,-0.0425261821643923,0.0
2005-11,2005-10-31,engineered_technical,0.28853552591869225,0.6442677629593461,0.0885514646600376,1.0
2005-12,2005-11-30,engineered_technical,0.20707776101500208,0.603538880507501,0.03133473937933129,1.0
2006-01,2005-12-29,engineered_technical,0.2491394165300344,0.6245697082650172,0.02412218903229424,1.0
2006-02,2006-01-31,engineered_technical,-0.05199445721231319,0.4740027713938434,-0.04982009410462218,0.0
2006-03,2006-02-28,engineered_technical,0.14238855353122676,0.5711942767656134,-0.029134967596506023,0.0
2006-04,2006-03-31,engineered_technical,0.13358508130997496,0.5667925406549875,0.05368594290902884,1.0
2006-05,2006-04-28,engineered_technical,0.36221368987241004,0.681106844936205,-0.027702335687126545,0.0
2006-06,2006-05-30,engineered_technical,0.09086642005868013,0.5454332100293401,-0.07981989357347508,0.0
2006-07,2006-06-30,engineered_technical,-0.3911790697552203,0.30441046512238984,-0.030576291430277625,0.0
2006-08,2006-07-31,engineered_technical,-0.21860973314431423,0.3906951334278429,-0.0018989970921606814,0.0
2006-09,2006-08-31,engineered_technical,-0.021350841127914688,0.4893245794360427,0.00518695850433204,1.0
2006-10,2006-09-29,engineered_technical,0.05552281052849953,0.5277614052642497,-0.010446503791070039,0.0
2006-11,2006-10-31,engineered_technical,0.16452852897260042,0.5822642644863002,0.030875367563899525,1.0
2006-12,2006-11-30,engineered_technical,0.18788601394228693,0.5939430069711434,-0.007515138408304645,0.0
2007-01,2006-12-28,engineered_technical,0.21616409257893476,0.6080820462894674,-0.030044770483844796,0.0
2007-02,2007-01-31,engineered_technical,0.18103632943577835,0.5905181647178892,0.05528723222910381,1.0
2007-03,2007-02-28,engineered_technical,0.24694609729330666,0.6234730486466533,0.006604803493449829,1.0
2007-04,2007-03-30,engineered_technical,0.09118943529597189,0.545594717647986,0.04397654584221744,1.0
2007-05,2007-04-30,engineered_technical,0.2721564364071213,0.6360782182035607,0.028557038529337664,1.0
2007-06,2007-05-31,engineered_technical,0.12546985794393592,0.562734928971968,0.037699237699237775,1.0
2007-07,2007-06-29,engineered_technical,0.30531930896465814,0.6526596544823291,0.13049568478604678,1.0
2007-08,2007-07-31,engineered_technical,0.31150041457655114,0.6557502072882756,-0.056769810085134154,0.0
2007-09,2007-08-31,engineered_technical,-0.04204900194525085,0.4789754990273746,-0.007302333389289872,0.0
2007-10,2007-09-28,engineered_technical,-0.06662164224135944,0.46668917887932027,0.04239482200647249,1.0
2007-11,2007-10-31,engineered_technical,-0.05193658351442845,0.4740317082427858,-0.039205898164503594,0.0
2007-12,2007-11-30,engineered_technical,-0.10222845261942362,0.4488857736902882,-0.001694845190360006,0.0
2008-01,2007-12-28,engineered_technical,0.021840217289253158,0.5109201086446266,-0.08438678658764043,0.0
2008-02,2008-01-31,engineered_technical,-0.2301326089705099,0.38493369551474504,0.051017952543678025,1.0
