target_month,signal_month,signal_date,p_up,feature_variant,score,realized_10d_return,realized_up,hmm_score,train_rows,feature_count,best_iteration
2005-01,2004-12,2004-12-30,0.6779685738553368,us_paper_original,1.0,0.022299349240780808,1.0,,1217,53,19
2005-02,2005-01,2005-01-31,0.5772337230550224,us_paper_original,0.5148914870334828,0.04022798612258405,1.0,,1238,53,17
2005-03,2005-02,2005-02-28,0.4815064237430667,us_paper_original,-0.12329050837955546,-0.02216278181123421,0.0,0.9999887151460127,1255,53,11
2005-04,2005-03,2005-03-31,0.6140271961975434,us_paper_original,0.7601813079836228,-0.018993428434043946,0.0,-0.00039305119027296416,1277,53,11
2005-05,2005-04,2005-04-29,0.5056659399458198,us_paper_original,0.037772932972131766,0.01760503486987597,1.0,-0.909151444049174,1297,53,5
2005-06,2005-05,2005-05-31,0.44599434193879683,us_paper_original,-0.3600377204080211,0.035485421339314316,1.0,0.9999810355083674,1318,53,54
2005-07,2005-06,2005-06-30,0.4657110344434014,us_paper_original,-0.22859310371065739,0.058332689484663414,1.0,0.9999372590666694,1339,53,23
2005-08,2005-07,2005-07-29,0.5214613975035269,us_paper_original,0.14307598335684624,0.018978509628802653,1.0,0.9999999803539306,1360,53,1
2005-09,2005-08,2005-08-31,0.6776462378712256,us_paper_original,1.0,0.08523092297808543,1.0,-0.9999526388399561,1382,53,31
2005-10,2005-09,2005-09-30,0.51318396950086,us_paper_original,0.08789313000573322,-0.0425261821643923,0.0,-0.9990852219540634,1403,53,7
2005-11,2005-10,2005-10-31,0.6064770318273788,us_paper_original,0.7098468788491918,0.0885514646600376,1.0,1.0065383425509151e-10,1423,53,7
2005-12,2005-11,2005-11-30,0.539858555521394,us_paper_original,0.26572370347595964,0.03133473937933129,1.0,0.9999999973198984,1445,53,4
2006-01,2005-12,2005-12-29,0.5289717379845225,us_paper_original,0.19314491989681642,0.02412218903229424,1.0,0.9999423426620436,1466,53,33
2006-02,2006-01,2006-01-31,0.5407602975910807,us_paper_original,0.27173531727387124,-0.04982009410462218,0.0,0.999966556214504,1487,53,1
2006-03,2006-02,2006-02-28,0.6371737187210733,us_paper_original,0.9144914581404888,-0.029134967596506023,0.0,0.7518558403408332,1507,53,33
2006-04,2006-03,2006-03-31,0.6124666492849677,us_paper_original,0.749777661899785,0.05368594290902884,1.0,0.9746147345268278,1529,53,33
2006-05,2006-04,2006-04-28,0.5301039624892889,us_paper_original,0.2006930832619262,-0.027702335687126545,0.0,0.6243910188474753,1549,53,38
2006-06,2006-05,2006-05-30,0.6243674393753474,us_paper_original,0.8291162625023163,-0.07981989357347508,0.0,-2.7471860982650997e-05,1569,53,36
2006-07,2006-06,2006-06-30,0.45149291799104774,us_paper_original,-0.3233805467263484,-0.030576291430277625,0.0,3.2669148877046585e-07,1590,53,73
2006-08,2006-07,2006-07-31,0.6987581793965941,us_paper_original,1.0,-0.0018989970921606814,0.0,0.0005495669849025868,1610,53,99
2006-09,2006-08,2006-08-31,0.8440383631398698,us_paper_original,1.0,0.00518695850433204,1.0,0.9997897073679187,1632,53,75
2006-10,2006-09,2006-09-29,0.7547873967739589,us_paper_original,1.0,-0.010446503791070039,0.0,0.9999966142844978,1653,53,33
2006-11,2006-10,2006-10-31,0.664831121859397,us_paper_original,1.0,0.030875367563899525,1.0,0.9999999975661675,1672,53,12
2006-12,2006-11,2006-11-30,0.7926376032962356,us_paper_original,1.0,-0.007515138408304645,0.0,0.9999895347081339,1694,53,33
2007-01,2006-12,2006-12-28,0.6856147217429521,us_paper_original,1.0,-0.030044770483844796,0.0,0.9999907756442072,1713,53,12
2007-02,2007-01,2007-01-31,0.5864857947161287,us_paper_original,0.5765719647741915,0.05528723222910381,1.0,0.05664965537722616,1735,53,1
2007-03,2007-02,2007-02-28,0.5834116608089343,us_paper_original,0.5560777387262283,0.006604803493449829,1.0,-0.9999999339614773,1754,53,3
2007-04,2007-03,2007-03-30,0.5919318007338015,us_paper_original,0.6128786715586765,0.04397654584221744,1.0,-0.9999931247608732,1775,53,2
2007-05,2007-04,2007-04-30,0.6127988414245917,us_paper_original,0.7519922761639449,0.028557038529337664,1.0,0.9999966271402146,1796,53,5
2007-06,2007-05,2007-05-31,0.5405080645157698,us_paper_original,0.27005376343846554,0.037699237699237775,1.0,0.995385101090697,1817,53,13
2007-07,2007-06,2007-06-29,0.5148349364642459,us_paper_original,0.09889957642830627,0.13049568478604678,1.0,-0.9999991322127051,1837,53,13
2007-08,2007-07,2007-07-31,0.5048656356009076,us_paper_original,0.03243757067271721,-0.056769810085134154,0.0,-1.0,1858,53,14
2007-09,2007-08,2007-08-31,0.5366951610690356,us_paper_original,0.24463440712690393,-0.007302333389289872,0.0,-1.0,1880,53,13
2007-10,2007-09,2007-09-28,0.5692715409329413,us_paper_original,0.46181027288627535,0.04239482200647249,1.0,-0.9999999599027303,1897,53,7
2007-11,2007-10,2007-10-31,0.5654218493411056,us_paper_original,0.4361456622740375,-0.039205898164503594,0.0,-1.0,1919,53,5
2007-12,2007-11,2007-11-30,0.5509352580389104,us_paper_original,0.33956838692606944,-0.001694845190360006,0.0,-7.638790923735143e-14,1941,53,4
2008-01,2007-12,2007-12-28,0.5751337024923553,us_paper_original,0.5008913499490353,-0.08438678658764043,0.0,-2.5521789042305972e-05,1959,53,5
2008-02,2008-01,2008-01-31,0.6226562557142851,us_paper_original,0.8177083714285671,0.051017952543678025,1.0,-1.136900802898934e-16,1981,53,5
2008-03,2008-02,2008-02-29,0.5884238444363009,us_paper_original,0.5894922962420062,-0.06557528245330879,0.0,-0.9999996086608773,1999,53,3
2008-04,2008-03,2008-03-31,0.5904145080919049,us_paper_original,0.6027633872793658,0.026923960487020393,1.0,-1.0,2020,53,3
2008-05,2008-04,2008-04-30,0.6968333394234499,us_paper_original,1.0,0.032638297872340516,1.0,-0.9824398206792055,2041,53,16
2008-06,2008-05,2008-05-30,0.6306978116311611,us_paper_original,0.8713187442077408,-0.05285100648530283,0.0,-0.00029343031299725953,2060,53,11
2008-07,2008-06,2008-06-30,0.5951796595662598,us_paper_original,0.6345310637750656,-0.06744098913450725,0.0,-0.9999999181114878,2080,53,2
2008-08,2008-07,2008-07-31,0.5759563906670592,us_paper_original,0.5063759377803945,-0.012835586909660912,0.0,-0.9999930842634909,2103,53,4
2008-09,2008-08,2008-08-29,0.6971708505706243,us_paper_original,1.0,0.004974597798475866,1.0,-0.9883282865572995,2123,53,157
2008-10,2008-09,2008-09-30,0.5329115156743898,us_paper_original,0.2194101044959318,-0.0661236737755867,0.0,-1.0,2144,53,79
2008-11,2008-10,2008-10-31,0.6462134218406221,us_paper_original,0.9747561456041476,-0.03552542372881373,0.0,-1.0,2166,53,16
2008-12,2008-11,2008-11-28,0.5960281833896907,us_paper_original,0.6401878892646045,0.026446751030854587,1.0,-1.0,2186,53,44
2009-01,2008-12,2008-12-30,0.6615922065517498,us_paper_original,1.0,-0.008882815169115155,0.0,-1.0,2207,53,77
2009-02,2009-01,2009-01-30,0.6124510577549006,us_paper_original,0.749673718366004,0.0255071697614484,1.0,-1.0,2226,53,16
2009-03,2009-02,2009-02-27,0.5314235092343134,us_paper_original,0.2094900615620891,0.06677772144564353,1.0,-1.0,2246,53,11
2009-04,2009-03,2009-03-31,0.5672765637745639,us_paper_original,0.4485104251637595,0.09566269664352589,1.0,-1.0,2268,53,2
2009-05,2009-04,2009-04-30,0.5539114973181642,us_paper_original,0.359409982121095,0.00565006124677625,1.0,-1.0,2290,53,2
2009-06,2009-05,2009-05-29,0.5606557043652536,us_paper_original,0.4043713624350239,0.018899456793172842,1.0,-0.00024513070298983267,2309,53,2
2009-07,2009-06,2009-06-30,0.590956058930132,us_paper_original,0.6063737262008803,0.0024959988634452035,1.0,-2.3678586334587954e-06,2331,53,4
2009-08,2009-07,2009-07-31,0.5853460163249556,us_paper_original,0.568973442166371,0.015670780564702946,1.0,-1.233242012321105e-05,2354,53,2
2009-09,2009-08,2009-08-31,0.5634851280498621,us_paper_original,0.42323418699908044,0.031189700091434958,1.0,-4.374373916727389e-06,2375,53,2
2009-10,2009-09,2009-09-30,0.5543626819991982,us_paper_original,0.362417879994655,-0.012635713975608365,0.0,-4.226987018958861e-06,2397,53,2
2009-11,2009-10,2009-10-30,0.5419951869484,us_paper_original,0.27996791298933327,-0.0019155368198130462,0.0,-2.5280291035715766e-06,2418,53,2
2009-12,2009-11,2009-11-30,0.5449542200181038,us_paper_original,0.29969480012069194,0.07135898009010178,1.0,0.9991343516192696,2439,53,3
2010-01,2009-12,2009-12-30,0.5829172669164338,us_paper_original,0.5527817794428918,0.00443006075366692,1.0,0.9999584630787638,2460,53,3
2010-02,2010-01,2010-01-29,0.5549598064266198,us_paper_original,0.36639870951079867,-0.0070146813254980955,0.0,0.9550539221309006,2480,53,2
2010-03,2010-02,2010-02-26,0.5685945093361542,us_paper_original,0.45729672890769457,0.03541036680505072,1.0,0.999852171492155,2499,53,3
2010-04,2010-03,2010-03-31,0.5953506297480141,us_paper_original,0.6356708649867608,0.027458617511925132,1.0,0.9999756085492923,2521,53,5
2010-05,2010-04,2010-04-30,0.5872356100193694,us_paper_original,0.5815707334624628,-0.056644418717430534,0.0,0.9999810797208305,2543,53,10
2010-06,2010-05,2010-05-31,0.5272890952539867,us_paper_original,0.18192730169324473,0.034802745157628046,1.0,-0.7294641150807657,2562,53,28
2010-07,2010-06,2010-06-30,0.6268947404122857,us_paper_original,0.8459649360819044,0.03985622296010294,1.0,-0.00016794295885025925,2583,53,7
2010-08,2010-07,2010-07-30,0.6097617587016702,us_paper_original,0.7317450580111344,-0.010640881863293483,0.0,0.689946608590119,2605,53,7
2010-09,2010-08,2010-08-31,0.6056283487289315,us_paper_original,0.7041889915262097,0.039447728425583195,1.0,0.9999850078415348,2627,53,7
2010-10,2010-09,2010-09-30,0.615474907518061,us_paper_original,0.7698327167870733,0.015394026098766167,1.0,0.9999993689383759,2646,53,8
2010-11,2010-10,2010-10-29,0.6008508674457456,us_paper_original,0.6723391163049705,0.016700719171326428,1.0,0.9999999839852195,2667,53,19
2010-12,2010-11,2010-11-30,0.581766805738288,us_paper_original,0.5451120382552532,0.048953574787300225,1.0,0.9999995248082306,2689,53,31
2011-01,2010-12,2010-12-30,0.800408965278768,us_paper_original,1.0,0.02813093657383381,1.0,0.999999975957849,2711,53,40
2011-02,2011-01,2011-01-31,0.6659243864013714,us_paper_original,1.0,-0.042484436287074434,0.0,0.9999999016513406,2732,53,61
2011-03,2011-02,2011-02-28,0.5828120298073723,us_paper_original,0.5520801987158157,-0.008234651170589746,0.0,0.9999735194820925,2749,53,69
2011-04,2011-03,2011-03-31,0.7774313801747657,us_paper_original,1.0,0.016561388181291825,1.0,0.999622724127658,2771,53,39
2011-05,2011-04,2011-04-29,0.7822709127637758,us_paper_original,1.0,-0.045042238650195854,0.0,0.9999788665124328,2792,53,51
2011-06,2011-05,2011-05-31,0.5148908009050712,us_paper_original,0.09927200603380815,-0.030117513671188867,0.0,0.9971982348168194,2812,53,25
2011-07,2011-06,2011-06-30,0.7396163670559872,us_paper_original,1.0,0.007929227340887524,1.0,0.9978417464744732,2833,53,26
2011-08,2011-07,2011-07-29,0.7513791792190242,us_paper_original,1.0,-0.16741428143718828,0.0,0.9931100637366,2854,53,25
2011-09,2011-08,2011-08-31,0.5751855921248408,us_paper_original,0.5012372808322718,-0.018491667142093604,0.0,-0.9909712634899417,2876,53,12
2011-10,2011-09,2011-09-30,0.5316405370281483,us_paper_original,0.2109369135209886,0.05601219101087951,1.0,-0.00019710483200455502,2896,53,10
2011-11,2011-10,2011-10-31,0.5890199589752564,us_paper_original,0.5934663931683759,-0.011503234798902806,0.0,0.00016004626410387712,2916,53,1
2011-12,2011-11,2011-11-30,0.5527928927305784,us_paper_original,0.3519526182038561,0.0034921892240424857,1.0,1.3689054232256657e-06,2938,53,4
2012-01,2011-12,2011-12-29,0.621788878400521,us_paper_original,0.8119258560034733,0.03220480434620776,1.0,0.9863767331181216,2959,53,5
2012-02,2012-01,2012-01-31,0.6229654231506084,us_paper_original,0.8197694876707229,0.019923603369249587,1.0,0.9999968285439123,2979,53,5
2012-03,2012-02,2012-02-29,0.5942623203957483,us_paper_original,0.6284154693049889,0.011820976069195854,1.0,-4.6665721600776226e-08,3000,53,3
2012-04,2012-03,2012-03-30,0.5950353664585635,us_paper_original,0.6335691097237566,-0.0053652912062636116,0.0,-0.00015568314568952836,3021,53,4
2012-05,2012-04,2012-04-30,0.5933017745592482,us_paper_original,0.6220118303949878,-0.04423093478374385,0.0,-0.0028637663175580526,3041,53,1
2012-06,2012-05,2012-05-31,0.5834514727373242,us_paper_original,0.5563431515821615,0.012854599711602077,1.0,-7.842885395084976e-05,3062,53,1
2012-07,2012-06,2012-06-29,0.5941612876310169,us_paper_original,0.627741917540113,-0.02520894229530235,0.0,0.00042810633359955866,3082,53,1
2012-08,2012-07,2012-07-31,0.5944747217086933,us_paper_original,0.6298314780579555,0.04127623517376189,1.0,0.42587566561354506,3104,53,1
2012-09,2012-08,2012-08-31,0.5899854487612237,us_paper_original,0.5999029917414915,0.05922229014500213,1.0,0.9999945786338321,3126,53,1
2012-10,2012-09,2012-09-28,0.5779412825529577,us_paper_original,0.5196085503530516,-0.032116840976731176,0.0,0.9945752731078615,3146,53,1
2012-11,2012-10,2012-10-31,0.5937454312082986,us_paper_original,0.6249695413886573,-0.011155503270179667,0.0,0.1196110044722449,3167,53,2
2012-12,2012-11,2012-11-30,0.5980610884658387,us_paper_original,0.6537405897722581,0.04050075148880783,1.0,-0.5013390706153279,3189,53,2
2013-01,2012-12,2012-12-28,0.5936047065501928,us_paper_original,0.6240313770012855,-0.006200755949406278,0.0,0.9886981547521264,3207,53,3
2013-02,2013-01,2013-01-31,0.5935190833818901,us_paper_original,0.6234605558792672,0.015552836179886675,1.0,0.9999788308630523,3229,53,3
2013-03,2013-02,2013-02-28,0.5930661225902598,us_paper_original,0.6204408172683988,-0.02716205155399265,0.0,0.5009627776439208,3248,53,1
2013-04,2013-03,2013-03-29,0.5946760971650565,us_paper_original,0.6311739811003769,-0.045557152520240285,0.0,0.9999644755577674,3268,56,1
2013-05,2013-04,2013-04-30,0.6563601693269394,us_paper_original,1.0,0.001367565033173923,1.0,0.8774240091861218,3290,59,23
2013-06,2013-05,2013-05-31,0.5855905184029068,us_paper_original,0.5706034560193785,-0.06275108911949989,0.0,0.9999996957163538,3311,61,1
2013-07,2013-06,2013-06-28,0.62537057163757,us_paper_original,0.8358038109171336,0.0024829675948072616,1.0,-0.9995474809685263,3330,66,7
2013-08,2013-07,2013-07-31,0.7959818655971178,us_paper_original,1.0,0.0024218885016238367,1.0,0.9999999805230729,3353,66,83
2013-09,2013-08,2013-08-30,0.6553090521452175,us_paper_original,1.0,0.036290943840903145,1.0,1.1877562077512197e-06,3374,66,10
2013-10,2013-09,2013-09-30,0.5888330719454066,us_paper_original,0.5922204796360439,0.028187748614441288,1.0,0.9999451202304818,3392,66,24
2013-11,2013-10,2013-10-31,0.4885385148713376,us_paper_original,-0.07640990085774939,-0.031647811292572214,0.0,0.9998904734496097,3413,66,21
2013-12,2013-11,2013-11-29,0.559183359162049,us_paper_original,0.3945557277469932,-0.04380089046134805,0.0,0.9995879195625417,3434,66,16
2014-01,2013-12,2013-12-30,0.6085304110730554,us_paper_original,0.7235360738203693,-0.037134477489857765,0.0,-0.7493535860446939,3454,66,22
2014-02,2014-01,2014-01-29,0.6033828014537069,us_paper_original,0.6892186763580462,-0.00019562924709592977,0.0,-0.9999405527776796,3474,68,22
2014-03,2014-02,2014-02-28,0.5510028668740345,us_paper_original,0.34001911249356365,-0.03367346472271038,0.0,0.9999754847698157,3494,68,15
2014-04,2014-03,2014-03-31,0.5360574412851219,us_paper_original,0.24038294190081264,0.009042219848546251,1.0,-0.22956640261899136,3515,68,8
2014-05,2014-04,2014-04-30,0.41873402265495635,us_paper_original,-0.541773182300291,0.027042896889025503,1.0,0.9926951577723057,3537,68,144
2014-06,2014-05,2014-05-30,0.5418770509682757,us_paper_original,0.2791803397885044,-0.0013460182901907647,0.0,0.9999962160035011,3556,68,9
2014-07,2014-06,2014-06-30,0.5672804816713944,us_paper_original,0.448536544475963,-0.010769089571904922,0.0,0.9999998740233752,3575,68,1
2014-08,2014-07,2014-07-31,0.5885414423019945,us_paper_original,0.5902762820132964,-0.016672791950305466,0.0,0.9990430407278873,3598,68,9
2014-09,2014-08,2014-08-29,0.5220648594369238,us_paper_original,0.14709906291282548,-0.005665035736072688,0.0,0.9997871473706534,3618,68,6
2014-10,2014-09,2014-09-30,0.4615052550098523,us_paper_original,-0.2566316332676514,-0.05289849572570715,0.0,2.7235200569193733e-05,3637,68,105
2014-11,2014-10,2014-10-31,0.6051729309416175,us_paper_original,0.7011528729441168,-0.008610933154640454,0.0,0.0006604653030358066,3658,68,238
2014-12,2014-11,2014-11-28,0.4701495363886034,us_paper_original,-0.19900309074264397,-0.025509234978924322,0.0,0.9999999989467908,3678,68,205
2015-01,2014-12,2014-12-30,0.5048621953078393,us_paper_original,0.03241463538559512,0.008917582300186577,1.0,-0.8224570215790351,3699,68,11
2015-02,2015-01,2015-01-30,0.5729676231461783,us_paper_original,0.4864508209745222,-0.004732786178759829,0.0,-0.999642690655685,3720,68,12
2015-03,2015-02,2015-02-27,0.564042091908989,us_paper_original,0.42694727939326016,0.0035411861362610875,1.0,0.9977376118397836,3737,68,1
2015-04,2015-03,2015-03-31,0.5377292057853761,us_paper_original,0.25152803856917394,0.02873656806255731,1.0,-0.8544175955914527,3759,68,5
2015-05,2015-04,2015-04-30,0.5471584818404488,us_paper_original,0.3143898789363253,-0.020637851952848618,0.0,0.9725589121302283,3781,68,10
