Config,mode,level_threshold,shock_threshold,max_risk_transfer,bond_share,rebalance_band,financing_rate,Cal_Months,Cal_CAGR,Cal_Volatility,Cal_Sharpe,Cal_Sortino,Cal_MDD,Cal_Calmar,Cal_FinalMultiple,Cal_PositiveMonths,Validation_Months,Validation_CAGR,Validation_Volatility,Validation_Sharpe,Validation_Sortino,Validation_MDD,Validation_Calmar,Validation_FinalMultiple,Validation_PositiveMonths,Cal_CAGRDelta,Cal_SharpeDelta,Cal_MDDDelta,Validation_CAGRDelta,Validation_SharpeDelta,Validation_MDDDelta,AvgTurnover,AvgStress,Rank_Cal_CAGR,Rank_Cal_Sharpe,Rank_Cal_MDD,Rank_Cal_Calmar,Rank_Validation_CAGR,Rank_Validation_Sharpe,Rank_Validation_MDD,Rank_Validation_Calmar,MultiObjectiveScore,Selected
robust_mean_lt0.70_st0.00_rt0.25_bs0.50_rb0.15,robust_mean,0.7,0.0,0.25,0.5,0.15,0.04,129.0,0.12489422245318837,0.13593222155944268,0.9363970111825869,1.7625973403204145,-0.1283926656636687,0.9727520011178468,3.5436484165519704,0.6124031007751938,60.0,0.02028777226320755,0.0700166228452773,0.3217207361104447,0.46968805335297,-0.10562087027350442,0.19208109354403652,1.1056391520270938,0.55,-0.0031796230119662816,-0.01080351191159723,0.0016229546734207734,-0.0031192686997045804,-0.03985611832811581,9.964328532141575e-05,0.11740793334160593,0.13918877629657153,0.19876543209876543,0.3432098765432099,0.8703703703703703,0.33827160493827163,0.3160493827160494,0.3506172839506173,0.45,0.32592592592592595,0.3991512345679013,False
robust_mean_lt0.70_st0.00_rt0.25_bs0.50_rb0.20,robust_mean,0.7,0.0,0.25,0.5,0.2,0.04,129.0,0.1253453531822717,0.1365959949491425,0.9354071170781729,1.7697393368592467,-0.1283926656636687,0.9762656810212228,3.558955732994887,0.6046511627906976,60.0,0.01936132349812003,0.06994302831241193,0.3089745911790742,0.4511061202669772,-0.10562087027350442,0.18330963802877248,1.1006285093119017,0.5333333333333333,-0.002728492282882966,-0.011793406016011199,0.0016229546734207734,-0.004045717464792098,-0.052602263259486304,9.964328532141575e-05,0.11321071848501499,0.13918877629657153,0.24814814814814815,0.2839506172839506,0.8703703703703703,0.5345679012345679,0.20987654320987653,0.2222222222222222,0.45,0.22839506172839505,0.3809413580246914,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.00_rb0.10,robust_mean,0.7,0.0,0.35,0.0,0.1,0.04,129.0,0.12093340350701798,0.1372322914065801,0.9028895134052803,1.6794231596265308,-0.14162712856230408,0.8538858673097888,3.4117953310711107,0.6201550387596899,60.0,0.01030976898593794,0.07341574188341926,0.17630587438665507,0.24203024700275869,-0.12710926118159505,0.08110950288043021,1.0526227732920923,0.5666666666666667,-0.0071404419581366785,-0.04431100968890378,-0.011611508225214617,-0.01309727197697419,-0.18527098005190545,-0.02138874762276921,0.1937065926853966,0.13918877629657153,0.03209876543209877,0.028395061728395062,0.024691358024691357,0.02345679012345679,0.02345679012345679,0.022222222222222223,0.022839506172839506,0.019753086419753086,0.024614197530864197,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.00_rb0.15,robust_mean,0.7,0.0,0.35,0.0,0.15,0.04,129.0,0.12298634408661946,0.13699448259156774,0.9176518823958486,1.7234581098897346,-0.12987510826655646,0.9469585490870317,3.47957023806522,0.6201550387596899,60.0,0.012568501714614877,0.07081142365666188,0.21160731558525245,0.29843413126586593,-0.11389700713462925,0.11034971006532751,1.064442160123128,0.55,-0.0050875013785351975,-0.029548640698335515,0.0001405120705330054,-0.010838539248297252,-0.14996953885330808,-0.008176493575803412,0.1620870269021764,0.13918877629657153,0.08148148148148149,0.07901234567901234,0.4580246913580247,0.10740740740740741,0.037037037037037035,0.040740740740740744,0.0691358024691358,0.044444444444444446,0.11466049382716047,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.00_rb0.20,robust_mean,0.7,0.0,0.35,0.0,0.2,0.04,129.0,0.12367512938306935,0.13591309383242758,0.9284464981573752,1.7463503319097027,-0.12801814282006774,0.9660750160771931,3.5025816053608465,0.6124031007751938,60.0,0.016988143897868735,0.07023446967895035,0.2747530062437192,0.3974317143903151,-0.1099499370972723,0.154507991058143,1.0878761349557085,0.55,-0.004398716082085308,-0.01875402493680889,0.0019974775170217285,-0.006418897065043394,-0.08682384819484135,-0.004229423538446464,0.13308585202375933,0.13918877629657153,0.11358024691358025,0.14814814814814814,0.912962962962963,0.18641975308641975,0.1037037037037037,0.11358024691358025,0.14320987654320988,0.10987654320987654,0.22893518518518519,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.50_rb0.10,robust_mean,0.7,0.0,0.35,0.5,0.1,0.04,129.0,0.12125091354348694,0.13560385620209717,0.9141911500087182,1.7153436747490252,-0.1270994830739427,0.9539843169381481,3.4221985770271206,0.6201550387596899,60.0,0.014619487475186377,0.07068159699896229,0.2405056413639623,0.3416060797115442,-0.11152677884138273,0.13108499704791726,1.0752662067303531,0.5666666666666667,-0.006822931921667719,-0.03300937308546592,0.0029161372631467675,-0.008787553487725752,-0.12107121307459823,-0.0058062652825568994,0.18532826322790907,0.13918877629657153,0.03950617283950617,0.06172839506172839,0.9666666666666667,0.1259259259259259,0.06172839506172839,0.06419753086419754,0.10432098765432099,0.0691358024691358,0.18665123456790125,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.50_rb0.15,robust_mean,0.7,0.0,0.35,0.5,0.15,0.04,129.0,0.12431062608326293,0.13558721899332982,0.9345219601292559,1.7711864653995322,-0.12565062139896432,0.9893355456520453,3.5239350016861857,0.6124031007751938,60.0,0.017294910007294106,0.06916625173609728,0.28230208893870845,0.40858455223106516,-0.10566159081913917,0.16368208989866323,1.089517869533025,0.55,-0.0037632193818917248,-0.012678562964928197,0.004364998938125142,-0.0061121309556180226,-0.07927476549985207,5.892273968666206e-05,0.1522650209093572,0.13918877629657153,0.15185185185185185,0.24567901234567902,0.9938271604938271,0.9728395061728395,0.11728395061728394,0.1308641975308642,0.3351851851851852,0.1345679012345679,0.3852623456790123,False
robust_mean_lt0.70_st0.00_rt0.35_bs0.50_rb0.20,robust_mean,0.7,0.0,0.35,0.5,0.2,0.04,129.0,0.12392189430006817,0.13523516985041473,0.9340708479252482,1.7592526042879364,-0.12775533782833615,0.9699938680181102,3.5108592040524855,0.6124031007751938,60.0,0.019228832897509873,0.06965508785917016,0.30810926055914917,0.44757838014766893,-0.10566159081913917,0.18198507847968942,1.0999134290582362,0.55,-0.004151951165086487,-0.013129675168935928,0.0022602825087533196,-0.004178208065402256,-0.05346759387941136,5.892273968666206e-05,0.12663668383683072,0.13918877629657153,0.11851851851851852,0.2308641975308642,0.9296296296296296,0.26049382716049385,0.19876543209876543,0.21728395061728395,0.3351851851851852,0.21851851851851853,0.3136574074074074,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.00_rb0.10,robust_mean,0.7,0.5,0.15,0.0,0.1,0.04,129.0,0.12663330657117666,0.1373466478208346,0.9395080941519561,1.765324879378504,-0.12988189077954182,0.9749881666422672,3.6029878749294713,0.6124031007751938,60.0,0.0217308592297194,0.07095781325343757,0.33831717361207225,0.4966972207206441,-0.10556151811962955,0.20585966947815681,1.1134803381195562,0.55,-0.001440538893977994,-0.007692428942227991,0.00013372955754764604,-0.0016761817331927276,-0.02325968082648827,0.00015899543919628556,0.11034622084482706,0.10449371744853103,0.6469135802469136,0.6345679012345679,0.45123456790123456,0.4444444444444444,0.8049382716049382,0.7950617283950617,0.8080246913580247,0.8098765432098766,0.6743827160493827,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.00_rb0.15,robust_mean,0.7,0.5,0.15,0.0,0.15,0.04,129.0,0.12651864271943358,0.1376781418220191,0.9367985580958595,1.764454665523523,-0.12988189077954182,0.9741053349322044,3.5990478430333512,0.6046511627906976,60.0,0.02067816666089284,0.07096562504465152,0.32373337413453845,0.47531153668673043,-0.10556151811962955,0.19588735582088657,1.1077560340659163,0.5333333333333333,-0.0015552027457210738,-0.010401964998324575,0.00013372955754764604,-0.0027288743020192907,-0.03784348030402207,0.00015899543919628556,0.10920850807784452,0.10449371744853103,0.6012345679012345,0.3691358024691358,0.45123456790123456,0.4024691358024691,0.4166666666666667,0.404320987654321,0.8080246913580247,0.42901234567901236,0.48526234567901233,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.00_rb0.20,robust_mean,0.7,0.5,0.15,0.0,0.2,0.04,129.0,0.1260595341689874,0.13738441796690667,0.9355395460310284,1.758225994453473,-0.12988189077954182,0.9705705192031553,3.5833112613857567,0.6046511627906976,60.0,0.02067816666089284,0.07096562504465152,0.32373337413453845,0.47531153668673043,-0.10556151811962955,0.19588735582088657,1.1077560340659163,0.5333333333333333,-0.0020143112961672482,-0.01166097706315572,0.00013372955754764604,-0.0027288743020192907,-0.03784348030402207,0.00015899543919628556,0.10856106758577111,0.10449371744853103,0.43950617283950616,0.291358024691358,0.45123456790123456,0.2740740740740741,0.4166666666666667,0.404320987654321,0.8080246913580247,0.42901234567901236,0.4392746913580247,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.50_rb0.10,robust_mean,0.7,0.5,0.15,0.5,0.1,0.04,129.0,0.1262333950431218,0.13717606861505874,0.9378953098665656,1.7614044341429937,-0.12986703240984565,0.9720203249485482,3.5892632270612803,0.6124031007751938,60.0,0.02181299249364499,0.07094215060749104,0.33951400563799916,0.49798483452120895,-0.10555838382985694,0.2066438657189372,1.113927953448591,0.55,-0.0018404504220328466,-0.00930521322761857,0.0001485879272438151,-0.0015940484692671397,-0.022062848800561363,0.0001621297289688961,0.10945553615019026,0.10449371744853103,0.5061728395061729,0.4654320987654321,0.4623456790123457,0.3172839506172839,0.8234567901234567,0.8135802469135802,0.8746913580246913,0.828395061728395,0.6364197530864197,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.50_rb0.15,robust_mean,0.7,0.5,0.15,0.5,0.15,0.04,129.0,0.12615075509577145,0.13753847935591945,0.9352121470095575,1.7609778212255125,-0.12986703240984565,0.9713839821768927,3.586433007965725,0.6046511627906976,60.0,0.020739296739310742,0.07094943738340787,0.32463924847902403,0.4761891697889398,-0.10555838382985694,0.19647228374336553,1.108087800372461,0.5333333333333333,-0.0019230903693832069,-0.011988376084626662,0.0001485879272438151,-0.002667744223601387,-0.03693760595953649,0.0001621297289688961,0.108340919425102,0.10449371744853103,0.4679012345679012,0.2740740740740741,0.4623456790123457,0.3012345679012346,0.44012345679012344,0.4154320987654321,0.8746913580246913,0.4537037037037037,0.4611882716049382,False
robust_mean_lt0.70_st0.50_rt0.15_bs0.50_rb0.20,robust_mean,0.7,0.5,0.15,0.5,0.2,0.04,129.0,0.1256602474287507,0.13722086308962714,0.9338836454888935,1.7543104483427656,-0.12986703240984565,0.9676069830577262,3.5696759225476264,0.6046511627906976,60.0,0.020739296739310742,0.07094943738340787,0.32463924847902403,0.4761891697889398,-0.10555838382985694,0.19647228374336553,1.108087800372461,0.5333333333333333,-0.002413598036403952,-0.013316877605290656,0.0001485879272438151,-0.002667744223601387,-0.03693760595953649,0.0001621297289688961,0.1076938208965314,0.10449371744853103,0.31234567901234567,0.22592592592592592,0.4623456790123457,0.21481481481481482,0.44012345679012344,0.4154320987654321,0.8746913580246913,0.4537037037037037,0.42492283950617277,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.00_rb0.10,robust_mean,0.7,0.5,0.25,0.0,0.1,0.04,129.0,0.126182744646399,0.1377519223294764,0.9341997198409648,1.7544122380984422,-0.1305001917448385,0.9669161627985863,3.5875283328037293,0.6124031007751938,60.0,0.0197644623497073,0.07167883998218175,0.30876699212242464,0.4465325006145063,-0.10991699118758469,0.17981262165352768,1.1028066241630392,0.55,-0.0018911008187556533,-0.013000803253219284,-0.00048457140774904595,-0.0036425786132048277,-0.05280986231613588,-0.0041964776287588546,0.13472930684817389,0.10449371744853103,0.4802469135802469,0.23703703703703705,0.10061728395061728,0.19876543209876543,0.2518518518518518,0.21975308641975308,0.14506172839506173,0.20246913580246914,0.22947530864197527,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.00_rb0.15,robust_mean,0.7,0.5,0.25,0.0,0.15,0.04,129.0,0.1254824893511215,0.13712471561153233,0.93328384834247,1.7497053663594182,-0.12979583658546057,0.9667682157778684,3.563620771784538,0.6124031007751938,60.0,0.020021581905774077,0.07137150232124155,0.313278735812671,0.4554530817654549,-0.10590692523385359,0.18904884512098077,1.1041976128874047,0.55,-0.002591356114033161,-0.013916674751714098,0.00021978375162889918,-0.0033854590571380516,-0.04829811862588951,-0.00018641167502775335,0.12163939570195385,0.10449371744853103,0.2679012345679012,0.20123456790123456,0.5203703703703704,0.1962962962962963,0.2802469135802469,0.25555555555555554,0.25,0.2876543209876543,0.28240740740740744,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.00_rb0.20,robust_mean,0.7,0.5,0.25,0.0,0.2,0.04,129.0,0.12659410601923415,0.13749386466262917,0.9383443331043752,1.7711686587940005,-0.12979583658546068,0.9753325634284238,3.601640441879232,0.6046511627906976,60.0,0.020323417834241964,0.07063714388160003,0.3199858108684998,0.4696862286301492,-0.10558987938281006,0.19247505492984396,1.1058323028904897,0.5333333333333333,-0.0014797394459205027,-0.008856189989808971,0.00021978375162878816,-0.0030836231286701654,-0.041591043570060715,0.00013063417601577587,0.11281595119822287,0.10449371744853103,0.6358024691358025,0.5135802469135803,0.5135802469135803,0.4777777777777778,0.32222222222222224,0.3271604938271605,0.6117283950617284,0.337037037037037,0.46736111111111117,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.50_rb0.10,robust_mean,0.7,0.5,0.25,0.5,0.1,0.04,129.0,0.12583908241507458,0.1371297553788115,0.935554407211477,1.7636052029840414,-0.12976800126971477,0.9697235156880148,3.5757771722029,0.6124031007751938,60.0,0.02113032874532772,0.07058719342903966,0.33138574283898886,0.48608303677107345,-0.10558465980210996,0.20012688192518532,1.1102118976104054,0.55,-0.0022347630500800797,-0.011646115882707142,0.00024761906737469364,-0.002276712217584409,-0.030191111599571663,0.00013585375671587574,0.1293886833284253,0.10449371744853103,0.3802469135802469,0.2938271604938272,0.5401234567901234,0.254320987654321,0.5419753086419753,0.5851851851851851,0.6524691358024691,0.5456790123456791,0.47422839506172837,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.50_rb0.15,robust_mean,0.7,0.5,0.25,0.5,0.15,0.04,129.0,0.1257409979646864,0.13658663872866642,0.9381263268891964,1.7615971020238768,-0.12976800126971488,0.9689676710311766,3.572429689744419,0.6124031007751938,60.0,0.02206810571271478,0.07059717224861747,0.3443789018621236,0.5048217711264547,-0.10558465980210996,0.20900863585747692,1.1153192045056723,0.55,-0.002332847500468249,-0.009074196204987728,0.0002476190673745826,-0.0013389352501973484,-0.017197952576436915,0.00013585375671587574,0.11760503876760127,0.10449371744853103,0.3395061728395062,0.49135802469135803,0.5296296296296297,0.23580246913580247,0.8641975308641975,0.8777777777777778,0.6524691358024691,0.8679012345679012,0.6073302469135803,False
robust_mean_lt0.70_st0.50_rt0.25_bs0.50_rb0.20,robust_mean,0.7,0.5,0.25,0.5,0.2,0.04,129.0,0.12598327723502156,0.13724949924433777,0.9357806536420792,1.7656358946036208,-0.12976800126971488,0.9708346896179205,3.580703501413071,0.6046511627906976,60.0,0.020428645584625427,0.07058614948331653,0.32163432618384113,0.47134025539008406,-0.10558465980210996,0.1934811896246427,1.1064026526819122,0.5333333333333333,-0.002090568230133094,-0.011419869452104936,0.0002476190673745826,-0.0029783953782867023,-0.03994252825471939,0.00013585375671587574,0.11138662154215047,0.10449371744853103,0.4111111111111111,0.3037037037037037,0.5296296296296297,0.2851851851851852,0.36049382716049383,0.34814814814814815,0.6524691358024691,0.37407407407407406,0.4081018518518519,False
robust_mean_lt0.70_st0.50_rt0.35_bs0.00_rb0.10,robust_mean,0.7,0.5,0.35,0.0,0.1,0.04,129.0,0.1224497661381514,0.13820548223596726,0.9073605240729697,1.6858954826079264,-0.1401913398403657,0.873447434610323,3.461739019253189,0.6201550387596899,60.0,0.013386977260218424,0.07370236373332868,0.2171717581322568,0.3020030634545249,-0.12568600602030022,0.10651127905246843,1.0687511498731517,0.55,-0.005624079327003262,-0.03983999902121438,-0.010175719503276226,-0.010020063702693704,-0.14440509630630372,-0.019965492461474388,0.1737781096298702,0.10449371744853103,0.05925925925925926,0.03950617283950617,0.02962962962962963,0.02962962962962963,0.04938271604938271,0.04814814814814815,0.027777777777777776,0.03950617283950617,0.04035493827160494,False
robust_mean_lt0.70_st0.50_rt0.35_bs0.00_rb0.15,robust_mean,0.7,0.5,0.35,0.0,0.15,0.04,129.0,0.1256442187647866,0.13756422489818756,0.9317862413829213,1.7473365561777494,-0.13008173711024162,0.9658866921365424,3.5691295396438183,0.6124031007751938,60.0,0.01857410085507838,0.07206105962430702,0.2913060199834848,0.41770329644873805,-0.11177712453724342,0.1661708594846668,1.0963851539593708,0.55,-0.0024296267003680594,-0.0154142817112628,-6.611677315215836e-05,-0.00483294010783375,-0.0702708344550757,-0.006056610978417587,0.14617758799733957,0.10449371744853103,0.30617283950617286,0.1728395061728395,0.10987654320987654,0.18518518518518517,0.1617283950617284,0.14938271604938272,0.10185185185185185,0.14320987654320988,0.16628086419753088,False
robust_mean_lt0.70_st0.50_rt0.35_bs0.00_rb0.20,robust_mean,0.7,0.5,0.35,0.0,0.2,0.04,129.0,0.12524779487046445,0.13671240924218347,0.9341457510205687,1.752766354837279,-0.12970978265398037,0.9656002215698802,3.555640409054291,0.6124031007751938,60.0,0.020060413361012053,0.07101301319203691,0.31504283430387364,0.4588261093985211,-0.10687810033481149,0.18769432931694927,1.104407808758255,0.55,-0.0028260505946902104,-0.013054772073615384,0.0003058376831091003,-0.0033466276019000762,-0.04653402013468688,-0.0011575867759856528,0.1317155197674046,0.10449371744853103,0.22839506172839505,0.2345679012345679,0.5882716049382716,0.18271604938271604,0.291358024691358,0.2641975308641975,0.1814814814814815,0.27283950617283953,0.2804783950617284,False
robust_mean_lt0.70_st0.50_rt0.35_bs0.50_rb0.10,robust_mean,0.7,0.5,0.35,0.5,0.1,0.04,129.0,0.124225450347214,0.13689612405312826,0.9263568089858495,1.7396745874183717,-0.12761025233452616,0.9734754698357698,3.521066166854444,0.6046511627906976,60.0,0.017558224275621592,0.07113013867238031,0.28012930462865515,0.401967738218576,-0.11088855898568473,0.15834117095784686,1.0909286411287666,0.5333333333333333,-0.0038483951179406617,-0.020843714108334632,0.0024053680025633017,-0.005848816687290537,-0.08144754980990537,-0.005168045426858892,0.1692370129306075,0.10449371744853103,0.13950617283950617,0.1259259259259259,0.9438271604938272,0.36419753086419754,0.12962962962962962,0.12469135802469136,0.12530864197530864,0.11975308641975309,0.2591049382716049,False
robust_mean_lt0.70_st0.50_rt0.35_bs0.50_rb0.15,robust_mean,0.7,0.5,0.35,0.5,0.15,0.04,129.0,0.1251498929757493,0.1366680491888706,0.9337386158830474,1.759366299633416,-0.1296708131095854,0.965135406916779,3.552316225272541,0.6124031007751938,60.0,0.020435577120633486,0.07044646109066836,0.32223565371251917,0.4712978698453603,-0.10561092432617547,0.19349870528089458,1.1064402308802939,0.55,-0.002923952489405357,-0.013461907211136714,0.00034480722750407367,-0.0029714638422786432,-0.03934120072604136,0.00010958923265036447,0.13890537820799564,0.10449371744853103,0.22098765432098766,0.21604938271604937,0.6141975308641975,0.17530864197530865,0.3617283950617284,0.36666666666666664,0.5006172839506173,0.37530864197530867,0.3538580246913581,False
