Strategy,max_shift,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths
oap_momentum_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
oap_momentum_domestic,0.025,129.0,0.12200884652829425,0.13760827845662818,0.9078912307561104,1.6808057501112217,-0.13994884146395348,0.8718103362057483,3.4471487342941782,0.5968992248062015
oap_momentum_domestic,0.05,129.0,0.12263980803697994,0.1378180827242687,0.9108083894313721,1.6916570563693547,-0.13994884146395348,0.8763188516181335,3.4680448705406604,0.5968992248062015
oap_momentum_domestic,0.075,129.0,0.12324907196794865,0.1380873837649568,0.9132351797903384,1.7013752106496505,-0.13994884146395348,0.8806723276783526,3.4883313885745513,0.6046511627906976
oap_momentum_domestic,0.1,129.0,0.1239546392749411,0.13839119826342938,0.9160778953382873,1.7123375437702377,-0.13994884146395348,0.8857139364520428,3.5119589492945886,0.6046511627906976
oap_momentum_domestic,0.15,129.0,0.12461696647277032,0.13828448305380622,0.9209554030915567,1.7286358875862085,-0.13994884146395348,0.8904465743996017,3.534270495761827,0.6046511627906976
oap_momentum_domestic,0.2,129.0,0.12484606379372809,0.13798132086765494,0.9241637421198178,1.7386662892964408,-0.13994884146395348,0.8920835820272554,3.54201787768402,0.5968992248062015
oap_reversal_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
oap_reversal_domestic,0.025,129.0,0.1221618456078688,0.13757186950707914,0.9090965044939894,1.6833713624656717,-0.13994884146395348,0.8729035862675143,3.4522052311971048,0.5968992248062015
oap_reversal_domestic,0.05,129.0,0.1229459944336404,0.13774008388468595,0.9132462700038791,1.6970816093765586,-0.13994884146395348,0.878506696786822,3.478226473050112,0.5968992248062015
oap_reversal_domestic,0.075,129.0,0.12371637698362514,0.13796296694573626,0.9169796464030826,1.710065097930476,-0.13994884146395348,0.884011440819899,3.5039640010367084,0.6046511627906976
oap_reversal_domestic,0.1,129.0,0.12447287371384008,0.13824022911071704,0.9202951764913829,1.7224884040106014,-0.13994884146395348,0.8894169641690136,3.5294055889567413,0.6046511627906976
oap_reversal_domestic,0.15,129.0,0.12474464913750238,0.13820473239270026,0.9222365234549396,1.7319422379097686,-0.13994884146395348,0.8913589268235048,3.5385864411676584,0.5968992248062015
oap_reversal_domestic,0.2,129.0,0.1248452214461373,0.13784105993308626,0.9249588714971754,1.7409961786904744,-0.13994884146395348,0.8920775630593097,3.5419893638332156,0.5968992248062015
oap_lowrisk_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
oap_lowrisk_domestic,0.025,129.0,0.12207354683150484,0.1376016498839249,0.9083533125077293,1.6812600699882867,-0.13994884146395348,0.8722726501665771,3.449286207166662,0.5968992248062015
oap_lowrisk_domestic,0.05,129.0,0.12277178008732026,0.1377983600161618,0.9117836657862475,1.692897077222241,-0.13994884146395348,0.877261853710611,3.4724300119037537,0.5968992248062015
oap_lowrisk_domestic,0.075,129.0,0.12344926986298055,0.13804859541158768,0.9147607603783543,1.7037212840204048,-0.13994884146395348,0.8821028353762921,3.495020786311746,0.6046511627906976
oap_lowrisk_domestic,0.1,129.0,0.12411122561384325,0.13835242925952376,0.917317184417504,1.7139758024265803,-0.13994884146395348,0.8868328191613539,3.5172222473122208,0.6046511627906976
oap_lowrisk_domestic,0.15,129.0,0.12419533813549521,0.1383688383752088,0.9177469985845383,1.719155161935801,-0.13994884146395348,0.8874338425122592,3.520052453459092,0.5968992248062015
oap_lowrisk_domestic,0.2,129.0,0.12411822157421137,0.13805406969825376,0.9190219341304122,1.724104195981668,-0.13994884146395348,0.8868828085738775,3.5174575676743083,0.5968992248062015
oap_liquidity_domestic,0.0,129.0,0.12135667810594164,0.1374592378834939,0.9044811719358008,1.6687845786136237,-0.13994884146395348,0.8671502874655764,3.4256703455016124,0.5891472868217055
oap_liquidity_domestic,0.025,129.0,0.12209176528884158,0.13756853826574136,0.9086564846642115,1.682501529813107,-0.13994884146395348,0.8724028295746105,3.4498882984611337,0.5968992248062015
oap_liquidity_domestic,0.05,129.0,0.12280281551737815,0.13773647832825142,0.9123310323160976,1.6952809747005027,-0.13994884146395348,0.877483616389982,3.4734619811814182,0.5968992248062015
oap_liquidity_domestic,0.075,129.0,0.12349055153577049,0.13796261276299188,0.9155092665690623,1.7071881618960174,-0.13994884146395348,0.8823978122575445,3.496401615143265,0.6046511627906976
oap_liquidity_domestic,0.1,129.0,0.1241674251285616,0.1382474712593676,0.9182677450713261,1.7185614184550122,-0.13994884146395348,0.8872343910081122,3.519113011669598,0.6046511627906976
oap_liquidity_domestic,0.15,129.0,0.12416743974920474,0.13820843940639566,0.9184621346755354,1.7244646209759462,-0.13994884146395348,0.8872344954794532,3.5191135036832866,0.6046511627906976
