signal_month,p_current,p_h1,p_h3,p_h6,train_rows,feature_count,risk_state,risk_state_return,fit_method,converged
2013-07,0.01,0.8749999999996168,0.8749999999996168,0.07500000000038348,88,6,1,0.0025620497999546727,statsmodels_tvtp_markov_regression,False
2013-08,0.10991697049230786,0.8258088096794853,0.6615273368937478,0.578510767632925,89,6,1,0.004735913149874158,statsmodels_tvtp_markov_regression,True
2013-09,0.01,0.873333321531263,0.873333321531263,0.07333334513540359,90,6,1,0.0028711772185878465,statsmodels_tvtp_markov_regression,False
2013-10,0.99,0.07252747252747253,0.07252759202599872,0.07252759202599872,91,6,1,0.0038100993857627125,statsmodels_tvtp_markov_regression,False
2013-11,0.01,0.07173913043478261,0.07173913043478261,0.07173913043478261,92,6,1,0.0014091852086618724,statsmodels_tvtp_markov_regression,True
2013-12,0.01,0.8731182795698925,0.8731182795698925,0.07311827956989247,93,6,1,0.0043969353914902354,statsmodels_tvtp_markov_regression,True
2014-01,0.99,0.8744680851063831,0.8744680851063831,0.8744680851063831,94,6,1,0.0030820983562803972,statsmodels_tvtp_markov_regression,True
2014-02,0.01,0.8736842105263158,0.8736842105263158,0.07368421052631578,95,6,1,0.003660461477395625,statsmodels_tvtp_markov_regression,True
2014-03,0.99,0.07291666666666667,0.07291666666666667,0.07291666666666667,96,6,1,0.003848605206806611,statsmodels_tvtp_markov_regression,True
2014-04,0.01,0.07422680412371134,0.07422680412371134,0.07422680412371134,97,6,1,0.0038263074671026883,statsmodels_tvtp_markov_regression,True
2014-05,0.01,0.07346938775510205,0.07346938775510205,0.07346938775510205,98,6,1,0.004373498387748964,statsmodels_tvtp_markov_regression,True
2014-06,0.01,0.07474747474747476,0.07474747474747476,0.07474747474747476,99,6,1,0.0038263079399099395,statsmodels_tvtp_markov_regression,True
2014-07,0.01,0.074,0.074,0.074,100,6,1,0.004124638510764135,statsmodels_tvtp_markov_regression,True
2014-08,0.01,0.07524752475247526,0.07524752475247526,0.07524752475247526,101,6,1,0.003826307926648893,statsmodels_tvtp_markov_regression,True
2014-09,0.99,0.07647058823529412,0.07647058823529412,0.07647058823529412,102,6,1,0.0033349775683187434,statsmodels_tvtp_markov_regression,True
2014-10,0.01,0.8776699029126214,0.8776699029126214,0.07766990291262137,103,6,1,0.004028733907106476,statsmodels_tvtp_markov_regression,True
2014-11,0.01,0.8769230767327272,0.8769230767327272,0.07692307711342662,104,6,1,0.004082646696240713,statsmodels_tvtp_markov_regression,False
2014-12,0.99,0.0780952380952381,0.0780952380952381,0.8780952380952382,105,6,1,0.003684984179323486,statsmodels_tvtp_markov_regression,True
2015-01,0.01,0.8773584905660378,0.8773584905660378,0.07735849056603775,106,6,1,0.0035823872170750613,statsmodels_tvtp_markov_regression,True
2015-02,0.99,0.07663551401869159,0.07663551401869159,0.8766355140186917,107,6,1,0.004341793765058503,statsmodels_tvtp_markov_regression,True
2015-03,0.01,0.875925925925926,0.875925925925926,0.07592592592592594,108,6,1,0.008494631643128555,statsmodels_tvtp_markov_regression,True
2015-04,0.01,0.07523390694680168,0.07523390692093339,0.07523390692093339,109,6,1,0.007496196459204762,statsmodels_tvtp_markov_regression,True
2015-05,0.01,0.07636363636363637,0.07636363636363637,0.07636363636363637,110,6,1,0.005966990959377717,statsmodels_tvtp_markov_regression,True
2015-06,0.01,0.8774774774774775,0.8774774774774775,0.8774774774774775,111,6,1,0.006170986891462108,statsmodels_tvtp_markov_regression,False
2015-07,0.99,0.8785714285714286,0.8785714285714286,0.8785714285714286,112,6,1,0.006021340859587161,statsmodels_tvtp_markov_regression,True
2015-08,0.99,0.8796460176991151,0.8796460176991151,0.8796460176991151,113,6,1,0.005005732783119493,statsmodels_tvtp_markov_regression,True
2015-09,0.99,0.8789473684210527,0.8789473684210527,0.8789473684210527,114,6,1,0.006589049172616459,statsmodels_tvtp_markov_regression,True
2015-10,0.99,0.8782608695652174,0.8782608695652174,0.8782608695652174,115,6,1,0.006221721307433079,statsmodels_tvtp_markov_regression,True
2015-11,0.99,0.8793103448275863,0.8793103448275863,0.8793103448275863,116,6,1,0.0061060669630593496,statsmodels_tvtp_markov_regression,True
2015-12,0.99,0.8803418803418804,0.8803418803418804,0.8803418803418804,117,6,1,0.00940555445879697,statsmodels_tvtp_markov_regression,True
2016-01,0.01,0.8813559322033899,0.8813559322033899,0.08135593220338984,118,6,1,0.010758939574525981,statsmodels_tvtp_markov_regression,True
2016-02,0.01,0.08067226890756303,0.08067226890756303,0.08067226890756303,119,6,1,0.010987319307960717,statsmodels_tvtp_markov_regression,False
2016-03,0.01,0.08000000000000002,0.08000000000000002,0.08000000000000002,120,6,1,0.010546061085048162,statsmodels_tvtp_markov_regression,False
2016-04,0.99,0.8809917355371901,0.8809917355371901,0.8809917355371901,121,6,0,-0.000917758953838049,statsmodels_tvtp_markov_regression,True
2016-05,0.99,0.8819672131147541,0.8819672131147541,0.8819672131147541,122,6,0,-0.0016070192165922152,statsmodels_tvtp_markov_regression,True
2016-06,0.99,0.8813008130081301,0.8813008130081301,0.8813008130081301,123,6,0,-0.002012095873275588,statsmodels_tvtp_markov_regression,False
2016-07,0.01,0.08064516129032258,0.08064516129032258,0.08064516129032258,124,6,1,0.00962020246493762,statsmodels_tvtp_markov_regression,True
2016-08,0.99,0.8800000000000001,0.8800000000000001,0.8800000000000001,125,6,0,-0.0011977232013784553,statsmodels_tvtp_markov_regression,True
2016-09,0.01,0.07936507936507936,0.07936507936507936,0.07936507936507936,126,6,1,0.008063834906778884,statsmodels_tvtp_markov_regression,False
2016-10,0.01,0.08031496062992127,0.08031496062992127,0.08031496062992127,127,6,1,0.008483726030528741,statsmodels_tvtp_markov_regression,True
2016-11,0.01,0.08125,0.08125,0.08125,128,6,1,0.01058217224281413,statsmodels_tvtp_markov_regression,True
2016-12,0.01,0.08062015503875969,0.08062015503875969,0.08062015503875969,129,6,1,0.007895455459856928,statsmodels_tvtp_markov_regression,False
2017-01,0.01,0.08000000000000002,0.08000000000000002,0.08000000000000002,130,6,1,0.007394987419723831,statsmodels_tvtp_markov_regression,True
2017-02,0.01,0.07938931297709924,0.07938931297709924,0.07938931297709924,131,6,1,0.005859184170218673,statsmodels_tvtp_markov_regression,True
2017-03,0.01,0.0787878787878788,0.0787878787878788,0.0787878787878788,132,6,1,0.008480204627071474,statsmodels_tvtp_markov_regression,True
2017-04,0.01,0.07819548872180451,0.07819548872180451,0.07819548872180451,133,6,1,0.0098465404090671,statsmodels_tvtp_markov_regression,True
2017-05,0.01,0.07761194029850747,0.07761194029850747,0.07761194029850747,134,6,1,0.0031920387860392874,statsmodels_tvtp_markov_regression,True
2017-06,0.01,0.07703703703703704,0.07703703703703704,0.07703703703703704,135,6,1,0.00789212535097594,statsmodels_tvtp_markov_regression,True
2017-07,0.01,0.07647058823529412,0.07647058823529412,0.07647058823529412,136,6,1,0.009651349501896134,statsmodels_tvtp_markov_regression,True
2017-08,0.01,0.07737226277372264,0.07737226277372264,0.07737226277372264,137,6,1,0.010203044584294226,statsmodels_tvtp_markov_regression,True
2017-09,0.01,0.07681159420289856,0.07681159420289856,0.07681159420289856,138,6,1,0.005755944533143808,statsmodels_tvtp_markov_regression,True
2017-10,0.01,0.0762589928057554,0.0762589928057554,0.0762589928057554,139,6,1,0.009215247448224053,statsmodels_tvtp_markov_regression,True
2017-11,0.01,0.07714285714285715,0.07714285714285715,0.07714285714285715,140,6,1,0.008813288373202267,statsmodels_tvtp_markov_regression,True
2017-12,0.01,0.07659574468085106,0.07659574468085106,0.07659574468085106,141,6,1,0.007962532386400002,statsmodels_tvtp_markov_regression,True
2018-01,0.01,0.07605633802816902,0.07605633802816902,0.07605633802816902,142,6,1,0.004449498069709573,statsmodels_tvtp_markov_regression,True
2018-02,0.99,0.8769230769230769,0.8769230769230769,0.8769230769230769,143,6,1,0.007356113360113152,statsmodels_tvtp_markov_regression,True
2018-03,0.01,0.8763888888888889,0.8763888888888889,0.0763888888888889,144,6,1,0.004656141401923972,statsmodels_tvtp_markov_regression,True
2018-04,0.99,0.0763888888888889,0.0763888888888889,0.8763888888888889,144,6,1,0.004806960002040888,statsmodels_tvtp_markov_regression,True
2018-05,0.01,0.8763888888888889,0.8763888888888889,0.8763888888888889,144,6,1,0.0068543412346500805,statsmodels_tvtp_markov_regression,True
2018-06,0.01,0.8763888888888378,0.8763888888887865,0.0763888888890423,144,6,1,0.011081955505394226,statsmodels_tvtp_markov_regression,True
2018-07,0.01,0.07777777777777778,0.07777777777777778,0.07777777777777778,144,6,1,0.012176749672567468,statsmodels_tvtp_markov_regression,True
2018-08,0.01,0.07777777777777778,0.07777777777777778,0.07777777777777778,144,6,1,0.010638109669611292,statsmodels_tvtp_markov_regression,True
2018-09,0.01,0.07777777777777778,0.07777777777777778,0.07777777777777778,144,6,1,0.011914139584547612,statsmodels_tvtp_markov_regression,True
2018-10,0.99,0.8777777777777778,0.8777777777777778,0.8777777777777778,144,6,1,0.0035291146821880494,statsmodels_tvtp_markov_regression,False
2018-11,0.99,0.07777777777777778,0.07777777777777778,0.07777777777777778,144,6,1,-0.001996917132449727,statsmodels_tvtp_markov_regression,True
2018-12,0.01,0.8791666666666667,0.8791666666666667,0.8791666666666667,144,6,1,-0.0019502719442191891,statsmodels_tvtp_markov_regression,True
2019-01,0.99,0.8777777777777778,0.8777777777777778,0.8777777777777778,144,6,1,0.004458568106880914,statsmodels_tvtp_markov_regression,False
2019-02,0.01,0.8791666666666667,0.8791666666666667,0.07916666666666666,144,6,1,0.005526475047454938,statsmodels_tvtp_markov_regression,True
2019-03,0.99,0.08055555555555556,0.08055555555555556,0.8805555555555556,144,6,1,0.0020430373126927295,statsmodels_tvtp_markov_regression,True
2019-04,0.99,0.08055555555555556,0.08055555555555556,0.8805555555555556,144,6,1,-0.0002102953249498122,statsmodels_tvtp_markov_regression,True
2019-05,0.99,0.8819444444444445,0.8819444444444445,0.8819444444444445,144,6,1,0.0020185247412140193,statsmodels_tvtp_markov_regression,True
2019-06,0.99,0.08194444444444444,0.08194444444444444,0.8819444444444445,144,6,1,-0.00043814739140385036,statsmodels_tvtp_markov_regression,True
2019-07,0.01,0.8833333333333334,0.8833333333333334,0.08333333333333334,144,6,1,0.0009275609945655447,statsmodels_tvtp_markov_regression,True
2019-08,0.99,0.8833333296884672,0.8833333296884666,0.8833333296884663,144,6,1,0.00020382217300842834,statsmodels_tvtp_markov_regression,False
2019-09,0.99,0.08333333333333334,0.08333333333333334,0.8833333333333334,144,6,1,0.0003478319054641956,statsmodels_tvtp_markov_regression,True
2019-10,0.01,0.08333333333333334,0.08333333333333334,0.08333333333333334,144,6,1,0.0007738042043144257,statsmodels_tvtp_markov_regression,False
2019-11,0.01,0.08194539743143377,0.08194539743029854,0.08194539743029854,144,6,1,0.0021490279475658383,statsmodels_tvtp_markov_regression,False
2019-12,0.99,0.08055555555956345,0.08055555555956345,0.8805555555515479,144,6,1,0.004372656218231379,statsmodels_tvtp_markov_regression,False
2020-01,0.016472501276176058,0.880555476167941,0.8805507361820387,0.8805507361820386,144,6,1,0.005576811528904049,statsmodels_tvtp_markov_regression,False
2020-02,0.99,0.8819444444444443,0.8819444444444443,0.8819444444444443,144,6,1,0.0039565562955976635,statsmodels_tvtp_markov_regression,False
2020-03,0.99,0.8833333333333334,0.8833333333333334,0.8833333333333334,144,6,1,-0.0002619924827731283,statsmodels_tvtp_markov_regression,False
2020-04,0.99,0.8833333333333306,0.8833333333333252,0.8833333333333169,144,6,1,0.0008235581828371261,statsmodels_tvtp_markov_regression,False
2020-05,0.99,0.8819444444342583,0.8819444444342583,0.8819444444342583,144,6,1,0.0055385901318573206,statsmodels_tvtp_markov_regression,False
2020-06,0.98312543570207,0.8805555555555448,0.8805555555555555,0.8805555555555555,144,6,1,0.006069331144492009,statsmodels_tvtp_markov_regression,False
2020-07,0.99,0.8791666666666667,0.8791666666666667,0.8791666666666667,144,6,1,0.005698844362652857,statsmodels_tvtp_markov_regression,False
2020-08,0.99,0.8777777777777778,0.8777777777777778,0.8777777777777778,144,6,1,0.008832542870030102,statsmodels_tvtp_markov_regression,False
2020-09,0.99,0.8777719704197047,0.8777719667585295,0.8777719667585278,144,6,1,0.011641898863011282,statsmodels_tvtp_markov_regression,False
2020-10,0.99,0.8777777777777775,0.8777777777777775,0.8777777777777775,144,6,1,0.01288669175582637,statsmodels_tvtp_markov_regression,False
2020-11,0.01,0.09313802411089128,0.09294430037047986,0.09294427383364469,144,6,0,0.003544363174817056,statsmodels_tvtp_markov_regression,False
2020-12,0.01,0.07638888889430433,0.07638888889430433,0.07638888889430433,144,6,0,0.0033886817151032225,statsmodels_tvtp_markov_regression,False
2021-01,0.01,0.0763888888888889,0.0763888888888889,0.0763888888888889,144,6,0,0.0006866379225128466,statsmodels_tvtp_markov_regression,True
2021-02,0.01,0.07500000000000001,0.07500000000000001,0.07500000000000001,144,6,0,0.0020562012642890977,statsmodels_tvtp_markov_regression,True
2021-03,0.01,0.21945297305695038,0.19844419387613077,0.19774617798347321,144,6,0,0.003689777418285617,statsmodels_tvtp_markov_regression,False
2021-04,0.04661230626431863,0.0802019588888525,0.08036848495326224,0.08036848911546876,144,6,0,0.003333873473137056,statsmodels_tvtp_markov_regression,False
2021-05,0.013548987007268969,0.863832218351537,0.8621457433291511,0.0922765244927348,144,6,0,0.0034937342527892497,statsmodels_tvtp_markov_regression,False
2021-06,0.17465916833323747,0.7366615685647278,0.7366615151329226,0.21611638385087809,144,6,1,0.012047892772649284,statsmodels_tvtp_markov_regression,False
2021-07,0.99,0.07777777777779124,0.07777777777779124,0.8777777777777642,144,6,1,0.010224745061587596,statsmodels_tvtp_markov_regression,True
2021-08,0.01,0.8791666666666667,0.8791666666666667,0.07916666666666666,144,6,1,0.010931922855437114,statsmodels_tvtp_markov_regression,True
2021-09,0.99,0.08055555555555556,0.08055555555555556,0.8805555555555556,144,6,1,0.011356474383615789,statsmodels_tvtp_markov_regression,True
2021-10,0.01,0.8805555555555556,0.8805555555555556,0.08055555555555556,144,6,1,0.007610871613636735,statsmodels_tvtp_markov_regression,True
2021-11,0.99,0.08194444444444444,0.08194444444444444,0.8819444444444445,144,6,1,0.010135599776559725,statsmodels_tvtp_markov_regression,True
2021-12,0.01,0.08194444444444444,0.08194444444444444,0.08194444444444444,144,6,1,0.0033973717283190207,statsmodels_tvtp_markov_regression,True
2022-01,0.99,0.08197652925788629,0.08197652925788629,0.8819123596310027,144,6,1,0.00862121587344333,statsmodels_tvtp_markov_regression,False
2022-02,0.01,0.8833333333333336,0.8833333333333336,0.8833333333333336,144,6,1,0.005110638884026075,statsmodels_tvtp_markov_regression,False
2022-03,0.99,0.08333333333333334,0.08333333333333334,0.08333333333333334,144,6,1,0.007961102321701309,statsmodels_tvtp_markov_regression,True
2022-04,0.01,0.08472222222222223,0.08472222222222223,0.08472222222222223,144,6,1,-0.005368862782094726,statsmodels_tvtp_markov_regression,False
2022-05,0.01,0.08472222222222223,0.08472222222222223,0.08472222222222223,144,6,1,0.008061153529998156,statsmodels_tvtp_markov_regression,True
2022-06,0.99,0.8861111111111107,0.8861111111111107,0.8861111111111107,144,6,1,0.008445304418708072,statsmodels_tvtp_markov_regression,True
2022-07,0.99,0.08611111111111112,0.08611111111111112,0.08611111111111112,144,6,1,0.008813794267783535,statsmodels_tvtp_markov_regression,True
2022-08,0.99,0.8861111111111112,0.8861111111111112,0.8861111111111112,144,6,0,0.0006238998129215485,statsmodels_tvtp_markov_regression,True
2022-09,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,1,0.0050488904152160945,statsmodels_tvtp_markov_regression,True
2022-10,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,1,0.005764723297096019,statsmodels_tvtp_markov_regression,False
2022-11,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,1,0.008844647332084146,statsmodels_tvtp_markov_regression,True
2022-12,0.99,0.8888888703628757,0.8888888703628757,0.8888888703628757,144,6,1,0.0018667258561447138,statsmodels_tvtp_markov_regression,False
2023-01,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,1,0.0008902688335316498,statsmodels_tvtp_markov_regression,True
2023-02,0.01,0.08888888888888889,0.08888888888888889,0.08888888888888889,144,6,1,0.0010503825632467963,statsmodels_tvtp_markov_regression,True
2023-03,0.01,0.08888888888888889,0.08888888888888889,0.08888888888888889,144,6,1,0.0010503896653600473,statsmodels_tvtp_markov_regression,True
2023-04,0.01,0.08889804370368212,0.08889804370368212,0.08889804370368212,144,6,1,0.0057520488990053876,statsmodels_tvtp_markov_regression,False
2023-05,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,1,-0.0012979602777602075,statsmodels_tvtp_markov_regression,False
2023-06,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,1,0.001499701632290047,statsmodels_tvtp_markov_regression,False
2023-07,0.01,0.6475412539235914,0.5299441440384459,0.3781522610891262,144,6,1,0.0033379236052676424,statsmodels_tvtp_markov_regression,False
2023-08,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,0,0.0020987134541678642,statsmodels_tvtp_markov_regression,True
2023-09,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,1,0.008622475247641218,statsmodels_tvtp_markov_regression,True
2023-10,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,0.0006684707280743967,statsmodels_tvtp_markov_regression,False
2023-11,0.01,0.08888888888888889,0.08888888888888889,0.08888888888888889,144,6,0,-0.0002782472839686534,statsmodels_tvtp_markov_regression,True
2023-12,0.01,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,0,-0.0015421455690166758,statsmodels_tvtp_markov_regression,True
2024-01,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,-0.0022890260618664915,statsmodels_tvtp_markov_regression,True
2024-02,0.01,0.08888888889143576,0.08888888889143576,0.08888888889143576,144,6,0,-0.0013481373345488152,statsmodels_tvtp_markov_regression,True
2024-03,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,0,-3.745046715205423e-05,statsmodels_tvtp_markov_regression,True
2024-04,0.01,0.08750000004924567,0.08750000004924567,0.08750000004924567,144,6,0,0.002072850786197042,statsmodels_tvtp_markov_regression,True
2024-05,0.99,0.8844754276654518,0.8844754276654518,0.8844754276654518,144,6,0,0.0023079127302404173,statsmodels_tvtp_markov_regression,False
2024-06,0.99,0.8874999999999642,0.8874999999999642,0.8874999999999642,144,6,0,0.002178162799864918,statsmodels_tvtp_markov_regression,True
2024-07,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,0,0.0012687845189357893,statsmodels_tvtp_markov_regression,True
2024-08,0.01,0.08888888888888889,0.08888888888888889,0.08888888888888889,144,6,0,-0.000930016466272681,statsmodels_tvtp_markov_regression,True
2024-09,0.99,0.8902777777777778,0.8902777777777778,0.8902777777777778,144,6,0,0.0018740096066149662,statsmodels_tvtp_markov_regression,True
2024-10,0.99,0.09027871546335771,0.09027777777777779,0.09027777777777779,144,6,0,-5.365737056744026e-05,statsmodels_tvtp_markov_regression,True
2024-11,0.99,0.8916666666666667,0.8916666666666667,0.8916666666666667,144,6,0,-0.0008001353743391521,statsmodels_tvtp_markov_regression,True
2024-12,0.99,0.8930555555555556,0.8930555555555556,0.8930555555555556,144,6,0,-0.0013565061699397894,statsmodels_tvtp_markov_regression,False
2025-01,0.99,0.8916666666666667,0.8916666666666667,0.8916666666666667,144,6,0,-0.004065322125986439,statsmodels_tvtp_markov_regression,True
2025-02,0.99,0.8916666666666667,0.8916666666666667,0.8916666666666667,144,6,0,-0.0038579873437297445,statsmodels_tvtp_markov_regression,True
2025-03,0.99,0.8902672648177768,0.8902672648177768,0.8902672648177768,144,6,0,0.0010099571804723193,statsmodels_tvtp_markov_regression,False
2025-04,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,0.0005891899453391074,statsmodels_tvtp_markov_regression,True
2025-05,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,0.001954794247205152,statsmodels_tvtp_markov_regression,False
2025-06,0.01,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,0,-0.0007653090687389112,statsmodels_tvtp_markov_regression,True
2025-07,0.99,0.8875000000000001,0.8875000000000001,0.8875000000000001,144,6,0,-2.587527463980758e-06,statsmodels_tvtp_markov_regression,True
2025-08,0.99,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,-0.00046817297312388745,statsmodels_tvtp_markov_regression,True
2025-09,0.01,0.8888888882115852,0.8888863990448638,0.8888863990448638,144,6,0,0.0007536987323719423,statsmodels_tvtp_markov_regression,False
2025-10,0.01,0.888888888888889,0.888888888888889,0.888888888888889,144,6,0,-0.004011382488725414,statsmodels_tvtp_markov_regression,False
2025-11,0.99,0.8902777630635361,0.8902777777777778,0.8902777777777778,144,6,0,-0.0027593407028279476,statsmodels_tvtp_markov_regression,False
2025-12,0.99,0.8888888888888559,0.8888888888888888,0.8888888888888888,144,6,0,-0.001279043979360839,statsmodels_tvtp_markov_regression,False
2026-01,0.01,0.887399589514335,0.8874999999984183,0.8875000000000001,144,6,0,0.0016356723368140486,statsmodels_tvtp_markov_regression,False
2026-02,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,0,0.0026073528873344354,statsmodels_tvtp_markov_regression,False
2026-03,0.01,0.18644999928303368,0.3472984216149297,0.522227898336677,144,6,0,0.001935836055293423,statsmodels_tvtp_markov_regression,False
2026-04,0.01,0.08750000000122876,0.08750000000368627,0.08750000000737254,144,6,0,0.0033536755633485436,statsmodels_tvtp_markov_regression,False
2026-05,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,0,0.0036025911731331407,statsmodels_tvtp_markov_regression,False
2026-06,0.01,0.08611111111111112,0.08611111111111112,0.08611111111111112,144,6,0,0.0031682613858669572,statsmodels_tvtp_markov_regression,False
2026-07,0.01,0.08750000000000001,0.08750000000000001,0.08750000000000001,144,6,0,0.0036931855946330683,statsmodels_tvtp_markov_regression,False
