month,regime,p_growth_high,p_inflation_high,hard_return,loss5,loss8,base_KODEX200,base_BOND,base_GLD,base_USO,proxy_mom1,proxy_mom2,proxy_mom3,proxy_vol3,proxy_skew3,proxy_mom6,proxy_vol6,proxy_skew6,proxy_mom9,proxy_vol9,proxy_skew9,proxy_mom12,proxy_vol12,proxy_skew12,mean_corr6,max_corr6,mean_corr12,max_corr12,mean_corr24,max_corr24,daily_mom21,daily_vol21,daily_skew21,daily_downvol21,daily_mom63,daily_vol63,daily_skew63,daily_downvol63,daily_mom126,daily_mom252,daily_mean_corr63,daily_max_corr63,daily_mean_corr126,daily_max_corr126,VIX_last,VIX_mean,VIX_max,OVX_last,GVZ_last,BAA_SPREAD_last,NFCI_last,STLFSI_last,VIX_last_d1,VIX_last_d3,VIX_last_z60,VIX_mean_d1,VIX_mean_d3,VIX_mean_z60,VIX_max_d1,VIX_max_d3,VIX_max_z60,OVX_last_d1,OVX_last_d3,OVX_last_z60,GVZ_last_d1,GVZ_last_d3,GVZ_last_z60,BAA_SPREAD_last_d1,BAA_SPREAD_last_d3,BAA_SPREAD_last_z60,NFCI_last_d1,NFCI_last_d3,NFCI_last_z60,STLFSI_last_d1,STLFSI_last_d3,STLFSI_last_z60
2007-04,Goldilocks,0.5054730137827693,0.240654476465951,0.06077067269343256,0,0,1.0,0.0,0.0,0.0,0.033980315610051104,0.06309005596698536,0.010912805074723142,0.16061233592337779,0.0,0.05699510988702161,0.11515136954416239,-1.2469930897584531,0.12376000956137201,0.09939839381705277,-1.265847864378455,0.06574100311703068,0.13174182248674585,-1.1426836253368209,0.12555316868530783,0.7086510842148697,0.3826581919485661,0.4510611626900385,0.3826581919485661,0.4510611626900385,0.0,0.0,0.0,0.0,0.043515072896291196,0.0558090100539848,4.395779196709826,0.012843086134496263,0.043515072896291196,0.043515072896291196,0.1778587673492672,0.6452792508493197,0.1624749802260753,0.5991278894797439,14.64,15.162727272727272,19.63,,,1.75,-0.569,-0.9477,-0.7799999999999994,3.08,1.1471872461463923,4.007464114832535,4.198227272727273,1.4957256889646815,1.3200000000000005,6.959999999999999,1.621412841176288,,,,,,,0.1499999999999999,0.1100000000000001,0.3451638367112097,0.056,0.022,0.2120706609320015,0.1788,0.0141,-0.373437962808523
2007-05,Goldilocks,0.6709029221649457,0.27867300013307233,0.09135963155786953,0,0,1.0,0.0,0.0,0.0,0.06227067269343256,0.09836696541485668,0.12928938888574848,0.06321883187391433,0.0,0.12376237623762387,0.1342335142744199,-1.2915106059702715,0.18657558657558648,0.11336339698308402,-1.063296163444635,0.08488567859664342,0.13871636184979613,-0.9063879911263681,0.00768726940312033,0.2880457975553824,0.2489630394187546,0.4646855510197617,0.30837720322405465,0.4752295881335464,0.0,0.0,0.0,0.0,0.03948152638729763,0.05544364990451196,4.524988144348573,0.012843086134496263,0.043515072896291196,0.043515072896291196,0.18950160894300513,0.658942773834026,0.16390183208710865,0.6034084450628441,14.22,12.933000000000002,14.53,,,1.68,-0.549,-1.0039,-0.4199999999999999,3.8000000000000007,0.8546850763487681,-2.2297272727272706,1.8905000000000007,0.1109324113019252,-5.1,2.389999999999999,-0.1581589575821343,,,,,,,-0.07,0.1099999999999998,-0.4049422018603841,0.0199999999999999,0.0909999999999999,0.6496174457500259,-0.0562,0.1228,-0.7601051533068828
2007-06,Goldilocks,0.6363908160558794,0.36344692173813936,0.013164533736984563,0,0,1.0,0.0,0.0,0.0,0.09135963155786953,0.15931932996543474,0.19871336669049322,0.09938709906584159,0.0,0.1776685393258426,0.16756684808064268,-0.5202344362439176,0.24059636943037632,0.13895516959897328,-0.20596117488783178,0.28361987753179463,0.12804382094843786,0.009491470091831683,-0.003259976853425689,0.19544655823037604,0.14728733918331968,0.4956462287004997,0.32293119258767766,0.48048366016508615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043515072896291196,0.043515072896291196,0.5916507824538385,0.5916507824538385,0.17615515317647476,0.6401684083309424,13.05,13.297727272727274,14.08,28.44,,1.6,-0.511,-0.9697,-1.17,-2.369999999999999,0.1112504743808576,0.3647272727272721,2.1424641148325367,0.3349588292495067,-0.4499999999999993,-4.229999999999999,-0.3124491470921752,,,,,,,-0.0799999999999998,0.0,-1.228264236554659,0.038,0.1139999999999999,1.4383968241003755,0.0342,0.1568,-0.4985672305158886
2007-07,Goldilocks,0.6557403586277608,0.3263682613401813,0.09846975733429919,0,0,1.0,0.0,0.0,0.0,0.013164533736984563,0.10572687224669619,0.17458122839670298,0.136909121202677,0.0,0.18739920438662505,0.16513883477273306,-0.6473565908787047,0.24152661458040603,0.13885513347731437,-0.21368253537648113,0.3199474124536872,0.12231420276186372,-0.10879928324854414,-0.16676485057178936,0.03100033507666125,0.13030198712777363,0.3491151002478482,0.27632998283608207,0.3623618892353407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043515072896291196,0.043515072896291196,0.6185535459218676,0.6185535459218676,0.17387031837916075,0.6333139039390003,16.23,14.947619047619046,18.89,27.44,,1.59,-0.481,-0.5508,3.18,1.59,1.9745411067854903,1.6498917748917723,-0.2151082251082261,1.3278796835076598,4.8100000000000005,-0.7399999999999984,1.3579452685964837,-1.0,,,,,,-0.01,-0.1599999999999999,-1.2766840352414464,0.03,0.0879999999999999,1.9346555476105616,0.4189,0.3969,2.313148689514095
2007-08,Goldilocks,0.6330271352832663,0.42191041484377095,-0.016444792482380732,0,0,1.0,0.0,0.0,0.0,0.09846975733429919,0.11293059951378392,0.21460752903484193,0.163963461690477,0.0,0.37164339419978565,0.12174892391182791,0.2541043492884097,0.3649302430243029,0.15723507364913758,-0.39517109947247675,0.4412236412236412,0.14103001453646632,-0.08297648845723565,0.39210942584979863,0.7174798527688255,0.3000764888220074,0.4283548297119807,0.35723198384256444,0.38526952730084374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008572434853342248,0.043515072896291196,0.4654267304655945,0.4654267304655945,0.051384006858710106,0.6556886360279608,23.52,17.273333333333333,24.17,30.69,,1.85,-0.251,-0.1355,7.289999999999999,9.3,4.099047276468744,2.3257142857142874,4.340333333333332,2.4530075788976395,5.280000000000001,9.640000000000002,2.7427544701408526,3.25,,,,,,0.26,0.1700000000000001,1.442053974289713,0.2299999999999999,0.298,4.204776008124288,0.4152999999999999,0.8684000000000001,3.687450744574917
2007-09,Goldilocks,0.6398804176328826,0.40051626014002684,0.03670801206838781,0,0,1.0,0.0,0.0,0.0,-0.016444792482380732,0.0804056501267656,0.09462868675748815,0.2066835606995527,0.0,0.31214603837906196,0.1563810134017887,-0.23869646876604883,0.28910976663785615,0.16810187356109352,-0.012955715354209082,0.35799237466568035,0.1480623857381439,0.1954391430611505,0.2435753057027473,0.2740602407825952,0.2776831713630073,0.46905840770025914,0.3438350660313894,0.36740664068410295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043515072896291196,0.3469921125703184,0.3469921125703184,0.47288766775094576,0.47288766775094576,23.38,25.02608695652174,30.83,28.86,,2.05,0.245,1.0174,-0.1400000000000005,10.329999999999998,3.22091249995024,7.752753623188408,11.728359683794467,4.26422707078001,6.659999999999997,16.75,3.587052802928252,-1.8300000000000016,0.4199999999999981,,,,,0.1999999999999997,0.4499999999999997,2.9476945332283826,0.496,0.756,4.882745158393921,1.1529,1.9871,4.728933024294311
2007-10,Slowdown,0.44793509730445513,0.2603911970327475,0.03873129978470291,0,0,0.6,0.4,0.0,0.0,0.0230410865296371,0.012063113705831352,0.07499882894345444,0.12640894400068448,0.0,0.18591846458755246,0.09707191310124413,-0.24223831205752858,0.20108081759342156,0.10044906310229276,-0.22764971059893285,0.23549048213365253,0.08979687079667749,0.09120153170589042,0.24354081757706983,0.4133281964685808,0.23424115453886804,0.47987638227915386,0.3762245438295162,0.4420660949133286,0.0005272870324746215,0.004239345757325811,0.19237992450757518,0.0026912658934164606,0.003366120228587288,0.004770879514904217,0.4225910963538068,0.0026279418592744697,0.0038252504923930175,0.03667507371787049,0.3106787090154455,0.3106787090154455,0.5132385584246227,0.5132385584246227,18.0,22.198947368421056,27.38,29.32,,2.0,0.112,0.7155,-5.379999999999999,1.7699999999999996,1.3759257562950835,-2.8271395881006853,7.25132832080201,2.763275018634592,-3.4499999999999997,8.489999999999998,2.444198416867028,0.4600000000000008,1.879999999999999,,,,,-0.0499999999999998,0.4099999999999999,2.2495946483533045,-0.133,0.593,3.244634846819365,-0.3019,1.2663,3.188388863422898
2007-11,Overheating,0.8350065146439075,0.5083826470153877,-0.030297555916185156,0,0,0.0,0.0,0.0,1.0,0.16519861455596563,0.2619197936741089,0.21477529368038284,0.3529117391633493,0.0,0.45218539693889914,0.261738780311669,-0.17740003944740956,0.4809773537930033,0.2686911394214081,-0.215685650139406,0.3685920209346656,0.2647687084626772,0.2369042019469813,0.3511277476834802,0.4758426664316543,0.3218968414895269,0.47583881929120253,0.4289759618453332,0.5038093753249513,0.11997005438293118,0.33925848929897673,-0.4626313280155679,0.20280602771866435,0.1844010334564936,0.269447702022284,-0.3246115198938714,0.17393524700791546,0.4193662413795829,0.27838503497275346,0.5425934751095686,0.5425934751095686,0.5158772010108298,0.5158772010108298,18.53,19.115652173913045,22.96,37.46,,1.99,0.029,0.809,0.5300000000000011,-4.989999999999998,1.4736417244564557,-3.083295194508011,1.8423188405797115,1.66580486546705,-4.419999999999998,-1.2100000000000009,1.4106125323469525,8.14,6.77,,,,,-0.01,0.1399999999999999,1.997184748020064,-0.083,0.28,2.492184732595294,0.0935,0.9445,2.877414819940012
2007-12,Overheating,0.8011525546765939,0.874981649348432,0.1257138851229307,0,0,0.0,0.0,0.0,1.0,-0.026797555916185156,0.13397413952894066,0.22810342744138623,0.33369178702705493,0.0,0.4136129421065786,0.2800219043867305,-0.18986112321016094,0.3980884718434925,0.2818729843641,-0.0017218009859729783,0.2951343798585837,0.27061237414367545,0.3942083029265707,0.5302150204171953,0.8734735211044051,0.3258492259308836,0.4955518733641268,0.40811193717218036,0.5001815700270478,0.009837965500305579,0.31351029621094684,0.22685397201578536,0.20090689377191434,0.27210614133746636,0.30268194703141454,-0.05251229390318606,0.17873249505670938,0.4190332221808539,0.3917167300927322,0.5966524143737519,0.5966524143737519,0.5123892314673864,0.5123892314673864,22.87,25.58238095238095,31.09,37.26,,2.47,0.514,2.088,4.34,-0.509999999999998,2.531316783861276,6.466728778467907,0.5562939958592104,3.0746768502423203,8.129999999999999,0.2600000000000015,2.738349643798676,-0.2000000000000028,8.399999999999999,,,,,0.4800000000000002,0.4200000000000004,4.063374268706059,0.485,0.269,3.64185255973095,1.279,1.0706,3.8631744604836418
2008-01,Overheating,0.6989478991026067,0.9736689669464028,-0.05803437557112956,1,0,0.0,0.0,0.0,1.0,0.1257138851229307,0.09554750434072301,0.2765304342380561,0.3512301609548897,0.0,0.4956019242358769,0.29432861388950937,-0.5847835199909311,0.4629733479317486,0.2966821531895856,-0.10590768541968427,0.5424048740489225,0.27313270516670135,0.029262202583854077,0.554434849120853,0.7680800499689567,0.26563639553694823,0.48986969665606794,0.38660006882245995,0.5648388265703209,0.06718791888083486,0.3310705509797096,0.3074316604869498,0.19103785132369674,0.2604843770428722,0.3357232242625576,0.05712525420328967,0.19831735970616876,0.4235985895248584,0.6818915079193024,0.6315941246371883,0.6315941246371883,0.5335306753972917,0.5335306753972917,22.5,21.651,24.52,36.35,,2.52,0.557,1.3365,-0.370000000000001,4.5,2.212151806609345,-3.931380952380952,-0.5479473684210561,1.884702305911755,-6.57,-2.8599999999999994,1.4140977373352528,-0.9099999999999966,7.030000000000001,,,,,0.0499999999999998,0.52,3.4563717207098894,0.043,0.445,3.153887352491392,-0.7515000000000001,0.621,2.494164241826604
