target_month,signal_date,factor_name,score,p_up,realized_10d_return,realized_up
2024-10,2024-09-30,duration_aware_hsmm,0.4000454687087346,0.7000227343543672,0.00878484952820524,1.0
2024-11,2024-10-31,duration_aware_hsmm,-0.9941058299237874,0.002947085038106312,-0.058676768725183126,0.0
2024-12,2024-11-29,duration_aware_hsmm,-0.2998808866987473,0.3500595566506264,0.01470594944723902,1.0
2025-01,2024-12-30,duration_aware_hsmm,-0.9999734717941064,1.3264102946775047e-05,0.03820949433052312,1.0
2025-02,2025-01-31,duration_aware_hsmm,0.9995870575487147,0.9997935287743573,0.02750774096209052,1.0
2025-03,2025-02-28,duration_aware_hsmm,0.9997517228331765,0.9998758614165882,0.03759616278725919,1.0
2025-04,2025-03-31,duration_aware_hsmm,-0.7142361580698101,0.14288192096509494,-0.02465683354821957,0.0
2025-05,2025-04-30,duration_aware_hsmm,3.077443777481508e-09,0.5000000015387219,0.024605726694062247,1.0
2025-06,2025-05-30,duration_aware_hsmm,0.9999966323865774,0.9999983161932887,0.09795242137777094,1.0
2025-07,2025-06-30,duration_aware_hsmm,0.9999999999921385,0.9999999999960693,0.04136704606392172,1.0
2025-08,2025-07-31,duration_aware_hsmm,0.9999969403574074,0.9999984701787037,-0.00466695427565067,0.0
2025-09,2025-08-29,duration_aware_hsmm,0.0007510715907705297,0.5003755357953853,0.07372686794014727,1.0
2025-10,2025-09-30,duration_aware_hsmm,0.9999999972265445,0.9999999986132723,0.1297364874356277,1.0
2025-11,2025-10-31,duration_aware_hsmm,0.9999999740630179,0.9999999870315089,-0.028119328276360545,0.0
