name,hard_fraction,leverage,financing_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,MDD15Pass
blend_h0.000_lev1.00,0.0,1.0,0.04,129.0,0.07383027501925166,0.06662032756482997,1.10530694715596,2.018172347527059,-0.08933845417896868,0.8264109301841062,2.150592732264042,0.6434108527131783,0.02865831361746645,True
blend_h0.000_lev1.05,0.0,1.05,0.04,129.0,0.07542461171861459,0.0699515002761755,1.0772191789407082,1.954076323855171,-0.09500703227979534,0.7938845147429655,2.185167294938788,0.6434108527131783,0.03010002960375109,True
blend_h0.000_lev1.10,0.0,1.1,0.04,129.0,0.07700859705008911,0.07328272953861743,1.0516741143196706,1.896448015720956,-0.10065110607225336,0.7651043297508102,2.2200158619551615,0.6434108527131783,0.03156066152094064,True
blend_h0.000_lev1.15,0.0,1.15,0.04,129.0,0.07858222083448507,0.07661402131124671,1.0283405498172962,1.8443588801535826,-0.10627121761861336,0.7394497079773877,2.2551348406028557,0.6434108527131783,0.03303970334255616,True
blend_h0.000_lev1.20,0.0,1.2,0.04,129.0,0.08014560589802122,0.07994533783655049,1.0069445405400093,1.7970504526050417,-0.11186500249077069,0.7164493283288806,2.2905235422125427,0.6356589147286822,0.03453319232543166,True
blend_h0.000_lev1.25,0.0,1.25,0.04,129.0,0.08169824558231276,0.08327673938333645,0.9872478143377832,1.7538819639940406,-0.11743329699294092,0.6956991558128847,2.3261667689249723,0.6356589147286822,0.036051622833596864,True
blend_h0.000_lev1.30,0.0,1.3,0.04,129.0,0.0832406586604495,0.08660816217896022,0.9690611102337474,1.7143459988930632,-0.12297566764400514,0.6768872270034578,2.3620725912107834,0.6356589147286822,0.03758112091810795,True
blend_h0.025_lev1.00,0.025,1.0,0.04,129.0,0.07618562648970828,0.06831011393272053,1.1118650820458247,2.04828656733407,-0.08820706157921354,0.8637134615496797,2.201847638308784,0.6356589147286822,0.02995593297272231,True
blend_h0.025_lev1.05,0.025,1.05,0.04,129.0,0.07789472037997203,0.07172577663992263,1.0844682521710503,1.9850935386042365,-0.09382629224583061,0.8302014127967788,2.239730198743414,0.6356589147286822,0.031472115435851725,True
blend_h0.025_lev1.10,0.025,1.1,0.04,129.0,0.07959309637166845,0.07514149986166836,1.0595506470175724,1.9282554455205494,-0.09942240135443348,0.8005549583129156,2.2779598297893853,0.627906976744186,0.033009066346954746,True
blend_h0.025_lev1.15,0.025,1.15,0.04,129.0,0.08128087631906822,0.0785572118574704,1.0367919106099188,1.8768663029769292,-0.10499391838714867,0.7741484227625232,2.316536312029711,0.627906976744186,0.03456195038918949,True
blend_h0.025_lev1.20,0.025,1.2,0.04,129.0,0.08295823963263182,0.08197296342115507,1.0159242321879374,1.8301833395960363,-0.11054024729715106,0.7504799533298122,2.3554608052079624,0.627906976744186,0.036126196184323306,True
blend_h0.025_lev1.25,0.025,1.25,0.04,129.0,0.08462500890441094,0.08538879916476111,0.9967188811618259,1.7875852584051333,-0.11606089474774417,0.7291431716801904,2.3947261176051033,0.627906976744186,0.0377043588265269,True
blend_h0.025_lev1.30,0.025,1.3,0.04,129.0,0.08628117192395535,0.08880467147708507,0.9789850125301619,1.7485614135717389,-0.12155643095907331,0.7098034323910452,2.434328651198514,0.627906976744186,0.039295479221897286,True
blend_h0.050_lev1.00,0.05,1.0,0.04,129.0,0.07850220565113708,0.07025953808998632,1.1136900358599466,2.0679832323845093,-0.08707701382210187,0.9015261571959381,2.253337033601112,0.6356589147286822,0.03172577371050182,True
blend_h0.050_lev1.05,0.05,1.05,0.04,129.0,0.08032333802465086,0.07377277851805238,1.0870508180925988,2.0059821899703545,-0.09264805732601666,0.86697271743112,2.2945783965455826,0.6356589147286822,0.03333489473922086,True
blend_h0.050_lev1.10,0.05,1.1,0.04,129.0,0.08213347375830393,0.07728606133679773,1.062823960912479,1.9502034919766011,-0.09819571670682858,0.8364262364265866,2.336247968594818,0.6356589147286822,0.034962041175434236,True
blend_h0.050_lev1.15,0.05,1.15,0.04,129.0,0.08393289732400966,0.08079936485863855,1.0406990505991927,1.899764916700306,-0.10371841090139489,0.809238172804293,2.378350027091456,0.6356589147286822,0.036597785248555614,True
blend_h0.050_lev1.20,0.05,1.2,0.04,129.0,0.08572151119041327,0.08431271181921347,1.0204126627451753,1.853935681386321,-0.10921669908589449,0.7848754989655637,2.4208799687651044,0.6356589147286822,0.03824405365827688,True
blend_h0.050_lev1.25,0.05,1.25,0.04,129.0,0.08749906433001509,0.08782613403030165,1.0017418345045088,1.8121076271177126,-0.1146907108919567,0.7629132616715817,2.463829147151248,0.6356589147286822,0.03990534728286891,True
blend_h0.050_lev1.30,0.05,1.3,0.04,129.0,0.08926538133518425,0.09133962212931941,0.9844991122647205,1.7737771451375293,-0.12013976688072392,0.7430127729797237,2.507190239687327,0.6356589147286822,0.041584187812308264,True
blend_h0.075_lev1.00,0.075,1.0,0.04,129.0,0.08078635574172477,0.07244253736235713,1.1116235159441232,2.078593079260236,-0.08817956897739054,0.9161572990047001,2.305172465867833,0.627906976744186,0.03389109671280919,True
blend_h0.075_lev1.05,0.075,1.05,0.04,129.0,0.08271697492615893,0.07606492514247741,1.0857866334122297,2.0180442757385597,-0.09326537653938605,0.8868990615314514,2.3498257936751528,0.6201550387596899,0.03561034097525555,True
blend_h0.075_lev1.10,0.075,1.1,0.04,129.0,0.08463626463988305,0.07968733483367206,1.0622915554253574,1.963553929227967,-0.09835145306035209,0.8605492039649593,2.39499328321259,0.6201550387596899,0.037343694438642626,True
blend_h0.075_lev1.15,0.075,1.15,0.04,129.0,0.08654424945037342,0.08330977582710732,1.04083372781112,1.9142594539086997,-0.10343759523234608,0.8366807953720687,2.440673802403112,0.6124031007751938,0.039089328373881,True
blend_h0.075_lev1.20,0.075,1.2,0.04,129.0,0.0884409559907553,0.08693228284315381,1.0211591104069633,1.8694527404058623,-0.10852360060638166,0.8149467534857536,2.4868661292189285,0.6124031007751938,0.04084526581268987,True
blend_h0.075_lev1.25,0.075,1.25,0.04,129.0,0.09032593736547256,0.09055488605512364,1.0030495511003117,1.8285394149470668,-0.11360926759250245,0.7950578265274685,2.533557075409521,0.6124031007751938,0.04261977016224146,True
blend_h0.075_lev1.30,0.075,1.3,0.04,129.0,0.0921991272808822,0.09417753465123951,0.9863250011352631,1.7910344930776334,-0.11872443825931056,0.7765808677022887,2.5807421836659445,0.6046511627906976,0.04441311627918579,True
blend_h0.100_lev1.00,0.1,1.0,0.04,129.0,0.0830510692199915,0.0748428573782528,1.1064331679589545,2.0810061772305812,-0.0900735507160696,0.9220361422387533,2.3576322087690604,0.5968992248062015,0.03610522117304412,True
blend_h0.100_lev1.05,0.1,1.05,0.04,129.0,0.08508959884916889,0.07858517092724804,1.0814301211813941,2.022074336278683,-0.09526378479746989,0.8931998558536044,2.4057760996306765,0.5968992248062015,0.03792734207037027,True
blend_h0.100_lev1.10,0.1,1.1,0.04,129.0,0.08711635700721132,0.08232750877165478,1.0586948714960758,1.96901721580534,-0.10045503494568231,0.8672174277209357,2.454524241170614,0.5968992248062015,0.03976010471946518,True
blend_h0.100_lev1.15,0.1,1.15,0.04,129.0,0.08913100743688762,0.08606994906720225,1.0379279283583092,1.9209906266104473,-0.10564707400303952,0.8436675438292146,2.5038673509223677,0.5968992248062015,0.041610714566988324,True
blend_h0.100_lev1.20,0.1,1.2,0.04,129.0,0.09113320493328092,0.08981241785573289,1.0188812929905142,1.8773102565992767,-0.11083967577561027,0.8222074297454264,2.5537951139660224,0.5968992248062015,0.04348595804660122,True
blend_h0.100_lev1.25,0.1,1.25,0.04,129.0,0.09312315475000865,0.09355495648147502,1.0013508922946346,1.8374169399765121,-0.11603261503328566,0.802560165719741,2.6043104728501953,0.5891472868217055,0.04537890559671525,True
