Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
Full,Baseline,232.0,0.08121825624848111,0.070631928655414,1.143956132336788,2.2405227937958494,-0.08933845417896868,0.9091074721953365,4.525415798197903,0.6422413793103449,0.025064471354001278
Full,Accelerated,232.0,0.0898406439749524,0.07628328207897071,1.1692033840675395,2.4384732693002995,-0.08904777434023037,1.0089038680707803,5.2765655517375185,0.6422413793103449,0.060280124121927084
2007-2012,Baseline,69.0,0.11787096441243428,0.07877261603787689,1.459777951469517,2.7844297154203197,-0.08269991511926611,1.4252851921606697,1.8978074038762986,0.6666666666666666,0.04189327776232951
2007-2012,Accelerated,69.0,0.12050363875127124,0.08318509924167965,1.415069418313475,2.7485303160571934,-0.07397181342184589,1.6290480546159387,1.9236511189829502,0.6231884057971014,0.07616613168458686
2013-2017,Baseline,60.0,0.02532419905846517,0.046030094384606056,0.566544593413021,0.8688433973345722,-0.07446272942925503,0.3400922750558719,1.1331986206142024,0.6166666666666667,0.013438104850873926
2013-2017,Accelerated,60.0,0.030057710047072028,0.04934291565816036,0.6251876274669951,0.9901063463735834,-0.07005850562678506,0.4290372707518934,1.1595988765267862,0.6,0.03522329227580671
2018-2022,Baseline,60.0,0.023532041280581728,0.0541053671966432,0.4568732828045372,0.7234209787442645,-0.060957093680835905,0.38604270413206865,1.1233296268391637,0.55,0.020006934855463065
2018-2022,Accelerated,60.0,0.0328283949971615,0.053053894688227125,0.6356657594567403,1.0527866847374008,-0.04965138974390826,0.6611777669564471,1.175278648287257,0.6166666666666667,0.05985751321680763
2023-2026,Baseline,43.0,0.1914408696209673,0.09254185167107809,1.9509387352065886,4.835829636728538,-0.08051673733810638,2.3776530936303044,1.8732386145376134,0.7674418604651163,0.02133997223598464
2023-2026,Accelerated,43.0,0.2155555434765104,0.10702670414262065,1.889481213440285,5.2415976023429325,-0.07653726718938525,2.816347530976455,2.012687717020182,0.7674418604651163,0.07034133443008671
