target_month,signal_month,jump_penalty,keep_features,growth_sjm,inflation_sjm,growth_switches,inflation_switches
2015-07,2015-06,3.0,2,0.0891829914615413,0.03,6,4
2015-08,2015-07,3.0,2,0.03,0.03,6,4
2015-09,2015-08,3.0,2,0.03,0.03,6,4
2015-10,2015-09,3.0,2,0.03,0.03,6,4
2015-11,2015-10,3.0,2,0.049190600006027124,0.03,6,4
2015-12,2015-11,3.0,2,0.16391198936992307,0.03,6,4
2016-01,2015-12,3.0,2,0.05743343349174887,0.03,6,4
2016-02,2016-01,3.0,2,0.045737999801047216,0.03,6,4
2016-03,2016-02,3.0,2,0.0960165248418387,0.03,6,4
2016-04,2016-03,3.0,2,0.16419154409239503,0.03398458405584886,6,4
2016-05,2016-04,3.0,2,0.05488727018221146,0.03,6,4
2016-06,2016-05,3.0,2,0.09571393393276485,0.03,6,4
2016-07,2016-06,3.0,2,0.13560334885293476,0.03,6,4
2016-08,2016-07,3.0,2,0.3091597769289536,0.03,6,4
2016-09,2016-08,3.0,2,0.97,0.03,7,4
2016-10,2016-09,3.0,2,0.97,0.03,7,4
2016-11,2016-10,3.0,2,0.9119638952215262,0.5339796147298881,7,4
2016-12,2016-11,3.0,2,0.9559787033443286,0.97,7,5
2017-01,2016-12,3.0,2,0.97,0.97,7,5
2017-02,2017-01,3.0,2,0.97,0.97,7,5
2017-03,2017-02,3.0,2,0.97,0.97,7,5
2017-04,2017-03,3.0,2,0.97,0.97,7,5
2017-05,2017-04,3.0,2,0.97,0.97,7,5
2017-06,2017-05,3.0,2,0.97,0.97,7,3
2017-07,2017-06,3.0,2,0.97,0.97,7,3
2017-08,2017-07,3.0,2,0.97,0.9600862553953801,7,3
2017-09,2017-08,3.0,2,0.97,0.97,7,3
2017-10,2017-09,3.0,2,0.97,0.97,7,3
2017-11,2017-10,3.0,2,0.97,0.97,7,3
2017-12,2017-11,3.0,2,0.97,0.9517361456336098,7,3
2018-01,2017-12,3.0,2,0.97,0.929691366425138,7,3
2018-02,2018-01,3.0,2,0.97,0.7306281869055887,7,3
2018-03,2018-02,3.0,2,0.97,0.6918908196459495,7,3
2018-04,2018-03,3.0,2,0.97,0.7833201956550595,7,3
2018-05,2018-04,3.0,2,0.9614393481430452,0.8514654101615468,7,3
2018-06,2018-05,3.0,2,0.97,0.8693312861807243,7,3
2018-07,2018-06,3.0,2,0.9621548260891771,0.9431490382947293,7,3
2018-08,2018-07,3.0,2,0.97,0.9625016605991674,7,3
2018-09,2018-08,3.0,2,0.97,0.9679235445505394,7,3
2018-10,2018-09,3.0,2,0.9463297803604598,0.9475545438888158,7,3
2018-11,2018-10,3.0,2,0.8627139094525066,0.9356050378750668,7,3
2018-12,2018-11,3.0,2,0.6342294915696205,0.9390696549452814,7,3
2019-01,2018-12,3.0,2,0.03,0.8234888881654383,8,3
2019-02,2019-01,3.0,2,0.9685174815887109,0.7038485634474897,7,3
2019-03,2019-02,3.0,2,0.9542504659541449,0.6158123734575062,7,3
2019-04,2019-03,3.0,2,0.9629860079913725,0.6821570332822632,7,3
2019-05,2019-04,3.0,2,0.03,0.03,8,4
2019-06,2019-05,3.0,2,0.03,0.03138187939420523,8,4
2019-07,2019-06,3.0,2,0.03,0.03,8,4
2019-08,2019-07,3.0,2,0.03,0.03,8,4
2019-09,2019-08,3.0,2,0.03,0.03,8,4
2019-10,2019-09,3.0,2,0.03,0.03,8,4
2019-11,2019-10,3.0,2,0.03,0.03,8,4
2019-12,2019-11,3.0,2,0.03,0.03,8,4
2020-01,2019-12,3.0,2,0.03,0.03,8,4
2020-02,2020-01,3.0,2,0.05621441099848636,0.03,8,4
2020-03,2020-02,3.0,2,0.10082132197639357,0.03,8,4
2020-04,2020-03,3.0,2,0.0813992251134719,0.03,8,4
2020-05,2020-04,3.0,2,0.03,0.03,8,4
2020-06,2020-05,3.0,2,0.03,0.03,8,4
2020-07,2020-06,3.0,2,0.03,0.03,8,4
2020-08,2020-07,3.0,2,0.03,0.03,8,6
2020-09,2020-08,3.0,2,0.03,0.03,8,6
2020-10,2020-09,3.0,2,0.03,0.03814295271666758,5,6
2020-11,2020-10,3.0,2,0.03,0.03,5,4
2020-12,2020-11,3.0,2,0.03,0.03,5,6
2021-01,2020-12,3.0,2,0.03,0.03690818231041233,5,6
2021-02,2021-01,3.0,2,0.03,0.03,5,4
2021-03,2021-02,3.0,2,0.03,0.14689051120681088,5,6
2021-04,2021-03,3.0,2,0.03,0.49104637043533494,5,6
2021-05,2021-04,3.0,2,0.97,0.6935216529427897,6,4
2021-06,2021-05,3.0,2,0.97,0.97,6,5
2021-07,2021-06,3.0,2,0.97,0.97,6,5
2021-08,2021-07,3.0,2,0.97,0.97,6,5
2021-09,2021-08,3.0,2,0.97,0.97,6,5
2021-10,2021-09,3.0,2,0.97,0.97,6,5
2021-11,2021-10,3.0,2,0.97,0.97,6,5
2021-12,2021-11,3.0,2,0.97,0.97,6,5
2022-01,2021-12,3.0,2,0.97,0.97,6,5
2022-02,2022-01,3.0,2,0.97,0.97,6,5
2022-03,2022-02,3.0,2,0.97,0.97,6,5
2022-04,2022-03,3.0,2,0.97,0.97,6,5
2022-05,2022-04,3.0,2,0.97,0.97,6,5
2022-06,2022-05,3.0,2,0.97,0.97,6,5
2022-07,2022-06,3.0,2,0.97,0.97,4,5
2022-08,2022-07,3.0,2,0.97,0.97,4,5
2022-09,2022-08,3.0,2,0.97,0.9478394408100079,4,5
2022-10,2022-09,3.0,2,0.97,0.9228838366396168,4,5
2022-11,2022-10,3.0,2,0.97,0.9178303640827593,4,5
2022-12,2022-11,3.0,2,0.97,0.8818091235289395,4,5
2023-01,2022-12,3.0,2,0.97,0.8146655704116184,4,5
2023-02,2023-01,3.0,2,0.9604843168547788,0.7616414857307371,4,5
2023-03,2023-02,3.0,2,0.96219223988461,0.667913982785374,4,5
2023-04,2023-03,3.0,2,0.965508715433093,0.03,4,6
2023-05,2023-04,3.0,2,0.9587175224880304,0.03,4,6
2023-06,2023-05,3.0,2,0.9637274996962782,0.03,4,6
2023-07,2023-06,3.0,2,0.9663553962426791,0.03,4,6
2023-08,2023-07,3.0,2,0.9188190574358838,0.03,4,6
2023-09,2023-08,3.0,2,0.9255310929002083,0.03,4,6
2023-10,2023-09,3.0,2,0.9336173175934296,0.03,4,6
2023-11,2023-10,3.0,2,0.97,0.03,4,6
2023-12,2023-11,3.0,2,0.97,0.03,4,6
2024-01,2023-12,3.0,2,0.13262678336379627,0.03,10,6
2024-02,2024-01,3.0,2,0.39485503639634306,0.03,10,6
2024-03,2024-02,3.0,2,0.3194569879940141,0.03,10,6
2024-04,2024-03,3.0,2,0.97,0.03,4,6
2024-05,2024-04,3.0,2,0.97,0.03,4,6
2024-06,2024-05,3.0,2,0.97,0.03,4,6
2024-07,2024-06,3.0,2,0.97,0.03,4,6
2024-08,2024-07,3.0,2,0.97,0.03,4,6
2024-09,2024-08,3.0,2,0.97,0.03,4,6
2024-10,2024-09,3.0,2,0.97,0.03,4,6
2024-11,2024-10,3.0,2,0.97,0.03,4,6
2024-12,2024-11,3.0,2,0.97,0.03,4,6
2025-01,2024-12,3.0,2,0.97,0.03,4,6
2025-02,2025-01,3.0,2,0.97,0.03,4,6
2025-03,2025-02,3.0,2,0.97,0.03081321918180638,4,6
2025-04,2025-03,3.0,2,0.97,0.03,4,6
2025-05,2025-04,3.0,2,0.897975339939426,0.03,4,6
2025-06,2025-05,3.0,2,0.9383536983776477,0.03,6,6
2025-07,2025-06,3.0,2,0.9463330218354585,0.03,6,6
2025-08,2025-07,3.0,2,0.97,0.03,6,6
2025-09,2025-08,3.0,2,0.97,0.03,6,6
2025-10,2025-09,3.0,2,0.97,0.03,6,6
2025-11,2025-10,3.0,2,0.97,0.039509074660938164,6,6
2025-12,2025-11,3.0,2,0.97,0.05547671024995445,6,6
2026-01,2025-12,3.0,2,0.97,0.10003787290041262,6,6
2026-02,2026-01,3.0,2,0.97,0.09283770008832858,6,6
2026-03,2026-02,3.0,2,0.97,0.08379182271594625,6,6
2026-04,2026-03,3.0,2,0.97,0.2697108350638021,6,6
2026-05,2026-04,3.0,2,0.97,0.97,6,7
2026-06,2026-05,3.0,2,0.97,0.97,6,7
2026-07,2026-06,3.0,2,0.97,0.97,6,7
2007-04,2007-03,3.0,4,0.97,0.03,1,1
2007-05,2007-04,3.0,4,0.97,0.03,1,1
2007-06,2007-05,3.0,4,0.97,0.03,1,1
2007-07,2007-06,3.0,4,0.97,0.03,1,1
2007-08,2007-07,3.0,4,0.97,0.97,1,2
2007-09,2007-08,3.0,4,0.97,0.97,1,2
2007-10,2007-09,3.0,4,0.97,0.8967774924123137,1,2
2007-11,2007-10,3.0,4,0.97,0.9584850901457573,1,2
2007-12,2007-11,3.0,4,0.97,0.97,1,2
2008-01,2007-12,3.0,4,0.97,0.97,1,1
2008-02,2008-01,3.0,4,0.97,0.97,1,1
2008-03,2008-02,3.0,4,0.97,0.97,1,1
2008-04,2008-03,3.0,4,0.97,0.97,1,1
2008-05,2008-04,3.0,4,0.97,0.97,1,1
2008-06,2008-05,3.0,4,0.97,0.97,1,1
2008-07,2008-06,3.0,4,0.959101819930276,0.97,1,1
2008-08,2008-07,3.0,4,0.97,0.97,1,1
2008-09,2008-08,3.0,4,0.8705969657599573,0.97,1,1
2008-10,2008-09,3.0,4,0.97,0.97,1,1
2008-11,2008-10,3.0,4,0.27990117814003784,0.97,1,1
2008-12,2008-11,3.0,4,0.03,0.9435951663122331,2,1
2009-01,2008-12,3.0,4,0.03,0.9037497348630723,2,1
2009-02,2009-01,3.0,4,0.03,0.8556954369291422,2,1
2009-03,2009-02,3.0,4,0.03,0.8201325908490894,2,1
2009-04,2009-03,3.0,4,0.03,0.8473407494169745,2,1
2009-05,2009-04,3.0,4,0.03,0.8131995658873693,2,1
2009-06,2009-05,3.0,4,0.03,0.7091369081547444,1,1
2009-07,2009-06,3.0,4,0.03,0.49549220874274097,1,1
2009-08,2009-07,3.0,4,0.03,0.03,1,2
2009-09,2009-08,3.0,4,0.03,0.03,1,2
2009-10,2009-09,3.0,4,0.03,0.03,1,2
2009-11,2009-10,3.0,4,0.24395550522930937,0.03,1,2
2009-12,2009-11,3.0,4,0.20064351809932338,0.03,1,2
2010-01,2009-12,3.0,4,0.15221719035001682,0.03,1,2
2010-02,2010-01,3.0,4,0.97,0.03,2,2
2010-03,2010-02,3.0,4,0.97,0.03,2,2
2010-04,2010-03,3.0,4,0.97,0.03,2,2
2010-05,2010-04,3.0,4,0.97,0.03,2,2
2010-06,2010-05,3.0,4,0.97,0.03,2,2
2010-07,2010-06,3.0,4,0.97,0.03,2,2
2010-08,2010-07,3.0,4,0.97,0.03,2,2
2010-09,2010-08,3.0,4,0.97,0.03,2,2
2010-10,2010-09,3.0,4,0.97,0.03,2,2
2010-11,2010-10,3.0,4,0.97,0.03,3,2
2010-12,2010-11,3.0,4,0.97,0.03,3,2
2011-01,2010-12,3.0,4,0.97,0.03,2,2
2011-02,2011-01,3.0,4,0.97,0.03,2,2
2011-03,2011-02,3.0,4,0.97,0.03,2,2
2011-04,2011-03,3.0,4,0.97,0.03,3,2
2011-05,2011-04,3.0,4,0.97,0.03,3,2
2011-06,2011-05,3.0,4,0.97,0.03,3,2
2011-07,2011-06,3.0,4,0.97,0.03,3,2
2011-08,2011-07,3.0,4,0.9650009216875992,0.03,3,2
2011-09,2011-08,3.0,4,0.9688769032190013,0.03,3,2
2011-10,2011-09,3.0,4,0.9651470932083316,0.03,3,2
2011-11,2011-10,3.0,4,0.9293901092576276,0.03,3,2
2011-12,2011-11,3.0,4,0.9362535338593295,0.03,3,2
2012-01,2011-12,3.0,4,0.9352120813817754,0.03,3,2
2012-02,2012-01,3.0,4,0.8791327005409887,0.03,3,2
2012-03,2012-02,3.0,4,0.9271145018149366,0.03,3,2
2012-04,2012-03,3.0,4,0.8967488717101888,0.03,3,2
2012-05,2012-04,3.0,4,0.8866618180829273,0.03,3,2
2012-06,2012-05,3.0,4,0.8991796253488539,0.03,3,2
2012-07,2012-06,3.0,4,0.97,0.03,2,2
2012-08,2012-07,3.0,4,0.97,0.03,2,2
2012-09,2012-08,3.0,4,0.06019722444653251,0.03,4,2
2012-10,2012-09,3.0,4,0.0670049286500734,0.03,4,2
2012-11,2012-10,3.0,4,0.07055809730269011,0.03,4,2
2012-12,2012-11,3.0,4,0.0794527052855352,0.03,4,2
2013-01,2012-12,3.0,4,0.054793219295377886,0.03,4,2
2013-02,2013-01,3.0,4,0.10274645376567089,0.03,4,2
2013-03,2013-02,3.0,4,0.059646342066532215,0.03,4,2
2013-04,2013-03,3.0,4,0.08215906980400851,0.03,4,2
2013-05,2013-04,3.0,4,0.0734022843328198,0.03,4,2
2013-06,2013-05,3.0,4,0.08460088324786917,0.03,4,2
2013-07,2013-06,3.0,4,0.07679129734670924,0.03,4,2
2013-08,2013-07,3.0,4,0.13798829729214182,0.03,4,2
2013-09,2013-08,3.0,4,0.1686172056999975,0.03,4,2
2013-10,2013-09,3.0,4,0.11852086735012152,0.03,4,2
2013-11,2013-10,3.0,4,0.2443884403988247,0.03,4,2
2013-12,2013-11,3.0,4,0.17867729213032021,0.03,4,2
2014-01,2013-12,3.0,4,0.2395490868835736,0.03,4,2
2014-02,2014-01,3.0,4,0.2204899188245641,0.03,4,2
2014-03,2014-02,3.0,4,0.24701335779061684,0.03,4,2
2014-04,2014-03,3.0,4,0.9697249887200157,0.03,5,2
2014-05,2014-04,3.0,4,0.97,0.03,5,2
2014-06,2014-05,3.0,4,0.9602264014178546,0.03,5,2
2014-07,2014-06,3.0,4,0.968173783854767,0.03,5,2
2014-08,2014-07,3.0,4,0.9688992795121377,0.03,5,2
2014-09,2014-08,3.0,4,0.9540203197539923,0.03,5,2
2014-10,2014-09,3.0,4,0.97,0.03,5,2
2014-11,2014-10,3.0,4,0.9471180175528133,0.03,5,2
2014-12,2014-11,3.0,4,0.918635460862577,0.03,5,2
2015-01,2014-12,3.0,4,0.954182997278696,0.03,5,2
2015-02,2015-01,3.0,4,0.9015501093772017,0.03,5,2
2015-03,2015-02,3.0,4,0.8576008247041563,0.03,5,4
2015-04,2015-03,3.0,4,0.8538408633233947,0.03,5,4
2015-05,2015-04,3.0,4,0.8031565209263929,0.03,5,4
2015-06,2015-05,3.0,4,0.8350223247262905,0.03,5,4
2015-07,2015-06,3.0,4,0.869988031031619,0.03,5,4
2015-08,2015-07,3.0,4,0.03,0.03,6,4
2015-09,2015-08,3.0,4,0.03,0.03,6,4
2015-10,2015-09,3.0,4,0.03,0.03,6,4
2015-11,2015-10,3.0,4,0.049951677321239084,0.03,6,4
2015-12,2015-11,3.0,4,0.1446769717487331,0.03,6,4
2016-01,2015-12,3.0,4,0.05884368892787099,0.03,6,4
2016-02,2016-01,3.0,4,0.04839369420676216,0.03,6,4
2016-03,2016-02,3.0,4,0.08908961954083557,0.03,6,4
2016-04,2016-03,3.0,4,0.14111804106914158,0.0547787502817489,6,4
2016-05,2016-04,3.0,4,0.059970414000704735,0.03,6,4
2016-06,2016-05,3.0,4,0.10071755457299471,0.048767116594932894,6,4
2016-07,2016-06,3.0,4,0.13736755409550108,0.03,6,4
2016-08,2016-07,3.0,4,0.27001261745233207,0.03,6,4
2016-09,2016-08,3.0,4,0.5700890819263255,0.03,6,4
2016-10,2016-09,3.0,4,0.97,0.03,7,4
2016-11,2016-10,3.0,4,0.9142700504817421,0.42230925743910264,7,4
2016-12,2016-11,3.0,4,0.9483628358116323,0.97,7,5
2017-01,2016-12,3.0,4,0.97,0.97,7,5
2017-02,2017-01,3.0,4,0.97,0.97,7,5
2017-03,2017-02,3.0,4,0.97,0.97,7,5
2017-04,2017-03,3.0,4,0.97,0.97,7,3
2017-05,2017-04,3.0,4,0.97,0.97,7,3
2017-06,2017-05,3.0,4,0.97,0.97,7,3
2017-07,2017-06,3.0,4,0.97,0.97,7,3
2017-08,2017-07,3.0,4,0.97,0.9629984424153729,7,3
2017-09,2017-08,3.0,4,0.97,0.97,7,3
2017-10,2017-09,3.0,4,0.97,0.97,7,3
2017-11,2017-10,3.0,4,0.97,0.97,7,3
2017-12,2017-11,3.0,4,0.97,0.9606800484307365,7,3
2018-01,2017-12,3.0,4,0.97,0.8845350040844826,7,3
2018-02,2018-01,3.0,4,0.97,0.8106889756382094,7,3
2018-03,2018-02,3.0,4,0.963532083939367,0.6115967651650346,7,3
2018-04,2018-03,3.0,4,0.9680588200440157,0.7879174704190216,7,3
2018-05,2018-04,3.0,4,0.9486539460186603,0.829273342523762,7,3
2018-06,2018-05,3.0,4,0.97,0.9227324750486819,7,5
2018-07,2018-06,3.0,4,0.9485339792128175,0.9458464970378688,7,5
2018-08,2018-07,3.0,4,0.97,0.953984085216713,7,5
2018-09,2018-08,3.0,4,0.9675593052740548,0.9291712483139389,7,5
2018-10,2018-09,3.0,4,0.9338128548603029,0.9381364724411915,7,5
2018-11,2018-10,3.0,4,0.8632844181421706,0.97,7,5
2018-12,2018-11,3.0,4,0.6434247606758776,0.9641027290853572,7,5
2019-01,2018-12,3.0,4,0.5777590845695878,0.9328273423285192,7,5
2019-02,2019-01,3.0,4,0.9429737596531774,0.7630276325937839,7,5
2019-03,2019-02,3.0,4,0.9156224635403424,0.56539890383147,7,5
2019-04,2019-03,3.0,4,0.9532555029342963,0.03,7,6
2019-05,2019-04,3.0,4,0.03,0.03,8,6
2019-06,2019-05,3.0,4,0.03,0.03,8,6
2019-07,2019-06,3.0,4,0.03,0.03,8,6
2019-08,2019-07,3.0,4,0.03,0.03,8,6
2019-09,2019-08,3.0,4,0.03,0.03,8,6
2019-10,2019-09,3.0,4,0.03,0.03,8,6
2019-11,2019-10,3.0,4,0.03,0.03,8,6
2019-12,2019-11,3.0,4,0.03,0.03,8,6
2020-01,2019-12,3.0,4,0.03,0.03,8,6
2020-02,2020-01,3.0,4,0.058405571280012655,0.03,8,6
2020-03,2020-02,3.0,4,0.10806798052102284,0.049848136293777,8,6
2020-04,2020-03,3.0,4,0.0760251125691798,0.03,8,6
2020-05,2020-04,3.0,4,0.03,0.03,8,6
2020-06,2020-05,3.0,4,0.03,0.03,8,6
2020-07,2020-06,3.0,4,0.03,0.03,8,6
2020-08,2020-07,3.0,4,0.03,0.03,8,6
2020-09,2020-08,3.0,4,0.03,0.03,8,6
2020-10,2020-09,3.0,4,0.03,0.03,8,6
2020-11,2020-10,3.0,4,0.03,0.03,8,6
2020-12,2020-11,3.0,4,0.03,0.03,5,6
2021-01,2020-12,3.0,4,0.03,0.03,5,6
2021-02,2021-01,3.0,4,0.03,0.03,5,6
2021-03,2021-02,3.0,4,0.03,0.07744634784897605,5,6
2021-04,2021-03,3.0,4,0.03,0.31004548844379126,5,6
2021-05,2021-04,3.0,4,0.97,0.97,6,7
2021-06,2021-05,3.0,4,0.97,0.97,6,7
2021-07,2021-06,3.0,4,0.97,0.97,6,7
2021-08,2021-07,3.0,4,0.97,0.97,6,7
2021-09,2021-08,3.0,4,0.97,0.97,6,7
2021-10,2021-09,3.0,4,0.97,0.97,6,7
2021-11,2021-10,3.0,4,0.97,0.97,6,5
2021-12,2021-11,3.0,4,0.97,0.97,6,5
2022-01,2021-12,3.0,4,0.97,0.97,6,5
2022-02,2022-01,3.0,4,0.97,0.97,9,5
2022-03,2022-02,3.0,4,0.97,0.97,9,5
2022-04,2022-03,3.0,4,0.97,0.97,9,5
2022-05,2022-04,3.0,4,0.97,0.97,9,5
2022-06,2022-05,3.0,4,0.97,0.97,9,5
2022-07,2022-06,3.0,4,0.97,0.97,9,5
2022-08,2022-07,3.0,4,0.9685864403102578,0.97,9,5
2022-09,2022-08,3.0,4,0.9634373319987393,0.9688183708894896,9,5
2022-10,2022-09,3.0,4,0.9630038001392555,0.9477550445368718,9,5
2022-11,2022-10,3.0,4,0.965962573148173,0.9401483842479161,9,5
2022-12,2022-11,3.0,4,0.9604579138535255,0.9210309232790896,9,5
2023-01,2022-12,3.0,4,0.97,0.8764210510301744,4,5
2023-02,2023-01,3.0,4,0.9568832693320727,0.8458109326422728,4,5
2023-03,2023-02,3.0,4,0.958921888439687,0.7969295192649908,4,5
2023-04,2023-03,3.0,4,0.03503063802080795,0.7693123074850791,10,5
2023-05,2023-04,3.0,4,0.03521030726269361,0.6720068194421559,10,5
2023-06,2023-05,3.0,4,0.03758948784360751,0.03,10,6
2023-07,2023-06,3.0,4,0.04664892002943799,0.03,10,6
2023-08,2023-07,3.0,4,0.03,0.03,10,6
2023-09,2023-08,3.0,4,0.03216303455049309,0.03,10,6
2023-10,2023-09,3.0,4,0.03669246013122114,0.03,10,6
2023-11,2023-10,3.0,4,0.09740831743083653,0.03,10,6
2023-12,2023-11,3.0,4,0.10657666470664115,0.03,10,6
2024-01,2023-12,3.0,4,0.10469970015854006,0.03,10,6
2024-02,2024-01,3.0,4,0.27162797783494147,0.03,10,6
2024-03,2024-02,3.0,4,0.23395901656451518,0.03,10,6
2024-04,2024-03,3.0,4,0.24961199231830877,0.03,10,6
2024-05,2024-04,3.0,4,0.97,0.03,11,6
2024-06,2024-05,3.0,4,0.97,0.03,11,6
2024-07,2024-06,3.0,4,0.97,0.03,11,6
2024-08,2024-07,3.0,4,0.9667254024901528,0.03,11,6
2024-09,2024-08,3.0,4,0.960727778305464,0.03,11,6
2024-10,2024-09,3.0,4,0.9613773179081628,0.03,11,6
2024-11,2024-10,3.0,4,0.9008144793076098,0.03,11,6
2024-12,2024-11,3.0,4,0.8851800464534004,0.03,11,6
2025-01,2024-12,3.0,4,0.8746630466724438,0.03,11,6
2025-02,2025-01,3.0,4,0.7588862333297482,0.03,11,6
2025-03,2025-02,3.0,4,0.8395921424798275,0.03,11,6
2025-04,2025-03,3.0,4,0.8648409486495983,0.03,11,6
2025-05,2025-04,3.0,4,0.7208137914472226,0.03,11,6
2025-06,2025-05,3.0,4,0.032899672921656936,0.03,12,6
2025-07,2025-06,3.0,4,0.05121153794292396,0.03,12,6
2025-08,2025-07,3.0,4,0.0840544537496196,0.03,12,6
2025-09,2025-08,3.0,4,0.06235452098898926,0.03,12,6
2025-10,2025-09,3.0,4,0.10881924780876275,0.03,12,6
2025-11,2025-10,3.0,4,0.2522302400148408,0.03595330609910915,12,6
2025-12,2025-11,3.0,4,0.97,0.05179218052977597,4,6
2026-01,2025-12,3.0,4,0.97,0.07939407577910548,4,6
2026-02,2026-01,3.0,4,0.97,0.0729663418587096,4,6
2026-03,2026-02,3.0,4,0.97,0.056732300977928016,4,6
2026-04,2026-03,3.0,4,0.97,0.1298782165895933,11,6
2026-05,2026-04,3.0,4,0.97,0.7508053591573983,11,6
2026-06,2026-05,3.0,4,0.97,0.97,11,7
2026-07,2026-06,3.0,4,0.97,0.97,11,7
2007-04,2007-03,3.0,6,0.97,0.03,1,1
2007-05,2007-04,3.0,6,0.97,0.03,1,1
2007-06,2007-05,3.0,6,0.97,0.03,1,1
2007-07,2007-06,3.0,6,0.97,0.03,1,1
2007-08,2007-07,3.0,6,0.97,0.97,1,2
2007-09,2007-08,3.0,6,0.97,0.97,1,2
2007-10,2007-09,3.0,6,0.97,0.8967662690710826,1,2
2007-11,2007-10,3.0,6,0.97,0.91807385674059,1,1
2007-12,2007-11,3.0,6,0.97,0.97,1,1
2008-01,2007-12,3.0,6,0.97,0.97,1,1
2008-02,2008-01,3.0,6,0.97,0.97,1,1
2008-03,2008-02,3.0,6,0.97,0.97,1,1
2008-04,2008-03,3.0,6,0.97,0.97,1,1
2008-05,2008-04,3.0,6,0.97,0.97,1,1
2008-06,2008-05,3.0,6,0.97,0.97,1,1
2008-07,2008-06,3.0,6,0.9589513166472051,0.97,1,1
2008-08,2008-07,3.0,6,0.97,0.97,1,1
2008-09,2008-08,3.0,6,0.8829679105840504,0.97,1,1
2008-10,2008-09,3.0,6,0.97,0.97,1,1
2008-11,2008-10,3.0,6,0.300699582272544,0.9688437739566461,1,1
2008-12,2008-11,3.0,6,0.03,0.93975342865647,2,1
2009-01,2008-12,3.0,6,0.03,0.9013440146686997,2,1
2009-02,2009-01,3.0,6,0.03,0.8545939004464304,2,1
2009-03,2009-02,3.0,6,0.03,0.819903891727213,2,1
2009-04,2009-03,3.0,6,0.03,0.8471454813498285,2,1
2009-05,2009-04,3.0,6,0.03,0.8132733652486476,1,1
2009-06,2009-05,3.0,6,0.03,0.7093797208633181,1,1
2009-07,2009-06,3.0,6,0.03,0.49592147338708786,1,1
2009-08,2009-07,3.0,6,0.03,0.03,1,2
2009-09,2009-08,3.0,6,0.03,0.03,1,2
2009-10,2009-09,3.0,6,0.03,0.03,1,2
2009-11,2009-10,3.0,6,0.24404727494547418,0.03,1,2
2009-12,2009-11,3.0,6,0.2013073246919052,0.03,1,2
2010-01,2009-12,3.0,6,0.1524188447272688,0.03,1,2
2010-02,2010-01,3.0,6,0.97,0.03,2,2
2010-03,2010-02,3.0,6,0.97,0.03,2,2
2010-04,2010-03,3.0,6,0.97,0.03,2,2
2010-05,2010-04,3.0,6,0.97,0.03,2,2
2010-06,2010-05,3.0,6,0.97,0.03,2,2
2010-07,2010-06,3.0,6,0.97,0.03,2,2
2010-08,2010-07,3.0,6,0.97,0.03,2,2
2010-09,2010-08,3.0,6,0.97,0.03,2,2
2010-10,2010-09,3.0,6,0.97,0.03,2,2
2010-11,2010-10,3.0,6,0.97,0.03,3,2
2010-12,2010-11,3.0,6,0.97,0.03,3,2
2011-01,2010-12,3.0,6,0.97,0.03,2,2
2011-02,2011-01,3.0,6,0.97,0.03,2,2
2011-03,2011-02,3.0,6,0.97,0.03,2,2
2011-04,2011-03,3.0,6,0.97,0.03,3,2
2011-05,2011-04,3.0,6,0.97,0.03,3,2
2011-06,2011-05,3.0,6,0.97,0.03,3,2
2011-07,2011-06,3.0,6,0.97,0.03,3,2
2011-08,2011-07,3.0,6,0.9645124113786608,0.03,3,2
2011-09,2011-08,3.0,6,0.9684717970346549,0.03,3,2
2011-10,2011-09,3.0,6,0.964769799471129,0.03,3,2
2011-11,2011-10,3.0,6,0.928972111489099,0.03,3,2
2011-12,2011-11,3.0,6,0.9358605928060578,0.030396395689211275,3,2
2012-01,2011-12,3.0,6,0.9348584099511039,0.03,3,2
2012-02,2012-01,3.0,6,0.878975882172204,0.03,3,2
2012-03,2012-02,3.0,6,0.9268794440644812,0.03,3,2
2012-04,2012-03,3.0,6,0.8965444287240356,0.03,3,2
2012-05,2012-04,3.0,6,0.8865906680753378,0.03,3,2
2012-06,2012-05,3.0,6,0.8989583750661114,0.03,3,2
2012-07,2012-06,3.0,6,0.97,0.03,2,2
2012-08,2012-07,3.0,6,0.97,0.03,2,2
2012-09,2012-08,3.0,6,0.060839910109064615,0.03,4,2
2012-10,2012-09,3.0,6,0.06771305335798719,0.03,4,2
2012-11,2012-10,3.0,6,0.07230313064045363,0.03,4,2
2012-12,2012-11,3.0,6,0.0810963240487654,0.03,4,2
2013-01,2012-12,3.0,6,0.05562591858700927,0.03,4,2
2013-02,2013-01,3.0,6,0.10398809738207242,0.03,4,2
2013-03,2013-02,3.0,6,0.060068777119233495,0.03,4,2
2013-04,2013-03,3.0,6,0.08323643620598005,0.03,4,2
2013-05,2013-04,3.0,6,0.07371273301803441,0.03,4,2
2013-06,2013-05,3.0,6,0.08581897916421506,0.03,4,2
2013-07,2013-06,3.0,6,0.079114943342908,0.03,4,2
2013-08,2013-07,3.0,6,0.1384251879473951,0.03,4,2
2013-09,2013-08,3.0,6,0.16867338757409422,0.03,4,2
2013-10,2013-09,3.0,6,0.11882484216405056,0.03,4,2
2013-11,2013-10,3.0,6,0.2396998490027125,0.03,4,2
2013-12,2013-11,3.0,6,0.1760844236892838,0.03,4,2
2014-01,2013-12,3.0,6,0.23571677392252088,0.03,4,2
