month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,regime,crash_probability,risk_rank,protection,w_KODEX200,w_BOND,w_GLD,w_USO,hard_w_KODEX200,hard_w_BOND,hard_w_GLD,hard_w_USO
2008-12,0.03881854606483667,0.03895045215526653,2.26673205293207,-0.04557510422733335,0.03768745440853133,0.000113062363225594,1.884372720426562e-05,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-01,0.027779703587585927,0.02779399056635502,2.329701197475003,-0.01906146352615612,0.004081993934026536,1.2245981802079607e-05,2.0409969670132782e-06,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-02,0.0359586823480582,0.036015225550069606,2.4134741828008974,0.0,0.01615520057468879,4.846560172406638e-05,8.077600287344374e-06,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-03,-0.019286879384462646,-0.019179583672526646,2.366925797339702,-0.019286879384462607,0.03065591769600014,9.196775308800043e-05,1.5327958848000077e-05,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-04,-0.013527635281387786,-0.013425876967788967,2.3349068884151825,-0.032553608795821365,0.029073803885376802,8.72214116561304e-05,1.453690194268842e-05,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2009-05,0.08310461775561297,0.08543005612782492,2.5289484328718737,0.0,0.6644109634891304,0.0019932328904673914,0.0003322054817445652,Stagflation,0.0,0.0,0.17169092722624202,0.008584546361312102,0.12361746760289424,0.8677979860357936,0.0,0.0,0.0,1.0,0.0
2009-06,-0.0014027257458338728,0.0016716461274937976,2.525401011795198,-0.0014027257458337772,0.8783919638079059,0.0026351758914237174,0.0004391959819039529,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-07,0.08380011214150215,0.08380211476917036,2.737029899785899,0.0,0.0006675425560687676,2.0026276682063026e-06,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-08,0.009896301767710029,0.009989363613246116,2.7641163736214254,0.0,0.031020615178695976,9.306184553608793e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-09,0.04277935725182925,0.042790733907055366,2.8823634954542072,0.0,0.003792218408705722,1.1376655226117166e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-10,-0.0450008649793402,-0.04495810150521373,2.7526546449738936,-0.045000864979340194,0.014254491375489203,4.276347412646761e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-11,0.010171779191646682,0.010231371777726306,2.7806540402134288,-0.03528682464969635,0.019864195359874715,5.9592586079624144e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2009-12,0.09095899928035645,0.09216245372095866,3.033579549056122,0.0,0.40115148020074,0.00120345444060222,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-01,-0.05271279510900284,-0.05271279510900284,2.8736710918398654,-0.05271279510900284,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-02,0.004722422141042387,0.006271950786860666,2.8872417798300436,-0.04823930503869933,0.4964762946129391,0.0014894288838388173,6.009976197946105e-05,Goldilocks,0.0,0.0,0.5226066259083569,0.5035237053870609,0.376276770654017,0.1201995239589221,0.0,1.0,0.0,0.0,0.0
2010-03,0.050042068034258445,0.05159932107313381,3.031725329407652,-0.000611231589112915,0.49891284088200616,0.0014967385226460185,6.0514516229342744e-05,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-04,0.02802813683455696,0.02802813683455696,3.116698941785082,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-05,-0.060394383260000795,-0.060394383260000795,2.9284678313888746,-0.060394383260000906,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-06,0.013225129856070755,0.014964457742453278,2.9671971987383188,-0.047967976965120784,0.5572888674750072,0.0016718666024250215,6.746128395750087e-05,Goldilocks,0.0,0.0,0.5866198605000075,0.4427111325249929,0.4223662995600054,0.13492256791500173,0.0,1.0,0.0,0.0,0.0
2010-07,0.04767519233564617,0.04939797172611593,3.108658895885959,-0.002579667157238563,0.5518295295985083,0.0016554885887955248,6.729080167423676e-05,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-08,-0.010822412265410586,-0.010822412265410586,3.075015707722145,-0.013374161201165968,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-09,0.06564527145320853,0.06564527145320853,3.276875948578445,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-10,0.007597670007833068,0.007597670007833068,3.301772570692349,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-11,0.027104588789744977,0.027104588789744977,3.3912657584982244,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2010-12,0.09622974796137562,0.09622974796137562,3.7176064077085518,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-01,0.00923089035082758,0.00923089035082758,3.7519232248256436,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-02,-0.06743200563779239,-0.06743200563779239,3.4989235167766366,-0.06743200563779239,0.0,0.0,0.0,Goldilocks,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-03,0.022368849238388423,0.025523631546586597,3.5771904094200653,-0.046571532767357815,0.9677366643175865,0.00290320999295276,0.00025157231524541607,Overheating,0.0,0.0,0.6452667136482699,0.0322633356824135,0.46459203382675435,0.1484113441391021,0.35473328635173007,0.0,0.0,0.0,1.0
2011-04,0.022631155245268642,0.02477715874308295,3.658146360917537,-0.0249943451101573,0.6334238415965219,0.0019002715247895656,0.0002457319730247436,Overheating,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2011-05,-0.09570951480712797,-0.09570951480712797,3.3080269476206587,-0.11831166327387022,0.0,0.0,0.0,Overheating,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2011-06,-0.012285920187954172,-0.008900920187954171,3.2673847925625896,-0.1291440158095375,1.0,0.003,0.00038500000000000003,Overheating,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,0.0,1.0
2011-07,0.020474561081209312,0.020499566521262842,3.334283062073727,-0.11131362176829318,0.007221380212687728,2.1664140638063184e-05,3.3412994154645436e-06,Overheating,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,0.0,1.0
2011-08,0.035178974865199955,0.035221939403406205,3.451579722107881,-0.08005054600543426,0.012275582344642818,3.682674703392845e-05,6.1377911723214105e-06,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2011-09,3.464420574218936e-05,0.0006273148119101254,3.4516992993459095,-0.08001867508727767,0.16933445890512458,0.0005080033767153738,8.466722945256228e-05,Stagflation,0.0,0.0,0.7504212167119522,0.037521060835597614,0.5403032760326055,0.42217566313179683,0.0,0.0,0.0,1.0,0.0
2011-10,-2.9197786547897653e-06,0.0006859074308305374,3.451689221147973,-0.08002136122911285,0.1968077741386649,0.0005904233224159947,9.840388706933247e-05,Stagflation,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.0,0.0,1.0,0.0
2011-11,0.027632420923374108,0.028340325504854297,3.5470677506034067,-0.05460012424208305,0.20225845185148228,0.0006067753555544468,0.00010112922592574114,Stagflation,0.0,0.0,0.7501780102426071,0.03750890051213036,0.5401281673746771,0.42236293211319254,0.0,0.0,0.0,1.0,0.0
2011-12,-0.046398455627250014,-0.04586885517542265,3.3824892849701853,-0.09846521842744427,0.15131441480781901,0.00045394324442345706,7.565720740390953e-05,Stagflation,0.0,0.0,0.5383343686840254,0.02691671843420127,0.3876007454524983,0.5854825361133005,0.0,0.0,0.0,1.0,0.0
2012-01,0.026209194446771708,0.027123317182076154,3.4711416043540906,-0.07483671803668135,0.2611779243726994,0.0007835337731180982,0.00013058896218634967,Stagflation,0.0,0.0,0.9038768202287022,0.045193841011435115,0.6507913105646655,0.3040148484238993,0.0,0.0,0.0,1.0,0.0
2012-02,-0.009508111862746615,-0.009020517502843661,3.4381376016884584,-0.08363327401289433,0.13931267425798682,0.0004179380227739605,6.965633712899346e-05,Stagflation,0.0,0.0,0.7069726503056779,0.035348632515283904,0.5090203082200881,0.45563105926462805,0.0,0.0,0.0,1.0,0.0
2012-03,-0.003652964807839463,-0.0027126346301913863,3.425578206024981,-0.08698072941400026,0.2686657650423076,0.0008059972951269228,0.00013433288252115387,Slowdown,0.0,0.0,0.7802772834407861,0.17084749410756767,0.6496887307010515,0.1794637751913808,0.0,0.6,0.4,0.0,0.0
2012-04,0.004318682604531859,0.004369312873364685,3.4403721910338043,-0.08303768897251818,0.015428826797850778,4.6286480393552334e-05,4.343788439272564e-06,Slowdown,0.0,0.0,0.8081727451166688,0.15550499018583214,0.658615278437334,0.18587973137683383,0.0,0.6,0.4,0.0,0.0
2012-05,-0.008768052494584367,-0.008706865762702767,3.410206827061912,-0.09107766265116246,0.01926240699793337,5.778722099380011e-05,3.3995108878001336e-06,Slowdown,0.0,0.0,0.7753140747709848,0.17357725887595835,0.6481005039267151,0.1783222371973265,0.0,0.6,0.4,0.0,0.0
2012-06,-0.008581215535047503,-0.008502959891691185,3.380943107259803,-0.09887732113257208,0.023815416852279114,7.144625055683734e-05,6.809392799480285e-06,Slowdown,0.0,0.0,0.8423138554263538,0.13672737951550543,0.6695404337364332,0.19373218674806142,0.0,0.6,0.4,0.0,0.0
2012-07,0.01778130568699219,0.01790938144036294,3.441060690160319,-0.08285418331814898,0.03855459989151236,0.00011566379967453709,1.2411953696211245e-05,Slowdown,0.0,0.0,0.9073110094381007,0.1009789448090446,0.6903395230201923,0.20868153217076318,0.0,0.6,0.4,0.0,0.0
2012-08,0.016135296047063402,0.016374710886940362,3.496583223111968,-0.06805576404766167,0.07473363482357898,0.00022420090447073694,1.5213935406223248e-05,Slowdown,0.0,0.0,0.7737848609845748,0.17441832645848387,0.6476111555150639,0.1779705180264522,0.0,0.6,0.4,0.0,0.0
2012-09,0.01608769990357418,0.016312516805518686,3.5528352046932654,-0.053062924852794624,0.06898009373362794,0.00020694028120088383,1.7876620743620926e-05,Slowdown,0.0,0.0,0.6504647003971806,0.24224441478155065,0.6081487041270978,0.14960688109135156,0.0,0.6,0.4,0.0,0.0
2012-10,-0.018266288424511078,-0.018066824447001202,3.4879380921195815,-0.07035995058729638,0.06149914209910831,0.00018449742629732493,1.4966551212550209e-05,Slowdown,0.0,0.0,0.5255243737732885,0.3109615944246913,0.5681677996074523,0.12087060596785637,0.0,0.6,0.4,0.0,0.0
2012-11,-0.0004912430827115084,-0.0002649589147829916,3.486224666658902,-0.07081662983098191,0.0693942964071486,0.0002081828892214458,1.810127870707093e-05,Slowdown,0.0,0.0,0.6696662548941366,0.2316835598082249,0.6142932015661237,0.15402323862565143,0.0,0.6,0.4,0.0,0.0
2012-12,0.009284869529885902,0.009310387477913467,3.5185938078406997,-0.062189283469622936,0.007441557396397708,2.2324672189193123e-05,3.193275838371368e-06,Slowdown,0.0,0.0,0.6734719152581826,0.22959044660799954,0.6155110128826184,0.154898540509382,0.0,0.6,0.4,0.0,0.0
2013-01,-0.002035383436279077,-0.0019369539557259606,3.5114321202852268,-0.06409808786841387,0.030533292000823456,9.159987600247037e-05,6.8296045506461705e-06,Slowdown,0.0,0.0,0.6015773622468578,0.26913245076422826,0.5925047559189945,0.1383627933167773,0.0,0.6,0.4,0.0,0.0
2013-02,0.005383600400975314,0.005389064967440424,3.5303362676559917,-0.05905956595898876,0.0016757850984813194,5.027355295443958e-06,4.372111696661352e-07,Slowdown,0.0,0.0,0.6174840655701155,0.2603837639364365,0.597594900982437,0.14202133508112658,0.0,0.6,0.4,0.0,0.0
2013-03,0.0009442961394768801,0.000988605583883747,3.5336699505645943,-0.0581710395396462,0.014745784382570112,4.423735314771034e-05,7.209125915651204e-08,Slowdown,0.0,0.0,0.5754963829915729,0.2834769893546349,0.5841588425573033,0.13236416808806178,0.0,0.6,0.4,0.0,0.0
2013-04,-0.018015868326660096,-0.017987482018011643,3.470007818025347,-0.07513890607753515,0.008857535586497059,2.6572606759491177e-05,1.813701888960087e-06,Slowdown,0.0,0.0,0.5680919961637183,0.28754940210995494,0.5817894387723899,0.13066115911765522,0.0,0.6,0.4,0.0,0.0
2013-05,-0.006366149896687744,-0.006126299237158193,3.4479172281131194,-0.08102671043506005,0.07312113904696863,0.0002193634171409059,2.0487242388644064e-05,Slowdown,0.0,0.0,0.7094908839794596,0.2097800138112972,0.6270370828734271,0.1631829033152757,0.0,0.6,0.4,0.0,0.0
2013-06,-0.03809839135620727,-0.03799184543038578,3.3165571281926565,-0.11603811446680634,0.03283136839828997,9.849410519486991e-05,8.051820626614637e-06,Slowdown,0.0,0.0,0.758555920292167,0.18279424383930815,0.6427378944934934,0.1744678616671984,0.0,0.6,0.4,0.0,0.0
2013-07,0.019674132818288222,0.020081797338781137,3.381807513632159,-0.09864693092452193,0.12480485030649875,0.00037441455091949627,3.324996957341662e-05,Slowdown,0.0,0.0,1.0,0.05,0.72,0.23,0.0,0.6,0.4,0.0,0.0
2013-08,0.010858148507485642,0.011028187754780185,3.4185276818389077,-0.0888599054428224,0.05131113582925549,0.0001539334074877665,1.6105839806777003e-05,Slowdown,0.0,0.0,0.9053910910376828,0.10203489992927448,0.6897251491320585,0.20823995093866704,0.0,0.6,0.4,0.0,0.0
2013-09,-0.009542165517645865,-0.009395838362199947,3.3859075248721466,-0.09755415503485043,0.04478860687636826,0.00013436582062910477,1.1961334816812997e-05,Slowdown,0.0,0.0,0.8238325453568534,0.14689210005373066,0.663626414514193,0.18948148543207627,0.0,0.6,0.4,0.0,0.0
2013-10,0.00417945715900479,0.004337179233130552,3.400058780316702,-0.0937824212874967,0.04704076831801244,0.00014112230495403732,1.6599769171724775e-05,Slowdown,0.0,0.0,0.8962846252904202,0.1070434560902689,0.6868110800929345,0.20614546381679666,0.0,0.6,0.4,0.0,0.0
2013-11,-0.01305271082377752,-0.012842141973851697,3.355678796273382,-0.10561101728585487,0.0691066125937422,0.00020731983778122663,3.249012144596941e-06,Goldilocks,0.0,0.0,0.8648535107291391,0.17838916480731787,0.6226945277249801,0.198916307467702,0.0,1.0,0.0,0.0,0.0
2013-12,-0.0005669542709163584,-0.0002566052290131119,3.3537762798480113,-0.10611809493946522,0.09799419788908392,0.0002939825936672518,1.6366448235994703e-05,Goldilocks,0.0,0.0,0.9634251440487906,0.08474611315364888,0.6936661037151293,0.22158778313122185,0.0,1.0,0.0,0.0,0.0
2014-01,0.009055988293552418,0.009072571235192041,3.3841480385775085,-0.0980231108714188,0.004737983325606904,1.4213949976820711e-05,2.368991662803424e-06,Goldilocks,0.0,0.0,0.9676507911622102,0.0807317483959003,0.6967085696367913,0.22255968196730835,0.0,1.0,0.0,0.0,0.0
2014-02,0.01940907950128363,0.019508025752969785,3.449831236902372,-0.08051656972200172,0.028885475143026425,8.665642542907927e-05,1.2289826257078848e-05,Slowdown,0.0,0.0,0.9001925905951567,0.10489407517266383,0.6880616289904502,0.20704429583688605,0.0,0.6,0.4,0.0,0.0
2014-03,-0.007120472740401124,-0.006562123813972216,3.4252668076210244,-0.08706372642254678,0.17894287790299326,0.0005368286337089798,2.1520292719928975e-05,Goldilocks,0.0,0.0,0.7543047476833477,0.2834104897008197,0.5430994183320103,0.17349009196716997,0.0,1.0,0.0,0.0,0.0
2014-04,-0.005892687223506075,-0.005716627438835159,3.4050827816666565,-0.09244337433773187,0.05525328880268858,0.00016575986640806573,1.0299918262850594e-05,Goldilocks,0.0,0.0,0.8088643868545565,0.23157883248817132,0.5823823585352808,0.18603880897654804,0.0,1.0,0.0,0.0,0.0
2014-05,0.0012530570241659758,0.001387871528761706,3.4093495445640905,-0.09130615413311738,0.04238222967127281,0.00012714668901381843,7.66781558191168e-06,Goldilocks,0.0,0.0,0.8536947861477655,0.18898995315962278,0.6146602460263911,0.19634980081398606,0.0,1.0,0.0,0.0,0.0
2014-06,0.01527254841092506,0.015308629371253504,3.461419000533211,-0.07742808338140572,0.011109249275633809,3.3327747826901425e-05,2.7532125015432146e-06,Goldilocks,0.0,0.0,0.8442179511093115,0.19799294644615406,0.6078369247987043,0.19417012875514167,0.0,1.0,0.0,0.0,0.0
2014-07,0.011874900021302134,0.012233164205305702,3.5025230050963785,-0.06647263410909876,0.11364071317108815,0.00034092213951326445,1.7342044490304172e-05,Goldilocks,0.0,0.0,0.7285673615117143,0.3078610065638714,0.5245685002884343,0.1675704931476943,0.0,1.0,0.0,0.0,0.0
2014-08,-0.008767296217128724,-0.008518300895406793,3.471815348403391,-0.07465714505266019,0.08001201199712465,0.00024003603599137397,8.959285730556405e-06,Goldilocks,0.0,0.0,0.6372719509091563,0.3945916466363015,0.45883580465459256,0.14657254870910597,0.0,1.0,0.0,0.0,0.0
2014-09,-0.0007523880921523642,-0.00019893645640956914,3.4692031958771,-0.0753533619978809,0.18108956639606544,0.0005432686991881963,1.0182936554598733e-05,Slowdown,0.0,0.0,0.7054762087721682,0.21198808517530748,0.6257523868070938,0.1622595280175987,0.0,0.6,0.4,0.0,0.0
2014-10,-0.010199900299329986,-0.009833844875174197,3.433817669161037,-0.0847846655176131,0.12168880342140607,0.00036506641026421826,9.890138915726183e-07,Goldilocks,0.0,0.0,0.7112780166490075,0.3242858841834429,0.5121201719872853,0.16359394382927173,0.0,1.0,0.0,0.0,0.0
2014-11,0.013418655411051092,0.013642363201974822,3.4798948852078877,-0.07250370631728409,0.07076276352901437,0.0002122882905870431,1.1419500336686484e-05,Goldilocks,0.0,0.0,0.7898722126467759,0.24962139798556293,0.5687079931056787,0.18167060890875847,0.0,1.0,0.0,0.0,0.0
2014-12,-0.0060865046166751115,-0.00590210479469628,3.4587144889235257,-0.07814891679073299,0.05650306698687982,0.00016950920096063947,1.4890621018191705e-05,Slowdown,0.0,0.0,0.6875308859773674,0.2218580127124479,0.6200098835127575,0.15813210377479453,0.0,0.6,0.4,0.0,0.0
2015-01,0.028811790113941523,0.028883043085410176,3.5583662448424387,-0.051588736864997986,0.021921731472865205,6.576519441859562e-05,5.487777050059275e-06,Slowdown,0.0,0.0,0.7345743065894416,0.19598413137580714,0.6350637781086212,0.16895209051557156,0.0,0.6,0.4,0.0,0.0
2015-02,-0.0037515035118704542,-0.003353849833038633,3.5450170213783907,-0.05514670504934649,0.12243602510612092,0.00036730807531836277,3.034560351345803e-05,Slowdown,0.0,0.0,0.5132394738749831,0.3177182893687593,0.5642366316399946,0.11804507899124612,0.0,0.6,0.4,0.0,0.0
2015-03,0.010563766602543948,0.010630611310880549,3.5824657537942777,-0.0451654953678432,0.02034619397752458,6.103858193257374e-05,5.80612640402612e-06,Slowdown,0.0,0.0,0.542889208744554,0.3014109351904953,0.5737245467982574,0.12486451801124746,0.0,0.6,0.4,0.0,0.0
2015-04,0.022242457510814093,0.023194170342990802,3.6621485961069933,-0.023927629468703304,0.2968396096818562,0.0008905188290455686,6.119400313114009e-05,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2015-05,-0.01447251683450213,-0.014436277362858529,3.6091480888993863,-0.03805385328290989,0.01207982388120063,3.623947164360189e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2015-06,-0.02016078207193171,-0.020137546486397494,3.536384840813757,-0.057447439911807674,0.0077451951780713735,2.3235585534214122e-05,0.0,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2015-07,-0.011266476065412067,-0.010296862173975907,3.4965422456466424,-0.06806668577043418,0.3016589205068928,0.0009049767615206784,6.463712991548235e-05,Slowdown,0.0,0.0,0.562061999265064,0.29086590040421484,0.5798598397648205,0.12927425983096472,0.0,0.6,0.4,0.0,0.0
2015-08,0.0007743701556165605,0.0009134196551715285,3.499249863609524,-0.06734502442486989,0.04257518155365106,0.00012772554466095317,1.1323954894014888e-05,Slowdown,0.0,0.0,0.6505557147536181,0.24219435688551005,0.6081778287211578,0.14962781439333217,0.0,0.6,0.4,0.0,0.0
2015-09,0.007240675237852612,0.007293110596285552,3.524586795448021,-0.06059197263776295,0.015704328426930952,4.711298528079286e-05,5.322373152147106e-06,Slowdown,0.0,0.0,0.6445418702072491,0.245501971386013,0.6062533984663196,0.14824463014766728,0.0,0.6,0.4,0.0,0.0
2015-10,0.013668330320386904,0.013754878538961941,3.5727620120110783,-0.04775183341415279,0.02740540358141577,8.221621074424732e-05,4.332007830789561e-06,Slowdown,0.0,0.0,0.5882664386480245,0.2764534587435865,0.5882452603673678,0.13530128088904564,0.0,0.6,0.4,0.0,0.0
2015-11,-0.013736982846590778,-0.012737321116288601,3.523683041537131,-0.060832850144240114,0.31148372767537735,0.0009344511830261321,6.521054727604598e-05,Slowdown,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2015-12,0.00391120579279975,0.004944531651800036,3.5374648910611812,-0.057159574147317094,0.3218147925373517,0.0009654443776120551,6.788148138823011e-05,Slowdown,0.0,0.0,0.5902737512020009,0.2753494368388995,0.5888876003846403,0.13576296277646022,0.0,0.6,0.4,0.0,0.0
2016-01,0.006700008157431554,0.006769120246123422,3.561165934687919,-0.050842535602947825,0.02148159618164748,6.444478854494245e-05,4.667300146925027e-06,Slowdown,0.0,0.0,0.5596631178943091,0.29218528515812997,0.5790921977261789,0.1287225171156911,0.0,0.6,0.4,0.0,0.0
