signal_month,p_defensive,p_classifier,p_regression,expected_advantage,realized_advantage_next,realized_defensive_next,train_rows,feature_count,calibration_method
2012-04,0.4657227254361647,0.49988668940705083,0.3860068095040971,-0.024378937677677796,0.04676528514612684,1.0,60,33,platt_recent_validation
2012-05,0.4911832125326097,0.521872136342237,0.4195757236434796,-0.017153108600194006,0.011153837439005247,1.0,61,33,platt_recent_validation
2012-06,0.4755554414455864,0.5038794902741018,0.4094659941790505,-0.01916810865062412,0.0002842574998241504,1.0,62,33,platt_recent_validation
2012-07,0.481542049008805,0.5139857022319944,0.40584019148802986,-0.01976808562525515,-0.01589311718562552,0.0,63,33,platt_recent_validation
2012-08,0.4771820857721828,0.4999668844947128,0.42401755541961283,-0.016218237838872076,-0.02699700967272782,0.0,64,33,platt_recent_validation
2012-09,0.5044180150135738,0.5000895757445492,0.5145177066412978,0.0031338149277097245,0.03816665245045003,1.0,65,33,platt_recent_validation
2012-10,0.49852910261919414,0.49996729209604673,0.4951733271732049,-0.0010321272001814516,-0.0005604328028054,0.0,66,33,platt_recent_validation
2012-11,0.4765794069497777,0.49970824907296757,0.42261210866233473,-0.01692521681452882,-0.02039720049953973,0.0,67,33,platt_recent_validation
2012-12,0.45206589251811113,0.5003720829103877,0.3393514482694659,-0.03579825983274232,0.01264311210154322,1.0,68,33,platt_recent_validation
2013-01,0.4621021538233093,0.5000455452224096,0.37356757389207546,-0.027744795104916096,-0.00014742534957700414,0.0,69,33,platt_recent_validation
2013-02,0.4596709641077317,0.5000926701618036,0.3653536499815641,-0.029403243892450085,0.007395084991384176,1.0,70,33,platt_recent_validation
2013-03,0.4790936991172988,0.5000650293159012,0.43016059532055995,-0.015202965385967299,0.03838758288739659,1.0,71,33,platt_recent_validation
2013-04,0.47559368491141674,0.49999738252706166,0.41865172380824534,-0.017681224625324676,-0.0029054595849690784,0.0,72,33,platt_recent_validation
2013-05,0.47767602979104284,0.4996791169014876,0.4263354932000053,-0.015890942111955138,0.0595423430099464,1.0,73,33,platt_recent_validation
2013-06,0.4766086452341153,0.5000857838508732,0.42182865512834683,-0.016763007890668022,-0.026548634213126903,0.0,74,33,platt_recent_validation
