target_month,signal_date,factor_name,score,p_up,realized_10d_return,realized_up
2005-03,2005-02-28,general_hmm,0.9999999999825492,0.9999999999912745,-0.02216278181123421,0.0
2005-04,2005-03-31,general_hmm,-0.0002308311483705,0.49988458442581474,-0.018993428434043946,0.0
2005-05,2005-04-29,general_hmm,0.0031093708605722,0.5015546854302861,0.01760503486987597,1.0
2005-06,2005-05-31,general_hmm,0.9999664066365836,0.9999832033182918,0.035485421339314316,1.0
2005-07,2005-06-30,general_hmm,0.999900574889114,0.9999502874445569,0.058332689484663414,1.0
2005-08,2005-07-29,general_hmm,0.9999999998995008,0.9999999999497504,0.018978509628802653,1.0
2005-09,2005-08-31,general_hmm,-0.0001362784664681,0.49993186076676593,0.08523092297808543,1.0
2005-10,2005-09-30,general_hmm,0.9999999906875132,0.9999999953437566,-0.0425261821643923,0.0
2005-11,2005-10-31,general_hmm,-0.008730468289333,0.4956347658553335,0.0885514646600376,1.0
2005-12,2005-11-30,general_hmm,0.9999972306316328,0.9999986153158165,0.03133473937933129,1.0
2006-01,2005-12-29,general_hmm,0.9999997980020998,0.9999998990010499,0.02412218903229424,1.0
2006-02,2006-01-31,general_hmm,0.0265427932898607,0.5132713966449304,-0.04982009410462218,0.0
2006-03,2006-02-28,general_hmm,7.47309156851669e-07,0.5000003736545784,-0.029134967596506023,0.0
2006-04,2006-03-31,general_hmm,0.8639860904184854,0.9319930452092426,0.05368594290902884,1.0
2006-05,2006-04-28,general_hmm,0.9998796061211602,0.9999398030605802,-0.027702335687126545,0.0
2006-06,2006-05-30,general_hmm,-0.0052327180964312,0.4973836409517844,-0.07981989357347508,0.0
2006-07,2006-06-30,general_hmm,-0.8830777064820114,0.058461146758994276,-0.030576291430277625,0.0
2006-08,2006-07-31,general_hmm,-1.9208048085826218e-05,0.49999039597595707,-0.0018989970921606814,0.0
2006-09,2006-08-31,general_hmm,0.996480968301066,0.998240484150533,0.00518695850433204,1.0
2006-10,2006-09-29,general_hmm,0.9826659953439246,0.9913329976719623,-0.010446503791070039,0.0
2006-11,2006-10-31,general_hmm,0.9615405123259548,0.9807702561629774,0.030875367563899525,1.0
2006-12,2006-11-30,general_hmm,0.9998772523046018,0.9999386261523009,-0.007515138408304645,0.0
2007-01,2006-12-28,general_hmm,0.192186217350847,0.5960931086754235,-0.030044770483844796,0.0
2007-02,2007-01-31,general_hmm,-0.0022939916874263,0.49885300415628686,0.05528723222910381,1.0
2007-03,2007-02-28,general_hmm,0.9956647449193976,0.9978323724596988,0.006604803493449829,1.0
2007-04,2007-03-30,general_hmm,0.3027108518109085,0.6513554259054543,0.04397654584221744,1.0
2007-05,2007-04-30,general_hmm,0.9999765309093984,0.9999882654546992,0.028557038529337664,1.0
2007-06,2007-05-31,general_hmm,0.9999999750022542,0.9999999875011272,0.037699237699237775,1.0
2007-07,2007-06-29,general_hmm,0.8601440212972298,0.9300720106486149,0.13049568478604678,1.0
2007-08,2007-07-31,general_hmm,0.9999596578659776,0.9999798289329889,-0.056769810085134154,0.0
2007-09,2007-08-31,general_hmm,-0.999999184783624,4.076081879800242e-07,-0.007302333389289872,0.0
2007-10,2007-09-28,general_hmm,0.0001755604417572,0.5000877802208786,0.04239482200647249,1.0
2007-11,2007-10-31,general_hmm,-0.9450637431344756,0.027468128432762196,-0.039205898164503594,0.0
2007-12,2007-11-30,general_hmm,-0.9999999589054948,2.05472526215722e-08,-0.001694845190360006,0.0
2008-01,2007-12-28,general_hmm,-0.7741586703379835,0.11292066483100827,-0.08438678658764043,0.0
2008-02,2008-01-31,general_hmm,-0.9999999953550968,2.3224516199071843e-09,0.051017952543678025,1.0
2008-03,2008-02-29,general_hmm,-0.9872035097491464,0.006398245125426805,-0.06557528245330879,0.0
2008-04,2008-03-31,general_hmm,0.0204120522039622,0.5102060261019811,0.026923960487020393,1.0
2008-05,2008-04-30,general_hmm,0.9999463354963852,0.9999731677481927,0.032638297872340516,1.0
2008-06,2008-05-30,general_hmm,-0.0005264285927758,0.4997367857036121,-0.05285100648530283,0.0
2008-07,2008-06-30,general_hmm,-0.99998882425897,5.587870515022519e-06,-0.06744098913450725,0.0
2008-08,2008-07-31,general_hmm,-0.9023171229154368,0.04884143854228162,-0.012835586909660912,0.0
2008-09,2008-08-29,general_hmm,-0.0072921061601303,0.49635394691993484,0.004974597798475866,1.0
2008-10,2008-09-30,general_hmm,-0.9995458071091978,0.0002270964454010871,-0.0661236737755867,0.0
2008-11,2008-10-31,general_hmm,-1.0,0.0,-0.03552542372881373,0.0
2008-12,2008-11-28,general_hmm,-1.0,0.0,0.026446751030854587,1.0
2009-01,2008-12-30,general_hmm,-0.9999999999998864,5.678790770957676e-14,-0.008882815169115155,0.0
2009-02,2009-01-30,general_hmm,-0.9999963525924912,1.8237037543999968e-06,0.0255071697614484,1.0
2009-03,2009-02-27,general_hmm,-0.9999999902398712,4.88006440813038e-09,0.06677772144564353,1.0
2009-04,2009-03-31,general_hmm,-0.9999999999924968,3.751610133662098e-12,0.09566269664352589,1.0
2009-05,2009-04-30,general_hmm,-0.6677024333119356,0.1661487833440322,0.00565006124677625,1.0
2009-06,2009-05-29,general_hmm,-0.9998052263515412,9.738682422938405e-05,0.018899456793172842,1.0
2009-07,2009-06-30,general_hmm,-0.001068069874329,0.4994659650628355,0.0024959988634452035,1.0
2009-08,2009-07-31,general_hmm,0.9999778450305752,0.9999889225152876,0.015670780564702946,1.0
2009-09,2009-08-31,general_hmm,0.410151583704079,0.7050757918520395,0.031189700091434958,1.0
2009-10,2009-09-30,general_hmm,0.9913070790116186,0.9956535395058093,-0.012635713975608365,0.0
2009-11,2009-10-30,general_hmm,-0.8838467820997867,0.058076608950106634,-0.0019155368198130462,0.0
2009-12,2009-11-30,general_hmm,-0.0011035798876575,0.49944821005617124,0.07135898009010178,1.0
2010-01,2009-12-30,general_hmm,0.9999197123352456,0.9999598561676228,0.00443006075366692,1.0
2010-02,2010-01-29,general_hmm,-9.433339754082282e-05,0.4999528333012296,-0.0070146813254980955,0.0
2010-03,2010-02-26,general_hmm,-9.026115637833308e-05,0.49995486942181083,0.03541036680505072,1.0
2010-04,2010-03-31,general_hmm,0.9640098849103622,0.9820049424551811,0.027458617511925132,1.0
2010-05,2010-04-30,general_hmm,0.066366926077117,0.5331834630385585,-0.056644418717430534,0.0
2010-06,2010-05-31,general_hmm,-0.9951489059041172,0.002425547047941401,0.034802745157628046,1.0
2010-07,2010-06-30,general_hmm,0.9918831018881066,0.9959415509440532,0.03985622296010294,1.0
2010-08,2010-07-30,general_hmm,0.9999558273147828,0.9999779136573914,-0.010640881863293483,0.0
2010-09,2010-08-31,general_hmm,-0.999927191287791,3.640435610452464e-05,0.039447728425583195,1.0
2010-10,2010-09-30,general_hmm,0.9999999849912458,0.9999999924956229,0.015394026098766167,1.0
2010-11,2010-10-29,general_hmm,0.9700494389794668,0.9850247194897335,0.016700719171326428,1.0
2010-12,2010-11-30,general_hmm,0.9999954651149005,0.9999977325574503,0.048953574787300225,1.0
2011-01,2010-12-30,general_hmm,0.999999240147232,0.999999620073616,0.02813093657383381,1.0
