target_month,p_tail_raw,risk_percentile,risk_severity,p_up,score,tail_event,adverse_excursion,horizon
2023-08,0.3105500088673838,0.9344262295081966,0.6721311475409831,0.39918032786885255,-0.6721311475409831,0.0,-0.045533738019131076,10D_20D_ensemble
2023-09,0.32454103229199516,0.9098360655737705,0.5491803278688524,0.41762295081967216,-0.5491803278688524,1.0,-0.046761134648723335,10D_20D_ensemble
2023-10,0.21923527522088748,0.819672131147541,0.09836065573770483,0.4852459016393443,-0.09836065573770483,1.0,-0.06436366406133787,10D_20D_ensemble
2023-11,0.20844882637971715,0.7868852459016393,0.0,0.5,-0.0,0.0,0.013861847824905071,10D_20D_ensemble
2023-12,0.22049422832676815,0.819672131147541,0.09836065573770483,0.4852459016393443,-0.09836065573770483,0.0,-0.017817607456686035,10D_20D_ensemble
2024-01,0.23165912752901346,0.8360655737704918,0.18032786885245902,0.47295081967213115,-0.18032786885245902,1.0,-0.08985344921650062,10D_20D_ensemble
2024-02,0.22862811231928115,0.819672131147541,0.09836065573770483,0.4852459016393443,-0.09836065573770483,0.0,0.01714452741686845,10D_20D_ensemble
2024-03,0.23786211759230502,0.8442622950819672,0.2213114754098356,0.46680327868852467,-0.2213114754098356,0.0,0.0026510970117810118,10D_20D_ensemble
2024-04,0.20928173115398144,0.7377049180327868,0.0,0.5,-0.0,0.0,-0.05876137396625625,10D_20D_ensemble
2024-05,0.21310304001840563,0.7786885245901639,0.0,0.5,-0.0,0.0,-0.017462470540482,10D_20D_ensemble
2024-06,0.2272147133550962,0.8032786885245902,0.01639344262295062,0.4975409836065574,-0.01639344262295062,0.0,0.010552451264202123,10D_20D_ensemble
2024-07,0.21442390277898374,0.6885245901639344,0.0,0.5,-0.0,0.0,-0.028927249434043234,10D_20D_ensemble
2024-08,0.2169953974039156,0.7049180327868853,0.0,0.5,-0.0,1.0,-0.1276066549520618,10D_20D_ensemble
2024-09,0.19304476584982444,0.5491803278688525,0.0,0.5,-0.0,0.0,-0.07314043040071949,10D_20D_ensemble
2024-10,0.16456563086855247,0.1721311475409836,0.0,0.5,-0.0,0.0,-0.02184737395544467,10D_20D_ensemble
2024-11,0.16456563086855247,0.1885245901639344,0.0,0.5,-0.0,1.0,-0.0654246207447623,10D_20D_ensemble
2024-12,0.16456563086855247,0.19672131147540983,0.0,0.5,-0.0,0.0,-0.03400741946879959,10D_20D_ensemble
2025-01,0.16941503908629335,0.31967213114754095,0.0,0.5,-0.0,0.0,-0.002183440924631519,10D_20D_ensemble
2025-02,0.17516038117188787,0.360655737704918,0.0,0.5,-0.0,0.0,-0.02735840631989006,10D_20D_ensemble
2025-03,0.16941503908629335,0.32786885245901637,0.0,0.5,-0.0,0.0,-0.0025162440129650188,10D_20D_ensemble
2025-04,0.16969860799868344,0.3114754098360656,0.0,0.5,-0.0,1.0,-0.08430535595064292,10D_20D_ensemble
2025-05,0.18741655944544533,0.5737704918032787,0.0,0.5,-0.0,0.0,0.0008840164158800956,10D_20D_ensemble
2025-06,0.19926983775675816,0.6311475409836066,0.0,0.5,-0.0,0.0,-0.0004150948980157221,10D_20D_ensemble
2025-07,0.18119655220902187,0.4344262295081967,0.0,0.5,-0.0,0.0,-0.005035725532534396,10D_20D_ensemble
2025-08,0.15849591544029956,0.13114754098360656,0.0,0.5,-0.0,1.0,-0.04063738893438351,10D_20D_ensemble
2025-09,0.16649477359453654,0.1885245901639344,0.0,0.5,-0.0,0.0,-0.016782359311648953,10D_20D_ensemble
2025-10,0.1758119603918854,0.319672131147541,0.0,0.5,-0.0,0.0,0.010496538535954336,10D_20D_ensemble
2025-11,0.17007517401950156,0.22950819672131148,0.0,0.5,-0.0,0.0,-0.06767556574835154,10D_20D_ensemble
2025-12,0.1695897476619574,0.23770491803278687,0.0,0.5,-0.0,0.0,-0.0013477166154235443,10D_20D_ensemble
2026-01,0.17418430336455532,0.3278688524590164,0.0,0.5,-0.0,0.0,0.02898434105283476,10D_20D_ensemble
2026-02,0.17418430336455532,0.3360655737704918,0.0,0.5,-0.0,1.0,-0.059569248433745337,10D_20D_ensemble
2026-03,0.17418430336455532,0.3360655737704918,0.0,0.5,-0.0,1.0,-0.19358257612448027,10D_20D_ensemble
2026-04,0.16189798708731412,0.30327868852459017,0.0,0.5,-0.0,0.0,0.03659021331651213,10D_20D_ensemble
2026-05,0.16815718318035622,0.31967213114754095,0.0,0.5,-0.0,0.0,0.05395125720876415,10D_20D_ensemble
2026-06,0.17709834466422997,0.4426229508196721,0.0,0.5,-0.0,0.0,-0.11315511142798373,10D_20D_ensemble
2026-07,0.18917165132243646,0.5245901639344263,0.0,0.5,-0.0,1.0,-0.353406002277481,10D_20D_ensemble
2026-08,0.17769880005552946,0.4016393442622951,0.0,0.5,-0.0,,,10D_20D_ensemble
