target_month,p_tail_raw,risk_percentile,risk_severity,p_up,score,tail_event,adverse_excursion,horizon
2010-01,0.19929925153179345,0.819672131147541,0.09836065573770483,0.4852459016393443,-0.09836065573770483,1.0,-0.05271279143951224,10D_20D_ensemble
2010-02,0.20932449172549025,0.8934426229508197,0.4672131147540982,0.4299180327868853,-0.4672131147540982,0.0,-0.028759090065908932,10D_20D_ensemble
2010-03,0.1903880762908648,0.7131147540983607,0.0,0.5,-0.0,0.0,0.016761011999101294,10D_20D_ensemble
2010-04,0.20840668527580086,0.8852459016393442,0.4262295081967211,0.4360655737704918,-0.4262295081967211,0.0,0.007086322050942506,10D_20D_ensemble
2010-05,0.20965086326320148,0.9098360655737705,0.5491803278688524,0.41762295081967216,-0.5491803278688524,1.0,-0.1026141947709377,10D_20D_ensemble
2010-06,0.22021834283608988,0.9180327868852459,0.5901639344262295,0.41147540983606556,-0.5901639344262295,0.0,-0.0055685896840752536,10D_20D_ensemble
2010-07,0.2348180031764954,0.9098360655737705,0.5491803278688524,0.41762295081967216,-0.5491803278688524,0.0,-0.017112462330146738,10D_20D_ensemble
2010-08,0.23745046930686864,0.9098360655737705,0.5491803278688524,0.41762295081967216,-0.5491803278688524,0.0,-0.021715473201683766,10D_20D_ensemble
2010-09,0.21318955718254057,0.8442622950819672,0.2213114754098356,0.46680327868852467,-0.2213114754098356,0.0,0.011615242639629875,10D_20D_ensemble
2010-10,0.2531929503470807,0.9262295081967213,0.6311475409836066,0.40532786885245903,-0.6311475409836066,0.0,-0.01108379576865881,10D_20D_ensemble
2010-11,0.28336960538857325,0.9590163934426229,0.7950819672131145,0.3807377049180328,-0.7950819672131145,0.0,0.009979576864769468,10D_20D_ensemble
2010-12,0.28777415989881927,0.9672131147540983,0.8360655737704916,0.37459016393442623,-0.8360655737704916,0.0,0.0019737464353195566,10D_20D_ensemble
2011-01,0.1948460498128871,0.5573770491803278,0.0,0.5,-0.0,0.0,0.0027224238659890876,10D_20D_ensemble
2011-02,0.18827159514844724,0.5163934426229508,0.0,0.5,-0.0,1.0,-0.06480637704756931,10D_20D_ensemble
2011-03,0.19846122898520555,0.6229508196721312,0.0,0.5,-0.0,0.0,-0.008234651170589746,10D_20D_ensemble
2011-04,0.19838386025492766,0.6639344262295082,0.0,0.5,-0.0,0.0,-0.009337444945718865,10D_20D_ensemble
2011-05,0.20638828627693026,0.7295081967213115,0.0,0.5,-0.0,1.0,-0.07295785783975661,10D_20D_ensemble
2011-06,0.20673665175646555,0.7295081967213115,0.0,0.5,-0.0,0.0,-0.06601276805643774,10D_20D_ensemble
2011-07,0.20633521398322274,0.7049180327868853,0.0,0.5,-0.0,0.0,0.004144669822031988,10D_20D_ensemble
2011-08,0.2147534610018179,0.8032786885245902,0.01639344262295062,0.4975409836065574,-0.01639344262295062,1.0,-0.20796707742144105,10D_20D_ensemble
2011-09,0.19263375256542387,0.4918032786885246,0.0,0.5,-0.0,0.0,-0.11464929233084853,10D_20D_ensemble
2011-10,0.1937863993202442,0.4918032786885246,0.0,0.5,-0.0,0.0,-0.052335396305201454,10D_20D_ensemble
2011-11,0.1972734018524926,0.5245901639344263,0.0,0.5,-0.0,0.0,-0.07655662314981493,10D_20D_ensemble
2011-12,0.18739603426144325,0.4590163934426229,0.0,0.5,-0.0,0.0,-0.04046854266035582,10D_20D_ensemble
2012-01,0.23645999107400809,0.860655737704918,0.3032786885245898,0.45450819672131154,-0.3032786885245898,0.0,-0.0014450606022290424,10D_20D_ensemble
2012-02,0.22721565099419255,0.860655737704918,0.3032786885245898,0.45450819672131154,-0.3032786885245898,0.0,0.0011492243777029287,10D_20D_ensemble
2012-03,0.2503326984864248,0.9016393442622951,0.5081967213114753,0.4237704918032787,-0.5081967213114753,0.0,-0.024750370079871464,10D_20D_ensemble
2012-04,0.20150891139390814,0.5819672131147541,0.0,0.5,-0.0,0.0,-0.019981655620488037,10D_20D_ensemble
2012-05,0.2036181822936694,0.6229508196721312,0.0,0.5,-0.0,1.0,-0.10634305275849432,10D_20D_ensemble
2012-06,0.2036181822936694,0.6311475409836066,0.0,0.5,-0.0,0.0,-0.027749689785492526,10D_20D_ensemble
2012-07,0.19178176653663903,0.4426229508196722,0.0,0.5,-0.0,0.0,-0.04492823343816521,10D_20D_ensemble
2012-08,0.19178176653663903,0.45081967213114754,0.0,0.5,-0.0,0.0,-0.018743799058522526,10D_20D_ensemble
2012-09,0.20253982944131663,0.6065573770491803,0.0,0.5,-0.0,0.0,-0.018743799058522526,10D_20D_ensemble
2012-10,0.21354191710875636,0.7704918032786885,0.0,0.5,-0.0,0.0,-0.05872280404675878,10D_20D_ensemble
2012-11,0.20920952869696177,0.7295081967213115,0.0,0.5,-0.0,0.0,-0.028884497430260447,10D_20D_ensemble
2012-12,0.20170310117618517,0.5819672131147541,0.0,0.5,-0.0,0.0,-0.0013696836320069572,10D_20D_ensemble
2013-01,0.20374658517875288,0.5655737704918032,0.0,0.5,-0.0,1.0,-0.03213108753950433,10D_20D_ensemble
2013-02,0.18763825276569646,0.319672131147541,0.0,0.5,-0.0,0.0,-0.014209046889730015,10D_20D_ensemble
2013-03,0.19058053420246668,0.3524590163934426,0.0,0.5,-0.0,1.0,-0.048965135424494766,10D_20D_ensemble
2013-04,0.1642285412507264,0.1885245901639344,0.0,0.5,-0.0,1.0,-0.058734963265319906,10D_20D_ensemble
2013-05,0.1686769011153667,0.20491803278688525,0.0,0.5,-0.0,0.0,-0.013677490148748195,10D_20D_ensemble
2013-06,0.1642285412507264,0.1721311475409836,0.0,0.5,-0.0,1.0,-0.11421466396486901,10D_20D_ensemble
2013-07,0.18895298076266148,0.31967213114754095,0.0,0.5,-0.0,0.0,-0.026065059717733763,10D_20D_ensemble
2013-08,0.19672235833001656,0.4180327868852459,0.0,0.5,-0.0,0.0,-0.03410643163039928,10D_20D_ensemble
2013-09,0.19396375467305452,0.42622950819672134,0.0,0.5,-0.0,0.0,-0.0011966531219035348,10D_20D_ensemble
2013-10,0.16915554168391078,0.14754098360655737,0.0,0.5,-0.0,0.0,0.0,10D_20D_ensemble
2013-11,0.18023060832885113,0.30327868852459017,0.0,0.5,-0.0,1.0,-0.03651666255568253,10D_20D_ensemble
2013-12,0.20044748168623205,0.5,0.0,0.5,-0.0,1.0,-0.04380089046134805,10D_20D_ensemble
2014-01,0.2339205709809619,0.7049180327868853,0.0,0.5,-0.0,1.0,-0.05532643811819349,10D_20D_ensemble
2014-02,0.16382275590810685,0.10655737704918032,0.0,0.5,-0.0,0.0,-0.03172722497004732,10D_20D_ensemble
2014-03,0.21382035531239885,0.5,0.0,0.5,-0.0,1.0,-0.03521280895939871,10D_20D_ensemble
2014-04,0.20280424194134233,0.4590163934426229,0.0,0.5,-0.0,0.0,-0.004809312529418963,10D_20D_ensemble
2014-05,0.20346943160872785,0.5081967213114754,0.0,0.5,-0.0,0.0,-0.013325223536838848,10D_20D_ensemble
2014-06,0.16095122203679016,0.4344262295081967,0.0,0.5,-0.0,0.0,-0.019038471315614536,10D_20D_ensemble
2014-07,0.1779424584521208,0.1639344262295082,0.0,0.5,-0.0,0.0,-0.014230629811107454,10D_20D_ensemble
2014-08,0.18539932381246016,0.2704918032786885,0.0,0.5,-0.0,1.0,-0.03075198196677742,10D_20D_ensemble
2014-09,0.20522820941616876,0.5245901639344263,0.0,0.5,-0.0,1.0,-0.04588403045609424,10D_20D_ensemble
2014-10,0.17408780238348526,0.09836065573770492,0.0,0.5,-0.0,1.0,-0.06402495137661068,10D_20D_ensemble
2014-11,0.17938547208797168,0.1557377049180328,0.0,0.5,-0.0,0.0,-0.01602000967101369,10D_20D_ensemble
2014-12,0.18443970980421595,0.2213114754098361,0.0,0.5,-0.0,1.0,-0.036385112064613145,10D_20D_ensemble
2015-01,0.19765284780289358,0.5163934426229508,0.0,0.5,-0.0,0.0,-0.01743010452954752,10D_20D_ensemble
2015-02,0.17487029253286895,0.14754098360655737,0.0,0.5,-0.0,0.0,-0.012029362283967004,10D_20D_ensemble
2015-03,0.1976084923412263,0.5245901639344263,0.0,0.5,-0.0,0.0,0.0007872410803058116,10D_20D_ensemble
2015-04,0.1678241488716558,0.09836065573770492,0.0,0.5,-0.0,0.0,-0.00771461075160218,10D_20D_ensemble
2015-05,0.1638379643489955,0.0901639344262295,0.0,0.5,-0.0,1.0,-0.04052542995070352,10D_20D_ensemble
2015-06,0.1454585334863293,0.03278688524590164,0.0,0.5,-0.0,1.0,-0.049904355596295025,10D_20D_ensemble
2015-07,0.15775161023438694,0.05737704918032786,0.0,0.5,-0.0,1.0,-0.029218789186998495,10D_20D_ensemble
2015-08,0.15265400440819593,0.05737704918032787,0.0,0.5,-0.0,1.0,-0.0853731604482394,10D_20D_ensemble
2015-09,0.1333240155955827,0.02459016393442623,0.0,0.5,-0.0,0.0,-0.01662360812776198,10D_20D_ensemble
2015-10,0.14512159582391104,0.06557377049180328,0.0,0.5,-0.0,0.0,0.004441591402895462,10D_20D_ensemble
2015-11,0.18607598960671098,0.38524590163934425,0.0,0.5,-0.0,1.0,-0.04366851204454414,10D_20D_ensemble
2015-12,0.1387170801164747,0.05737704918032787,0.0,0.5,-0.0,0.0,-0.02429548590131092,10D_20D_ensemble
2016-01,0.15763820446114613,0.14754098360655737,0.0,0.5,-0.0,1.0,-0.063257310471586,10D_20D_ensemble
2016-02,0.14788870726541892,0.09016393442622951,0.0,0.5,-0.0,0.0,-0.024867358608431256,10D_20D_ensemble
2016-03,0.16848451480322407,0.2540983606557377,0.0,0.5,-0.0,0.0,0.01358123913763043,10D_20D_ensemble
2016-04,0.19890665867110485,0.6475409836065573,0.0,0.5,-0.0,1.0,-0.020637223061073184,10D_20D_ensemble
2016-05,0.15894300846880388,0.1721311475409836,0.0,0.5,-0.0,0.0,-0.028834340967774597,10D_20D_ensemble
2016-06,0.19867031375227917,0.6721311475409836,0.0,0.5,-0.0,0.0,-0.019959043214087813,10D_20D_ensemble
2016-07,0.2573050047625555,0.9836065573770492,0.9180327868852458,0.36229508196721316,-0.9180327868852458,0.0,-0.00983607707944012,10D_20D_ensemble
2016-08,0.33589388952104093,1.0,1.0,0.35,-1.0,0.0,-0.01234310667132299,10D_20D_ensemble
2016-09,0.31361930474352007,0.9918032786885246,0.9590163934426229,0.35614754098360657,-0.9590163934426229,1.0,-0.02345084154117738,10D_20D_ensemble
2016-10,0.19174253952547526,0.5327868852459017,0.0,0.5,-0.0,0.0,-0.012857859869170318,10D_20D_ensemble
2016-11,0.2439574352852055,0.7049180327868853,0.0,0.5,-0.0,0.0,-0.023697301251925817,10D_20D_ensemble
2016-12,0.21351148323119945,0.7540983606557377,0.0,0.5,-0.0,0.0,-0.007477488284027056,10D_20D_ensemble
2017-01,0.19197991756796196,0.5491803278688525,0.0,0.5,-0.0,0.0,0.0034187713069226966,10D_20D_ensemble
2017-02,0.19197991756796196,0.5655737704918034,0.0,0.5,-0.0,0.0,-0.0034874857852027485,10D_20D_ensemble
2017-03,0.19197991756796196,0.5819672131147541,0.0,0.5,-0.0,0.0,-0.00036525319587854543,10D_20D_ensemble
2017-04,0.1900795614243933,0.5819672131147542,0.0,0.5,-0.0,0.0,-0.016818675250667714,10D_20D_ensemble
2017-05,0.1900795614243933,0.5983606557377049,0.0,0.5,-0.0,0.0,0.007827367513231431,10D_20D_ensemble
2017-06,0.19091800791972424,0.5655737704918032,0.0,0.5,-0.0,0.0,-0.0027794851074378624,10D_20D_ensemble
2017-07,0.20280538578187052,0.7622950819672132,0.0,0.5,-0.0,0.0,-0.0039903649488768345,10D_20D_ensemble
2017-08,0.19358846977168204,0.6065573770491803,0.0,0.5,-0.0,1.0,-0.037190052633599424,10D_20D_ensemble
2017-09,0.19157881934904486,0.6311475409836066,0.0,0.5,-0.0,0.0,-0.014280962061968716,10D_20D_ensemble
2017-10,0.18426371378234535,0.4672131147540983,0.0,0.5,-0.0,0.0,0.018138724523871774,10D_20D_ensemble
2017-11,0.1782593985631029,0.3770491803278688,0.0,0.5,-0.0,0.0,-0.011235987208045972,10D_20D_ensemble
2017-12,0.18963347745229037,0.6229508196721312,0.0,0.5,-0.0,0.0,-0.01721230185720346,10D_20D_ensemble
2018-01,0.18905804730653952,0.5737704918032787,0.0,0.5,-0.0,0.0,0.0007627572644741676,10D_20D_ensemble
2018-02,0.18905804730653952,0.5901639344262295,0.0,0.5,-0.0,1.0,-0.0844087156242912,10D_20D_ensemble
2018-03,0.1743224247650738,0.35245901639344257,0.0,0.5,-0.0,0.0,-0.007415458553698517,10D_20D_ensemble
2018-04,0.17100494559564083,0.3114754098360656,0.0,0.5,-0.0,0.0,-0.019712040268795805,10D_20D_ensemble
2018-05,0.1833979526449817,0.5081967213114754,0.0,0.5,-0.0,0.0,-0.041021673972458816,10D_20D_ensemble
2018-06,0.1779554179312194,0.43442622950819676,0.0,0.5,-0.0,1.0,-0.055466294442657715,10D_20D_ensemble
2018-07,0.1666916948434649,0.23770491803278687,0.0,0.5,-0.0,0.0,-0.02612757967826218,10D_20D_ensemble
2018-08,0.19462821047878753,0.5655737704918032,0.0,0.5,-0.0,1.0,-0.031035174596927284,10D_20D_ensemble
2018-09,0.18672227643372458,0.5327868852459017,0.0,0.5,-0.0,0.0,-0.023364637141014555,10D_20D_ensemble
2018-10,0.18650629108529496,0.5491803278688525,0.0,0.5,-0.0,1.0,-0.13128640627174681,10D_20D_ensemble
2018-11,0.13450981275248647,0.07377049180327869,0.0,0.5,-0.0,0.0,-0.004168393399397563,10D_20D_ensemble
2018-12,0.16366819556622186,0.2786885245901639,0.0,0.5,-0.0,0.0,-0.03737149328455358,10D_20D_ensemble
2019-01,0.15467331258979405,0.16393442622950818,0.0,0.5,-0.0,0.0,-0.02125620188106825,10D_20D_ensemble
2019-02,0.198619114392609,0.5409836065573771,0.0,0.5,-0.0,0.0,-0.022050288552355912,10D_20D_ensemble
2019-03,0.19222547282376862,0.5983606557377049,0.0,0.5,-0.0,0.0,-0.030897614121234263,10D_20D_ensemble
2019-04,0.16216922759683036,0.2540983606557377,0.0,0.5,-0.0,0.0,0.013309917205292843,10D_20D_ensemble
2019-05,0.15915772684036472,0.20491803278688525,0.0,0.5,-0.0,1.0,-0.08159317421031542,10D_20D_ensemble
2019-06,0.15643377263829922,0.19672131147540983,0.0,0.5,-0.0,0.0,0.014602668283901332,10D_20D_ensemble
2019-07,0.17501581063524516,0.4590163934426229,0.0,0.5,-0.0,1.0,-0.033968258352800484,10D_20D_ensemble
2019-08,0.1636191291645957,0.28688524590163933,0.0,0.5,-0.0,1.0,-0.05305613645360274,10D_20D_ensemble
2019-09,0.14942916789638078,0.11475409836065573,0.0,0.5,-0.0,0.0,-0.0021255929816961228,10D_20D_ensemble
2019-10,0.2444381345006042,0.9508196721311475,0.7540983606557374,0.3868852459016394,-0.7540983606557374,0.0,-0.02296760538203968,10D_20D_ensemble
2019-11,0.21042667003969734,0.6311475409836065,0.0,0.5,-0.0,0.0,0.006145998697501431,10D_20D_ensemble
2019-12,0.2057681583546865,0.7868852459016393,0.0,0.5,-0.0,0.0,-0.0108304892914588,10D_20D_ensemble
2020-01,0.148886666310684,0.3114754098360656,0.0,0.5,-0.0,0.0,-0.029095439349019148,10D_20D_ensemble
2020-02,0.11484840927736169,0.4180327868852459,0.0,0.5,-0.0,0.0,-0.05802869038531,10D_20D_ensemble
2020-03,0.11049639698454602,0.4180327868852459,0.0,0.5,-0.0,1.0,-0.2556086541438809,10D_20D_ensemble
2020-04,0.16470934238974538,0.3442622950819672,0.0,0.5,-0.0,0.0,-0.0469172560155765,10D_20D_ensemble
2020-05,0.1622679767334137,0.3278688524590164,0.0,0.5,-0.0,0.0,-0.030402725507037376,10D_20D_ensemble
2020-06,0.1622679767334137,0.3442622950819672,0.0,0.5,-0.0,0.0,-0.0028011503136921023,10D_20D_ensemble
2020-07,0.18104457446325653,0.540983606557377,0.0,0.5,-0.0,0.0,0.0005344779338922745,10D_20D_ensemble
2020-08,0.18104457446325653,0.540983606557377,0.0,0.5,-0.0,0.0,0.0,10D_20D_ensemble
2020-09,0.18104457446325653,0.540983606557377,0.0,0.5,-0.0,0.0,-0.01723857914633342,10D_20D_ensemble
2020-10,0.17764100323168036,0.43442622950819676,0.0,0.5,-0.0,0.0,-0.02885183843833583,10D_20D_ensemble
2020-11,0.17764100323168036,0.43442622950819676,0.0,0.5,-0.0,0.0,0.015262167151640416,10D_20D_ensemble
2020-12,0.17764100323168036,0.4426229508196721,0.0,0.5,-0.0,0.0,0.015856999666730376,10D_20D_ensemble
2021-01,0.1660181757663256,0.2786885245901639,0.0,0.5,-0.0,0.0,0.026329258507774123,10D_20D_ensemble
2021-02,0.16568455171700153,0.26229508196721313,0.0,0.5,-0.0,0.0,0.0063220048930425765,10D_20D_ensemble
2021-03,0.15790139584341695,0.11475409836065573,0.0,0.5,-0.0,0.0,-0.017383946376174575,10D_20D_ensemble
2021-04,0.1786734258155232,0.4508196721311475,0.0,0.5,-0.0,0.0,0.009126270158613892,10D_20D_ensemble
2021-05,0.18563285220307169,0.6147540983606558,0.0,0.5,-0.0,0.0,-0.014895595680332163,10D_20D_ensemble
2021-06,0.17252033300659425,0.3770491803278688,0.0,0.5,-0.0,0.0,0.0005847504059983688,10D_20D_ensemble
2021-07,0.19078917163404602,0.6721311475409836,0.0,0.5,-0.0,1.0,-0.028135168205194794,10D_20D_ensemble
2021-08,0.19484996670045485,0.7950819672131147,0.0,0.5,-0.0,1.0,-0.05507803626565266,10D_20D_ensemble
2021-09,0.1785460206994574,0.45901639344262296,0.0,0.5,-0.0,0.0,-0.060498048654823,10D_20D_ensemble
2021-10,0.1805745376905425,0.4918032786885246,0.0,0.5,-0.0,1.0,-0.05087675636561051,10D_20D_ensemble
2021-11,0.17927367651554268,0.4918032786885246,0.0,0.5,-0.0,0.0,-0.008113105066097193,10D_20D_ensemble
2021-12,0.17927367651554268,0.5081967213114754,0.0,0.5,-0.0,0.0,0.024045266694087575,10D_20D_ensemble
2022-01,0.17879119300875648,0.5,0.0,0.5,-0.0,1.0,-0.1130419790145274,10D_20D_ensemble
2022-02,0.1787777960701227,0.5081967213114754,0.0,0.5,-0.0,0.0,-0.008965075722608074,10D_20D_ensemble
2022-03,0.1732467267509114,0.3688524590163934,0.0,0.5,-0.0,0.0,-0.03592433683704621,10D_20D_ensemble
2022-04,0.20567425709631398,0.8770491803278688,0.385245901639344,0.4422131147540984,-0.385245901639344,0.0,-0.052319253971005675,10D_20D_ensemble
2022-05,0.18273257076032667,0.5983606557377049,0.0,0.5,-0.0,1.0,-0.04801473760572994,10D_20D_ensemble
2022-06,0.21543201252990524,0.8934426229508197,0.4672131147540982,0.4299180327868853,-0.4672131147540982,1.0,-0.1354401670076505,10D_20D_ensemble
2022-07,0.25719324042039765,0.7377049180327868,0.0,0.5,-0.0,0.0,-0.017003912015509437,10D_20D_ensemble
2022-08,0.176272193180387,0.5081967213114754,0.0,0.5,-0.0,0.0,-0.023004562274301144,10D_20D_ensemble
2022-09,0.24181877422955544,0.7459016393442623,0.0,0.5,-0.0,1.0,-0.12271159262386411,10D_20D_ensemble
2022-10,0.3115143186013411,0.7950819672131147,0.0,0.5,-0.0,0.0,0.0031829956350921673,10D_20D_ensemble
2022-11,0.21704004321355547,0.6639344262295082,0.0,0.5,-0.0,0.0,0.007675364227554438,10D_20D_ensemble
2022-12,0.16529439651196995,0.5081967213114754,0.0,0.5,-0.0,0.0,-0.06048325055524151,10D_20D_ensemble
2023-01,0.09751133291205209,0.03278688524590164,0.0,0.5,-0.0,0.0,-0.005913128176409765,10D_20D_ensemble
2023-02,0.09422934160802665,0.04098360655737705,0.0,0.5,-0.0,0.0,-0.010574013309783914,10D_20D_ensemble
2023-03,0.09295476878671238,0.04098360655737705,0.0,0.5,-0.0,0.0,-0.03008935788088074,10D_20D_ensemble
2023-04,0.3428752802034107,0.9918032786885246,0.9590163934426229,0.35614754098360657,-0.9590163934426229,0.0,-0.012695004052788783,10D_20D_ensemble
2023-05,0.35552590433675424,0.9836065573770492,0.9180327868852458,0.36229508196721316,-0.9180327868852458,0.0,-0.00628350519932297,10D_20D_ensemble
2023-06,0.33926140739129407,0.9754098360655737,0.8770491803278687,0.3684426229508197,-0.8770491803278687,0.0,-0.0032379825077357705,10D_20D_ensemble
2023-07,0.36404303225820706,0.9508196721311475,0.7540983606557374,0.3868852459016394,-0.7540983606557374,0.0,-0.02576571620485968,10D_20D_ensemble
