name,max_exposure,target_vol,dd_start,dd_floor,min_exposure,vix_threshold,vix_multiplier,rebalance_band,financing_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,MDD9Pass,CAGRRetention
mx1.00_tv0.22_ds0.02_df0.08_mn0.25_rb0.05,1.0,0.22,-0.02,-0.08,0.25,35.0,0.5,0.05,0.04,129.0,0.07938152592935244,0.10766828659344094,0.7641271435734432,1.4548229710108138,-0.11035351349625933,0.7193384552458608,2.273165426640693,0.6046511627906976,0.3754885783995434,0.5277593098802531,False,0.5208095685066082
mx1.00_tv0.22_ds0.02_df0.08_mn0.25_rb0.10,1.0,0.22,-0.02,-0.08,0.25,35.0,0.5,0.1,0.04,129.0,0.07742512264823964,0.10824835637245613,0.743826305418501,1.389844311582851,-0.10939783769584699,0.7077390584583637,2.229262972021074,0.6124031007751938,0.3088343503757081,0.5310853295687745,False,0.507973917683165
mx1.00_tv0.22_ds0.02_df0.08_mn0.50_rb0.05,1.0,0.22,-0.02,-0.08,0.5,35.0,0.5,0.05,0.04,129.0,0.10107256799229791,0.12875100209963253,0.81382331275338,1.4746674209158745,-0.14791998655183025,0.6832921659094574,2.8152786392162343,0.6124031007751938,0.306817232010021,0.663544867025219,False,0.6631210462088041
mx1.00_tv0.22_ds0.02_df0.08_mn0.50_rb0.10,1.0,0.22,-0.02,-0.08,0.5,35.0,0.5,0.1,0.04,129.0,0.10466703465763261,0.1292391547843408,0.8365272445103679,1.542729745589986,-0.14465790287052005,0.7235486798900829,2.915664075886547,0.6356589147286822,0.24446436025517973,0.6751572252316915,False,0.6867037704140607
mx1.00_tv0.22_ds0.02_df0.08_mn0.75_rb0.05,1.0,0.22,-0.02,-0.08,0.75,35.0,0.5,0.05,0.04,129.0,0.11346290815534488,0.14397028472440604,0.8203485859404479,1.4643391411776243,-0.18920487776008588,0.5996827856585032,3.1751508190496667,0.6201550387596899,0.25392421904305007,0.7860158115223592,False,0.7444120977276373
mx1.00_tv0.22_ds0.02_df0.08_mn0.75_rb0.10,1.0,0.22,-0.02,-0.08,0.75,35.0,0.5,0.1,0.04,129.0,0.11850036308084788,0.14527554882664506,0.8455246844091202,1.5284967076767784,-0.18355013770266815,0.6456021475331496,3.3330236184439195,0.6201550387596899,0.21642406827892238,0.7982761566842274,False,0.7774620384463079
mx1.00_tv0.22_ds0.02_df0.09_mn0.25_rb0.05,1.0,0.22,-0.02,-0.09,0.25,35.0,0.5,0.05,0.04,129.0,0.07976612511457759,0.11313365830068695,0.7357217227361763,1.3460002086884428,-0.1173573550238205,0.6796857776693002,2.281887653897597,0.6046511627906976,0.3474987919112651,0.5444102874616623,False,0.5233328626025591
mx1.00_tv0.22_ds0.02_df0.09_mn0.25_rb0.10,1.0,0.22,-0.02,-0.09,0.25,35.0,0.5,0.1,0.04,129.0,0.08260807297583672,0.1142568648732741,0.752692365179065,1.395517193338492,-0.11781552745501267,0.7011645643005778,2.3472862721278998,0.6201550387596899,0.2780779739765691,0.5519243423196559,False,0.5419784305985422
mx1.00_tv0.22_ds0.02_df0.09_mn0.50_rb0.05,1.0,0.22,-0.02,-0.09,0.5,35.0,0.5,0.05,0.04,129.0,0.10228465095759431,0.13086294439459517,0.8112388793891039,1.4616662607776354,-0.1532208775131978,0.6675634066172473,2.84877349579647,0.6124031007751938,0.2986378498379284,0.6739408432648476,False,0.6710733298007324
mx1.00_tv0.22_ds0.02_df0.09_mn0.50_rb0.10,1.0,0.22,-0.02,-0.09,0.5,35.0,0.5,0.1,0.04,129.0,0.10895722926166607,0.1316871920100232,0.8530714572841371,1.5736637324500884,-0.15259240385851291,0.71404097783723,3.0397233632309235,0.6356589147286822,0.23563060750877177,0.6921018776537115,False,0.7148510549916409
mx1.00_tv0.22_ds0.02_df0.09_mn0.75_rb0.05,1.0,0.22,-0.02,-0.09,0.75,35.0,0.5,0.05,0.04,129.0,0.11420417347701672,0.14550632283157522,0.8177966776808153,1.4593836502578397,-0.1879671937031192,0.6075750306587759,3.1979479752358744,0.6201550387596899,0.25019196994678417,0.7968226707168252,False,0.7492754216283697
mx1.00_tv0.22_ds0.02_df0.09_mn0.75_rb0.10,1.0,0.22,-0.02,-0.09,0.75,35.0,0.5,0.1,0.04,129.0,0.11751915119184586,0.14636657525161756,0.8342359878700121,1.5019748322882442,-0.18259471352876377,0.6436065366883325,3.301725589037811,0.6201550387596899,0.21921766539359097,0.8079692509911302,False,0.7710244632732192
mx1.00_tv0.22_ds0.02_df0.10_mn0.25_rb0.05,1.0,0.22,-0.02,-0.1,0.25,35.0,0.5,0.05,0.04,129.0,0.08035871607112033,0.11673302701437205,0.7213491241008068,1.292057654936741,-0.11583810774236103,0.6937157178866261,2.295386302461812,0.5968992248062015,0.33361477871326883,0.5526911598959481,False,0.5272207576356253
mx1.00_tv0.22_ds0.02_df0.10_mn0.25_rb0.10,1.0,0.22,-0.02,-0.1,0.25,35.0,0.5,0.1,0.04,129.0,0.08118815951467839,0.11595991909899633,0.7319766215293114,1.3298346903658613,-0.11590555358056154,0.7004682433810007,2.3144018620887277,0.6124031007751938,0.2693773645843231,0.5598997594269138,False,0.5326626041721174
mx1.00_tv0.22_ds0.02_df0.10_mn0.50_rb0.05,1.0,0.22,-0.02,-0.1,0.5,35.0,0.5,0.05,0.04,129.0,0.10282310719899845,0.13258141254482,0.8061201144093153,1.4508250065720625,-0.15728956530380056,0.6537185540591862,2.863768876908979,0.6124031007751938,0.288798652381142,0.6847488690501377,False,0.674606055576185
mx1.00_tv0.22_ds0.02_df0.10_mn0.50_rb0.10,1.0,0.22,-0.02,-0.1,0.5,35.0,0.5,0.1,0.04,129.0,0.10890503794365292,0.13395732042715713,0.8404743646567377,1.5391173814877133,-0.15302685163220042,0.7116727344388281,3.0381858234752244,0.627906976744186,0.2275998034651502,0.7004990136951715,False,0.7145086360535317
mx1.00_tv0.22_ds0.02_df0.10_mn0.75_rb0.05,1.0,0.22,-0.02,-0.1,0.75,35.0,0.5,0.05,0.04,129.0,0.11558397026304235,0.14676423954018195,0.820530517980762,1.4627868803139457,-0.1911279395428337,0.6047465929864159,3.240778522001218,0.6201550387596899,0.24613343763863552,0.8048904065731812,False,0.7583280489285347
mx1.00_tv0.22_ds0.02_df0.10_mn0.75_rb0.10,1.0,0.22,-0.02,-0.1,0.75,35.0,0.5,0.1,0.04,129.0,0.11925852353469835,0.14625372297742617,0.8455793042982975,1.5146005260267,-0.17871593179519596,0.6673077343287205,3.3573909192822584,0.6201550387596899,0.2182946566171688,0.8140525901340825,False,0.7824362086226289
mx1.00_tv0.22_ds0.03_df0.08_mn0.25_rb0.05,1.0,0.22,-0.03,-0.08,0.25,35.0,0.5,0.05,0.04,129.0,0.07914559948631505,0.10941331313517892,0.7515630276329069,1.4347142127006236,-0.11579903582562512,0.6834737346647316,2.2678298860380286,0.5968992248062015,0.3913341278424014,0.526175454473951,False,0.5192616926304635
mx1.00_tv0.22_ds0.03_df0.08_mn0.25_rb0.10,1.0,0.22,-0.03,-0.08,0.25,35.0,0.5,0.1,0.04,129.0,0.08189128156678205,0.11356053344503293,0.7506648737027275,1.397281394604368,-0.11652694308215672,0.7027669258348691,2.3306331864467476,0.6124031007751938,0.319707261275217,0.5404243442379839,False,0.537275676146691
mx1.00_tv0.22_ds0.03_df0.08_mn0.50_rb0.05,1.0,0.22,-0.03,-0.08,0.5,35.0,0.5,0.05,0.04,129.0,0.10121065264202977,0.12998478364687588,0.8082779111038786,1.4600809312082799,-0.15028881771756852,0.6734410063177868,2.819076375813963,0.6124031007751938,0.3125223087943986,0.6623819865696683,False,0.6640269976377076
mx1.00_tv0.22_ds0.03_df0.08_mn0.50_rb0.10,1.0,0.22,-0.03,-0.08,0.5,35.0,0.5,0.1,0.04,129.0,0.10430864676968787,0.1294512733693512,0.8328716361066828,1.5302915739208087,-0.14521951300933766,0.718282582058933,2.905511386328999,0.6201550387596899,0.2534769118674894,0.6667374003164782,False,0.6843524444714906
mx1.00_tv0.22_ds0.03_df0.08_mn0.75_rb0.05,1.0,0.22,-0.03,-0.08,0.75,35.0,0.5,0.05,0.04,129.0,0.11364161917335691,0.14438849197791448,0.8195280989175269,1.4591209654928887,-0.18932763629796578,0.600237880720734,3.1806334401419463,0.6201550387596899,0.25666323748192904,0.7888946765525056,False,0.7455845922984907
mx1.00_tv0.22_ds0.03_df0.08_mn0.75_rb0.10,1.0,0.22,-0.03,-0.08,0.75,35.0,0.5,0.1,0.04,129.0,0.11820230089293893,0.1459997743170302,0.840199724915009,1.5174318011225203,-0.18333912930916108,0.6447194406253385,3.323487898504217,0.6201550387596899,0.22377208245751698,0.7958743126168897,False,0.7755064998287817
mx1.00_tv0.22_ds0.03_df0.09_mn0.25_rb0.05,1.0,0.22,-0.03,-0.09,0.25,35.0,0.5,0.05,0.04,129.0,0.08011934625015549,0.1149484089107143,0.7287440299496882,1.3261079772884934,-0.12029426545622846,0.6660279768640224,2.289924995088855,0.6046511627906976,0.3587200641048776,0.5464974100932782,False,0.5256502903044586
mx1.00_tv0.22_ds0.03_df0.09_mn0.25_rb0.10,1.0,0.22,-0.03,-0.09,0.25,35.0,0.5,0.1,0.04,129.0,0.08351718598057367,0.1163387986625286,0.7485160291263512,1.375643326062662,-0.12119295247832351,0.689125764103416,2.3685627501630395,0.6124031007751938,0.28956291199220635,0.5598756546387172,False,0.5479429764570104
