name,max_exposure,target_vol,dd_start,dd_floor,min_exposure,vix_threshold,vix_multiplier,rebalance_band,financing_rate,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgExposure,MDD9Pass,CAGRRetention
mx1.00_tv0.22_ds0.03_df0.09_mn0.50_rb0.05,1.0,0.22,-0.03,-0.09,0.5,35.0,0.5,0.05,0.04,129.0,0.10129341528659719,0.13190327373910987,0.7990066703219276,1.4317077000119265,-0.1546264686594977,0.655084580051136,2.8213548199616034,0.6124031007751938,0.30813900473997374,0.6746912332892313,False,0.6645699901879387
mx1.00_tv0.22_ds0.03_df0.09_mn0.50_rb0.10,1.0,0.22,-0.03,-0.09,0.5,35.0,0.5,0.1,0.04,129.0,0.10737866842890109,0.13221089060456886,0.8393717918930899,1.5369125239975017,-0.15390408421048496,0.6976986282056429,2.9935302349970927,0.627906976744186,0.2400527986568407,0.685577336502201,False,0.7044943683879413
mx1.00_tv0.22_ds0.03_df0.09_mn0.75_rb0.05,1.0,0.22,-0.03,-0.09,0.75,35.0,0.5,0.05,0.04,129.0,0.11432237635925424,0.14605424096561517,0.816011155838365,1.4538830736767259,-0.19127003124000375,0.5977014570348642,3.2015969239715267,0.6201550387596899,0.25528504620798087,0.7957887427966258,False,0.7500509319423078
mx1.00_tv0.22_ds0.03_df0.09_mn0.75_rb0.10,1.0,0.22,-0.03,-0.09,0.75,35.0,0.5,0.1,0.04,129.0,0.11521440454984133,0.14642625118034905,0.8198077569051504,1.460854825706728,-0.18888866545234817,0.6099593338431787,3.2292560420070306,0.6201550387596899,0.22549211229845614,0.8114704452098285,False,0.7559033870519369
mx1.00_tv0.22_ds0.03_df0.10_mn0.25_rb0.05,1.0,0.22,-0.03,-0.1,0.25,35.0,0.5,0.05,0.04,129.0,0.078833660726781,0.11787594708785215,0.7034760722778094,1.2415786617581626,-0.12164991913523149,0.6480370993025155,2.2607927438779885,0.6046511627906976,0.34279912608921104,0.5554401477079517,False,0.5172151120331341
mx1.00_tv0.22_ds0.03_df0.10_mn0.25_rb0.10,1.0,0.22,-0.03,-0.1,0.25,35.0,0.5,0.1,0.04,129.0,0.08136924259270284,0.11799841337742394,0.7228166700732797,1.2943652451991754,-0.11480631777943084,0.7087523070727845,2.3185722691490747,0.6124031007751938,0.2701289603551246,0.5646061533035799,False,0.5338506614515113
mx1.00_tv0.22_ds0.03_df0.10_mn0.50_rb0.05,1.0,0.22,-0.03,-0.1,0.5,35.0,0.5,0.05,0.04,129.0,0.10165011466764406,0.1337265269086766,0.7923500233080634,1.4142153681297267,-0.16211216804511241,0.6270356870395871,2.83119382831542,0.6124031007751938,0.294589291800342,0.6841429420855915,False,0.6669102381052555
mx1.00_tv0.22_ds0.03_df0.10_mn0.50_rb0.10,1.0,0.22,-0.03,-0.1,0.5,35.0,0.5,0.1,0.04,129.0,0.10963698465961436,0.13447737203835505,0.8427272960621035,1.5381967270060897,-0.15259661503019295,0.7184758629011623,3.0598132987298934,0.627906976744186,0.23554975717172863,0.7059815079435583,False,0.719310822064027
mx1.00_tv0.22_ds0.03_df0.10_mn0.75_rb0.05,1.0,0.22,-0.03,-0.1,0.75,35.0,0.5,0.05,0.04,129.0,0.11510501827642106,0.14723216183279153,0.815447579775854,1.4507662714480625,-0.1923085789819533,0.598543335329948,3.225852683133542,0.6201550387596899,0.25020825526867474,0.8035875267002055,False,0.7551857211064464
mx1.00_tv0.22_ds0.03_df0.10_mn0.75_rb0.10,1.0,0.22,-0.03,-0.1,0.75,35.0,0.5,0.1,0.04,129.0,0.11672562107175088,0.1470223408108254,0.8264007637746673,1.4679420137538488,-0.1844721601511492,0.6327546713613075,3.276609326260484,0.6201550387596899,0.22446073597116176,0.8146105592196212,False,0.7658182383410924
mx1.00_tv0.22_ds0.04_df0.08_mn0.25_rb0.05,1.0,0.22,-0.04,-0.08,0.25,35.0,0.5,0.05,0.04,129.0,0.07900297430748737,0.11076126380092534,0.7424986453040965,1.421713498909227,-0.12060915630160429,0.6550329736983369,2.2646098903033227,0.5891472868217055,0.4153779948475324,0.5136539449580888,False,0.5183259515121896
mx1.00_tv0.22_ds0.04_df0.08_mn0.25_rb0.10,1.0,0.22,-0.04,-0.08,0.25,35.0,0.5,0.1,0.04,129.0,0.07754904753957503,0.11161622438633884,0.7255549666481695,1.354048277823546,-0.1206694782138431,0.6426566907179903,2.232020911595003,0.6124031007751938,0.34755918429731447,0.531843402581348,False,0.5087869691888901
mx1.00_tv0.22_ds0.04_df0.08_mn0.50_rb0.05,1.0,0.22,-0.04,-0.08,0.5,35.0,0.5,0.05,0.04,129.0,0.10035549919056552,0.13121882573758095,0.7959165717140226,1.4324665122673412,-0.1508911876321648,0.6650852231026724,2.7956316341663414,0.6124031007751938,0.320443785095059,0.6628713396958219,False,0.6584164718277048
mx1.00_tv0.22_ds0.04_df0.08_mn0.50_rb0.10,1.0,0.22,-0.04,-0.08,0.5,35.0,0.5,0.1,0.04,129.0,0.1043051620129698,0.13148608883451565,0.8219058051378769,1.5089448711080338,-0.14608105536518468,0.7140225113531643,2.9054128250441558,0.627906976744186,0.2679816630487252,0.6696762944106744,False,0.6843295815368033
mx1.00_tv0.22_ds0.04_df0.08_mn0.75_rb0.05,1.0,0.22,-0.04,-0.08,0.75,35.0,0.5,0.05,0.04,129.0,0.11286659277621602,0.14498988917620004,0.8118792403039394,1.4420678176363013,-0.1903143711828008,0.5930534413914826,3.1569186008049646,0.6201550387596899,0.2679649000836827,0.7883099074831854,False,0.740499767350235
mx1.00_tv0.22_ds0.04_df0.08_mn0.75_rb0.10,1.0,0.22,-0.04,-0.08,0.75,35.0,0.5,0.1,0.04,129.0,0.11716655960997069,0.1461915573686969,0.8329120048804118,1.4972471038192483,-0.18558258461034527,0.6313445836309323,3.2905441292415203,0.6201550387596899,0.23087304990123536,0.7972390036226297,False,0.7687111659730527
mx1.00_tv0.22_ds0.04_df0.09_mn0.25_rb0.05,1.0,0.22,-0.04,-0.09,0.25,35.0,0.5,0.05,0.04,129.0,0.07934245635042303,0.11700318395534959,0.7117648456606744,1.2891498908533074,-0.12554906773151786,0.6319637236980047,2.2722810716653963,0.5968992248062015,0.36936135751662774,0.54372658092373,False,0.5205532392120307
mx1.00_tv0.22_ds0.04_df0.09_mn0.25_rb0.10,1.0,0.22,-0.04,-0.09,0.25,35.0,0.5,0.1,0.04,129.0,0.08465252564857972,0.11905765425981131,0.7429617151993428,1.3526170979921777,-0.1252146648011252,0.6760591962852822,2.395379301488372,0.6124031007751938,0.3073653913283884,0.5569826897953201,False,0.555391759479006
mx1.00_tv0.22_ds0.04_df0.09_mn0.50_rb0.05,1.0,0.22,-0.04,-0.09,0.5,35.0,0.5,0.05,0.04,129.0,0.1011111851085631,0.13264642209993444,0.793969889414075,1.4275267545001762,-0.15519904199743362,0.6514936162443263,2.8163402565527043,0.6124031007751938,0.3201367131373296,0.6739051856480506,False,0.6633744069677915
mx1.00_tv0.22_ds0.04_df0.09_mn0.50_rb0.10,1.0,0.22,-0.04,-0.09,0.5,35.0,0.5,0.1,0.04,129.0,0.1079548073765233,0.13328019583244133,0.8375659604196618,1.5407008365878263,-0.15453321872035075,0.6985864157264624,3.0103153755867944,0.6201550387596899,0.2554570013380019,0.6783435545985897,False,0.7082743244066505
mx1.00_tv0.22_ds0.04_df0.09_mn0.75_rb0.05,1.0,0.22,-0.04,-0.09,0.75,35.0,0.5,0.05,0.04,129.0,0.11344437484113223,0.14638560486242413,0.8090730090120379,1.436335580582603,-0.1936916881064975,0.5856956276758614,3.1745827319621225,0.6201550387596899,0.2620218899676182,0.7939829479506664,False,0.7442905036002244
mx1.00_tv0.22_ds0.04_df0.09_mn0.75_rb0.10,1.0,0.22,-0.04,-0.09,0.75,35.0,0.5,0.1,0.04,129.0,0.1159371063008765,0.1471832284674746,0.8207544466706773,1.465561336523517,-0.1888033348467627,0.6140628098278763,3.251823577021475,0.6201550387596899,0.23112640190879735,0.803465622863855,False,0.7606449183176697
mx1.00_tv0.22_ds0.04_df0.10_mn0.25_rb0.05,1.0,0.22,-0.04,-0.1,0.25,35.0,0.5,0.05,0.04,129.0,0.07910565906808742,0.11942273167127354,0.6980081552586936,1.2283846161006824,-0.12191352434541014,0.6488669693770988,2.266927747689361,0.5968992248062015,0.3582661274258823,0.5593529731986433,False,0.5189996498977297
mx1.00_tv0.22_ds0.04_df0.10_mn0.25_rb0.10,1.0,0.22,-0.04,-0.1,0.25,35.0,0.5,0.1,0.04,129.0,0.0798143703697638,0.12044802851928142,0.6984537413631547,1.2452161662824484,-0.11980572056407701,0.6661983250380419,2.2829839357695816,0.6124031007751938,0.29610501899112823,0.5704607535146091,False,0.523649392049957
mx1.00_tv0.22_ds0.04_df0.10_mn0.50_rb0.05,1.0,0.22,-0.04,-0.1,0.5,35.0,0.5,0.05,0.04,129.0,0.1013602182086919,0.13486317812938592,0.7847798296765034,1.4046083221844345,-0.16323118719484608,0.6209611040058176,2.823195113148181,0.6124031007751938,0.3105566850571725,0.685413577067949,False,0.6650082735369145
mx1.00_tv0.22_ds0.04_df0.10_mn0.50_rb0.10,1.0,0.22,-0.04,-0.1,0.5,35.0,0.5,0.1,0.04,129.0,0.10773890604310044,0.13535763092284075,0.8253089436465246,1.5055412815292206,-0.15338433419765485,0.7024114073101195,3.0040153659592623,0.627906976744186,0.24877975427648458,0.6945138585835602,False,0.7068578300903277
mx1.00_tv0.22_ds0.04_df0.10_mn0.75_rb0.05,1.0,0.22,-0.04,-0.1,0.75,35.0,0.5,0.05,0.04,129.0,0.11412294944646528,0.14756620918394173,0.8079278784522906,1.4325487688660234,-0.19327215993223446,0.5904779534024939,3.195442758642892,0.6201550387596899,0.2590826392332599,0.8036118618446935,False,0.7487425236800295
mx1.00_tv0.22_ds0.04_df0.10_mn0.75_rb0.10,1.0,0.22,-0.04,-0.1,0.75,35.0,0.5,0.1,0.04,129.0,0.11668928199709105,0.14766716684657058,0.8231577435977379,1.4683080301988463,-0.18402756477468085,0.6340858889262744,3.275463307789251,0.6124031007751938,0.23070524903752038,0.8200538766755107,False,0.7655798234508274
mx1.00_tv0.26_ds0.02_df0.08_mn0.25_rb0.05,1.0,0.26,-0.02,-0.08,0.25,35.0,0.5,0.05,0.04,129.0,0.07874180030543365,0.10919103455835984,0.7494757948339568,1.4183136104145868,-0.11084312822889508,0.7103895529078625,2.2587242087857455,0.6046511627906976,0.40414012374740704,0.5299966697442987,False,0.5166124304161628
mx1.00_tv0.26_ds0.02_df0.08_mn0.25_rb0.10,1.0,0.26,-0.02,-0.08,0.25,35.0,0.5,0.1,0.04,129.0,0.07921541838784196,0.11108230814371223,0.742579279948229,1.387587086062407,-0.1103640057138362,0.7177649803074412,2.269407674909904,0.6124031007751938,0.33137980128593764,0.5366629593858636,False,0.519719763340898
mx1.00_tv0.26_ds0.02_df0.08_mn0.50_rb0.05,1.0,0.26,-0.02,-0.08,0.5,35.0,0.5,0.05,0.04,129.0,0.10130586223939653,0.13124651997270836,0.8023284887863796,1.459812666004311,-0.14748517220910384,0.6868884561206297,2.821697627292438,0.6201550387596899,0.3232170944424035,0.661983215628238,False,0.6646516526659618
mx1.00_tv0.26_ds0.02_df0.08_mn0.50_rb0.10,1.0,0.26,-0.02,-0.08,0.5,35.0,0.5,0.1,0.04,129.0,0.10453209024659382,0.13431287956555218,0.8089907729103851,1.4663342033438371,-0.14410018907291777,0.7254125821701618,2.9118374954984283,0.6356589147286822,0.2589934830875898,0.6753065327675162,False,0.685818421591867
mx1.00_tv0.26_ds0.02_df0.08_mn0.75_rb0.05,1.0,0.26,-0.02,-0.08,0.75,35.0,0.5,0.05,0.04,129.0,0.12169696520453699,0.1505227717519682,0.8402426960565919,1.5157882076970273,-0.19163018393765707,0.6350615686103427,3.4368621036724973,0.6201550387596899,0.27121768492580844,0.8066159729561329,False,0.7984344366615738
mx1.00_tv0.26_ds0.02_df0.08_mn0.75_rb0.10,1.0,0.26,-0.02,-0.08,0.75,35.0,0.5,0.1,0.04,129.0,0.12436569203890024,0.15027987079425023,0.8572655379542595,1.557287630265444,-0.1854169922366703,0.6707351388817545,3.525790826237293,0.6201550387596899,0.23137495697306834,0.8179189597909248,False,0.8159435290454076
mx1.00_tv0.26_ds0.02_df0.09_mn0.25_rb0.05,1.0,0.26,-0.02,-0.09,0.25,35.0,0.5,0.05,0.04,129.0,0.08011802496534681,0.1141279546232265,0.7330565805895238,1.354899710691229,-0.1173667666633359,0.682629565788105,2.2898948822410783,0.6046511627906976,0.372490230997497,0.5447371990447477,False,0.5256416215649373
mx1.00_tv0.26_ds0.02_df0.09_mn0.25_rb0.10,1.0,0.26,-0.02,-0.09,0.25,35.0,0.5,0.1,0.04,129.0,0.07887432269560901,0.11399800236206392,0.7237011497030478,1.3207772132962987,-0.11781402291044019,0.6694816181225529,2.261708928354804,0.6201550387596899,0.3053036169281546,0.5515333492994643,False,0.5174818887446172
mx1.00_tv0.26_ds0.02_df0.09_mn0.50_rb0.05,1.0,0.26,-0.02,-0.09,0.5,35.0,0.5,0.05,0.04,129.0,0.10378100121185496,0.13374436700376352,0.8067172014939135,1.4600981699385034,-0.15144305407522984,0.6852806940904758,2.8906221821079776,0.6124031007751938,0.31492385915345966,0.6775638500218168,False,0.6808906458718522
mx1.00_tv0.26_ds0.02_df0.09_mn0.50_rb0.10,1.0,0.26,-0.02,-0.09,0.5,35.0,0.5,0.1,0.04,129.0,0.10874900674832122,0.1368871304246182,0.8243593684108808,1.4901779230235659,-0.14973529067749058,0.7262750568438255,3.0335933993206234,0.6356589147286822,0.24807141955195247,0.6960271742597749,False,0.713484940192777
mx1.00_tv0.26_ds0.02_df0.09_mn0.75_rb0.05,1.0,0.26,-0.02,-0.09,0.75,35.0,0.5,0.05,0.04,129.0,0.1221797274376426,0.15179515823901787,0.8373341382142833,1.503884303407776,-0.1937163998226452,0.6307144235052006,3.45279665018885,0.6201550387596899,0.26471929014139445,0.8166083043774746,False,0.8016017629049466
mx1.00_tv0.26_ds0.02_df0.09_mn0.75_rb0.10,1.0,0.26,-0.02,-0.09,0.75,35.0,0.5,0.1,0.04,129.0,0.12385195240219082,0.15203333063038948,0.8460451113941121,1.5309845570580292,-0.19116048162275423,0.6478951682419724,3.508511240182175,0.6201550387596899,0.23114598728350946,0.8245326861343782,False,0.8125729649829644
mx1.00_tv0.26_ds0.02_df0.10_mn0.25_rb0.05,1.0,0.26,-0.02,-0.1,0.25,35.0,0.5,0.05,0.04,129.0,0.0800919086548566,0.11666213959522606,0.7194305597250137,1.3095125479776806,-0.11425906617562243,0.7009676460312652,2.289299750067787,0.5968992248062015,0.3521378985297894,0.5541617556574866,False,0.5254702766047826
mx1.00_tv0.26_ds0.02_df0.10_mn0.25_rb0.10,1.0,0.26,-0.02,-0.1,0.25,35.0,0.5,0.1,0.04,129.0,0.08129483628084078,0.11851845005090607,0.7194236579193213,1.3130292382683286,-0.11832858579015848,0.6870261800052896,2.316857841376118,0.6124031007751938,0.291037134388341,0.5604460350129477,False,0.53336249347135
mx1.00_tv0.26_ds0.02_df0.10_mn0.50_rb0.05,1.0,0.26,-0.02,-0.1,0.5,35.0,0.5,0.05,0.04,129.0,0.10518585065694008,0.13602192342749805,0.8049030086707214,1.447345826263239,-0.15957410848576736,0.6591661495406177,2.930418507843628,0.6201550387596899,0.3040804116342493,0.6883283805444312,False,0.6901076396842751
mx1.00_tv0.26_ds0.02_df0.10_mn0.50_rb0.10,1.0,0.26,-0.02,-0.1,0.5,35.0,0.5,0.1,0.04,129.0,0.10987982222285919,0.13749026692657976,0.8288129632305381,1.5002106812158233,-0.15702588406717233,0.699756112666463,3.0670194224995866,0.627906976744186,0.2458351995888212,0.7086465614612466,False,0.7209040407008581
mx1.00_tv0.26_ds0.02_df0.10_mn0.75_rb0.05,1.0,0.26,-0.02,-0.1,0.75,35.0,0.5,0.05,0.04,129.0,0.12284416563312694,0.1528406658348336,0.8365518775010589,1.4988123766309909,-0.19460394553667792,0.6312521839901438,3.4748373596547237,0.6201550387596899,0.2563354608547705,0.8253701821081202,False,0.8059610362476823
mx1.00_tv0.26_ds0.02_df0.10_mn0.75_rb0.10,1.0,0.26,-0.02,-0.1,0.75,35.0,0.5,0.1,0.04,129.0,0.12469001238861277,0.1536170274436721,0.8437702123711556,1.5228301910725546,-0.19377844047379844,0.6434669000521377,3.5367390181830576,0.6201550387596899,0.2275209742137383,0.830777079020106,False,0.8180713432869985
mx1.00_tv0.26_ds0.03_df0.08_mn0.25_rb0.05,1.0,0.26,-0.03,-0.08,0.25,35.0,0.5,0.05,0.04,129.0,0.07842661907925308,0.11111037315700431,0.7357166679968552,1.3896360081758383,-0.11650942018119281,0.6731354336609501,2.2516399241479044,0.5891472868217055,0.420827109432055,0.5282380462793547,False,0.5145445765107771
mx1.00_tv0.26_ds0.03_df0.08_mn0.25_rb0.10,1.0,0.26,-0.03,-0.08,0.25,35.0,0.5,0.1,0.04,129.0,0.08085344009162188,0.11461219765453594,0.7364779737596125,1.3501868685415592,-0.11691189905523991,0.6915757997688438,2.30671106210993,0.6124031007751938,0.3504876629623935,0.5470100015827185,False,0.5304665632639596
mx1.00_tv0.26_ds0.03_df0.08_mn0.50_rb0.05,1.0,0.26,-0.03,-0.08,0.5,35.0,0.5,0.05,0.04,129.0,0.10267845985930935,0.1325604088359876,0.8051128144028461,1.4649424687631336,-0.14948004081768396,0.6869041465177481,2.859733599946988,0.6201550387596899,0.3279975384419505,0.667199036258384,False,0.6736570473820599
mx1.00_tv0.26_ds0.03_df0.08_mn0.50_rb0.10,1.0,0.26,-0.03,-0.08,0.5,35.0,0.5,0.1,0.04,129.0,0.1038246935594973,0.1338200676888362,0.8066964476278318,1.4549281876020916,-0.14813713355086755,0.7008687900920253,2.8918524680742514,0.6201550387596899,0.27225190427966584,0.6706966316583419,False,0.6811773044168504
mx1.00_tv0.26_ds0.03_df0.08_mn0.75_rb0.05,1.0,0.26,-0.03,-0.08,0.75,35.0,0.5,0.05,0.04,129.0,0.12275060954698014,0.1513398473836644,0.8427649118372982,1.518838869379522,-0.1929651509299326,0.636128383573011,3.4717262228639885,0.6201550387596899,0.2730624319420215,0.8076677931579891,False,0.8053472296436035
