month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,regime,accelerator_asset,sleeve_used,brake_used,early_guard_used,w_KODEX200,w_BOND,w_GLD,w_USO,base_w_KODEX200,base_w_BOND,base_w_GLD,base_w_USO
2008-02,0.052320345190403655,0.05241334420837921,1.270375306082701,0.0,0.028727358417800677,8.618207525340203e-05,6.816942722149999e-06,Overheating,OFF_HISTORY,0.0,0.0,0.0,0.2197318920103612,0.23517489263420882,0.3160162855785702,0.22907692977685973,0.2197318920103612,0.23517489263420882,0.3160162855785702,0.22907692977685973
2008-03,-0.004876904923415044,-0.004809773593702466,1.2641798064978813,-0.004876904923415082,0.019180379917879242,5.754113975363773e-05,9.590189958939622e-06,Overheating,OFF_HISTORY,0.0,0.0,0.0,0.22156239874565337,0.23329363099241812,0.31357195055725146,0.231572019704677,0.22156239874565337,0.23329363099241812,0.31357195055725146,0.231572019704677
2008-04,0.03348803752317305,0.03394068280402834,1.3065147072939198,0.0,0.1394048476761659,0.0004182145430284977,3.443073782678497e-05,Overheating,USO|BRAKE,0.08049238030633968,0.05884364468859588,0.0,0.17653093406578768,0.3546297630152731,0.3171449377263277,0.15169436519261156,0.23537457875438353,0.3762784986330169,0.3171449377263276,0.07120198488627186
2008-05,0.03351007812319864,0.03379009467571726,1.3502961172044472,0.0,0.09286685490538661,0.00027860056471615984,1.4159878024593287e-06,Overheating,USO+KODEX200,0.08077568449079991,0.0,0.0,0.25527735080182457,0.28132433762299197,0.3232795105266993,0.14011880104848415,0.24065274303940135,0.3621000221137919,0.3232795105266993,0.07396772432010748
2008-06,0.024578048021594686,0.024619007733174846,1.3834837600164709,0.0,0.011862354963739788,3.558706489121936e-05,5.372646688939359e-06,Overheating,USO,0.06843910859897731,0.0,0.0,0.2536768117689142,0.2720390721759771,0.33101466696505955,0.1432694490900492,0.2536768117689142,0.34047818077495445,0.33101466696505955,0.0748303404910719
2008-07,-0.05517038304483776,-0.05489904411054651,1.3071564310400496,-0.0551703830448379,0.08893440755847264,0.0002668032226754179,4.535711615834548e-06,Overheating,USO+GLD|BRAKE,0.1,0.05609762048067776,0.0,0.1682928614420333,0.3102962179206078,0.39291321207973995,0.12849770855761905,0.22439048192271105,0.35419859743993,0.3507329388210559,0.07067798181630311
2008-08,-0.01574552379240891,-0.014833111159064116,1.2865745683547083,-0.07004722025837795,0.27020446190347025,0.0008106133857104107,0.0001017992476343838,Overheating,BRAKE_DD,0.0,0.04141922516542031,0.3018348769197056,0.10184411915250359,0.6000770934862352,0.2926682642473606,0.005410523113900685,0.16567690066168125,0.5068120878158602,0.31976137904292484,0.007749632479533688
2008-09,0.046272835758664844,0.046424291587812645,1.3461080220474608,-0.027015668018079975,0.046502323822228395,0.0001395069714666852,1.1948857681119724e-05,Stagflation,BRAKE_DD,0.0,0.02830043164250256,0.35,0.07268584170287999,0.6548429288087962,0.26937258828483174,0.0030986412034921,0.11320172657001024,0.5914579203710301,0.2905732127458949,0.004767140313064768
2008-10,-0.04825991936388004,-0.04811914126974913,1.2811449574483782,-0.07397181342184622,0.044932074804884245,0.00013479622441465273,5.98186971625983e-06,Stagflation,BRAKE_DD,0.0,0.03373713173589432,0.16387677328859185,0.09281903700544103,0.6182083815498772,0.26414167246143183,0.024830908983250057,0.13494852694357728,0.5645205039830848,0.27083330228214786,0.02969766679119005
2008-11,0.051704641065726684,0.051948557624710116,1.3473860976264123,-0.02609185841807704,0.0754761727598498,0.0002264285182795494,1.7488040703881657e-05,Stagflation,BRAKE_DD,0.0,0.009643988867769071,0.35,0.03630577829214969,0.7336547634424895,0.23003945826536087,0.0,0.038575955471076284,0.7313633395052916,0.23006070502363207,0.0
2008-12,0.03832590935164497,0.03859844913202445,1.3990258950657088,0.0,0.07858943441096385,0.00023576830323289154,3.677147714658169e-05,Stagflation,BRAKE_DD,0.0,0.010969921005037138,0.15935010624857748,0.03169160331745708,0.7743046623899056,0.1900622435156276,0.003941490777009694,0.03762818613134146,0.7736285078933116,0.18249180808653995,0.006251497888807095
2009-01,0.030538935176629235,0.03085715476614237,1.4417506561855462,0.0,0.09091988271803818,0.00027275964815411455,4.545994135901908e-05,Stagflation,GLD|BRAKE,0.1,0.010634125685599611,0.0,0.024415462187461014,0.6950546246339618,0.2730429983092393,0.0074869148693378195,0.03255394958328135,0.7844204989483622,0.17304299830923928,0.009982553159117093
2009-02,0.04624183135920173,0.04629239612232308,1.5084198468908967,0.0,0.01444707517752873,4.334122553258619e-05,7.223537588764345e-06,Stagflation,GLD|BRAKE,0.1,0.0017047563128529555,0.0,0.029745869764818845,0.6869156107414406,0.2782242505551817,0.005114268938558867,0.029745869764818845,0.7852108544285876,0.17822425055518168,0.006819025251411822
2009-03,-0.028900888113243296,-0.02873667302266006,1.4648251736681073,-0.028900888113243317,0.04691881272329892,0.00014075643816989676,2.3458652413340997e-05,Stagflation,GLD|BRAKE,0.09592050798237325,0.009704142019512911,0.0,0.02586146221010631,0.703885559929655,0.2670020140118064,0.003250963848432429,0.034481949613475074,0.7901019258925153,0.17108150602943306,0.004334618464576571
2009-04,-0.0039566150088849675,-0.0037368719807349404,1.4590294244005795,-0.032743153434449335,0.06278372232857918,0.00018835116698573753,3.1391861164289616e-05,Stagflation,OFF_DD,0.0,0.0,0.17311435175489223,0.06696649159478171,0.7570377247637162,0.17599578364150206,0.0,0.07051854646502759,0.7647918340853069,0.16468961944966556,0.0
2009-05,0.01638569923304827,0.01647529966978506,1.4829366417209748,-0.01689397366551959,0.025692222739627624,7.707666821888287e-05,1.2523768517910733e-05,Stagflation,OFF_DD,0.0,0.0,0.1919414518288017,0.07710960415975049,0.7437248714414039,0.17916552439884567,0.0,0.08354905931148808,0.7493603371873215,0.1670906035011904,0.0
2009-06,-0.005828392311566434,-0.005775641505771859,1.4742935051998283,-0.022623901270862,0.015071658798449924,4.5214976395349776e-05,7.535829399224994e-06,Slowdown,OFF_TREND,0.0,0.0,0.11428047096104597,0.0823544486213561,0.7390620050836203,0.17858354629502357,9.059633674422206e-18,0.08652899993800764,0.7415214912380936,0.17194950882389867,1.0228558112806117e-17
2009-07,0.007312177899195667,0.007356410446937731,1.485073801585478,-0.015477153362532747,0.01263787078344675,3.791361235034025e-05,6.318935391723374e-06,Slowdown,OFF_TREND,0.0,0.0,0.14235711622722377,0.07917133531592141,0.7346097933049257,0.1862188713791528,6.1850104509501944e-18,0.08401338233880812,0.7370348213473855,0.17895179631380634,7.211638512923113e-18
2009-08,0.005675059406118794,0.00573334785540522,1.4935016836319464,-0.009889927721183911,0.018511842490595374,5.553552747178612e-05,2.7529218146404578e-06,Slowdown,KODEX200,0.009522846637467254,0.0,0.10733805147641044,0.10258930921771996,0.7105521751333888,0.18685851564889128,0.0,0.09939005908759425,0.71893896896436,0.18167097194804574,0.0
2009-09,0.01160673147511982,0.011795653700775162,1.5108363566315017,0.0,0.06270034068097999,0.00018810102204293996,8.212036124011225e-07,Slowdown,KODEX200,0.06044028911526436,0.0,0.0,0.16637492823646977,0.6457361939542072,0.18788887780932312,0.0,0.10593463912120539,0.7061764830694716,0.18788887780932312,0.0
2009-10,-0.0046004831464278,-0.004397848728383853,1.503885779435808,-0.004600483146427914,0.06752795917371704,0.00020258387752115112,5.054052279644672e-08,Slowdown,KODEX200,0.1,0.0,0.0,0.2429722262710896,0.5742730125438728,0.18275476118503775,0.0,0.1429722262710896,0.6742730125438727,0.18275476118503775,0.0
2009-11,0.03331744203611502,0.033602880837199395,1.5539914067210983,0.0,0.08155394316696499,0.00024466182950089497,4.077697158348247e-05,Slowdown,GLD,0.08159806741428835,0.0,0.0,0.1543081633495664,0.5677295118507737,0.2779623247996599,0.0,0.1543081633495664,0.649327579265062,0.1963642573853715,0.0
2009-12,-0.007944079361811658,-0.007920125235719954,1.5416463756585326,-0.007944079361811629,0.007696038335799987,2.3088115007399962e-05,8.660110843044244e-07,Goldilocks,GLD,0.08308459529653195,0.0,0.0,0.15822559135107994,0.5505255397530393,0.2912488688958808,0.0,0.15822559135107994,0.6336101350495713,0.20816427359934886,0.0
2010-01,-0.008824461876776454,-0.008583174309008729,1.5280421759890632,-0.01669843901311374,0.06940779866552664,0.00020822339599657993,3.306417177114514e-05,Goldilocks,KODEX200,0.06822368255275349,0.0,0.0,0.24359543666443745,0.5493921157176166,0.20701244761794604,2.1095884946960384e-18,0.17537175411168396,0.61761579827037,0.20701244761794604,2.1095884946960384e-18
2010-02,0.009306808066635254,0.009459775078273659,1.542263371238717,-0.007547040113385917,0.05022358574227171,0.00015067075722681512,2.296254411588941e-06,Goldilocks,BRAKE,0.0,4.764262634828709e-18,0.11332235116425732,0.1825290106858017,0.6046052870628986,0.21286570225129972,1.26730955744577e-17,0.19946695776060186,0.5898571988494116,0.21067584338998668,1.9057050539314837e-17
2010-03,0.01649436474330772,0.016787940756772483,1.5677020258141718,0.0,0.09552678866538451,0.00028658036599615356,6.995647468608854e-06,Goldilocks,KODEX200|BRAKE,0.06981183954645634,2.4313566670614323e-18,0.0,0.2626076199687747,0.5097432345782669,0.22764914545295845,7.294070001184297e-18,0.19279578042231837,0.5795550741247232,0.22764914545295845,9.72542666824573e-18
2010-04,0.018429025547893347,0.018717545604739382,1.5965932464993855,0.0,0.08243430195601029,0.00024730290586803084,4.121715097800512e-05,Goldilocks,USO,0.07959980294108394,0.0,0.0,0.21308116094360294,0.48425440491329663,0.22306463120201636,0.07959980294108394,0.213081160943603,0.5638542078543807,0.22306463120201642,8.78034355869675e-18
2010-05,0.0182067135702208,0.0185068877104237,1.625661962426549,0.0,0.0937011425896882,0.00028110342776906463,1.907071243383371e-05,Goldilocks,KODEX200+GLD,0.08981580743566156,0.0,0.0,0.2687763463327161,0.4622217269864527,0.2690019266808313,2.1495506100753106e-17,0.21571366742736064,0.5520375344221142,0.23224879815052515,2.1495506100753106e-17
2010-06,0.01112499261812769,0.011211203954123596,1.643747439758115,0.0,0.026307576392969847,7.892272917890954e-05,7.288606816994975e-06,Goldilocks,GLD,0.07404094701632857,0.0,0.0,0.22164731493701118,0.4654465592553375,0.3129061258076513,0.0,0.22164731493701118,0.5394875062716661,0.23886517879132277,0.0
2010-07,-0.01652039491143517,-0.0163351569794326,1.6165920829186504,-0.0165203949114352,0.05705350158386454,0.0001711605047515936,1.4077427250973884e-05,Goldilocks,GLD|BRAKE,0.0943532096222043,0.05605330012311081,0.0,0.1681599003693324,0.49041140795566107,0.3414286916750066,1.3899175389732628e-17,0.2242132004924432,0.5287113174547545,0.2470754820528023,1.8532233852976837e-17
2010-08,0.02201571355273219,0.02225525021982135,1.6521825111478021,0.0,0.0684390477397602,0.00020531714321928062,3.421952386988011e-05,Goldilocks,KODEX200,0.03391842035425921,0.0,0.11244993506603246,0.23342504767829356,0.5155386101778996,0.2510363421438069,0.0,0.22274603151746722,0.5235523847917335,0.2537015836907994,0.0
2010-09,0.019022173395797735,0.019271789563970115,1.6836106133563602,0.0,0.0715643856078145,0.0002146931568234435,3.492301134893641e-05,Goldilocks,GLD|BRAKE,0.0779894845560193,1.757461223449818e-18,0.0,0.22759035087928153,0.43820198664723076,0.33420766247348777,5.2723836703494536e-18,0.22759035087928153,0.51619147120325,0.2562181779174685,7.029844893799271e-18
2010-10,0.005701910118354476,0.006020716806146729,1.6932104097480256,0.0,0.09466746259965947,0.0002840023877989784,3.48042999932752e-05,Goldilocks,KODEX200,0.09474683909913223,0.0,0.0,0.33261241872037584,0.41150605616947483,0.2558815251101494,0.0,0.2378655796212436,0.5062528952686071,0.2558815251101494,0.0
2010-11,0.028820553541489127,0.028965239144256832,1.7420096710191755,0.0,0.0413387436479159,0.0001240162309437477,2.0669371823957923e-05,Goldilocks,KODEX200+GLD|BRAKE,0.1,7.438670683960349e-19,0.0,0.30292864947500153,0.3962052466264444,0.30086610389855395,2.2316012051881044e-18,0.24479070051096738,0.4962052466264445,0.2590040528625882,2.9754682735841398e-18
2010-12,0.024589635003331202,0.024625011012499975,1.78484505300181,0.0,0.010527405093378074,3.1582215280134224e-05,3.793793888640873e-06,Goldilocks,KODEX200+GLD,0.1,0.0,0.0,0.29944105437439406,0.39771805243031955,0.3028408931952864,0.0,0.2361064416421302,0.4977180524303195,0.26617550592755024,0.0
2011-01,-0.015624457057553208,-0.015535857077695088,1.756957818116797,-0.01562445705755322,0.025778031948313573,7.733409584494072e-05,1.1265884013178907e-05,Goldilocks,KODEX200,0.1,0.0,0.0,0.34614517899048747,0.3844434623079658,0.26941135870154687,0.0,0.24614517899048743,0.48444346230796576,0.26941135870154687,0.0
2011-02,-5.9393304226933784e-05,0.00017975159956779355,1.7568534665865918,-0.015682922373648656,0.0792840949737951,0.0002378522849213853,1.292618873342033e-06,Goldilocks,KODEX200,0.037502171769787124,0.0,0.10805983958201076,0.2781545010132678,0.4677237391835243,0.25412175980320795,1.9028043855144862e-19,0.26829357679965493,0.4746622773330889,0.25704414586725616,2.1333318869987605e-19
2011-03,0.020462007698628968,0.020560840578261595,1.7928022157452497,0.0,0.03245525524067171,9.736576572201512e-05,1.4671139106114396e-06,Overheating,OFF_TREND,0.0,0.0,0.1083463196308784,0.22983033889037072,0.5027303277469878,0.2674393333626416,0.0,0.25168182204544437,0.4763295290128021,0.27198864894175356,0.0
2011-04,0.03426007873086054,0.03468918703058828,1.854223760805543,0.0,0.13609362160409122,0.0004082808648122737,2.082743491546374e-05,Overheating,KODEX200+USO,0.1,0.0,0.0,0.34033983020877867,0.3609475949164616,0.29253406007596405,0.006178514798795765,0.24651834500757436,0.4609475949164616,0.292534060075964,0.0
2011-05,-0.006747094219932499,-0.006600269690518525,1.8417131383865504,-0.00674709421993247,0.04501393294205113,0.0001350417988261534,1.1782730587820645e-05,Overheating,KODEX200+GLD,0.1,0.0,0.0,0.30484936122320844,0.3649348147930127,0.3302158239837789,0.0,0.24665330751437417,0.4649348147930127,0.28841187769261317,0.0
2011-06,-0.01589485815238255,-0.01563604240373948,1.8124393692945169,-0.022534708266748416,0.08062842220276206,0.00024188526660828618,1.6930482034785726e-05,Overheating,OFF_TREND,0.0,0.0,0.0,0.2530829587507852,0.4511517176325543,0.29576532361666047,0.0,0.2530829587507852,0.4511517176325543,0.29576532361666047,0.0
2011-07,0.024438346104736577,0.02459169768545382,1.8567323898951869,0.0,0.04955423611072815,0.00014866270833218445,4.688872385059856e-06,Overheating,OFF_TREND,0.0,0.0,0.1419200705070672,0.21189230073689802,0.5083486554176158,0.2797590438454863,0.0,0.23866808926828695,0.4733430892534034,0.28798882147830973,0.0
2011-08,0.031090253985114703,0.03144419592800765,1.9144586714794174,0.0,0.10123655665909166,0.000303709669977275,5.0232272915673475e-05,Stagflation,GLD|BRAKE,0.1,4.072117572193736e-19,0.0,0.209123823306669,0.3968982281579444,0.3939779485353866,1.221635271658121e-18,0.209123823306669,0.49689822815794443,0.2939779485353866,1.6288470288774944e-18
2011-09,-0.010739705676577711,-0.010571800445193413,1.8938979488177565,-0.010739705676577671,0.05014925233980237,0.00015044775701940713,1.7457474364891062e-05,Stagflation,GLD|BRAKE,0.1,0.05325404931675864,0.0,0.1597621479502759,0.4404627905845795,0.39977506146514463,3.3345183052118064e-18,0.21301619726703455,0.4872087412678209,0.2997750614651446,4.446024406949075e-18
2011-10,0.005318496797518469,0.005606527438645105,1.9039706389933704,-0.0054783279693064735,0.08410405522432612,0.00025231216567297835,3.571847545365781e-05,Stagflation,GLD|BRAKE,0.05704117729368932,0.04471372331641243,0.0,0.13414116994923728,0.5285597759600803,0.3372990540906825,0.0,0.1788548932656497,0.5408872299373572,0.2802578767969932,0.0
2011-11,0.022213022801269293,0.022374358069028433,1.9462635822102774,0.0,0.047942439758049106,0.0001438273192741473,1.750794848499046e-05,Stagflation,BRAKE,0.0,0.045741254717189594,0.0,0.13722376415156878,0.5765844902383058,0.2861917456101254,8.728748967710695e-18,0.18296501886875838,0.5308432355211162,0.2861917456101254,1.1638331956947593e-17
2011-12,-0.03546709107315884,-0.035037112215132664,1.8772352744876533,-0.03546709107315882,0.1273559049516185,0.0003820677148548555,4.791114317132159e-05,Stagflation,GLD+USO,0.1,0.0,0.0,0.16785565710408426,0.4404144304604539,0.380930086843707,0.010799825591754686,0.1678556571040843,0.540414430460454,0.29172991243546176,1.53905927875137e-18
2012-01,0.029354598840627105,0.029848101452254236,1.932340762899713,-0.007153614463028202,0.14444592775915777,0.0004333377832774733,6.016482834965919e-05,Stagflation,OFF_DD,0.0,0.0,0.20528874625847818,0.14268360813514222,0.6025613679105949,0.2483071138431106,0.006447910111152204,0.16662551360482858,0.5722247778215034,0.25303618296195035,0.008113525611717807
2012-02,-0.00029267118446768916,-5.0979079166311515e-05,1.9317752224398397,-0.0074441919906778065,0.06974600770637963,0.00020923802311913892,3.245408218223872e-05,Stagflation,GLD,0.0713855421478872,0.0,0.0,0.15340125821439485,0.5180903109424917,0.3226739569055019,0.0058344739376117475,0.15340125821439482,0.5894758530903788,0.2512884147576146,0.005834473937611747
2012-03,-0.005149530407361934,-0.004978296141455397,1.9218274871916974,-0.012555388305025561,0.050766922489635935,0.0001523007674689078,1.893349843762926e-05,Slowdown,KODEX200+USO,0.035636243592708824,0.0,0.0,0.19022386704543917,0.526857709512179,0.26374779301297,0.019170630429411816,0.16808823221033586,0.5624939531048878,0.26374779301297,0.0056700216718063075
2012-04,0.0034140488652417357,0.0034859266813145762,1.9283887001435345,-0.009184204148979247,0.02079689834189439,6.239069502568317e-05,9.487121047157404e-06,Slowdown,OFF_TREND,0.0,0.0,0.0,0.1889306818719551,0.5506304389680622,0.2604388791599827,1.2077842794899069e-17,0.1889306818719551,0.5506304389680622,0.2604388791599827,1.2077842794899069e-17
2012-05,-0.010658269073207053,-0.010609663763799746,1.9078354144996725,-0.019744585503143286,0.01388723125923081,4.1661693777692434e-05,6.943615629615429e-06,Slowdown,OFF_TREND,0.0,0.0,0.0,0.18682282462062408,0.5396854386440625,0.2734917367353136,0.0,0.18682282462062408,0.5396854386440625,0.2734917367353136,0.0
2012-06,-0.013547598212871173,-0.013364604511062325,1.8819888268477443,-0.03302469200473834,0.05997056075717179,0.00017991168227151537,3.0820195373333637e-06,Slowdown,BRAKE,0.0,0.043172501589203105,0.1282484689654021,0.11931950652521435,0.6100744352684152,0.27060605820637046,7.866273624192187e-18,0.17269000635681242,0.5507301405993059,0.2765798530438817,1.2031369557571775e-17
2012-07,0.01730614481402142,0.017336544668747275,1.9145587980235417,-0.01629007729298937,0.009022045343023567,2.7066136029070703e-05,3.3337186967885847e-06,Slowdown,BRAKE_DD,0.0,3.019050299944448e-18,0.19332099082321785,0.12472301759435288,0.6105308760487,0.2647461063569472,7.306213513842165e-18,0.14263042268895515,0.5842965507891255,0.27307302652191934,1.2076201199777792e-17
2012-08,0.0203357596829584,0.02044492922313477,1.953492805639042,0.0,0.03583263891814085,0.00010749791675442254,1.671623421949181e-06,Slowdown,BRAKE,0.0,0.03193441755815086,0.11132137873564789,0.09070437143615527,0.6481031122838949,0.2611925162799498,0.0,0.12773767023260343,0.6071624460371329,0.2650998837302637,0.0
2012-09,0.009616818807090992,0.009917771288839609,1.9722791919918286,0.0,0.09113929666723228,0.0002734178900016968,2.7534591746919495e-05,Slowdown,USO+KODEX200,0.0885288622126342,0.0,0.0,0.12544221276253095,0.548536048300179,0.2705798077919096,0.05544193114538051,0.09235528169527724,0.6370649105128132,0.2705798077919096,2.5499079844143464e-17
2012-10,-0.02145386851738008,-0.021119935981733437,1.9299661735272713,-0.02145386851738007,0.1028821700303468,0.0003086465100910404,2.528602555560139e-05,Slowdown,KODEX200,0.1,0.0,0.0,0.23229272310647076,0.4926485177313824,0.27505875916214695,2.4191260973582818e-18,0.13229272310647075,0.5926485177313824,0.27505875916214695,2.4191260973582818e-18
2012-11,-0.006609992955469659,-0.006342806213867446,1.9172091107159612,-0.02792205155308225,0.08843874385203733,0.000265316231556112,1.8705100461020308e-06,Slowdown,BRAKE,0.0,7.349556138580298e-19,0.1366239557351623,0.1409131956477245,0.5938733590904851,0.26521344526179047,1.903629211808944e-18,0.1552996504265263,0.5739145928968745,0.27078575667659927,2.9398224554321192e-18
2012-12,0.003360096836062946,0.003423739422561016,1.923651118982949,-0.024655775514099254,0.0205771192492985,6.17313577478955e-05,1.911228750174826e-06,Slowdown,BRAKE_DD,0.0,7.870736025005367e-18,0.168318052610103,0.12829334607800127,0.6182413467155629,0.2534653072064359,1.9637847194004842e-17,0.14413856621958987,0.5976471539345171,0.2582142798458931,3.148294410002147e-17
2013-01,0.004343002501576719,0.004387558070864276,1.9320055406048529,-0.02041985310725858,0.014441788868614074,4.3325366605842224e-05,1.2302026817146567e-06,Slowdown,KODEX200,0.0013638530860690036,0.0,0.15231330001908633,0.12212813366658777,0.6301145770459013,0.24775728928751084,1.9656234991515507e-17,0.1337243447920053,0.6153277162018611,0.2509479390061336,2.318808941081426e-17
2013-02,-0.006399638088865463,-0.006386440253779543,1.9196414043592989,-0.026688811526409784,0.004039728534910916,1.2119185604732749e-05,1.0786494811873965e-06,Slowdown,OFF_TREND,0.0,0.0,0.131557280225567,0.11628731455312621,0.634718843907555,0.2489938415393189,9.384067674321866e-19,0.12632894265075248,0.6217999067173989,0.25187115063184856,1.0805626508976042e-18
2013-03,0.0057440800473365465,0.005778217513473722,1.9306679782481202,-0.021098034148849254,0.010878095517809883,3.2634286553429646e-05,1.503179583746281e-06,Slowdown,OFF_DD,0.0,0.0,0.16227517647940792,0.11055950795256779,0.6513653760443597,0.23807511600307255,2.7837827635685046e-17,0.1222904541589953,0.6380702039278257,0.239639341913179,3.3230276642268745e-17
2013-04,-0.02178960373035154,-0.021721921484047706,1.8885994880672148,-0.04242792007560792,0.021373552925807428,6.412065877742228e-05,3.561587526412155e-06,Slowdown,OFF_TREND,0.0,0.0,0.13488036732936132,0.12242602149968898,0.6300646187902305,0.24750935971008062,0.0,0.13371792612786815,0.6160428386856306,0.2502392351865012,0.0
2013-05,-0.011143624978716979,-0.011095554716097876,1.867553643637197,-0.05309874422437533,0.015956710145034744,4.787013043510423e-05,2.0013218399848875e-07,Slowdown,OFF_DD,0.0,0.0,0.23939680837047872,0.10535034301922425,0.662668744807901,0.2319809121728748,3.522791920792398e-18,0.12277164180791998,0.6446239618462918,0.23260439634578828,4.6315765691768205e-18
2013-06,-0.03796491967518706,-0.037941747338962946,1.796652119567408,-0.08904777434023059,0.007409005461291716,2.2227016383875148e-05,9.453198402374214e-07,Slowdown,OFF_DD,0.0,0.0,0.29168384669943903,0.11434847361374123,0.6574989329666014,0.22815259341965743,3.484992997253643e-18,0.1408471073459144,0.63176105932053,0.22739183333355573,4.920109446910849e-18
2013-07,0.020049479562657572,0.020165357343777432,1.83267405951988,-0.07078365630930761,0.03749374404195206,0.00011248123212585618,3.3965489940027127e-06,Slowdown,BRAKE_DD,0.0,0.02787241183262673,0.35,0.07185120307362212,0.7075568935765829,0.22059190334979506,0.0,0.11148964733050692,0.6729843475159623,0.21552600515353082,0.0
2013-08,0.011162826799820365,0.011201143396472733,1.853131882626824,-0.06041097520512617,0.010947599043533929,3.284279713060179e-05,5.4737995217669784e-06,Slowdown,BRAKE_DD,0.0,0.031029544840702254,0.35,0.07800761243936939,0.7023428635899367,0.21964952397069393,0.0,0.12411817936280901,0.6618056299130465,0.21407619072414458,0.0
2013-09,-0.015181077869615825,-0.01517667174991817,1.8249993432139984,-0.07467494935597352,0.001258891342186881,3.7766740265606433e-06,6.294456710934371e-07,Slowdown,BRAKE_DD,0.0,0.03119162137076121,0.32751377850511815,0.07930349571902255,0.6968972186403886,0.22379928564058896,0.0,0.12476648548304484,0.6544540965321932,0.22077941798476206,0.0
2013-10,0.0041269471326994935,0.004231866735207292,1.8325310190206539,-0.07085618179140318,0.03277196440992153,9.831589322976459e-05,6.603709278033596e-06,Slowdown,OFF_DD,0.0,0.0,0.35,0.10323919289548565,0.6780854467336855,0.2186753603708288,5.995873578611675e-19,0.13190645060843947,0.6555160718979777,0.21257747749358277,9.224420890171807e-19
