signal_month,p_defensive,p_classifier,p_regression,expected_advantage,realized_advantage_next,realized_defensive_next,train_rows,feature_count,calibration_method
2012-04,0.49052004869442256,0.5004323826152626,0.4673912695457959,-0.00816590783760105,0.03952533240156227,1.0,60,59,platt_recent_validation
2012-05,0.4998855463212246,0.49933093381221366,0.5011796421755835,0.0003010495777684374,-0.0498502533444771,0.0,61,59,platt_recent_validation
2012-06,0.4975104068600822,0.5004235018884625,0.4907131851271948,-0.0023708043608618133,-0.0034227423047980404,0.0,62,59,platt_recent_validation
2012-07,0.4991761884929692,0.4999886962709913,0.49728033701091756,-0.0006878315636916368,0.036094576827452825,1.0,63,59,platt_recent_validation
2012-08,0.49992641615856687,0.49993720836757627,0.49990123433754496,-2.4915230935629534e-05,-0.004804130089903255,0.0,64,59,platt_recent_validation
2012-09,0.5032716182203546,0.5035574233691713,0.5026047395397825,0.0006522646965458989,-0.008962979746939055,0.0,65,59,platt_recent_validation
2012-10,0.48305593210748676,0.46327093417223053,0.5292209272897515,0.007278072979422752,-0.03659784779247501,0.0,66,59,platt_recent_validation
2012-11,0.4840233129720408,0.4757012456707304,0.503441470008432,0.0008486658811201134,-0.029085071321314753,0.0,67,59,platt_recent_validation
2012-12,0.6479103786282434,0.7052451220720516,0.5141293105926908,0.0034516748860763955,0.025501643624649007,1.0,68,59,platt_recent_validation
2013-01,0.5181877452784344,0.5246547989265151,0.5030979534329127,0.0007500128222984361,-0.0694520856917532,0.0,69,59,platt_recent_validation
2013-02,0.6069400697753699,0.650326366116809,0.5057053783120118,0.0013688577089683157,0.017046080323272577,1.0,70,59,platt_recent_validation
2013-03,0.4526974436723,0.43200112479836905,0.5009888543781389,0.0002351821752274478,-0.04725422633987701,0.0,71,59,platt_recent_validation
2013-04,0.4022048942253351,0.36015115991125535,0.5003302742915213,7.785210931629685e-05,-0.030626197028480524,0.0,72,59,platt_recent_validation
2013-05,0.632549097458374,0.686637270494123,0.5063433603749596,0.0014829200169844197,-0.029307522647984113,0.0,73,59,platt_recent_validation
2013-06,0.4012033156610482,0.35082864548112347,0.5187442127475393,0.004346654025577688,0.035638870914942236,1.0,74,59,platt_recent_validation
2013-07,0.40983899823140457,0.3924368913569598,0.4504439142717757,-0.011426352436116368,0.02249151335843514,1.0,75,59,platt_recent_validation
2013-08,0.5032512070720454,0.5211599073971016,0.46146423964691413,-0.008832171264829835,-0.09535193175162307,0.0,76,59,platt_recent_validation
2013-09,0.4986825628834948,0.527697313991903,0.4309814769638756,-0.015862919982559353,-0.011581312491840409,0.0,77,59,platt_recent_validation
2013-10,0.5897567741107973,0.6510465649726465,0.4467472620998162,-0.012109267833170309,-0.05465787878284673,0.0,78,59,platt_recent_validation
2013-11,0.4717572187011333,0.5000505283724662,0.40573949613468996,-0.021504816146233802,-0.007956161658497501,0.0,79,59,platt_recent_validation
2013-12,0.4841992061302359,0.49999695726773913,0.44733778680939507,-0.011914965608092907,0.07834565989504434,1.0,80,59,platt_recent_validation
