signal_month,p_defensive,p_classifier,p_regression,expected_advantage,realized_advantage_next,realized_defensive_next,train_rows,feature_count,calibration_method
2012-04,0.459131516137811,0.5003154865370641,0.3630355852062204,-0.02953092585055624,0.04676528514612684,1.0,60,38,platt_recent_validation
2012-05,0.4571867863798881,0.49740743470058474,0.36333860696492926,-0.029647985525359632,0.011153837439005247,1.0,61,38,platt_recent_validation
2012-06,0.47194772016504066,0.5000234798937183,0.4064376141314597,-0.019824463253071224,0.0002842574998241504,1.0,62,38,platt_recent_validation
2012-07,0.46508713987801015,0.5,0.38362379959336723,-0.024591299970314794,-0.01589311718562552,0.0,63,38,platt_recent_validation
2012-08,0.47452441310732446,0.5004053480635041,0.41413556487623865,-0.018367560496936535,-0.02699700967272782,0.0,64,38,platt_recent_validation
2012-09,0.4776570328766452,0.5001187104622985,0.42524645184345433,-0.016253715972561623,0.03816665245045003,1.0,65,38,platt_recent_validation
2012-10,0.47784247202009655,0.5001100357289843,0.4258848233660253,-0.0159657941718705,-0.0005604328028054,0.0,66,38,platt_recent_validation
2012-11,0.47521554231821095,0.5002471260932335,0.41680851350982495,-0.018217640566385505,-0.02039720049953973,0.0,67,38,platt_recent_validation
2012-12,0.47510706467291297,0.49999920996621383,0.41702539232187785,-0.018001425295397156,0.01264311210154322,1.0,68,38,platt_recent_validation
2013-01,0.4760339162336744,0.4999060056712594,0.42033237421264286,-0.017250349229600573,-0.00014742534957700414,0.0,69,38,platt_recent_validation
2013-02,0.47550918567720024,0.5001540785647659,0.41800443560621386,-0.0176232835351212,0.007395084991384176,1.0,70,38,platt_recent_validation
2013-03,0.4783520788590325,0.500297658657296,0.42714572599641776,-0.015868519420499588,0.03838758288739659,1.0,71,38,platt_recent_validation
2013-04,0.47668364801170193,0.5002516892956341,0.4216915516825269,-0.017009251837124626,-0.0029054595849690784,0.0,72,38,platt_recent_validation
