month,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,regime,crash_probability,protection,crisis_rule,forecast_vol,w_KODEX200,w_BOND,w_GLD,w_USO,hard_w_KODEX200,hard_w_BOND,hard_w_GLD,hard_w_USO
2007-04,0.06077067269343256,0.06227067269343256,1.0607706726934325,0.0,1.0,0.0015,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-05,0.09135963155786953,0.09135963155786953,1.157682290518098,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06,0.013164533736984563,0.013164533736984563,1.1729226380883329,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07,0.09846975733429919,0.09846975733429919,1.288420045632797,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08,-0.016444792482380732,-0.016444792482380732,1.2672322453522262,-0.01644479248238062,0.0,0.0,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09,0.03670801206838781,0.03670801206838781,1.3137498219080659,0.0,0.0,0.0,0.0,Goldilocks,0.0,0.0,False,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10,0.03873129978470291,0.03993129978470291,1.3646330601024872,0.0,0.4,0.0012000000000000001,0.0,Slowdown,0.0,0.0,False,0.0042393457573258,0.6,0.4,0.0,0.0,0.6,0.4,0.0,0.0
2007-11,-0.017689329563458034,-0.015454446405626432,1.340493616169144,-0.017689329563458034,0.6385380450947438,0.0019156141352842312,0.0003192690225473719,Overheating,0.0,0.4694311102665665,False,0.3392584892989767,0.023471555513328326,0.3379903993919279,0.1079691553613103,0.5305688897334335,0.0,0.0,0.0,1.0
2007-12,0.08111350999166936,0.08128066868818296,1.4492257584980488,0.0,0.04968770371748113,0.0001490631111524434,1.809558536115502e-05,Overheating,0.0,0.42585617705236,False,0.3135102962109468,0.021292808852618,0.30661644747769917,0.09794692072204281,0.57414382294764,0.0,0.0,0.0,1.0
2008-01,-0.01508716580841068,-0.01490127600624025,1.4273610491857691,-0.01508716580841063,0.05404643308394082,0.00016213929925182246,2.3750502918609696e-05,Overheating,0.0,0.45630923841658244,False,0.3310705509797096,0.022815461920829123,0.32854265165993934,0.10495112483581397,0.5436907615834176,0.0,0.0,0.0,1.0
