candidate,penalty,solver,C,class_weight,l1_ratio,fit_count,convergence_warning_count,median_coefficient_l1_norm,median_coefficient_l2_norm,median_nonzero_coefficients,cal_roc_auc,cal_average_precision,cal_brier_score,cal_log_loss,cal_ece_5bin,cal_policy_recall,cal_policy_precision,cal_CAGR,cal_Sharpe,cal_MDD,cal_Calmar,cal_AvgTurnover,val_roc_auc,val_average_precision,val_brier_score,val_log_loss,val_ece_5bin,val_policy_recall,val_policy_precision,val_CAGR,val_Sharpe,val_MDD,val_Calmar,val_AvgTurnover,locked_roc_auc,locked_average_precision,locked_brier_score,locked_log_loss,locked_ece_5bin,locked_policy_recall,locked_policy_precision,locked_CAGR,locked_Sharpe,locked_MDD,locked_Calmar,locked_AvgTurnover,cal_prediction_score,cal_portfolio_score,cal_prediction_rank,cal_portfolio_rank,locked_prediction_score,locked_portfolio_score,locked_prediction_rank,locked_portfolio_rank,is_deployed,locked_boot_probability_brier_better_than_deployed,locked_boot_probability_sharpe_better_than_deployed,locked_boot_sharpe_delta_p05,locked_boot_sharpe_delta_median,locked_boot_sharpe_delta_p95
l2_lbfgs_c0.1_balanced,l2,lbfgs,0.1,balanced,,194.0,0.0,3.8311005419525324,1.0838921208312007,16.0,0.3046511627906977,0.05815768402069772,0.17178970486164286,0.5461135678706798,0.24484094513656637,0.2,0.04,0.12665399359685336,0.9306415080526405,-0.12982263823850382,0.9755925107928467,0.10655193772892774,0.10344827586206895,0.027797202797202797,0.16652296932933072,0.512496691272648,0.2912459226580766,0.0,0.0,0.023950754909261684,0.34178956425303525,-0.10675687852074167,0.22434858756766965,0.09909760868243098,0.7576086956521739,0.3166988792335311,0.20190544876362884,0.5972180963008235,0.3044158410994224,0.5,0.18518518518518517,0.17824322018822558,1.2094696704237877,-0.12557237529490894,1.4194461143991122,0.14308926864992433,0.5267857142857143,0.8571428571428572,11.0,2.0,0.5267857142857142,0.9226190476190476,14.0,3.0,False,1.0,0.0,-0.0062570040588068475,-0.002034118834537302,0.0
l2_liblinear_c0.03_balanced,l2,liblinear,0.03,balanced,,194.0,0.0,1.7586189604843319,0.519935750059362,16.0,0.4232558139534884,0.09296325310818064,0.20345114623709026,0.6005007366801431,0.3619870459286817,0.2,0.04,0.12590188036567218,0.9251125601010044,-0.12982263823850382,0.969799120353504,0.10584143861121081,0.15517241379310343,0.029156816390858944,0.1997880386615898,0.5884673713012406,0.382280243789668,0.0,0.0,0.02248168159834374,0.3224340600037131,-0.10675687852074167,0.21058766338860122,0.09757003557933965,0.7630434782608695,0.33371462398148355,0.24020485064141348,0.6790866897565166,0.3858802823642651,0.5,0.1724137931034483,0.17356749450022524,1.1918946635691128,-0.12557237529490906,1.3822108094443444,0.14501860149521958,0.5267857142857143,0.7976190476190476,11.0,4.0,0.4553571428571429,0.6309523809523809,18.0,9.0,False,0.0425,0.203,-0.041376168994112006,-0.014396523693656516,0.014719763356632286
l2_liblinear_c0.3_balanced,l2,liblinear,0.3,balanced,,194.0,0.0,6.149951532248609,1.7602586736373276,16.0,0.3813953488372094,0.05733349266277171,0.19417872059197996,0.6421127875317117,0.2629952327950591,0.0,0.0,0.12540776926420594,0.9204164797454848,-0.13076376402649104,0.9590406807102918,0.10591806448765624,0.27586206896551724,0.03351351351351352,0.18737064889868293,0.5619068284991092,0.2956011615449042,0.0,0.0,0.022948013155027924,0.32901641310890334,-0.10675687852074167,0.2149558274183652,0.09614266762663701,0.7478260869565218,0.35833788192703786,0.20665211645269194,0.6220970273663031,0.29084312994112727,0.6,0.2,0.1762099268864339,1.1765344055716622,-0.12557237529490906,1.403253912117228,0.1454283033747798,0.5178571428571428,0.5357142857142857,13.0,14.0,0.5848214285714286,0.7857142857142857,10.0,6.0,False,0.957,0.164,-0.10563544387284933,-0.03695548232861279,0.0049284469009745575
l1_liblinear_c1_balanced,l1,liblinear,1.0,balanced,,194.0,0.0,8.69814844034622,2.6725277235361236,13.0,0.33953488372093027,0.04816684888897827,0.19230491521219578,0.7045320752782139,0.20919545303681925,0.0,0.0,0.12617712861049513,0.9246873667366856,-0.13103571151873417,0.9629216886608472,0.10763258138477484,0.3362068965517241,0.03696741854636591,0.18277281890198946,0.5461136749010217,0.2498029302467867,0.0,0.0,0.023829721985273,0.33919743825794074,-0.10675687852074167,0.22321486273732846,0.09989666522303779,0.6554347826086956,0.3202636233477062,0.2071200017894571,0.6500499048896131,0.24441116067612834,0.4,0.16666666666666666,0.17466464659363035,1.159944309541536,-0.1358377481427736,1.2858329071389445,0.14456758444838794,0.5089285714285714,0.6011904761904762,14.0,12.0,0.4017857142857143,0.48809523809523814,20.0,13.0,False,0.8115,0.1975,-0.16023064847725396,-0.057760859319042235,0.007409464765062967
l2_liblinear_c0.1_balanced,l2,liblinear,0.1,balanced,,194.0,0.0,3.551217177484469,0.9995039162349737,16.0,0.37906976744186044,0.0648383388950686,0.19624183926953795,0.6012223619903888,0.3141630663406418,0.2,0.043478260869565216,0.12674535653262087,0.9311508121065296,-0.12982263823850382,0.9762962627501875,0.10532996300336918,0.21551724137931033,0.031235750113999088,0.1899356206589501,0.5643048435123134,0.34083619751842414,0.0,0.0,0.024129287400933563,0.3437709028820256,-0.10675687852074167,0.22602091532908122,0.09647036302248012,0.7565217391304349,0.3147992215625969,0.21932785769313398,0.6405903093383556,0.3361435086828145,0.5,0.18518518518518517,0.1785694984348749,1.2114625945539081,-0.12557237529490894,1.4220444426212475,0.14271238270326117,0.5,0.8809523809523809,15.0,1.0,0.38392857142857145,0.9464285714285715,21.0,1.0,True,0.0,0.0,0.0,0.0,0.0
l2_lbfgs_c0.3_balanced,l2,lbfgs,0.3,balanced,,194.0,0.0,6.524359638388178,1.8789311563224178,16.0,0.3069767441860465,0.05078006547066537,0.18369779853570695,0.635299639287724,0.21400665721959905,0.0,0.0,0.12536051603946197,0.9201210130030258,-0.13076376402649104,0.9586793174144601,0.10697870196927545,0.146551724137931,0.028820116054158608,0.1793458697247678,0.550456054558759,0.264708643038943,0.0,0.0,0.022855670346170642,0.32791215157696574,-0.10675687852074167,0.21409084513210117,0.0984230382121183,0.7445652173913044,0.35732687742766134,0.1982417849579675,0.6015365685071592,0.27225013703558376,0.6,0.21428571428571427,0.1761854417202433,1.1763667351518112,-0.12557237529490894,1.4030589236404,0.14540130719729513,0.4821428571428572,0.5,16.0,16.0,0.6607142857142856,0.8154761904761904,7.0,5.0,False,0.996,0.1565,-0.10586526866056246,-0.03702204488431926,0.004663986706928125
l2_liblinear_c0.01_balanced,l2,liblinear,0.01,balanced,,194.0,0.0,0.9587855411665129,0.2945081471262781,16.0,0.44418604651162796,0.07898542220831378,0.21585069903289045,0.6244241464508705,0.39561281055613917,0.2,0.04,0.12501788994940854,0.9193289220460817,-0.12982263823850382,0.9629899041161972,0.10303704916066632,0.1293103448275862,0.02851851851851852,0.2139034789179112,0.6199374068544531,0.4133478562706652,0.0,0.0,0.020597071177035353,0.29957472080187925,-0.10675687852074167,0.19293437071629602,0.09181420600203734,0.7586956521739131,0.3841226861735475,0.252052511267438,0.7000980436722608,0.417145394070312,0.5,0.16666666666666666,0.16918277280794003,1.1665792192582591,-0.1257437749629885,1.3454564479055715,0.13997398734608996,0.48214285714285715,0.5357142857142857,17.0,14.0,0.4821428571428571,0.46428571428571425,16.0,16.0,False,0.0825,0.0455,-0.07546480972668017,-0.033690640666736216,-0.0012711316316704425
l2_liblinear_c3_balanced,l2,liblinear,3.0,balanced,,194.0,0.0,13.22938306374503,3.8475485262275573,16.0,0.386046511627907,0.05078045529481917,0.20042958902599214,0.8389698044647481,0.21408895109959133,0.0,0.0,0.12552643907859884,0.920101486128589,-0.13103571151873417,0.957955946693603,0.10704957136812022,0.33620689655172414,0.03653719552337063,0.19025448818006221,0.615892514069573,0.2201815996563978,0.0,0.0,0.022558302082076986,0.32289337857306705,-0.10675687852074167,0.2113053734302859,0.09864319368723036,0.6641304347826087,0.32717129275952805,0.202226142438694,0.6560252762927274,0.22809489744891975,0.4,0.17391304347826086,0.175034776050234,1.1623585374979186,-0.13422293236124827,1.3040601406259291,0.14408530189701116,0.48214285714285715,0.4583333333333333,17.0,18.0,0.5267857142857143,0.5714285714285715,13.0,11.0,False,0.815,0.1285,-0.1480510926985582,-0.05420592079430897,0.005575861928527315
elasticnet_saga_c0.1_r0.5_balanced,elasticnet,saga,0.1,balanced,0.5,194.0,29.0,1.640789225913235,0.6929293646666921,8.0,0.23953488372093024,0.06158671351632142,0.17613809924359536,0.5381804868560871,0.3041352328948137,0.2,0.034482758620689655,0.12515232521516273,0.9213628918077438,-0.12982263823850382,0.9640254343409582,0.10690860418263089,0.06896551724137928,0.026803118908382065,0.17541018925843263,0.5351219322478493,0.33870577870269225,0.0,0.0,0.021121159465440575,0.3079994917543278,-0.10675687852074167,0.197843546552712,0.09974269811613551,0.716304347826087,0.30421742079076675,0.21432423323492858,0.6172516955587696,0.33124703253536697,0.4,0.16666666666666666,0.17578113911431315,1.2016796270454044,-0.12557237529490894,1.3998392457058173,0.14359427855048365,0.4375,0.6071428571428571,19.0,11.0,0.3392857142857143,0.863095238095238,23.0,4.0,False,0.8115,0.5265,-0.025585024327992967,0.0013323385187797854,0.030573495418394166
l2_lbfgs_c1_balanced,l2,lbfgs,1.0,balanced,,194.0,0.0,10.17376456286295,2.888226230100634,16.0,0.3046511627906977,0.04597076023391813,0.19485021590256188,0.7613516292400676,0.19034781773751122,0.0,0.0,0.12677148398514904,0.9288657710702802,-0.13103571151873417,0.9674575160911346,0.10740562336329705,0.19827586206896552,0.030357142857142857,0.18956455399669492,0.6002200117683235,0.23449641324260698,0.0,0.0,0.024991805821483304,0.3541051853519886,-0.10675687852074167,0.2341001925850396,0.09940870547686056,0.7054347826086957,0.3415107610159864,0.1982552726384837,0.6232829373981228,0.2431090943878954,0.5,0.2,0.17455205397078055,1.1591875276601644,-0.136534327313532,1.2784481192773314,0.14360572208122985,0.4285714285714286,0.6964285714285715,20.0,8.0,0.6160714285714286,0.4166666666666667,8.0,17.0,False,0.9355,0.1375,-0.15740623985852267,-0.0575658714030155,0.00465847488759544
l1_liblinear_c0.01_balanced,l1,liblinear,0.01,balanced,,194.0,0.0,0.0,0.0,0.0,0.5,0.054945054945054944,0.25,0.6931471805599454,0.44505494505494503,0.8,0.05063291139240506,0.1241900189633911,0.9411698093784855,-0.12169960091116883,1.0204636501153368,0.09478854660196218,0.5,0.03333333333333333,0.25,0.6931471805599454,0.4666666666666667,1.0,0.03333333333333333,0.014826319754093431,0.25136607790805676,-0.1014104642716882,0.14620108349343833,0.07455254438566931,0.5,0.09803921568627451,0.25,0.6931471805599454,0.4019607843137255,1.0,0.09803921568627451,0.1553713024349126,1.2351491467315938,-0.1440388299547899,1.0786765102415763,0.11738249072208683,0.37946428571428575,0.7083333333333334,21.0,7.0,0.08035714285714285,0.3571428571428572,28.0,22.0,False,0.263,0.6925,-0.166064186400094,0.07411484029763465,0.3236480064479853
l1_liblinear_c3_balanced,l1,liblinear,3.0,balanced,,194.0,0.0,13.739194639183339,4.469974674095666,14.0,0.3023255813953489,0.04502806497580017,0.19209635615453416,0.8594090330885977,0.21475499536229686,0.0,0.0,0.12499800373117864,0.9163728550034445,-0.13103571151873417,0.9539231884378915,0.10849358707431057,0.396551724137931,0.04034690799396681,0.18448653526293288,0.6010213553704907,0.22866640853461387,0.0,0.0,0.02152638347977054,0.30967865538573297,-0.10675687852074167,0.20163931147151518,0.1017478274555396,0.6260869565217392,0.2809704732332816,0.20465959100218065,0.6811760969426072,0.2231588895685562,0.4,0.16,0.1739861125645763,1.1576905664087096,-0.13475513212497536,1.291127913430541,0.14500291622396191,0.375,0.31547619047619047,22.0,22.0,0.375,0.39285714285714285,22.0,20.0,False,0.749,0.0915,-0.1642364057069612,-0.06199165703439946,0.004218038693769228
l1_liblinear_c0.03_balanced,l1,liblinear,0.03,balanced,,194.0,0.0,0.0,0.0,0.0,0.47093023255813954,0.054945054945054944,0.25024770020768217,0.6936426091179312,0.44530115761285605,0.8,0.05063291139240506,0.12523551834381785,0.9451074141732932,-0.12169960091116883,1.0290544702379918,0.09570686733909095,0.4568965517241379,0.03333333333333333,0.25037567864831795,0.6938985805395572,0.46704008904616523,1.0,0.03333333333333333,0.016856555289884945,0.27354935307378275,-0.1014104642716882,0.16622106417661833,0.07652693397049623,0.5032608695652174,0.3600604865929926,0.2492589061681124,0.6915970173615312,0.4089003270085235,0.4,0.08888888888888889,0.16686188471298347,1.1820384246695497,-0.1400122777659365,1.1917660891992088,0.1309639293987094,0.35267857142857145,0.8273809523809524,23.0,3.0,0.29464285714285715,0.2976190476190476,24.0,24.0,False,0.26,0.3835,-0.08481295868447561,-0.01490720057708661,0.07317192422212628
l1_liblinear_c0.3_balanced,l1,liblinear,0.3,balanced,,194.0,0.0,3.0409745928059984,1.2319145199107144,9.0,0.2906976744186046,0.0637504190135769,0.20522187015160984,0.6039016778571885,0.33158860746947943,0.0,0.0,0.12389578263089507,0.9099702014714138,-0.13079419892520805,0.9472574750944597,0.10612597256162415,0.19827586206896552,0.031046461137646544,0.20200489901389887,0.588743616356986,0.361039948540703,0.0,0.0,0.020097860795674105,0.29267724138255585,-0.10675687852074167,0.18825822817374072,0.09646792654391069,0.6967391304347826,0.2788178422324764,0.21542965642656536,0.6377830853434341,0.30727085538504084,0.4,0.16666666666666666,0.17215616369899234,1.1481997269784638,-0.13655139356981671,1.2607426346840718,0.14267535488166738,0.33035714285714285,0.21428571428571427,24.0,26.0,0.2857142857142857,0.18452380952380953,25.0,26.0,False,0.8885,0.081,-0.161644555731227,-0.0611010848915014,0.001927367526709167
elasticnet_saga_c1_r0.5_balanced,elasticnet,saga,1.0,balanced,0.5,194.0,173.0,9.895516253766107,2.8934380048692727,16.0,0.27674418604651163,0.043967592709011474,0.20367862952620347,0.7973099195443895,0.19895672509274556,0.0,0.0,0.12585248371026614,0.9231549364241639,-0.13103571151873417,0.9604441587076284,0.108645994202872,0.15517241379310343,0.029156816390858944,0.19985887147807027,0.6688614805013798,0.24022229288583385,0.0,0.0,0.02319527391173004,0.3327683006252986,-0.10675687852074167,0.21727193819387908,0.1020755027819467,0.6510869565217391,0.3164666331270247,0.19578751447076764,0.617186813753317,0.22882047767109592,0.2,0.08695652173913043,0.1737776088843439,1.1554919380608288,-0.13584060622374805,1.279275863935033,0.14227019400077417,0.3125,0.5416666666666666,25.0,13.0,0.4821428571428571,0.30952380952380953,16.0,23.0,False,0.941,0.1095,-0.16656794788964405,-0.061434709696441825,0.003277345276025983
l2_lbfgs_c3_balanced,l2,lbfgs,3.0,balanced,,194.0,0.0,13.511446052730117,3.936737916095238,16.0,0.27209302325581397,0.043151811736187394,0.19734525725818353,0.904056490697108,0.22023917635436355,0.0,0.0,0.12536620026991674,0.9190390327042224,-0.13326208275967444,0.940749218935763,0.1075267577379909,0.23275862068965514,0.03167641325536062,0.19068842162569846,0.6460169623065456,0.22203329058370364,0.0,0.0,0.022769957083311088,0.32591219057915954,-0.10675687852074167,0.21328796231979694,0.09853485384703245,0.6608695652173914,0.3267363649683614,0.20094665748463036,0.656502904275672,0.22315313485025778,0.4,0.17391304347826086,0.17443755630276958,1.159269610260624,-0.13419233450050616,1.2999070099798555,0.14376996783620702,0.26785714285714285,0.3452380952380952,26.0,20.0,0.5535714285714286,0.4880952380952381,11.0,14.0,False,0.8325,0.114,-0.15523418778030126,-0.05734874866264461,0.004635782378427799
elasticnet_saga_c0.03_r0.5_balanced,elasticnet,saga,0.03,balanced,0.5,194.0,0.0,0.49151896576240284,0.24901537574657467,5.0,0.3441860465116279,0.04796906796906796,0.2364949648361954,0.6659488198995906,0.4253738092614755,0.0,0.0,0.12284503304590033,0.9125711440539266,-0.12982263823850382,0.9462527854365078,0.10899528326541953,0.3879310344827586,0.039705882352941174,0.23282217795444235,0.6585196377048367,0.4433635301089323,0.0,0.0,0.015123608899801244,0.22938813420934967,-0.11093051103499219,0.13633407760134286,0.0912352174338266,0.6565217391304348,0.3245556255617279,0.22746096006238034,0.6487027094852335,0.380349323873729,0.3,0.125,0.1688768644799239,1.1204519596479716,-0.13852242051983032,1.2191301873457239,0.13963044307667505,0.25,0.3452380952380952,27.0,20.0,0.2589285714285714,0.08333333333333333,26.0,28.0,False,0.443,0.022,-0.182062596044812,-0.08397426514818657,-0.007216364907823961
l1_liblinear_c0.1_balanced,l1,liblinear,0.1,balanced,,194.0,0.0,0.7531651850896585,0.49003699879813545,5.0,0.3046511627906977,0.04767894267894268,0.2591691601630873,0.7156504466652073,0.43804237527146317,0.0,0.0,0.12298501394765249,0.9028436759762447,-0.13053478251542516,0.9421627828055673,0.10021199500704342,0.2327586206896552,0.03238770685579196,0.2669729157057793,0.7331526540924621,0.4638093201577851,0.0,0.0,0.017483277275233133,0.25924037038403785,-0.10675687852074167,0.16376722059961998,0.08418475033739724,0.6684782608695652,0.28477811175179596,0.26946646411131936,0.7402592259708728,0.42213689266290777,0.3,0.15789473684210525,0.17027375505951037,1.1314028806184826,-0.1365513935698165,1.2469572855179407,0.13718889001352663,0.14285714285714285,0.23809523809523805,28.0,25.0,0.13392857142857142,0.16666666666666666,27.0,27.0,False,0.029,0.018,-0.1729741097401259,-0.07335028888335071,-0.005416512953574215
