name,short_window,long_window,trend_rule,protect_fraction,vol_cap,dd_start,skew_limit,corr_limit,use_shape_flags,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection,MDD9Pass,MDD10Pass,ReturnRetention
s2_l9_either_p1.00_v0.18_dd0.03_shape0,2,9,either,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.10961927638603552,0.12323094355257933,0.9074919257895336,1.8018791607332052,-0.11610519729044777,0.9441375489144803,3.0592884128324673,0.6201550387596899,0.13555997689745278,0.6996789035722314,False,False,0.7191946408970159
s2_l9_either_p1.00_v0.18_dd0.03_shape1,2,9,either,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.10961927638603552,0.12323094355257933,0.9074919257895336,1.8018791607332052,-0.11610519729044777,0.9441375489144803,3.0592884128324673,0.6201550387596899,0.13555997689745278,0.6996789035722314,False,False,0.7191946408970159
s2_l9_both_p1.00_v0.18_dd0.03_shape0,2,9,both,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.10959697830847759,0.12460554468297486,0.8987182181359255,1.7457807111866268,-0.11610519729044777,0.9439454982735245,3.058627598018884,0.6201550387596899,0.16021626330161243,0.593523264538499,False,False,0.7190483467559609
s2_l9_both_p1.00_v0.18_dd0.03_shape1,2,9,both,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.10959697830847759,0.12460554468297486,0.8987182181359255,1.7457807111866268,-0.11610519729044777,0.9439454982735245,3.058627598018884,0.6201550387596899,0.16021626330161243,0.593523264538499,False,False,0.7190483467559609
s2_l6_both_p0.75_v0.18_dd0.03_shape0,2,6,both,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10938700078913755,0.12452815030904901,0.8976838459963871,1.7291127685453762,-0.11610519729044777,0.9421369873348215,3.052411154565462,0.6666666666666666,0.1321277838628768,0.6002259451943497,False,False,0.7176707176418405
s2_l6_both_p0.75_v0.18_dd0.03_shape1,2,6,both,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.10938700078913755,0.12452815030904901,0.8976838459963871,1.7291127685453762,-0.11610519729044777,0.9421369873348215,3.052411154565462,0.6666666666666666,0.1321277838628768,0.6002259451943497,False,False,0.7176707176418405
s2_l6_both_p1.00_v0.18_dd0.03_shape0,2,6,both,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.10926653293676991,0.1249365971522037,0.8942717552855949,1.7273752974716052,-0.11610519729044777,0.9410994123151066,3.0488498452212416,0.6356589147286822,0.15339074573175107,0.5887990426773095,False,False,0.7168803472190505
s2_l6_both_p1.00_v0.18_dd0.03_shape1,2,6,both,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.10926653293676991,0.1249365971522037,0.8942717552855949,1.7273752974716052,-0.11610519729044777,0.9410994123151066,3.0488498452212416,0.6356589147286822,0.15339074573175107,0.5887990426773095,False,False,0.7168803472190505
s1_l6_either_p0.50_v0.18_dd0.03_shape0,1,6,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10923469603726543,0.12433168268529163,0.8978004287036341,1.7267398674302967,-0.11610519729044777,0.9408252049561989,3.047909302358164,0.6666666666666666,0.13127082599413623,0.6046838972758677,False,False,0.7166714703840514
s1_l6_either_p0.50_v0.18_dd0.03_shape1,1,6,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10923469603726543,0.12433168268529163,0.8978004287036341,1.7267398674302967,-0.11610519729044777,0.9408252049561989,3.047909302358164,0.6666666666666666,0.13127082599413623,0.6046838972758677,False,False,0.7166714703840514
s3_l12_both_p0.75_v0.18_dd0.03_shape0,3,12,both,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10919786940354137,0.12452193141472487,0.8963404622361968,1.7264389294187652,-0.11610519729044777,0.9405080216208833,3.046821678336576,0.6666666666666666,0.1324514979985427,0.599181759685566,False,False,0.7164298566962968
s3_l12_both_p0.75_v0.18_dd0.03_shape1,3,12,both,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.10919786940354137,0.12452193141472487,0.8963404622361968,1.7264389294187652,-0.11610519729044777,0.9405080216208833,3.046821678336576,0.6666666666666666,0.1324514979985427,0.599181759685566,False,False,0.7164298566962968
s1_l6_both_p0.50_v0.18_dd0.03_shape0,1,6,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s1_l6_both_p0.50_v0.18_dd0.03_shape1,1,6,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s1_l9_both_p0.50_v0.18_dd0.03_shape0,1,9,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s1_l9_both_p0.50_v0.18_dd0.03_shape1,1,9,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s2_l6_both_p0.50_v0.18_dd0.03_shape0,2,6,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s2_l6_both_p0.50_v0.18_dd0.03_shape1,2,6,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s2_l9_both_p0.50_v0.18_dd0.03_shape0,2,9,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s2_l9_both_p0.50_v0.18_dd0.03_shape1,2,9,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l6_both_p0.50_v0.18_dd0.03_shape0,3,6,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l6_both_p0.50_v0.18_dd0.03_shape1,3,6,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l9_both_p0.50_v0.18_dd0.03_shape0,3,9,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l9_both_p0.50_v0.18_dd0.03_shape1,3,9,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l12_both_p0.50_v0.18_dd0.03_shape0,3,12,both,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l12_both_p0.50_v0.18_dd0.03_shape1,3,12,both,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10912066046765956,0.12446890998490882,0.8961066661033001,1.7253518515758497,-0.11610519729044777,0.9398430304087443,3.0445425610586905,0.6666666666666666,0.1315251967196357,0.5959351604854676,False,False,0.7159233011456105
s3_l6_both_p0.75_v0.18_dd0.03_shape0,3,6,both,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10905143624777236,0.12452132575702465,0.8952742942229598,1.724376998929239,-0.11610519729044777,0.939246810588248,3.0425004580200237,0.6666666666666666,0.1324333342706138,0.5994864720400117,False,False,0.7154691320468488
s3_l6_both_p0.75_v0.18_dd0.03_shape1,3,6,both,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.10905143624777236,0.12452132575702465,0.8952742942229598,1.724376998929239,-0.11610519729044777,0.939246810588248,3.0425004580200237,0.6666666666666666,0.1324333342706138,0.5994864720400117,False,False,0.7154691320468488
s3_l6_either_p0.50_v0.18_dd0.03_shape0,3,6,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10840012045727332,0.12447141290032843,0.8908267518296681,1.7129651781830857,-0.11610519729044777,0.9336371065810302,3.0233474928082984,0.6666666666666666,0.13196256564707864,0.5995879828865232,False,False,0.711195952716519
s3_l6_either_p0.50_v0.18_dd0.03_shape1,3,6,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10840012045727332,0.12447141290032843,0.8908267518296681,1.7129651781830857,-0.11610519729044777,0.9336371065810302,3.0233474928082984,0.6666666666666666,0.13196256564707864,0.5995879828865232,False,False,0.711195952716519
s3_l6_both_p1.00_v0.18_dd0.03_shape0,3,6,both,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.10819106723143723,0.12488257555754997,0.8867707265414625,1.7071479066007202,-0.11610519729044777,0.9318365564703136,3.017223177283916,0.6589147286821705,0.14137168279236226,0.6279363045274354,False,False,0.7098243877450986
s3_l6_both_p1.00_v0.18_dd0.03_shape1,3,6,both,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.10819106723143723,0.12488257555754997,0.8867707265414625,1.7071479066007202,-0.11610519729044777,0.9318365564703136,3.017223177283916,0.6589147286821705,0.14137168279236226,0.6279363045274354,False,False,0.7098243877450986
s2_l12_either_p0.50_v0.18_dd0.03_shape0,2,12,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.1079869884750666,0.12452369510494922,0.887477634025433,1.7094301454127736,-0.11610519729044777,0.9300788508625266,3.011255446846955,0.6589147286821705,0.12985232813120332,0.6075630674622118,False,False,0.7084854594768093
s2_l12_either_p0.50_v0.18_dd0.03_shape1,2,12,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.1079869884750666,0.12452369510494922,0.887477634025433,1.7094301454127736,-0.11610519729044777,0.9300788508625266,3.011255446846955,0.6589147286821705,0.12985232813120332,0.6075630674622118,False,False,0.7084854594768093
s2_l9_either_p0.50_v0.18_dd0.03_shape0,2,9,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10791904446439804,0.12451554075971262,0.8870307251722855,1.7084982255355314,-0.11610519729044777,0.9294936573289538,3.009270984991624,0.6589147286821705,0.13282751824146474,0.6036870984699639,False,False,0.7080396896271544
s2_l9_either_p0.50_v0.18_dd0.03_shape1,2,9,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10791904446439804,0.12451554075971262,0.8870307251722855,1.7084982255355314,-0.11610519729044777,0.9294936573289538,3.009270984991624,0.6589147286821705,0.13282751824146474,0.6036870984699639,False,False,0.7080396896271544
s1_l9_either_p0.50_v0.18_dd0.03_shape0,1,9,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10740263471092848,0.12435534992755098,0.884237602113337,1.7009595241164985,-0.11610519729044777,0.9250458826769913,2.994226769199571,0.6589147286821705,0.12833409977963123,0.6085598662681155,False,False,0.7046516073532454
s1_l9_either_p0.50_v0.18_dd0.03_shape1,1,9,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10740263471092848,0.12435534992755098,0.884237602113337,1.7009595241164985,-0.11610519729044777,0.9250458826769913,2.994226769199571,0.6589147286821705,0.12833409977963123,0.6085598662681155,False,False,0.7046516073532454
s1_l12_either_p0.50_v0.18_dd0.03_shape0,1,12,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10740263471092848,0.12435534992755098,0.884237602113337,1.7009595241164985,-0.11610519729044777,0.9250458826769913,2.994226769199571,0.6589147286821705,0.12833409977963123,0.6085598662681155,False,False,0.7046516073532454
s1_l12_either_p0.50_v0.18_dd0.03_shape1,1,12,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10740263471092848,0.12435534992755098,0.884237602113337,1.7009595241164985,-0.11610519729044777,0.9250458826769913,2.994226769199571,0.6589147286821705,0.12833409977963123,0.6085598662681155,False,False,0.7046516073532454
s3_l12_either_p0.50_v0.18_dd0.03_shape0,3,12,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.10726718495445864,0.12452574396475924,0.8822034328298801,1.697064915068274,-0.11610519729044777,0.923879270332059,2.9902921121471464,0.6589147286821705,0.13028969705864632,0.6112158898632672,False,False,0.7037629430400377
s3_l12_either_p0.50_v0.18_dd0.03_shape1,3,12,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.10726718495445864,0.12452574396475924,0.8822034328298801,1.697064915068274,-0.11610519729044777,0.923879270332059,2.9902921121471464,0.6589147286821705,0.13028969705864632,0.6112158898632672,False,False,0.7037629430400377
s3_l9_either_p0.50_v0.18_dd0.03_shape0,3,9,either,0.5,0.18,-0.03,-0.75,0.6,False,129.0,0.1065692220436889,0.12449593703888255,0.877274435302591,1.6872193950997607,-0.11610519729044777,0.9178678003284921,2.970091346214614,0.6589147286821705,0.12902583943257362,0.6034639518787711,False,False,0.699183719371358
s3_l9_either_p0.50_v0.18_dd0.03_shape1,3,9,either,0.5,0.18,-0.03,-0.75,0.6,True,129.0,0.1065692220436889,0.12449593703888255,0.877274435302591,1.6872193950997607,-0.11610519729044777,0.9178678003284921,2.970091346214614,0.6589147286821705,0.12902583943257362,0.6034639518787711,False,False,0.699183719371358
s1_l9_either_p0.75_v0.18_dd0.03_shape0,1,9,either,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10635552441287865,0.12384945811404045,0.8796354576622349,1.6985696026351653,-0.11610519729044777,0.9160272485203275,2.9639312064743564,0.6511627906976745,0.12455953754363754,0.6256968586020477,False,False,0.6977816831974475
s1_l9_either_p0.75_v0.18_dd0.03_shape1,1,9,either,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.10635552441287865,0.12384945811404045,0.8796354576622349,1.6985696026351653,-0.11610519729044777,0.9160272485203275,2.9639312064743564,0.6511627906976745,0.12455953754363754,0.6256968586020477,False,False,0.6977816831974475
s3_l12_both_p1.00_v0.18_dd0.03_shape0,3,12,both,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.1061596200940953,0.12502847786013946,0.8710683218056036,1.6793023868182053,-0.11610519729044777,0.9143399483532791,2.958294167686741,0.6511627906976745,0.14268338258821087,0.6228702075961065,False,False,0.696496386114283
s3_l12_both_p1.00_v0.18_dd0.03_shape1,3,12,both,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.1061596200940953,0.12502847786013946,0.8710683218056036,1.6793023868182053,-0.11610519729044777,0.9143399483532791,2.958294167686741,0.6511627906976745,0.14268338258821087,0.6228702075961065,False,False,0.696496386114283
s2_l6_either_p1.00_v0.18_dd0.03_shape0,2,6,either,1.0,0.18,-0.03,-0.75,0.6,False,129.0,0.10453781870295398,0.12254635916722698,0.8740966740105823,1.729545538487584,-0.11610519729044777,0.9003715694263287,2.9119998430897898,0.627906976744186,0.13790408509286178,0.7128803888112121,False,False,0.6858560050831166
s2_l6_either_p1.00_v0.18_dd0.03_shape1,2,6,either,1.0,0.18,-0.03,-0.75,0.6,True,129.0,0.10453781870295398,0.12254635916722698,0.8740966740105823,1.729545538487584,-0.11610519729044777,0.9003715694263287,2.9119998430897898,0.627906976744186,0.13790408509286178,0.7128803888112121,False,False,0.6858560050831166
s1_l6_either_p0.75_v0.18_dd0.03_shape0,1,6,either,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.1041680584509459,0.12327613290230706,0.8669729677430894,1.6668639922236723,-0.11610519729044777,0.8971868691662439,2.9015374556184383,0.6511627906976745,0.12921131686326276,0.6285179213096522,False,False,0.683430066868341
s1_l6_either_p0.75_v0.18_dd0.03_shape1,1,6,either,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.1041680584509459,0.12327613290230706,0.8669729677430894,1.6668639922236723,-0.11610519729044777,0.8971868691662439,2.9015374556184383,0.6511627906976745,0.12921131686326276,0.6285179213096522,False,False,0.683430066868341
s2_l9_either_p0.75_v0.18_dd0.03_shape0,2,9,either,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10415117775702165,0.12412645261131208,0.8617399191363443,1.6626997582487109,-0.11610519729044777,0.8970414777942968,2.9010606302054276,0.6434108527131783,0.13728730142640475,0.6305061635222732,False,False,0.6833193153198434
s2_l9_either_p0.75_v0.18_dd0.03_shape1,2,9,either,0.75,0.18,-0.03,-0.75,0.6,True,129.0,0.10415117775702165,0.12412645261131208,0.8617399191363443,1.6626997582487109,-0.11610519729044777,0.8970414777942968,2.9010606302054276,0.6434108527131783,0.13728730142640475,0.6305061635222732,False,False,0.6833193153198434
s3_l9_either_p0.75_v0.18_dd0.03_shape0,3,9,either,0.75,0.18,-0.03,-0.75,0.6,False,129.0,0.10267190363415435,0.1241271837747894,0.8508423677999547,1.6398608641492214,-0.11610519729044777,0.8843006689641222,2.8595508208939595,0.6434108527131783,0.13131996670777124,0.6285581435061466,False,False,0.6736140330313778
