signal_month,horizon,probability,raw_probability,calibration_method,train_rows,feature_count,fit_end_month,max_label_month,best_iteration
2019-02,3,0.5248758251060657,0.4829358738906665,platt_recent_validation,144,47,2018-11,2019-02,63
2019-02,6,0.5002212207287949,0.5118324099147066,platt_recent_validation,144,47,2018-08,2019-02,5
2019-03,1,0.5053652053560771,0.5626547192188962,platt_recent_validation,144,47,2019-02,2019-03,34
2019-03,3,0.6555540925587537,0.6270824254501892,platt_recent_validation,144,47,2018-12,2019-03,123
2019-03,6,0.5001420211141877,0.514476415511093,platt_recent_validation,144,47,2018-09,2019-03,4
2019-04,1,0.49980707041825095,0.4646176376784984,platt_recent_validation,144,47,2019-03,2019-04,21
2019-04,3,0.36159374444558073,0.2628005675171245,platt_recent_validation,144,47,2019-01,2019-04,122
2019-04,6,0.4992477556028661,0.5019950644010974,platt_recent_validation,144,47,2018-10,2019-04,7
2019-05,1,0.5002428689950845,0.515529524771618,platt_recent_validation,144,47,2019-04,2019-05,6
2019-05,3,0.4948086589084736,0.43856697489030316,platt_recent_validation,144,47,2019-02,2019-05,131
2019-05,6,0.5026634227916114,0.5300174855398841,platt_recent_validation,144,47,2018-11,2019-05,31
2019-06,1,0.5050154027150934,0.49324575842654156,platt_recent_validation,144,47,2019-05,2019-06,37
2019-06,3,0.5121582612239993,0.5050001778101991,platt_recent_validation,144,47,2019-03,2019-06,83
2019-06,6,0.49962267960838247,0.5016034387948688,platt_recent_validation,144,47,2018-12,2019-06,5
2019-07,1,0.49998826303451915,0.5049519796501365,platt_recent_validation,144,47,2019-06,2019-07,1
2019-07,3,0.490114257667226,0.44425639561139735,platt_recent_validation,144,47,2019-04,2019-07,124
2019-07,6,0.5651661694011898,0.6538240266191079,platt_recent_validation,144,47,2019-01,2019-07,72
2019-08,1,0.5000137121855537,0.5046372287003784,platt_recent_validation,144,47,2019-07,2019-08,1
2019-08,3,0.4815509993012905,0.4007247397945457,platt_recent_validation,144,47,2019-05,2019-08,57
2019-08,6,0.5450130376190653,0.624848261725226,platt_recent_validation,144,47,2019-02,2019-08,75
2019-09,1,0.4998923913523523,0.49618733867467646,platt_recent_validation,144,47,2019-08,2019-09,1
2019-09,3,0.48859901040184656,0.432159983414894,platt_recent_validation,144,47,2019-06,2019-09,56
2019-09,6,0.5083312980678686,0.5831198163996503,platt_recent_validation,144,47,2019-03,2019-09,47
2019-10,1,0.5186171979960184,0.5849068075228028,platt_recent_validation,144,47,2019-09,2019-10,35
2019-10,3,0.4893785861331353,0.4258366786520746,platt_recent_validation,144,47,2019-07,2019-10,71
2019-10,6,0.5001843900846261,0.5150789753735597,platt_recent_validation,144,47,2019-04,2019-10,3
2019-11,1,0.4998013935250758,0.5034606946240742,platt_recent_validation,144,47,2019-10,2019-11,1
2019-11,3,0.4913068326250818,0.44650510438166113,platt_recent_validation,144,47,2019-08,2019-11,48
2019-11,6,0.50021685858277,0.5144935300093418,platt_recent_validation,144,47,2019-05,2019-11,6
2019-12,1,0.44133544775837963,0.3555948473146103,platt_recent_validation,144,47,2019-11,2019-12,114
2019-12,3,0.45557469312315263,0.2752478141643513,platt_recent_validation,144,47,2019-09,2019-12,46
2019-12,6,0.44255036526235797,0.40943774809883404,platt_recent_validation,144,47,2019-06,2019-12,75
2020-01,1,0.499880967743382,0.5048155068943283,platt_recent_validation,144,47,2019-12,2020-01,1
2020-01,3,0.5100383839161396,0.4998864498955852,platt_recent_validation,144,47,2019-10,2020-01,57
2020-01,6,0.4560725603699603,0.4527161023664912,platt_recent_validation,144,47,2019-07,2020-01,64
2020-02,1,0.3422041719354534,0.22709634295732964,platt_recent_validation,144,47,2020-01,2020-02,73
2020-02,3,0.4940265465664042,0.4547747083069905,platt_recent_validation,144,47,2019-11,2020-02,18
2020-02,6,0.5000926331110036,0.5089102755057971,platt_recent_validation,144,47,2019-08,2020-02,3
2020-03,1,0.4999380778784269,0.4896823784630733,platt_recent_validation,144,47,2020-02,2020-03,1
2020-03,3,0.49989291387497037,0.5055429746382922,platt_recent_validation,144,47,2019-12,2020-03,1
2020-03,6,0.499274796040422,0.47585733034489863,platt_recent_validation,144,47,2019-09,2020-03,3
2020-04,1,0.49989808540390773,0.4914559611113665,platt_recent_validation,144,47,2020-03,2020-04,10
2020-04,3,0.4998056451963041,0.5052441297752537,platt_recent_validation,144,47,2020-01,2020-04,1
2020-04,6,0.5002301815585073,0.5227691248306763,platt_recent_validation,144,47,2019-10,2020-04,3
2020-05,1,0.5100717721102769,0.5285257755475925,platt_recent_validation,144,47,2020-04,2020-05,28
2020-05,3,0.5001035892414218,0.4965394743426945,platt_recent_validation,144,47,2020-02,2020-05,1
2020-05,6,0.4884426213445898,0.5125453653205772,platt_recent_validation,144,47,2019-11,2020-05,28
2020-06,1,0.5048435817256769,0.5790710420306693,platt_recent_validation,144,47,2020-05,2020-06,13
2020-06,3,0.5002155201492116,0.49449430732473865,platt_recent_validation,144,47,2020-03,2020-06,1
2020-06,6,0.4998118175557077,0.5177969923261452,platt_recent_validation,144,47,2019-12,2020-06,7
2020-07,1,0.5001542509680744,0.49631233527383345,platt_recent_validation,144,47,2020-06,2020-07,1
2020-07,3,0.5002015489880726,0.49449430732473865,platt_recent_validation,144,47,2020-04,2020-07,1
2020-07,6,0.5698006009757278,0.6526471786183587,platt_recent_validation,144,47,2020-01,2020-07,101
2020-08,1,0.49972603788360576,0.5162003472481081,platt_recent_validation,144,47,2020-07,2020-08,2
2020-08,3,0.5002473155386542,0.4919594132553538,platt_recent_validation,144,47,2020-05,2020-08,1
2020-08,6,0.39454635543673294,0.3969572533214855,platt_recent_validation,144,47,2020-02,2020-08,117
2020-09,1,0.4883751566149718,0.4155558236585382,platt_recent_validation,144,47,2020-08,2020-09,30
2020-09,3,0.4998991033707193,0.502952059349366,platt_recent_validation,144,47,2020-06,2020-09,1
2020-09,6,0.5985979208011435,0.6406844231048285,platt_recent_validation,144,47,2020-03,2020-09,52
2020-10,1,0.4822696755712405,0.4443022079072128,platt_recent_validation,144,47,2020-09,2020-10,20
2020-10,3,0.49992518862651203,0.5049760153693545,platt_recent_validation,144,47,2020-07,2020-10,2
2020-10,6,0.4398590222593789,0.4210315124377352,platt_recent_validation,144,47,2020-04,2020-10,100
2020-11,1,0.5011300672428053,0.4699301821415614,platt_recent_validation,144,47,2020-10,2020-11,19
2020-11,3,0.500061906076764,0.4908165356640763,platt_recent_validation,144,47,2020-08,2020-11,2
2020-11,6,0.6751819053436325,0.6963036885507645,platt_recent_validation,144,47,2020-05,2020-11,124
2020-12,1,0.5088422381094543,0.5210144606888748,platt_recent_validation,144,47,2020-11,2020-12,19
2020-12,3,0.5000318885089582,0.49361220112796056,platt_recent_validation,144,47,2020-09,2020-12,2
2020-12,6,0.41521450408364574,0.3606106919918736,platt_recent_validation,144,47,2020-06,2020-12,168
2021-01,1,0.4954562224000585,0.47823941170244993,platt_recent_validation,144,47,2020-12,2021-01,3
2021-01,3,0.5091306287727754,0.34541540169190743,platt_recent_validation,144,47,2020-10,2021-01,26
2021-01,6,0.5513720039415195,0.5008045038624381,platt_recent_validation,144,47,2020-07,2021-01,117
2021-02,1,0.4896822179333689,0.44667502831862954,platt_recent_validation,144,47,2021-01,2021-02,19
2021-02,3,0.4977117209749524,0.48900387945627116,platt_recent_validation,144,47,2020-11,2021-02,11
2021-02,6,0.5025694484336268,0.505035284002558,platt_recent_validation,144,47,2020-08,2021-02,42
2021-03,1,0.48883381835478357,0.44580865450853957,platt_recent_validation,144,47,2021-02,2021-03,20
2021-03,3,0.498954447465183,0.4905204038338749,platt_recent_validation,144,47,2020-12,2021-03,21
2021-03,6,0.4980134878451781,0.45778549412192215,platt_recent_validation,144,47,2020-09,2021-03,288
2021-04,1,0.5024444560434849,0.517094573773204,platt_recent_validation,144,47,2021-03,2021-04,3
2021-04,3,0.50111832904212,0.3342482016699543,platt_recent_validation,144,47,2021-01,2021-04,119
2021-04,6,0.33672009193533065,0.22424657627288594,platt_recent_validation,144,47,2020-10,2021-04,295
2021-05,1,0.5000160833155814,0.4975864460628388,platt_recent_validation,144,47,2021-04,2021-05,3
2021-05,3,0.4758051872376245,0.1574846588768967,platt_recent_validation,144,47,2021-02,2021-05,144
2021-05,6,0.29160129642943683,0.14436891186180476,platt_recent_validation,144,47,2020-11,2021-05,148
2021-06,1,0.49998284601259146,0.4969657914067281,platt_recent_validation,144,47,2021-05,2021-06,3
2021-06,3,0.5012254214122202,0.43317318168736013,platt_recent_validation,144,47,2021-03,2021-06,60
2021-06,6,0.5,0.4967710558251662,platt_recent_validation,144,47,2020-12,2021-06,5
2021-07,1,0.49997375336927646,0.5210641227716097,platt_recent_validation,144,47,2021-06,2021-07,2
2021-07,3,0.5020561764127996,0.5410369539936191,platt_recent_validation,144,47,2021-04,2021-07,49
2021-07,6,0.49999642694360485,0.5001778369548311,platt_recent_validation,144,47,2021-01,2021-07,1
2021-08,1,0.49985975608108824,0.5105929344373389,platt_recent_validation,144,47,2021-07,2021-08,1
2021-08,3,0.49962689284744105,0.5025416926970618,platt_recent_validation,144,47,2021-05,2021-08,1
2021-08,6,0.7147010778456452,0.7839218594698134,platt_recent_validation,144,47,2021-02,2021-08,298
2021-09,1,0.5001306154374251,0.4852150630653449,platt_recent_validation,144,47,2021-08,2021-09,2
2021-09,3,0.4995493487863512,0.5023266114269215,platt_recent_validation,144,47,2021-06,2021-09,1
2021-09,6,0.5006974575042948,0.5098188758657491,platt_recent_validation,144,47,2021-03,2021-09,1
2021-10,1,0.500088470270131,0.5036208535081432,platt_recent_validation,144,47,2021-09,2021-10,1
2021-10,3,0.49970216382105126,0.5027922033711324,platt_recent_validation,144,47,2021-07,2021-10,1
2021-10,6,0.5002963462444147,0.5064935880993332,platt_recent_validation,144,47,2021-04,2021-10,5
2021-11,1,0.499952116738872,0.49895644257772037,platt_recent_validation,144,47,2021-10,2021-11,1
2021-11,3,0.5022857513670095,0.5172441565622509,platt_recent_validation,144,47,2021-08,2021-11,11
2021-11,6,0.5010919696971236,0.534790098146541,platt_recent_validation,144,47,2021-05,2021-11,4
2021-12,1,0.5003255307799837,0.492441548100326,platt_recent_validation,144,47,2021-11,2021-12,1
2021-12,3,0.4987939704894702,0.5098378472488898,platt_recent_validation,144,47,2021-09,2021-12,3
2021-12,6,0.5004804458119285,0.5241384597242953,platt_recent_validation,144,47,2021-06,2021-12,3
2022-01,1,0.49998898851860896,0.49099045309906825,platt_recent_validation,144,47,2021-12,2022-01,2
2022-01,3,0.505392000625925,0.5318676343283404,platt_recent_validation,144,47,2021-10,2022-01,18
2022-01,6,0.49983211852140064,0.5214857003213247,platt_recent_validation,144,47,2021-07,2022-01,5
2022-02,1,0.5000249907176176,0.49878657911062874,platt_recent_validation,144,47,2022-01,2022-02,1
2022-02,3,0.5,0.4951328051872819,platt_recent_validation,144,47,2021-11,2022-02,1
2022-02,6,0.4996987302013524,0.5092648447196011,platt_recent_validation,144,47,2021-08,2022-02,1
2022-03,1,0.5000876001406589,0.4922615253492974,platt_recent_validation,144,47,2022-02,2022-03,1
2022-03,3,0.49993557228418006,0.484481170985818,platt_recent_validation,144,47,2021-12,2022-03,17
2022-03,6,0.49938497307907387,0.5215599702538579,platt_recent_validation,144,47,2021-09,2022-03,4
2022-04,1,0.49885497690587505,0.486652104541045,platt_recent_validation,144,47,2022-03,2022-04,2
2022-04,3,0.5000253770556229,0.49829164640706075,platt_recent_validation,144,47,2022-01,2022-04,1
2022-04,6,0.5012276474336528,0.5482644901232889,platt_recent_validation,144,47,2021-10,2022-04,7
2022-05,1,0.49925787752797113,0.48671863666813403,platt_recent_validation,144,47,2022-04,2022-05,2
2022-05,3,0.500014123789407,0.49359914757395507,platt_recent_validation,144,47,2022-02,2022-05,1
2022-05,6,0.5009807864683749,0.5102615041636761,platt_recent_validation,144,47,2021-11,2022-05,10
2022-06,1,0.4999130737198415,0.49706216711091133,platt_recent_validation,144,47,2022-05,2022-06,1
2022-06,3,0.5000691666461093,0.49359914757395507,platt_recent_validation,144,47,2022-03,2022-06,1
2022-06,6,0.5059067779265736,0.5788636626338046,platt_recent_validation,144,47,2021-12,2022-06,10
2022-07,1,0.49993558143026307,0.49706216711091133,platt_recent_validation,144,47,2022-06,2022-07,1
2022-07,3,0.5000305302242531,0.5042020676225807,platt_recent_validation,144,47,2022-04,2022-07,3
2022-07,6,0.500830704232264,0.5149079645947031,platt_recent_validation,144,47,2022-01,2022-07,4
2022-08,1,0.49902102019370126,0.47777574268133083,platt_recent_validation,144,47,2022-07,2022-08,3
2022-08,3,0.50000726378258,0.5026066102024418,platt_recent_validation,144,47,2022-05,2022-08,3
2022-08,6,0.49967711844541723,0.5098903489070299,platt_recent_validation,144,47,2022-02,2022-08,1
2022-09,1,0.49906159116088483,0.4778664252476088,platt_recent_validation,144,47,2022-08,2022-09,3
2022-09,3,0.4999059402471981,0.49341067131575395,platt_recent_validation,144,47,2022-06,2022-09,7
2022-09,6,0.49941810802841125,0.5107543233905294,platt_recent_validation,144,47,2022-03,2022-09,1
2022-10,1,0.4999449560665407,0.49706216711091133,platt_recent_validation,144,47,2022-09,2022-10,1
2022-10,3,0.5005447199063693,0.5124485108345249,platt_recent_validation,144,47,2022-07,2022-10,7
2022-10,6,0.4995393093021267,0.510445313889269,platt_recent_validation,144,47,2022-04,2022-10,1
2022-11,1,0.4999284529228158,0.49706216711091133,platt_recent_validation,144,47,2022-10,2022-11,1
2022-11,3,0.5005783991406211,0.5268521896430187,platt_recent_validation,144,47,2022-08,2022-11,7
2022-11,6,0.5029960017570072,0.5585861849070118,platt_recent_validation,144,47,2022-05,2022-11,11
2022-12,1,0.49993306489486117,0.49706216711091133,platt_recent_validation,144,47,2022-11,2022-12,1
2022-12,3,0.4998013874375773,0.5052634147894093,platt_recent_validation,144,47,2022-09,2022-12,1
2022-12,6,0.47508709451327313,0.4501383423454608,platt_recent_validation,144,47,2022-06,2022-12,69
2023-01,1,0.4280714726074144,0.33829512257859773,platt_recent_validation,144,47,2022-12,2023-01,35
2023-01,3,0.49999275139049343,0.5005878786479013,platt_recent_validation,144,47,2022-10,2023-01,1
2023-01,6,0.4920679060680604,0.4593056350089961,platt_recent_validation,144,47,2022-07,2023-01,22
2023-02,1,0.44394617154582494,0.3539160748168619,platt_recent_validation,144,47,2023-01,2023-02,31
2023-02,3,0.49993118447982204,0.507251263922028,platt_recent_validation,144,47,2022-11,2023-02,3
2023-02,6,0.49189912741398734,0.44204128277602894,platt_recent_validation,144,47,2022-08,2023-02,25
2023-03,1,0.5324947718403968,0.5108260606939115,platt_recent_validation,144,47,2023-02,2023-03,27
2023-03,3,0.5004153821240159,0.4866958668582061,platt_recent_validation,144,47,2022-12,2023-03,3
2023-03,6,0.5006099317383664,0.47327713740443333,platt_recent_validation,144,47,2022-09,2023-03,16
2023-04,1,0.520551479223891,0.5300573039092515,platt_recent_validation,144,47,2023-03,2023-04,11
2023-04,3,0.5009271648702975,0.48659583820741875,platt_recent_validation,144,47,2023-01,2023-04,3
2023-04,6,0.5005762886731928,0.4797035711858916,platt_recent_validation,144,47,2022-10,2023-04,5
2023-05,1,0.5003132869062373,0.5036142808688242,platt_recent_validation,144,47,2023-04,2023-05,2
2023-05,3,0.5010547656843877,0.4763241008690148,platt_recent_validation,144,47,2023-02,2023-05,3
2023-05,6,0.49988318269172405,0.49348992845430767,platt_recent_validation,144,47,2022-11,2023-05,1
2023-06,1,0.5002338689323964,0.5011968123243679,platt_recent_validation,144,47,2023-05,2023-06,1
2023-06,3,0.5006111857169478,0.49537472100643676,platt_recent_validation,144,47,2023-03,2023-06,3
2023-06,6,0.5009252988454403,0.4885128026853402,platt_recent_validation,144,47,2022-12,2023-06,2
2023-07,1,0.5013347853336767,0.5067241321541338,platt_recent_validation,144,47,2023-06,2023-07,3
2023-07,3,0.4991834584323116,0.4875541574776242,platt_recent_validation,144,47,2023-04,2023-07,4
2023-07,6,0.5002703758814373,0.4895149248217606,platt_recent_validation,144,47,2023-01,2023-07,1
2023-08,1,0.5079899562902412,0.4809193888075054,platt_recent_validation,144,47,2023-07,2023-08,19
2023-08,3,0.4983183369130656,0.4791186536105247,platt_recent_validation,144,47,2023-05,2023-08,19
2023-08,6,0.5002703758814373,0.4895149248217606,platt_recent_validation,144,47,2023-02,2023-08,1
2023-09,1,0.5000112256478915,0.5015316934055578,platt_recent_validation,144,47,2023-08,2023-09,1
2023-09,3,0.49620437026970654,0.46615078659959175,platt_recent_validation,144,47,2023-06,2023-09,10
2023-09,6,0.5000012477173704,0.4999344864937061,platt_recent_validation,144,47,2023-03,2023-09,1
2023-10,1,0.5951030382270182,0.6012984879964695,platt_recent_validation,144,47,2023-09,2023-10,42
2023-10,3,0.49937826946466524,0.4497179912486584,platt_recent_validation,144,47,2023-07,2023-10,10
2023-10,6,0.49981488610882446,0.5102783088864111,platt_recent_validation,144,47,2023-04,2023-10,2
2023-11,1,0.4997260233116939,0.4876465328411195,platt_recent_validation,144,47,2023-10,2023-11,5
2023-11,3,0.4999042274325495,0.5059356318877056,platt_recent_validation,144,47,2023-08,2023-11,10
2023-11,6,0.4991384459748227,0.47793944748616296,platt_recent_validation,144,47,2023-05,2023-11,6
2023-12,1,0.5000184125363195,0.50185287525421,platt_recent_validation,144,47,2023-11,2023-12,1
2023-12,3,0.4999202269864766,0.49196812807848683,platt_recent_validation,144,47,2023-09,2023-12,1
2023-12,6,0.5000136305926964,0.5029206899511384,platt_recent_validation,144,47,2023-06,2023-12,1
2024-01,1,0.5,0.49220777957086326,platt_recent_validation,144,47,2023-12,2024-01,1
2024-01,3,0.49999527838928054,0.5019907983039114,platt_recent_validation,144,47,2023-10,2024-01,1
2024-01,6,0.4995281019774542,0.481643378367519,platt_recent_validation,144,47,2023-07,2024-01,6
2024-02,1,0.4997824744781937,0.4843118721213269,platt_recent_validation,144,47,2024-01,2024-02,3
2024-02,3,0.5001478083510774,0.4944935978572416,platt_recent_validation,144,47,2023-11,2024-02,1
2024-02,6,0.49670276635655247,0.45620487801423776,platt_recent_validation,144,47,2023-08,2024-02,7
2024-03,1,0.4999664794957039,0.49367937752119045,platt_recent_validation,144,47,2024-02,2024-03,1
2024-03,3,0.49875436165618314,0.4732105064012421,platt_recent_validation,144,47,2023-12,2024-03,4
2024-03,6,0.5094546971875942,0.5467780156756284,platt_recent_validation,144,47,2023-09,2024-03,18
2024-04,1,0.5350884784983183,0.5290707292811889,platt_recent_validation,144,47,2024-03,2024-04,49
2024-04,3,0.5005360077398716,0.5016790880691168,platt_recent_validation,144,47,2024-01,2024-04,5
2024-04,6,0.5051282370974095,0.5031920496685839,platt_recent_validation,144,47,2023-10,2024-04,17
2024-05,1,0.5007032901596047,0.4770896580627612,platt_recent_validation,144,47,2024-04,2024-05,32
2024-05,3,0.5024621107767447,0.5376125123721043,platt_recent_validation,144,47,2024-02,2024-05,7
2024-05,6,0.5013242624803654,0.48657899622783574,platt_recent_validation,144,47,2023-11,2024-05,10
2024-06,1,0.5001936435214268,0.5174280098231256,platt_recent_validation,144,47,2024-05,2024-06,3
2024-06,3,0.4998354309574826,0.5193118715411367,platt_recent_validation,144,47,2024-03,2024-06,4
2024-06,6,0.5001576552793836,0.4899838127866728,platt_recent_validation,144,47,2023-12,2024-06,1
2024-07,1,0.501066000499523,0.5415316561658782,platt_recent_validation,144,47,2024-06,2024-07,9
2024-07,3,0.5000193910163001,0.49845130506516316,platt_recent_validation,144,47,2024-04,2024-07,1
2024-07,6,0.5000419378407368,0.5030596505125455,platt_recent_validation,144,47,2024-01,2024-07,1
2024-08,1,0.49682532133493296,0.4724242680170099,platt_recent_validation,144,47,2024-07,2024-08,50
2024-08,3,0.4999852784558164,0.5024219968442628,platt_recent_validation,144,47,2024-05,2024-08,1
2024-08,6,0.4989526509393509,0.51012217255961,platt_recent_validation,144,47,2024-02,2024-08,5
2024-09,1,0.5028429031359397,0.5039693178936423,platt_recent_validation,144,47,2024-08,2024-09,41
2024-09,3,0.5000090517180852,0.4972464477290766,platt_recent_validation,144,47,2024-06,2024-09,2
2024-09,6,0.5068913647122649,0.5630866868586584,platt_recent_validation,144,47,2024-03,2024-09,11
2024-10,1,0.4470211039332786,0.3409013895492408,platt_recent_validation,144,47,2024-09,2024-10,48
2024-10,3,0.5002175664390872,0.5024008573835577,platt_recent_validation,144,47,2024-07,2024-10,5
2024-10,6,0.5000058248365138,0.497457726631194,platt_recent_validation,144,47,2024-04,2024-10,1
2024-11,1,0.48216977231566116,0.4100378160875697,platt_recent_validation,144,47,2024-10,2024-11,62
2024-11,3,0.5000194787520935,0.49882649440891624,platt_recent_validation,144,47,2024-08,2024-11,1
2024-11,6,0.49993326999390686,0.5106290246062262,platt_recent_validation,144,47,2024-05,2024-11,1
2024-12,1,0.4998996094827749,0.5069303542775341,platt_recent_validation,144,47,2024-11,2024-12,3
2024-12,3,0.49967381649360504,0.48887390808422004,platt_recent_validation,144,47,2024-09,2024-12,4
2024-12,6,0.5004347933095141,0.5313280220186203,platt_recent_validation,144,47,2024-06,2024-12,8
2025-01,1,0.5000045370835501,0.4999028123190005,platt_recent_validation,144,47,2024-12,2025-01,1
2025-01,3,0.5000239524355319,0.5080115549205706,platt_recent_validation,144,47,2024-10,2025-01,1
2025-01,6,0.5140809501582053,0.5611190214963336,platt_recent_validation,144,47,2024-07,2025-01,22
2025-02,1,0.5004895150126538,0.5195896049362004,platt_recent_validation,144,47,2025-01,2025-02,7
2025-02,3,0.5070353681658125,0.4833390769818413,platt_recent_validation,144,47,2024-11,2025-02,62
2025-02,6,0.5074603636041165,0.5459144098583723,platt_recent_validation,144,47,2024-08,2025-02,10
2025-03,1,0.500513676001697,0.523969003578554,platt_recent_validation,144,47,2025-02,2025-03,12
2025-03,3,0.47267270903694963,0.35408621366701126,platt_recent_validation,144,47,2024-12,2025-03,81
2025-03,6,0.5044690162625328,0.5218049855426988,platt_recent_validation,144,47,2024-09,2025-03,14
2025-04,1,0.4807188777328988,0.41171980531828767,platt_recent_validation,144,47,2025-03,2025-04,47
2025-04,3,0.40608955386307477,0.23003752616783482,platt_recent_validation,144,47,2025-01,2025-04,109
2025-04,6,0.5172676042316462,0.5563786791309406,platt_recent_validation,144,47,2024-10,2025-04,39
2025-05,1,0.509049806853424,0.49325231438428646,platt_recent_validation,144,47,2025-04,2025-05,41
2025-05,3,0.5353255314495932,0.5483048531860605,platt_recent_validation,144,47,2025-02,2025-05,33
2025-05,6,0.49866049768286996,0.47787518335864815,platt_recent_validation,144,47,2024-11,2025-05,5
2025-06,1,0.49894456657812314,0.462709918745158,platt_recent_validation,144,47,2025-05,2025-06,23
2025-06,3,0.5032951405535223,0.47948319533055395,platt_recent_validation,144,47,2025-03,2025-06,29
2025-06,6,0.5003594148110102,0.5172446380189923,platt_recent_validation,144,47,2024-12,2025-06,2
2025-07,1,0.4920057487092423,0.4221893589651469,platt_recent_validation,144,47,2025-06,2025-07,24
2025-07,3,0.3978274561980491,0.2182384276023105,platt_recent_validation,144,47,2025-04,2025-07,72
2025-07,6,0.49973382896157564,0.5048547690382762,platt_recent_validation,144,47,2025-01,2025-07,1
2025-08,1,0.5119754454429084,0.5288262947889797,platt_recent_validation,144,47,2025-07,2025-08,22
2025-08,3,0.47252684029806796,0.2962352353962369,platt_recent_validation,144,47,2025-05,2025-08,42
2025-08,6,0.5003746443618337,0.5058866544366063,platt_recent_validation,144,47,2025-02,2025-08,1
2025-09,1,0.4969006088758273,0.4838437570529059,platt_recent_validation,144,47,2025-08,2025-09,28
2025-09,3,0.4142686219766344,0.29206414529386865,platt_recent_validation,144,47,2025-06,2025-09,91
2025-09,6,0.4919356081173953,0.40741781708858543,platt_recent_validation,144,47,2025-03,2025-09,28
2025-10,1,0.5460465966785703,0.6674509687420958,platt_recent_validation,144,47,2025-09,2025-10,35
2025-10,3,0.4965924363760094,0.4648695331170449,platt_recent_validation,144,47,2025-07,2025-10,19
2025-10,6,0.5,0.5077446714294124,platt_recent_validation,144,47,2025-04,2025-10,1
2025-11,1,0.47328148519740465,0.4670075287777388,platt_recent_validation,144,47,2025-10,2025-11,42
2025-11,3,0.4917643779051711,0.4431399056212245,platt_recent_validation,144,47,2025-08,2025-11,17
2025-11,6,0.5003262921588628,0.5058747359707303,platt_recent_validation,144,47,2025-05,2025-11,1
2025-12,1,0.48112741929957326,0.38364052600404897,platt_recent_validation,144,47,2025-11,2025-12,58
2025-12,3,0.43022333881097174,0.3064913716554944,platt_recent_validation,144,47,2025-09,2025-12,42
2025-12,6,0.5000445244729163,0.49790499605012073,platt_recent_validation,144,47,2025-06,2025-12,3
2026-01,1,0.4961625394606388,0.4856656271709786,platt_recent_validation,144,47,2025-12,2026-01,22
2026-01,3,0.39821222057635336,0.22484901043159242,platt_recent_validation,144,47,2025-10,2026-01,117
2026-01,6,0.4795931061958289,0.37795689298252905,platt_recent_validation,144,47,2025-07,2026-01,52
2026-02,1,0.5137855405414068,0.5359584042281734,platt_recent_validation,144,47,2026-01,2026-02,36
2026-02,3,0.4568778138773002,0.266104618248662,platt_recent_validation,144,47,2025-11,2026-02,85
2026-02,6,0.5002593481241278,0.4985671325638681,platt_recent_validation,144,47,2025-08,2026-02,6
2026-03,1,0.4855983735496159,0.4400775402080011,platt_recent_validation,144,47,2026-02,2026-03,19
2026-03,3,0.4986194996951523,0.4739012795653998,platt_recent_validation,144,47,2025-12,2026-03,3
2026-03,6,0.49959776206871026,0.4910201197911256,platt_recent_validation,144,47,2025-09,2026-03,4
2026-04,1,0.5607332093645225,0.6229228492652297,platt_recent_validation,144,47,2026-03,2026-04,52
2026-04,3,0.5163353082040243,0.4838357345846821,platt_recent_validation,144,47,2026-01,2026-04,115
2026-04,6,0.49940484890752534,0.4928219841413369,platt_recent_validation,144,47,2025-10,2026-04,2
2026-05,1,0.515692339426515,0.5380539754560553,platt_recent_validation,144,47,2026-04,2026-05,20
2026-05,3,0.657653342014675,0.6485540142900341,platt_recent_validation,144,47,2026-02,2026-05,218
2026-05,6,0.5004509916984097,0.505580989662492,platt_recent_validation,144,47,2025-11,2026-05,6
2026-06,1,0.5447304051938485,0.6408782241743145,platt_recent_validation,144,47,2026-05,2026-06,48
2026-06,3,0.5141351495113152,0.4446506170107455,platt_recent_validation,144,47,2026-03,2026-06,86
2026-06,6,0.5001991237870773,0.5060283738991115,platt_recent_validation,144,47,2025-12,2026-06,1
2026-07,1,0.5048945003875328,0.5362138487467757,platt_recent_validation,144,47,2026-06,2026-07,11
2026-07,3,0.6126964723520341,0.4959552081128926,platt_recent_validation,144,47,2026-04,2026-07,119
2026-07,6,0.4973087865685601,0.4915595082390245,platt_recent_validation,144,47,2026-01,2026-07,12
