month,sector_mean_corr_21,sector_corr_dispersion_21,sector_eigen_ratio_21,sector_mean_corr_63,sector_corr_dispersion_63,sector_eigen_ratio_63,sector_positive_breadth_5,sector_return_dispersion_5,sector_positive_breadth_20,sector_return_dispersion_20,kospi_skew_21,kospi_excess_kurt_21,kospi_skew_63,kospi_excess_kurt_63,kospi_skew_126,volume_ratio_5_20,volume_ratio_20_63,volume_z_63,down_volume_share_20,signed_volume_imbalance_20,index_volume_proxy_ratio_5_20,index_volume_proxy_ratio_20_63,index_volume_proxy_z_63,index_volume_proxy_momentum_20,index_volume_proxy_down_share_20,corr_kospi_semiconductor_63,corr_kospi_bank_63,corr_cyclical_defensive_63
2007-04,0.6618424911102476,0.09980535117030037,0.7015827701761229,0.6086573202447836,0.08577138156907493,0.6541976930021957,0.5,0.019977723527184243,1.0,0.020991993641198445,-1.0295047907595902,1.9445127021874709,-0.47035420755060137,0.6957660892850632,-0.31320336494831247,1.0482656372891073,1.0011833275947062,0.033753140262053775,0.3499045378661089,0.30019092426778216,1.05955754630903,1.0130436857206406,0.1510369997267424,-0.23942178402194192,0.3480055670389436,0.7799125693408275,0.8597657461119442,0.839062137342614
2007-05,0.20787213922313325,0.28336469985996393,0.3738069771527868,0.4542910479887518,0.15849244286038497,0.5270217864807728,0.0,0.020998805248819283,0.25,0.048443801737180534,-0.4698808009739786,-0.23174785976646106,-0.7619591729396393,1.6189198156909885,-0.2671259623768381,1.0905215172481044,1.18863111997964,0.36100030678357664,0.3413799754846328,0.3172400490307344,1.1105885506612077,1.229987363010509,0.5517687256644214,0.2520977248957257,0.34202034295443406,0.7599463942210174,0.7984259085652411,0.5958836134066732
2007-06,0.20217259156359915,0.27902122358748566,0.37394348015771195,0.38673617544300065,0.16026135442900372,0.46863344056511597,0.5,0.04761421309473729,0.75,0.07823095655176614,-0.7628796992650696,0.8175474770622002,-1.278398902458767,2.827240193854813,-0.3808200727174919,1.1011228485274496,1.0438963195746527,1.5911055108224965,0.25294779243369464,0.49410441513261066,1.1252420951304323,1.1022629631493857,1.7781206108577388,1.0921498545065607,0.25371130814606585,0.7247178830823705,0.6765396069546539,0.42975459804378086
2007-07,0.3782620388802703,0.22159396692552588,0.47496316412173484,0.2841000433495437,0.20472244018399163,0.4004235945072831,0.25,0.03877951358498076,0.75,0.04378102998205331,0.5434396146702221,-0.5073943104769287,0.20957599333379176,0.43828010490669644,-0.2874183391491061,0.6525236426214386,1.2820509652643597,-0.6321816197737216,0.4280442387327121,0.1439115225345758,0.649326430379256,1.3610460543163532,-0.33905189478293785,-0.37136908869454566,0.4258988523983808,0.5687580569987889,0.35426573865162525,0.2984711162325444
2007-08,0.5003745449714576,0.12015048758155712,0.5605631956163033,0.38558976243327003,0.13267220574688085,0.46499543629658036,0.25,0.01976239237057565,1.0,0.02738642997071838,-1.1079876518377176,2.2324241764133057,-0.6512974325992816,2.753367098292876,-0.6518628712912359,1.0158544899541564,1.0118546400347042,-0.4620952725485348,0.2564452972015991,0.4871094055968018,1.0341755309661913,1.0928756927161742,-0.1275732037786581,0.21644663898647543,0.25806458676382193,0.649405334093997,0.5277779327199076,0.5574972137696631
2007-09,0.8480422672462563,0.05447717240520818,0.865414734674524,0.6581069941027072,0.08585762847741138,0.698903708098787,1.0,0.015975945208775214,0.5,0.033666106543548444,-0.5603584379827886,0.8691059509104826,-0.8824431002885886,2.5181745411006906,-1.0619484601676465,0.9220338270282841,0.7799121967936499,-1.0162569500303555,0.4342037896359607,0.1315924207280786,0.932429095686377,0.7716221992580535,-0.9766780048922424,-0.25855673892072706,0.42780909040112985,0.8258841009453971,0.7535885491625689,0.8599868751379756
2007-10,0.5903787545851815,0.14281143171676766,0.6393323925716499,0.7198915190555719,0.05594425294535044,0.7518508017792871,1.0,0.015538515462718533,0.75,0.030448087445043313,-0.1302287376474254,0.8462908029292984,-0.8223351935777015,2.064315136032855,-0.9462012667776031,1.097267212921703,0.8358301288451847,-0.8484647226024363,0.3478922970040417,0.30421540599191665,1.1264372199921997,0.8407467943793562,-0.5963040147533071,-0.07502761618814091,0.34282343697667345,0.8842571603862314,0.8278749070789846,0.8761777088833146
2007-11,0.5302202814702409,0.11896531208483292,0.5845048435489383,0.724483589541476,0.06170696830894449,0.7557841695675833,0.75,0.039035062654599974,0.0,0.04138168124135362,-0.1796842790457153,-0.45114862495000585,-0.6432975750103497,1.3018143937838564,-0.7540888017228895,1.0455900997908594,1.1746793494074592,0.6587270915923805,0.4530851742337514,0.09382965153249723,1.0441959492823292,1.2342190349244813,0.92664437187463,0.48162313757032105,0.44854076024815753,0.8505474398131728,0.8271810618737118,0.8949026967441259
2007-12,0.5520659973814611,0.19168619066321207,0.6117478757796734,0.5391577381630168,0.10363895251382321,0.5921855009765841,0.75,0.02902587133189418,0.0,0.03453136377144079,0.6039825606049979,0.39576056352149847,0.07593636272997754,-0.0027779310178934757,-0.4393275462710763,0.9476573172215011,1.0050670535163624,-0.5215989370083571,0.6481016699863633,-0.29620333997272674,0.9082799238579594,0.9940959591959817,-0.5802196408814035,-0.26575436550710785,0.6452215065103192,0.7507175837514648,0.7473948998476394,0.7350442350937049
2008-01,0.48693350613060293,0.23196464711740147,0.5772634566954699,0.5019409779983205,0.13103017207316722,0.5634047280858793,1.0,0.04354468956678454,1.0,0.05413997564120003,-0.0748581664145752,-0.5868000224523771,0.09650351159582049,-0.007517685828774212,-0.42265425067627593,0.8806159402985733,0.8060445804286454,-2.7996076286411835,0.4769732623419143,0.04605347531617142,0.8795151590567317,0.7892910211186319,-2.6650671844180107,-0.36161435790541585,0.4751664471487711,0.7488864830174877,0.647146452837837,0.6384214824681375
