target_month,signal_date,factor_name,p_up,score,p_risk,switches_in_window,realized_10d_return,realized_up
2022-05,2022-04-29,jump_downside_sortino,0.030000000000000027,-0.94,0.97,16,-0.018023084604038342,0.0
2022-06,2022-05-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,16,-0.08958793065966231,0.0
2022-07,2022-06-30,jump_downside_sortino,0.030000000000000027,-0.94,0.97,16,-0.005344094446792069,0.0
2022-08,2022-07-29,jump_downside_sortino,0.1555052204090267,-0.6889895591819466,0.8444947795909733,14,0.022850153053496136,1.0
2022-09,2022-08-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,16,-0.04188640503359897,0.0
2022-10,2022-09-30,jump_downside_sortino,0.030000000000000027,-0.94,0.97,16,0.0415559463908195,1.0
2022-11,2022-10-31,jump_downside_sortino,0.09330309001130033,-0.8133938199773993,0.9066969099886997,15,0.07425323613365808,1.0
2022-12,2022-11-30,jump_downside_sortino,0.9045005281037335,0.809001056207467,0.09549947189626648,14,-0.022291528190051646,0.0
2023-01,2022-12-29,jump_downside_sortino,0.030000000000000027,-0.94,0.97,10,0.0760262576709898,1.0
2023-02,2023-01-31,jump_downside_sortino,0.97,0.94,0.03,10,0.018659495190876285,1.0
2023-03,2023-02-28,jump_downside_sortino,0.055959402449680784,-0.8880811951006384,0.9440405975503192,10,-0.017865541893955283,0.0
2023-04,2023-03-31,jump_downside_sortino,0.2262818833541036,-0.5474362332917928,0.7737181166458964,10,0.035943902898995406,1.0
2023-05,2023-04-28,jump_downside_sortino,0.9515117269212277,0.9030234538424552,0.04848827307877241,23,-0.0007663212473590919,0.0
2023-06,2023-05-31,jump_downside_sortino,0.97,0.94,0.03,27,0.012069617322765902,1.0
2023-07,2023-06-30,jump_downside_sortino,0.97,0.94,0.03,26,0.015312044569328886,1.0
2023-08,2023-07-28,jump_downside_sortino,0.8384114905744926,0.6768229811489851,0.16158850942550745,25,-0.04045826206229308,0.0
2023-09,2023-08-31,jump_downside_sortino,0.97,0.94,0.03,24,0.017125508691564262,1.0
2023-10,2023-09-27,jump_downside_sortino,0.7096036813476423,0.41920736269528447,0.29039631865235777,24,0.005627439964418723,1.0
2023-11,2023-10-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,25,0.06930863510489615,1.0
2023-12,2023-11-30,jump_downside_sortino,0.97,0.94,0.03,24,0.006332096394227715,1.0
2024-01,2023-12-28,jump_downside_sortino,0.97,0.94,0.03,23,-0.05405015174138217,0.0
2024-02,2024-01-31,jump_downside_sortino,0.056103226912545545,-0.8877935461749089,0.9438967730874545,23,0.05645881425414401,1.0
2024-03,2024-02-29,jump_downside_sortino,0.97,0.94,0.03,24,0.012696841004153026,1.0
2024-04,2024-03-29,jump_downside_sortino,0.97,0.94,0.03,23,-0.024242328554308412,0.0
2024-05,2024-04-30,jump_downside_sortino,0.03381204416717387,-0.9323759116656523,0.9661879558328261,24,0.013642510166112842,1.0
2024-06,2024-05-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,25,0.03998872231331285,1.0
2024-07,2024-06-28,jump_downside_sortino,0.97,0.94,0.03,26,0.022960260008211275,1.0
2024-08,2024-07-31,jump_downside_sortino,0.03935733603981373,-0.9212853279203725,0.9606426639601863,25,-0.05481983816218272,0.0
