target_month,signal_date,factor_name,p_up,score,p_risk,switches_in_window,realized_10d_return,realized_up
2024-09,2024-08-30,jump_downside_sortino,0.030000000000000027,-0.94,0.97,18,-0.04986225245550213,0.0
2024-10,2024-09-30,jump_downside_sortino,0.030000000000000027,-0.94,0.97,20,0.00878484952820524,1.0
2024-11,2024-10-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,18,-0.058676768725183126,0.0
2024-12,2024-11-29,jump_downside_sortino,0.04684267958250132,-0.9063146408349974,0.9531573204174987,16,0.01470594944723902,1.0
2025-01,2024-12-30,jump_downside_sortino,0.03781408196803859,-0.9243718360639228,0.9621859180319614,16,0.03820949433052312,1.0
2025-02,2025-01-31,jump_downside_sortino,0.97,0.94,0.03,19,0.02750774096209052,1.0
2025-03,2025-02-28,jump_downside_sortino,0.7342208183433097,0.4684416366866193,0.26577918165669034,18,0.03759616278725919,1.0
2025-04,2025-03-31,jump_downside_sortino,0.7134002342737003,0.4268004685474006,0.2865997657262997,19,-0.02465683354821957,0.0
2025-05,2025-04-30,jump_downside_sortino,0.3214257717376404,-0.35714845652471916,0.6785742282623596,18,0.024605726694062247,1.0
2025-06,2025-05-30,jump_downside_sortino,0.97,0.94,0.03,20,0.09795242137777094,1.0
2025-07,2025-06-30,jump_downside_sortino,0.97,0.94,0.03,19,0.04136704606392172,1.0
2025-08,2025-07-31,jump_downside_sortino,0.97,0.94,0.03,25,-0.00466695427565067,0.0
2025-09,2025-08-29,jump_downside_sortino,0.05873852766722343,-0.8825229446655531,0.9412614723327766,20,0.07372686794014727,1.0
2025-10,2025-09-30,jump_downside_sortino,0.97,0.94,0.03,18,0.1297364874356277,1.0
2025-11,2025-10-31,jump_downside_sortino,0.97,0.94,0.03,3,-0.028119328276360545,0.0
2025-12,2025-11-28,jump_downside_sortino,0.9532386204370816,0.9064772408741633,0.04676137956291837,3,0.06010783571747491,1.0
2026-01,2025-12-30,jump_downside_sortino,0.22301459977087468,-0.5539708004582506,0.7769854002291253,18,0.1497660338959521,1.0
2026-02,2026-01-30,jump_downside_sortino,0.97,0.94,0.03,3,0.05892242329848063,1.0
2026-03,2026-02-27,jump_downside_sortino,0.97,0.94,0.03,3,-0.11830637636119845,0.0
2026-04,2026-03-31,jump_downside_sortino,0.030000000000000027,-0.94,0.97,4,0.1988598141889304,1.0
2026-05,2026-04-30,jump_downside_sortino,0.97,0.94,0.03,9,0.17952058667940052,1.0
2026-06,2026-05-29,jump_downside_sortino,0.9557860866432024,0.9115721732864049,0.044213913356797536,5,0.010940894640858234,1.0
2026-07,2026-06-30,jump_downside_sortino,0.030000000000000027,-0.94,0.97,12,-0.20825517367684832,0.0
