,signal_date,factor_name,p_up,score,p_extra_trees,p_hist_gradient_boosting,p_logistic,train_rows,feature_count,realized_10d_return,realized_up
2017-09,2017-06-30,technical_ml_ensemble,0.7353537520657266,1.0,0.7266210488186726,0.8407719358010975,0.63866827157741,1260.0,57.0,0.017078824695780037,1.0
2017-10,2017-09-29,technical_ml_ensemble,0.46133829585254515,-0.25774469431636565,0.42729860025117794,0.5486321862384479,0.40808410106800963,1260.0,57.0,0.04132488700668646,1.0
2017-11,2017-09-29,technical_ml_ensemble,0.46133829585254515,-0.25774469431636565,0.42729860025117794,0.5486321862384479,0.40808410106800963,1260.0,57.0,0.04132488700668646,1.0
2017-12,2017-09-29,technical_ml_ensemble,0.46133829585254515,-0.25774469431636565,0.42729860025117794,0.5486321862384479,0.40808410106800963,1260.0,57.0,0.04132488700668646,1.0
2018-01,2017-12-28,technical_ml_ensemble,0.34461892197404403,-1.0,0.38473534927797826,0.35396403740011295,0.2951573792440409,1260.0,57.0,0.009457081544606893,1.0
2018-02,2017-12-28,technical_ml_ensemble,0.34461892197404403,-1.0,0.38473534927797826,0.35396403740011295,0.2951573792440409,1260.0,57.0,0.009457081544606893,1.0
2018-03,2017-12-28,technical_ml_ensemble,0.34461892197404403,-1.0,0.38473534927797826,0.35396403740011295,0.2951573792440409,1260.0,57.0,0.009457081544606893,1.0
2018-04,2018-03-30,technical_ml_ensemble,0.6779908480175285,1.0,0.6363526788312563,0.6300031141196432,0.767616751101686,1260.0,57.0,0.00015655293183636232,1.0
2018-05,2018-03-30,technical_ml_ensemble,0.6779908480175285,1.0,0.6363526788312563,0.6300031141196432,0.767616751101686,1260.0,57.0,0.00015655293183636232,1.0
2018-06,2018-03-30,technical_ml_ensemble,0.6779908480175285,1.0,0.6363526788312563,0.6300031141196432,0.767616751101686,1260.0,57.0,0.00015655293183636232,1.0
2018-07,2018-06-29,technical_ml_ensemble,0.6422565522199508,0.9483770147996722,0.5670151087499951,0.6602919301980692,0.6994626177117881,1260.0,57.0,-0.003328069824965252,0.0
2018-08,2018-06-29,technical_ml_ensemble,0.6422565522199508,0.9483770147996722,0.5670151087499951,0.6602919301980692,0.6994626177117881,1260.0,57.0,-0.003328069824965252,0.0
2018-09,2018-06-29,technical_ml_ensemble,0.6422565522199508,0.9483770147996722,0.5670151087499951,0.6602919301980692,0.6994626177117881,1260.0,57.0,-0.003328069824965252,0.0
2018-10,2018-09-28,technical_ml_ensemble,0.4288171470811168,-0.47455235279255475,0.3477028506034455,0.4075030401150333,0.5312455505248713,1260.0,57.0,-0.07850635320101396,0.0
2018-11,2018-09-28,technical_ml_ensemble,0.4288171470811168,-0.47455235279255475,0.3477028506034455,0.4075030401150333,0.5312455505248713,1260.0,57.0,-0.07850635320101396,0.0
2018-12,2018-09-28,technical_ml_ensemble,0.4288171470811168,-0.47455235279255475,0.3477028506034455,0.4075030401150333,0.5312455505248713,1260.0,57.0,-0.07850635320101396,0.0
2019-01,2018-12-28,technical_ml_ensemble,0.46705951587022104,-0.21960322753185973,0.43296112524154146,0.4704817004220784,0.4977357219470433,1260.0,57.0,0.03611768604268262,1.0
2019-02,2018-12-28,technical_ml_ensemble,0.46705951587022104,-0.21960322753185973,0.43296112524154146,0.4704817004220784,0.4977357219470433,1260.0,57.0,0.03611768604268262,1.0
2019-03,2018-12-28,technical_ml_ensemble,0.46705951587022104,-0.21960322753185973,0.43296112524154146,0.4704817004220784,0.4977357219470433,1260.0,57.0,0.03611768604268262,1.0
2019-04,2019-03-29,technical_ml_ensemble,0.3715988766444995,-0.8560074890366702,0.3857242485934671,0.348458807445535,0.3806135738944962,1260.0,57.0,0.03992934626814182,1.0
2019-05,2019-03-29,technical_ml_ensemble,0.3715988766444995,-0.8560074890366702,0.3857242485934671,0.348458807445535,0.3806135738944962,1260.0,57.0,0.03992934626814182,1.0
2019-06,2019-03-29,technical_ml_ensemble,0.3715988766444995,-0.8560074890366702,0.3857242485934671,0.348458807445535,0.3806135738944962,1260.0,57.0,0.03992934626814182,1.0
2019-07,2019-06-28,technical_ml_ensemble,0.4197413854320342,-0.5350574304531053,0.33592107638371504,0.4704245624640898,0.4528785174482978,1260.0,57.0,-0.016354946758971534,0.0
2019-08,2019-06-28,technical_ml_ensemble,0.4197413854320342,-0.5350574304531053,0.33592107638371504,0.4704245624640898,0.4528785174482978,1260.0,57.0,-0.016354946758971534,0.0
2019-09,2019-06-28,technical_ml_ensemble,0.4197413854320342,-0.5350574304531053,0.33592107638371504,0.4704245624640898,0.4528785174482978,1260.0,57.0,-0.016354946758971534,0.0
2019-10,2019-09-30,technical_ml_ensemble,0.6131197495812727,0.7541316638751513,0.5199739776975926,0.6178937513449518,0.7014915197012737,1260.0,57.0,0.010025303965944365,1.0
2019-11,2019-09-30,technical_ml_ensemble,0.6131197495812727,0.7541316638751513,0.5199739776975926,0.6178937513449518,0.7014915197012737,1260.0,57.0,0.010025303965944365,1.0
2019-12,2019-09-30,technical_ml_ensemble,0.6131197495812727,0.7541316638751513,0.5199739776975926,0.6178937513449518,0.7014915197012737,1260.0,57.0,0.010025303965944365,1.0
2020-01,2019-12-30,technical_ml_ensemble,0.4566772856501508,-0.2888180956656613,0.37758426955546376,0.41620125623997656,0.576246331155012,1260.0,57.0,0.019140210805826063,1.0
2020-02,2019-12-30,technical_ml_ensemble,0.4566772856501508,-0.2888180956656613,0.37758426955546376,0.41620125623997656,0.576246331155012,1260.0,57.0,0.019140210805826063,1.0
2020-03,2019-12-30,technical_ml_ensemble,0.4566772856501508,-0.2888180956656613,0.37758426955546376,0.41620125623997656,0.576246331155012,1260.0,57.0,0.019140210805826063,1.0
2020-04,2020-03-31,technical_ml_ensemble,0.37688121083679343,-0.8207919277547104,0.39992212014526507,0.28602465624987455,0.4446968561152407,1260.0,57.0,0.04463361492616591,1.0
2020-05,2020-03-31,technical_ml_ensemble,0.37688121083679343,-0.8207919277547104,0.39992212014526507,0.28602465624987455,0.4446968561152407,1260.0,57.0,0.04463361492616591,1.0
2020-06,2020-03-31,technical_ml_ensemble,0.37688121083679343,-0.8207919277547104,0.39992212014526507,0.28602465624987455,0.4446968561152407,1260.0,57.0,0.04463361492616591,1.0
2020-07,2020-06-30,technical_ml_ensemble,0.35003659950149957,-0.9997560033233363,0.426193453175958,0.34650285892425836,0.2774134864042824,1260.0,57.0,0.044709642437235075,1.0
2020-08,2020-06-30,technical_ml_ensemble,0.35003659950149957,-0.9997560033233363,0.426193453175958,0.34650285892425836,0.2774134864042824,1260.0,57.0,0.044709642437235075,1.0
2020-09,2020-06-30,technical_ml_ensemble,0.35003659950149957,-0.9997560033233363,0.426193453175958,0.34650285892425836,0.2774134864042824,1260.0,57.0,0.044709642437235075,1.0
2020-10,2020-09-29,technical_ml_ensemble,0.5800283259322332,0.5335221728815547,0.5468678250776703,0.514412936817987,0.6788042159010422,1260.0,57.0,0.006916461750136715,1.0
2020-11,2020-09-29,technical_ml_ensemble,0.5800283259322332,0.5335221728815547,0.5468678250776703,0.514412936817987,0.6788042159010422,1260.0,57.0,0.006916461750136715,1.0
2020-12,2020-09-29,technical_ml_ensemble,0.5800283259322332,0.5335221728815547,0.5468678250776703,0.514412936817987,0.6788042159010422,1260.0,57.0,0.006916461750136715,1.0
2021-01,2020-12-30,technical_ml_ensemble,0.7365440783591938,1.0,0.6481575765291362,0.7427540680694201,0.8187205904790251,1260.0,57.0,0.07721528679556844,1.0
2021-02,2020-12-30,technical_ml_ensemble,0.7365440783591938,1.0,0.6481575765291362,0.7427540680694201,0.8187205904790251,1260.0,57.0,0.07721528679556844,1.0
2021-03,2020-12-30,technical_ml_ensemble,0.7365440783591938,1.0,0.6481575765291362,0.7427540680694201,0.8187205904790251,1260.0,57.0,0.07721528679556844,1.0
2021-04,2021-03-31,technical_ml_ensemble,0.40925850898650684,-0.6049432734232878,0.4241832510016354,0.4235026955920246,0.3800895803658606,1260.0,57.0,0.03923191423366301,1.0
2021-05,2021-03-31,technical_ml_ensemble,0.40925850898650684,-0.6049432734232878,0.4241832510016354,0.4235026955920246,0.3800895803658606,1260.0,57.0,0.03923191423366301,1.0
2021-06,2021-03-31,technical_ml_ensemble,0.40925850898650684,-0.6049432734232878,0.4241832510016354,0.4235026955920246,0.3800895803658606,1260.0,57.0,0.03923191423366301,1.0
2021-07,2021-06-30,technical_ml_ensemble,0.5780479105956065,0.5203194039707097,0.5132334099240854,0.5888935322184116,0.6320167896443223,1260.0,57.0,-0.011276895641254336,0.0
2021-08,2021-06-30,technical_ml_ensemble,0.5780479105956065,0.5203194039707097,0.5132334099240854,0.5888935322184116,0.6320167896443223,1260.0,57.0,-0.011276895641254336,0.0
2021-09,2021-06-30,technical_ml_ensemble,0.5780479105956065,0.5203194039707097,0.5132334099240854,0.5888935322184116,0.6320167896443223,1260.0,57.0,-0.011276895641254336,0.0
2021-10,2021-09-30,technical_ml_ensemble,0.5851055207206256,0.567370138137504,0.5114019300742215,0.5789166121209782,0.6649980199666771,1260.0,57.0,-0.02239085076548608,0.0
2021-11,2021-09-30,technical_ml_ensemble,0.5851055207206256,0.567370138137504,0.5114019300742215,0.5789166121209782,0.6649980199666771,1260.0,57.0,-0.02239085076548608,0.0
2021-12,2021-09-30,technical_ml_ensemble,0.5851055207206256,0.567370138137504,0.5114019300742215,0.5789166121209782,0.6649980199666771,1260.0,57.0,-0.02239085076548608,0.0
2022-01,2021-12-30,technical_ml_ensemble,0.3470483773330774,-1.0,0.3630629707746894,0.32454788810924273,0.35353427311529995,1260.0,57.0,-0.026335719146486802,0.0
2022-02,2021-12-30,technical_ml_ensemble,0.3470483773330774,-1.0,0.3630629707746894,0.32454788810924273,0.35353427311529995,1260.0,57.0,-0.026335719146486802,0.0
2022-03,2021-12-30,technical_ml_ensemble,0.3470483773330774,-1.0,0.3630629707746894,0.32454788810924273,0.35353427311529995,1260.0,57.0,-0.026335719146486802,0.0
2022-04,2022-03-31,technical_ml_ensemble,0.49860694807719574,-0.00928701281869504,0.46628516898887334,0.6093958318114052,0.42013984343130856,1260.0,57.0,-0.02278870862175042,0.0
2022-05,2022-03-31,technical_ml_ensemble,0.49860694807719574,-0.00928701281869504,0.46628516898887334,0.6093958318114052,0.42013984343130856,1260.0,57.0,-0.02278870862175042,0.0
2022-06,2022-03-31,technical_ml_ensemble,0.49860694807719574,-0.00928701281869504,0.46628516898887334,0.6093958318114052,0.42013984343130856,1260.0,57.0,-0.02278870862175042,0.0
2022-07,2022-06-30,technical_ml_ensemble,0.6713482135750107,1.0,0.6648800912124974,0.7443926191509527,0.6047719303615823,1260.0,57.0,-0.005344094446792069,0.0
2022-08,2022-06-30,technical_ml_ensemble,0.6713482135750107,1.0,0.6648800912124974,0.7443926191509527,0.6047719303615823,1260.0,57.0,-0.005344094446792069,0.0
2022-09,2022-06-30,technical_ml_ensemble,0.6713482135750107,1.0,0.6648800912124974,0.7443926191509527,0.6047719303615823,1260.0,57.0,-0.005344094446792069,0.0
2022-10,2022-09-30,technical_ml_ensemble,0.600464471370839,0.6697631424722602,0.5627708365294909,0.6327285137245976,0.6058940638584285,1260.0,57.0,0.0415559463908195,1.0
2022-11,2022-09-30,technical_ml_ensemble,0.600464471370839,0.6697631424722602,0.5627708365294909,0.6327285137245976,0.6058940638584285,1260.0,57.0,0.0415559463908195,1.0
2022-12,2022-09-30,technical_ml_ensemble,0.600464471370839,0.6697631424722602,0.5627708365294909,0.6327285137245976,0.6058940638584285,1260.0,57.0,0.0415559463908195,1.0
2023-01,2022-12-29,technical_ml_ensemble,0.3710186699866418,-0.8598755334223881,0.34280019115122995,0.42382573031915166,0.34643008848954376,1260.0,57.0,0.0760262576709898,1.0
2023-02,2022-12-29,technical_ml_ensemble,0.3710186699866418,-0.8598755334223881,0.34280019115122995,0.42382573031915166,0.34643008848954376,1260.0,57.0,0.0760262576709898,1.0
2023-03,2022-12-29,technical_ml_ensemble,0.3710186699866418,-0.8598755334223881,0.34280019115122995,0.42382573031915166,0.34643008848954376,1260.0,57.0,0.0760262576709898,1.0
2023-04,2023-03-31,technical_ml_ensemble,0.48189186429930553,-0.12072090467129648,0.47255792699332755,0.46645764610212764,0.5066600198024613,1260.0,57.0,0.035943902898995406,1.0
2023-05,2023-03-31,technical_ml_ensemble,0.48189186429930553,-0.12072090467129648,0.47255792699332755,0.46645764610212764,0.5066600198024613,1260.0,57.0,0.035943902898995406,1.0
2023-06,2023-03-31,technical_ml_ensemble,0.48189186429930553,-0.12072090467129648,0.47255792699332755,0.46645764610212764,0.5066600198024613,1260.0,57.0,0.035943902898995406,1.0
2023-07,2023-06-30,technical_ml_ensemble,0.3708309923539053,-0.8611267176406312,0.37102867250090826,0.3263069112175023,0.41515739334330554,1260.0,57.0,0.015312044569328886,1.0
2023-08,2023-06-30,technical_ml_ensemble,0.3708309923539053,-0.8611267176406312,0.37102867250090826,0.3263069112175023,0.41515739334330554,1260.0,57.0,0.015312044569328886,1.0
2023-09,2023-06-30,technical_ml_ensemble,0.3708309923539053,-0.8611267176406312,0.37102867250090826,0.3263069112175023,0.41515739334330554,1260.0,57.0,0.015312044569328886,1.0
2023-10,2023-09-27,technical_ml_ensemble,0.4071281218543638,-0.6191458543042413,0.3955601827720495,0.38958181984230406,0.4362423629487377,1260.0,57.0,0.005627439964418723,1.0
2023-11,2023-09-27,technical_ml_ensemble,0.4071281218543638,-0.6191458543042413,0.3955601827720495,0.38958181984230406,0.4362423629487377,1260.0,57.0,0.005627439964418723,1.0
2023-12,2023-09-27,technical_ml_ensemble,0.4071281218543638,-0.6191458543042413,0.3955601827720495,0.38958181984230406,0.4362423629487377,1260.0,57.0,0.005627439964418723,1.0
2024-01,2023-12-28,technical_ml_ensemble,0.3948498248463417,-0.7010011676910555,0.399675898021888,0.35134739483440697,0.43352618168273016,1260.0,57.0,-0.05405015174138217,0.0
2024-02,2023-12-28,technical_ml_ensemble,0.3948498248463417,-0.7010011676910555,0.399675898021888,0.35134739483440697,0.43352618168273016,1260.0,57.0,-0.05405015174138217,0.0
2024-03,2023-12-28,technical_ml_ensemble,0.3948498248463417,-0.7010011676910555,0.399675898021888,0.35134739483440697,0.43352618168273016,1260.0,57.0,-0.05405015174138217,0.0
2024-04,2024-03-29,technical_ml_ensemble,0.481302831472525,-0.12464779018316663,0.38713207501350244,0.5944247403200752,0.4623516790839975,1260.0,57.0,-0.024242328554308412,0.0
2024-05,2024-03-29,technical_ml_ensemble,0.481302831472525,-0.12464779018316663,0.38713207501350244,0.5944247403200752,0.4623516790839975,1260.0,57.0,-0.024242328554308412,0.0
2024-06,2024-03-29,technical_ml_ensemble,0.481302831472525,-0.12464779018316663,0.38713207501350244,0.5944247403200752,0.4623516790839975,1260.0,57.0,-0.024242328554308412,0.0
2024-07,2024-06-28,technical_ml_ensemble,0.4174176543256956,-0.5505489711620293,0.455341686199216,0.381813121147956,0.41509815562991503,1260.0,57.0,0.022960260008211275,1.0
2024-08,2024-06-28,technical_ml_ensemble,0.4174176543256956,-0.5505489711620293,0.455341686199216,0.381813121147956,0.41509815562991503,1260.0,57.0,0.022960260008211275,1.0
2024-09,2024-06-28,technical_ml_ensemble,0.4174176543256956,-0.5505489711620293,0.455341686199216,0.381813121147956,0.41509815562991503,1260.0,57.0,0.022960260008211275,1.0
2024-10,2024-09-30,technical_ml_ensemble,0.6175221290915677,0.7834808606104512,0.48640697521568665,0.6761477839837832,0.6900116280752332,1260.0,57.0,0.00878484952820524,1.0
2024-11,2024-09-30,technical_ml_ensemble,0.6175221290915677,0.7834808606104512,0.48640697521568665,0.6761477839837832,0.6900116280752332,1260.0,57.0,0.00878484952820524,1.0
2024-12,2024-09-30,technical_ml_ensemble,0.6175221290915677,0.7834808606104512,0.48640697521568665,0.6761477839837832,0.6900116280752332,1260.0,57.0,0.00878484952820524,1.0
2025-01,2024-12-30,technical_ml_ensemble,0.4288844887420264,-0.47410340838649073,0.3801082576129769,0.3268769148239137,0.5796682937891886,1260.0,57.0,0.03820949433052312,1.0
2025-02,2024-12-30,technical_ml_ensemble,0.4288844887420264,-0.47410340838649073,0.3801082576129769,0.3268769148239137,0.5796682937891886,1260.0,57.0,0.03820949433052312,1.0
2025-03,2024-12-30,technical_ml_ensemble,0.4288844887420264,-0.47410340838649073,0.3801082576129769,0.3268769148239137,0.5796682937891886,1260.0,57.0,0.03820949433052312,1.0
2025-04,2025-03-31,technical_ml_ensemble,0.6785237932635727,1.0,0.6551192046175258,0.7235550014783053,0.6568971736948868,1260.0,57.0,-0.02465683354821957,0.0
2025-05,2025-03-31,technical_ml_ensemble,0.6785237932635727,1.0,0.6551192046175258,0.7235550014783053,0.6568971736948868,1260.0,57.0,-0.02465683354821957,0.0
2025-06,2025-03-31,technical_ml_ensemble,0.6785237932635727,1.0,0.6551192046175258,0.7235550014783053,0.6568971736948868,1260.0,57.0,-0.02465683354821957,0.0
2025-07,2025-06-30,technical_ml_ensemble,0.48091814701340957,-0.1272123532439362,0.6353581443112385,0.6484022034866626,0.15899409324232747,1260.0,57.0,0.04136704606392172,1.0
2025-08,2025-06-30,technical_ml_ensemble,0.48091814701340957,-0.1272123532439362,0.6353581443112385,0.6484022034866626,0.15899409324232747,1260.0,57.0,0.04136704606392172,1.0
2025-09,2025-06-30,technical_ml_ensemble,0.48091814701340957,-0.1272123532439362,0.6353581443112385,0.6484022034866626,0.15899409324232747,1260.0,57.0,0.04136704606392172,1.0
2025-10,2025-09-30,technical_ml_ensemble,0.46878275013294246,-0.20811499911371695,0.5329317717721118,0.3953180402530498,0.4780984383736656,1260.0,57.0,0.1297364874356277,1.0
2025-11,2025-09-30,technical_ml_ensemble,0.46878275013294246,-0.20811499911371695,0.5329317717721118,0.3953180402530498,0.4780984383736656,1260.0,57.0,0.1297364874356277,1.0
2025-12,2025-09-30,technical_ml_ensemble,0.46878275013294246,-0.20811499911371695,0.5329317717721118,0.3953180402530498,0.4780984383736656,1260.0,57.0,0.1297364874356277,1.0
2026-01,2025-12-30,technical_ml_ensemble,0.6853239057433645,1.0,0.6640698190584182,0.7251179531888292,0.6667839449828461,1260.0,57.0,0.1497660338959521,1.0
2026-02,2025-12-30,technical_ml_ensemble,0.6853239057433645,1.0,0.6640698190584182,0.7251179531888292,0.6667839449828461,1260.0,57.0,0.1497660338959521,1.0
2026-03,2025-12-30,technical_ml_ensemble,0.6853239057433645,1.0,0.6640698190584182,0.7251179531888292,0.6667839449828461,1260.0,57.0,0.1497660338959521,1.0
2026-04,2026-03-31,technical_ml_ensemble,0.7648133399393199,1.0,0.7743094458092685,0.7266526373818303,0.7934779366268605,1260.0,57.0,0.1988598141889304,1.0
2026-05,2026-03-31,technical_ml_ensemble,0.7648133399393199,1.0,0.7743094458092685,0.7266526373818303,0.7934779366268605,1260.0,57.0,0.1988598141889304,1.0
2026-06,2026-03-31,technical_ml_ensemble,0.7648133399393199,1.0,0.7743094458092685,0.7266526373818303,0.7934779366268605,1260.0,57.0,0.1988598141889304,1.0
2026-07,2026-06-30,technical_ml_ensemble,0.7832063493727969,1.0,0.6829731582646976,0.6697575331326113,0.9968883567210816,1260.0,57.0,-0.20825517367684832,0.0
