,signal_date,factor_name,p_up,score,p_extra_trees,p_hist_gradient_boosting,p_logistic,train_rows,feature_count,realized_10d_return,realized_up
2016-07,2016-06-30,technical_ml_ensemble,0.3301552244639261,-1.0,0.2734425760603286,0.35040205419975023,0.36662104313169946,1260.0,57.0,0.019672251637469662,1.0
2016-08,2016-06-30,technical_ml_ensemble,0.3301552244639261,-1.0,0.2734425760603286,0.35040205419975023,0.36662104313169946,1260.0,57.0,0.019672251637469662,1.0
2016-09,2016-06-30,technical_ml_ensemble,0.3301552244639261,-1.0,0.2734425760603286,0.35040205419975023,0.36662104313169946,1260.0,57.0,0.019672251637469662,1.0
2016-10,2016-09-30,technical_ml_ensemble,0.3004283585161894,-1.0,0.33626288718046693,0.3478176520121114,0.2172045363559897,1260.0,57.0,-0.0062341138759614,0.0
2016-11,2016-09-30,technical_ml_ensemble,0.3004283585161894,-1.0,0.33626288718046693,0.3478176520121114,0.2172045363559897,1260.0,57.0,-0.0062341138759614,0.0
2016-12,2016-09-30,technical_ml_ensemble,0.3004283585161894,-1.0,0.33626288718046693,0.3478176520121114,0.2172045363559897,1260.0,57.0,-0.0062341138759614,0.0
2017-01,2016-12-29,technical_ml_ensemble,0.4505833915219342,-0.32944405652043857,0.4619601810092185,0.32962057038188997,0.5601694231746943,1260.0,57.0,0.03228857630582138,1.0
2017-02,2016-12-29,technical_ml_ensemble,0.4505833915219342,-0.32944405652043857,0.4619601810092185,0.32962057038188997,0.5601694231746943,1260.0,57.0,0.03228857630582138,1.0
2017-03,2016-12-29,technical_ml_ensemble,0.4505833915219342,-0.32944405652043857,0.4619601810092185,0.32962057038188997,0.5601694231746943,1260.0,57.0,0.03228857630582138,1.0
2017-04,2017-03-31,technical_ml_ensemble,0.5609218625890963,0.4061457505939751,0.6521752971658503,0.6120188073878379,0.41857148321360055,1260.0,57.0,-0.011387668998354417,0.0
2017-05,2017-03-31,technical_ml_ensemble,0.5609218625890963,0.4061457505939751,0.6521752971658503,0.6120188073878379,0.41857148321360055,1260.0,57.0,-0.011387668998354417,0.0
2017-06,2017-03-31,technical_ml_ensemble,0.5609218625890963,0.4061457505939751,0.6521752971658503,0.6120188073878379,0.41857148321360055,1260.0,57.0,-0.011387668998354417,0.0
2017-07,2017-06-30,technical_ml_ensemble,0.7353537520657266,1.0,0.7266210488186726,0.8407719358010975,0.63866827157741,1260.0,57.0,0.017078824695780037,1.0
2017-08,2017-06-30,technical_ml_ensemble,0.7353537520657266,1.0,0.7266210488186726,0.8407719358010975,0.63866827157741,1260.0,57.0,0.017078824695780037,1.0
