Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection
calibration,Hard,129.0,0.15241948445182074,0.21515647367505694,0.7679006636573567,1.3696115532866198,-0.2524790884161743,0.603691519198532,4.5952999992175245,0.6124031007751938,0.10795632671815147,0.0
calibration,CurrentDefensive,129.0,0.07383027501925166,0.06662032756482997,1.10530694715596,2.018172347527059,-0.08933845417896868,0.8264109301841062,2.150592732264042,0.6434108527131783,0.02865831361746645,0.0
calibration,RankMDD15Primary,129.0,0.15927240961321498,0.14549732487206035,1.0923463445905934,2.2652276264904923,-0.13934363159933116,1.143018936604057,4.897721925057847,0.5968992248062015,0.16503143133651807,0.3953204034160294
locked_test,Hard,103.0,0.22610707470062996,0.2392687594587217,0.978754838181023,1.6319739627467598,-0.2667196817244306,0.8477329953259288,5.752660606409974,0.6213592233009708,0.17042977034780596,0.0
locked_test,CurrentDefensive,103.0,0.09054290127958597,0.07560785220875058,1.1873384808048624,2.5269828665736216,-0.08051673733810649,1.124522729968274,2.104264433849249,0.6407766990291263,0.020563445606554594,0.0
locked_test,RankMDD15Primary,103.0,0.09645429066609212,0.16968451043997057,0.6293145209273837,1.0024530439378372,-0.20684431751953192,0.46631346619896447,2.2042053951105665,0.5825242718446602,0.2738284745355256,0.46009691432414485
full,Hard,232.0,0.18457120128441185,0.22589474794864386,0.8669418756309885,1.4917970723540674,-0.2667196817244304,0.6920044298609626,26.435201280134464,0.6163793103448276,0.13569238143304116,0.0
full,CurrentDefensive,232.0,0.08121825624848111,0.070631928655414,1.143956132336788,2.2405227937958494,-0.08933845417896868,0.9091074721953365,4.525415798197903,0.6422413793103449,0.025064471354001278,0.0
full,RankMDD15Primary,232.0,0.13095094597206258,0.15652531651198706,0.8674719108171498,1.5398888453009445,-0.20684431751953192,0.6330894053190372,10.795585090963831,0.5905172413793104,0.21333356689469815,0.4240789405864427
