month,trend_percentile,score,p_up,factor_name
2015-03,0.13114754098360656,-0.7377049180327868,0.389344262295082,oap_direct_momentum
2015-04,0.4426229508196721,-0.11475409836065575,0.48278688524590163,oap_direct_momentum
2015-05,0.6885245901639344,0.3770491803278688,0.5565573770491803,oap_direct_momentum
2015-06,1.0,1.0,0.65,oap_direct_momentum
2015-07,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2015-08,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2015-09,0.13114754098360656,-0.7377049180327868,0.389344262295082,oap_direct_momentum
2015-10,0.01639344262295082,-0.9672131147540983,0.3549180327868853,oap_direct_momentum
2015-11,0.08196721311475409,-0.8360655737704918,0.37459016393442623,oap_direct_momentum
2015-12,0.16393442622950818,-0.6721311475409837,0.39918032786885244,oap_direct_momentum
2016-01,0.14754098360655737,-0.7049180327868853,0.3942622950819672,oap_direct_momentum
2016-02,0.04918032786885246,-0.9016393442622951,0.36475409836065575,oap_direct_momentum
2016-03,0.19672131147540983,-0.6065573770491803,0.40901639344262297,oap_direct_momentum
2016-04,0.06557377049180328,-0.8688524590163934,0.369672131147541,oap_direct_momentum
2016-05,0.21311475409836064,-0.5737704918032787,0.4139344262295082,oap_direct_momentum
2016-06,0.3770491803278688,-0.24590163934426235,0.46311475409836067,oap_direct_momentum
2016-07,0.29508196721311475,-0.4098360655737705,0.4385245901639344,oap_direct_momentum
2016-08,0.39344262295081966,-0.21311475409836067,0.4680327868852459,oap_direct_momentum
2016-09,0.9672131147540983,0.9344262295081966,0.6401639344262295,oap_direct_momentum
2016-10,0.7704918032786885,0.540983606557377,0.5811475409836065,oap_direct_momentum
2016-11,0.4918032786885246,-0.016393442622950838,0.49754098360655735,oap_direct_momentum
2016-12,0.4262295081967213,-0.14754098360655743,0.4778688524590164,oap_direct_momentum
2017-01,0.5573770491803278,0.11475409836065564,0.5172131147540984,oap_direct_momentum
2017-02,0.9016393442622951,0.8032786885245902,0.6204918032786886,oap_direct_momentum
2017-03,0.5573770491803278,0.11475409836065564,0.5172131147540984,oap_direct_momentum
2017-04,0.6557377049180327,0.3114754098360655,0.5467213114754098,oap_direct_momentum
2017-05,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2017-06,1.0,1.0,0.65,oap_direct_momentum
2017-07,1.0,1.0,0.65,oap_direct_momentum
2017-08,0.9836065573770492,0.9672131147540983,0.6450819672131147,oap_direct_momentum
2017-09,0.9672131147540983,0.9344262295081966,0.6401639344262295,oap_direct_momentum
2017-10,0.9344262295081968,0.8688524590163935,0.6303278688524591,oap_direct_momentum
2017-11,0.9344262295081968,0.8688524590163935,0.6303278688524591,oap_direct_momentum
2017-12,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2018-01,0.9180327868852459,0.8360655737704918,0.6254098360655738,oap_direct_momentum
2018-02,0.9016393442622951,0.8032786885245902,0.6204918032786886,oap_direct_momentum
2018-03,0.9836065573770492,0.9672131147540983,0.6450819672131147,oap_direct_momentum
2018-04,0.8360655737704918,0.6721311475409837,0.6008196721311475,oap_direct_momentum
2018-05,0.819672131147541,0.639344262295082,0.5959016393442623,oap_direct_momentum
2018-06,0.5081967213114754,0.016393442622950838,0.5024590163934426,oap_direct_momentum
2018-07,0.3442622950819672,-0.3114754098360656,0.4532786885245902,oap_direct_momentum
2018-08,0.01639344262295082,-0.9672131147540983,0.3549180327868853,oap_direct_momentum
2018-09,0.03278688524590164,-0.9344262295081968,0.35983606557377046,oap_direct_momentum
2018-10,0.06557377049180328,-0.8688524590163934,0.369672131147541,oap_direct_momentum
2018-11,0.03278688524590164,-0.9344262295081968,0.35983606557377046,oap_direct_momentum
2018-12,0.01639344262295082,-0.9672131147540983,0.3549180327868853,oap_direct_momentum
2019-01,0.03278688524590164,-0.9344262295081968,0.35983606557377046,oap_direct_momentum
2019-02,0.04918032786885246,-0.9016393442622951,0.36475409836065575,oap_direct_momentum
2019-03,0.09836065573770492,-0.8032786885245902,0.3795081967213115,oap_direct_momentum
2019-04,0.14754098360655737,-0.7049180327868853,0.3942622950819672,oap_direct_momentum
2019-05,0.2786885245901639,-0.4426229508196722,0.4336065573770492,oap_direct_momentum
2019-06,0.3442622950819672,-0.3114754098360656,0.4532786885245902,oap_direct_momentum
2019-07,0.19672131147540983,-0.6065573770491803,0.40901639344262297,oap_direct_momentum
2019-08,0.26229508196721313,-0.47540983606557374,0.42868852459016393,oap_direct_momentum
2019-09,0.06557377049180328,-0.8688524590163934,0.369672131147541,oap_direct_momentum
2019-10,0.06557377049180328,-0.8688524590163934,0.369672131147541,oap_direct_momentum
2019-11,0.18032786885245902,-0.639344262295082,0.4040983606557377,oap_direct_momentum
2019-12,0.4098360655737705,-0.180327868852459,0.47295081967213115,oap_direct_momentum
2020-01,0.45901639344262296,-0.08196721311475408,0.48770491803278687,oap_direct_momentum
2020-02,0.5409836065573771,0.08196721311475419,0.5122950819672132,oap_direct_momentum
2020-03,0.2786885245901639,-0.4426229508196722,0.4336065573770492,oap_direct_momentum
2020-04,0.06557377049180328,-0.8688524590163934,0.369672131147541,oap_direct_momentum
2020-05,0.03278688524590164,-0.9344262295081968,0.35983606557377046,oap_direct_momentum
2020-06,0.26229508196721313,-0.47540983606557374,0.42868852459016393,oap_direct_momentum
2020-07,0.2786885245901639,-0.4426229508196722,0.4336065573770492,oap_direct_momentum
2020-08,0.5573770491803278,0.11475409836065564,0.5172131147540984,oap_direct_momentum
2020-09,0.819672131147541,0.639344262295082,0.5959016393442623,oap_direct_momentum
2020-10,0.9016393442622951,0.8032786885245902,0.6204918032786886,oap_direct_momentum
2020-11,0.7704918032786885,0.540983606557377,0.5811475409836065,oap_direct_momentum
2020-12,0.8032786885245902,0.6065573770491803,0.590983606557377,oap_direct_momentum
2021-01,0.819672131147541,0.639344262295082,0.5959016393442623,oap_direct_momentum
2021-02,0.8688524590163934,0.7377049180327868,0.610655737704918,oap_direct_momentum
2021-03,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2021-04,1.0,1.0,0.65,oap_direct_momentum
2021-05,0.9836065573770492,0.9672131147540983,0.6450819672131147,oap_direct_momentum
2021-06,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2021-07,0.8688524590163934,0.7377049180327868,0.610655737704918,oap_direct_momentum
2021-08,0.7704918032786885,0.540983606557377,0.5811475409836065,oap_direct_momentum
2021-09,0.6721311475409836,0.34426229508196715,0.5516393442622951,oap_direct_momentum
2021-10,0.6065573770491803,0.21311475409836067,0.5319672131147541,oap_direct_momentum
2021-11,0.5737704918032787,0.14754098360655732,0.5221311475409836,oap_direct_momentum
2021-12,0.5245901639344263,0.049180327868852514,0.5073770491803279,oap_direct_momentum
2022-01,0.39344262295081966,-0.21311475409836067,0.4680327868852459,oap_direct_momentum
2022-02,0.3114754098360656,-0.3770491803278688,0.4434426229508197,oap_direct_momentum
2022-03,0.3114754098360656,-0.3770491803278688,0.4434426229508197,oap_direct_momentum
2022-04,0.3114754098360656,-0.3770491803278688,0.4434426229508197,oap_direct_momentum
2022-05,0.36065573770491804,-0.2786885245901639,0.45819672131147543,oap_direct_momentum
2022-06,0.3770491803278688,-0.24590163934426235,0.46311475409836067,oap_direct_momentum
2022-07,0.22950819672131148,-0.540983606557377,0.41885245901639345,oap_direct_momentum
2022-08,0.14754098360655737,-0.7049180327868853,0.3942622950819672,oap_direct_momentum
2022-09,0.3114754098360656,-0.3770491803278688,0.4434426229508197,oap_direct_momentum
2022-10,0.18032786885245902,-0.639344262295082,0.4040983606557377,oap_direct_momentum
2022-11,0.16393442622950818,-0.6721311475409837,0.39918032786885244,oap_direct_momentum
2022-12,0.2786885245901639,-0.4426229508196722,0.4336065573770492,oap_direct_momentum
2023-01,0.5737704918032787,0.14754098360655732,0.5221311475409836,oap_direct_momentum
2023-02,0.6229508196721312,0.24590163934426235,0.5368852459016393,oap_direct_momentum
2023-03,0.6721311475409836,0.34426229508196715,0.5516393442622951,oap_direct_momentum
2023-04,0.7213114754098361,0.4426229508196722,0.5663934426229509,oap_direct_momentum
2023-05,0.7377049180327869,0.47540983606557385,0.5713114754098361,oap_direct_momentum
2023-06,0.7213114754098361,0.4426229508196722,0.5663934426229509,oap_direct_momentum
2023-07,0.8032786885245902,0.6065573770491803,0.590983606557377,oap_direct_momentum
2023-08,0.7540983606557377,0.5081967213114753,0.5762295081967213,oap_direct_momentum
2023-09,0.7213114754098361,0.4426229508196722,0.5663934426229509,oap_direct_momentum
2023-10,0.7540983606557377,0.5081967213114753,0.5762295081967213,oap_direct_momentum
2023-11,0.6557377049180327,0.3114754098360655,0.5467213114754098,oap_direct_momentum
2023-12,0.5901639344262295,0.180327868852459,0.5270491803278688,oap_direct_momentum
2024-01,0.639344262295082,0.278688524590164,0.5418032786885246,oap_direct_momentum
2024-02,0.6557377049180327,0.3114754098360655,0.5467213114754098,oap_direct_momentum
2024-03,0.6065573770491803,0.21311475409836067,0.5319672131147541,oap_direct_momentum
2024-04,0.7049180327868853,0.4098360655737705,0.5614754098360656,oap_direct_momentum
2024-05,0.7377049180327869,0.47540983606557385,0.5713114754098361,oap_direct_momentum
2024-06,0.6229508196721312,0.24590163934426235,0.5368852459016393,oap_direct_momentum
2024-07,0.639344262295082,0.278688524590164,0.5418032786885246,oap_direct_momentum
2024-08,0.7704918032786885,0.540983606557377,0.5811475409836065,oap_direct_momentum
2024-09,0.6557377049180327,0.3114754098360655,0.5467213114754098,oap_direct_momentum
2024-10,0.47540983606557374,-0.049180327868852514,0.4926229508196721,oap_direct_momentum
2024-11,0.5409836065573771,0.08196721311475419,0.5122950819672132,oap_direct_momentum
2024-12,0.4262295081967213,-0.14754098360655743,0.4778688524590164,oap_direct_momentum
2025-01,0.39344262295081966,-0.21311475409836067,0.4680327868852459,oap_direct_momentum
2025-02,0.3114754098360656,-0.3770491803278688,0.4434426229508197,oap_direct_momentum
2025-03,0.4098360655737705,-0.180327868852459,0.47295081967213115,oap_direct_momentum
2025-04,0.4262295081967213,-0.14754098360655743,0.4778688524590164,oap_direct_momentum
2025-05,0.32786885245901637,-0.34426229508196726,0.4483606557377049,oap_direct_momentum
2025-06,0.47540983606557374,-0.049180327868852514,0.4926229508196721,oap_direct_momentum
2025-07,0.6229508196721312,0.24590163934426235,0.5368852459016393,oap_direct_momentum
2025-08,0.8360655737704918,0.6721311475409837,0.6008196721311475,oap_direct_momentum
2025-09,0.819672131147541,0.639344262295082,0.5959016393442623,oap_direct_momentum
2025-10,0.7868852459016393,0.5737704918032787,0.5860655737704918,oap_direct_momentum
2025-11,0.9180327868852459,0.8360655737704918,0.6254098360655738,oap_direct_momentum
2025-12,0.9344262295081968,0.8688524590163935,0.6303278688524591,oap_direct_momentum
2026-01,0.819672131147541,0.639344262295082,0.5959016393442623,oap_direct_momentum
2026-02,0.8524590163934426,0.7049180327868851,0.6057377049180328,oap_direct_momentum
2026-03,0.9672131147540983,0.9344262295081966,0.6401639344262295,oap_direct_momentum
2026-04,0.9836065573770492,0.9672131147540983,0.6450819672131147,oap_direct_momentum
2026-05,0.9344262295081968,0.8688524590163935,0.6303278688524591,oap_direct_momentum
2026-06,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
2026-07,0.9508196721311475,0.901639344262295,0.6352459016393442,oap_direct_momentum
