month,trend_percentile,score,p_up,factor_name
2007-04,,,,oap_direct_momentum
2007-05,,,,oap_direct_momentum
2007-06,,,,oap_direct_momentum
2007-07,,,,oap_direct_momentum
2007-08,,,,oap_direct_momentum
2007-09,,,,oap_direct_momentum
2007-10,,,,oap_direct_momentum
2007-11,,,,oap_direct_momentum
2007-12,,,,oap_direct_momentum
2008-01,,,,oap_direct_momentum
2008-02,,,,oap_direct_momentum
2008-03,,,,oap_direct_momentum
2008-04,,,,oap_direct_momentum
2008-05,,,,oap_direct_momentum
2008-06,,,,oap_direct_momentum
2008-07,,,,oap_direct_momentum
2008-08,,,,oap_direct_momentum
2008-09,,,,oap_direct_momentum
2008-10,,,,oap_direct_momentum
2008-11,,,,oap_direct_momentum
2008-12,,,,oap_direct_momentum
2009-01,,,,oap_direct_momentum
2009-02,,,,oap_direct_momentum
2009-03,,,,oap_direct_momentum
2009-04,0.5,0.0,0.5,oap_direct_momentum
2009-05,0.5,0.0,0.5,oap_direct_momentum
2009-06,0.5,0.0,0.5,oap_direct_momentum
2009-07,0.5,0.0,0.5,oap_direct_momentum
2009-08,0.5,0.0,0.5,oap_direct_momentum
2009-09,0.5,0.0,0.5,oap_direct_momentum
2009-10,0.5,0.0,0.5,oap_direct_momentum
2009-11,0.5,0.0,0.5,oap_direct_momentum
2009-12,0.5,0.0,0.5,oap_direct_momentum
2010-01,0.5,0.0,0.5,oap_direct_momentum
2010-02,0.5,0.0,0.5,oap_direct_momentum
2010-03,0.5,0.0,0.5,oap_direct_momentum
2010-04,0.15384615384615385,-0.6923076923076923,0.3961538461538462,oap_direct_momentum
2010-05,0.2857142857142857,-0.4285714285714286,0.4357142857142857,oap_direct_momentum
2010-06,0.3333333333333333,-0.33333333333333337,0.45,oap_direct_momentum
2010-07,0.25,-0.5,0.425,oap_direct_momentum
2010-08,0.35294117647058826,-0.2941176470588235,0.45588235294117646,oap_direct_momentum
2010-09,0.3888888888888889,-0.2222222222222222,0.4666666666666667,oap_direct_momentum
2010-10,0.2631578947368421,-0.4736842105263158,0.42894736842105263,oap_direct_momentum
2010-11,0.5,0.0,0.5,oap_direct_momentum
2010-12,0.5238095238095238,0.04761904761904767,0.5071428571428571,oap_direct_momentum
2011-01,0.6818181818181818,0.36363636363636354,0.5545454545454546,oap_direct_momentum
2011-02,0.8260869565217391,0.6521739130434783,0.5978260869565217,oap_direct_momentum
2011-03,0.8333333333333334,0.6666666666666667,0.6,oap_direct_momentum
2011-04,0.12,-0.76,0.386,oap_direct_momentum
2011-05,0.3076923076923077,-0.3846153846153846,0.4423076923076923,oap_direct_momentum
2011-06,0.6666666666666666,0.33333333333333326,0.55,oap_direct_momentum
2011-07,0.07142857142857142,-0.8571428571428572,0.37142857142857144,oap_direct_momentum
2011-08,0.13793103448275862,-0.7241379310344828,0.3913793103448276,oap_direct_momentum
2011-09,0.26666666666666666,-0.4666666666666667,0.43,oap_direct_momentum
2011-10,0.06451612903225806,-0.8709677419354839,0.36935483870967745,oap_direct_momentum
2011-11,0.0625,-0.875,0.36875,oap_direct_momentum
2011-12,0.12121212121212122,-0.7575757575757576,0.38636363636363635,oap_direct_momentum
2012-01,0.08823529411764706,-0.8235294117647058,0.3764705882352941,oap_direct_momentum
2012-02,0.08571428571428572,-0.8285714285714285,0.3757142857142857,oap_direct_momentum
2012-03,0.19444444444444445,-0.6111111111111112,0.4083333333333333,oap_direct_momentum
2012-04,0.2972972972972973,-0.4054054054054054,0.4391891891891892,oap_direct_momentum
2012-05,0.18421052631578946,-0.631578947368421,0.4052631578947369,oap_direct_momentum
2012-06,0.20512820512820512,-0.5897435897435898,0.4115384615384615,oap_direct_momentum
2012-07,0.175,-0.65,0.40249999999999997,oap_direct_momentum
2012-08,0.14634146341463414,-0.7073170731707317,0.39390243902439026,oap_direct_momentum
2012-09,0.19047619047619047,-0.6190476190476191,0.40714285714285714,oap_direct_momentum
2012-10,0.27906976744186046,-0.4418604651162791,0.43372093023255814,oap_direct_momentum
2012-11,0.29545454545454547,-0.40909090909090906,0.43863636363636366,oap_direct_momentum
2012-12,0.35555555555555557,-0.28888888888888886,0.45666666666666667,oap_direct_momentum
2013-01,0.32608695652173914,-0.34782608695652173,0.44782608695652176,oap_direct_momentum
2013-02,0.6170212765957447,0.23404255319148937,0.5351063829787234,oap_direct_momentum
2013-03,0.2708333333333333,-0.45833333333333337,0.43125,oap_direct_momentum
2013-04,0.2857142857142857,-0.4285714285714286,0.4357142857142857,oap_direct_momentum
2013-05,0.46,-0.07999999999999996,0.488,oap_direct_momentum
2013-06,0.5098039215686274,0.019607843137254832,0.5029411764705882,oap_direct_momentum
2013-07,0.5576923076923077,0.11538461538461542,0.5173076923076924,oap_direct_momentum
2013-08,0.3018867924528302,-0.39622641509433965,0.44056603773584907,oap_direct_momentum
2013-09,0.35185185185185186,-0.2962962962962963,0.45555555555555555,oap_direct_momentum
2013-10,0.2,-0.6,0.41000000000000003,oap_direct_momentum
2013-11,0.7321428571428571,0.4642857142857142,0.5696428571428571,oap_direct_momentum
2013-12,0.5964912280701754,0.1929824561403508,0.5289473684210526,oap_direct_momentum
2014-01,0.8275862068965517,0.6551724137931034,0.5982758620689655,oap_direct_momentum
2014-02,0.4745762711864407,-0.05084745762711862,0.4923728813559322,oap_direct_momentum
2014-03,0.31666666666666665,-0.3666666666666667,0.445,oap_direct_momentum
2014-04,0.18032786885245902,-0.639344262295082,0.4040983606557377,oap_direct_momentum
2014-05,0.14754098360655737,-0.7049180327868853,0.3942622950819672,oap_direct_momentum
2014-06,0.18032786885245902,-0.639344262295082,0.4040983606557377,oap_direct_momentum
2014-07,0.5081967213114754,0.016393442622950838,0.5024590163934426,oap_direct_momentum
2014-08,0.5901639344262295,0.180327868852459,0.5270491803278688,oap_direct_momentum
2014-09,0.8032786885245902,0.6065573770491803,0.590983606557377,oap_direct_momentum
2014-10,0.6885245901639344,0.3770491803278688,0.5565573770491803,oap_direct_momentum
2014-11,0.26229508196721313,-0.47540983606557374,0.42868852459016393,oap_direct_momentum
2014-12,0.2459016393442623,-0.5081967213114754,0.4237704918032787,oap_direct_momentum
2015-01,0.14754098360655737,-0.7049180327868853,0.3942622950819672,oap_direct_momentum
2015-02,0.09836065573770492,-0.8032786885245902,0.3795081967213115,oap_direct_momentum
