Period,Strategy,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover,AvgProtection
calibration,Hard,129.0,0.15241948445182074,0.21515647367505694,0.7679006636573567,1.3696115532866198,-0.2524790884161743,0.603691519198532,4.5952999992175245,0.6124031007751938,0.10795632671815147,0.0
calibration,CurrentDefensive,129.0,0.07383027501925166,0.06662032756482997,1.10530694715596,2.018172347527059,-0.08933845417896868,0.8264109301841062,2.150592732264042,0.6434108527131783,0.02865831361746645,0.0
calibration,SimpleRiskMDD12,129.0,0.13774989767284085,0.13683546554948617,1.0144132162651172,2.0271825707292948,-0.11724840799815484,1.1748551645580436,4.004083771738294,0.6356589147286822,0.17987092526780793,0.5189896040704416
locked_test,Hard,103.0,0.22610707470062996,0.2392687594587217,0.978754838181023,1.6319739627467598,-0.2667196817244306,0.8477329953259288,5.752660606409974,0.6213592233009708,0.17042977034780596,0.0
locked_test,CurrentDefensive,103.0,0.09054290127958597,0.07560785220875058,1.1873384808048624,2.5269828665736216,-0.08051673733810649,1.124522729968274,2.104264433849249,0.6407766990291263,0.020563445606554594,0.0
locked_test,SimpleRiskMDD12,103.0,0.10151696792023968,0.15509940933518523,0.7023952173036767,1.1818266067840548,-0.22303931680122413,0.45515279268324277,2.293107387490322,0.6019417475728155,0.18080744779473604,0.6534283587254005
full,Hard,232.0,0.18457120128441185,0.22589474794864386,0.8669418756309885,1.4917970723540674,-0.2667196817244304,0.6920044298609626,26.435201280134464,0.6163793103448276,0.13569238143304116,0.0
full,CurrentDefensive,232.0,0.08121825624848111,0.070631928655414,1.143956132336788,2.2405227937958494,-0.08933845417896868,0.9091074721953365,4.525415798197903,0.6422413793103449,0.025064471354001278,0.0
full,SimpleRiskMDD12,232.0,0.12151890144826316,0.14496777521245255,0.8660404321747041,1.5718717837895932,-0.22303931680122402,0.544831750702333,9.181794077103204,0.6206896551724138,0.18028670897588378,0.5786757753181174
