candidate,period,jump_penalty,keep_features,sjm_weight,is_deployed,prediction_observations,growth_auc,inflation_auc,mean_auc,growth_brier,inflation_brier,mean_brier,quadrant_accuracy,growth_switches,inflation_switches,Soft_Months,Soft_CAGR,Soft_Volatility,Soft_Sharpe,Soft_Sortino,Soft_MDD,Soft_Calmar,Soft_FinalMultiple,Soft_PositiveMonths,Soft_AvgTurnover,Proposed_Months,Proposed_CAGR,Proposed_Volatility,Proposed_Sharpe,Proposed_Sortino,Proposed_MDD,Proposed_Calmar,Proposed_FinalMultiple,Proposed_PositiveMonths,Proposed_AvgTurnover,invalid_reason
no_sjm,calibration_2007_2017,3.0,4,0.0,False,129.0,0.9497584541062802,0.9632201646090535,0.9564893093576669,0.1048064310358813,0.08412238438771351,0.0944644077117974,0.7906976744186046,11.0,7.0,129.0,0.0647319241228923,0.10185220126182644,0.668650044949239,1.0377621891190494,-0.18529264001870704,0.34934967798158095,1.9626052899240425,0.5891472868217055,0.05999968475886934,129.0,0.07342897156989903,0.06596778474618017,1.1098954357086988,2.025367028720729,-0.08944444690752129,0.820945001156069,2.1419686515919314,0.6434108527131783,0.028965159941962804,
no_sjm,validation_2013_2017,3.0,4,0.0,False,60.0,0.9570135746606334,0.9835841313269494,0.9702988529937915,0.10908177492803368,0.05630858706009544,0.08269518099406456,0.8333333333333334,11.0,7.0,60.0,0.01124975376221915,0.06151525251223225,0.21208210752436235,0.32837393054533304,-0.09176098707733282,0.12259843884131572,1.0575286560180421,0.5333333333333333,0.04861674991632321,60.0,0.02556584431055131,0.04624168981842345,0.5692657401024114,0.8741757482119258,-0.07466177091852877,0.3424221525424151,1.1345345940010292,0.6166666666666667,0.01317708520150612,
no_sjm,locked_2018_2026,3.0,4,0.0,False,102.0,0.9607142857142856,0.9635579937304075,0.9621361397223466,0.09665880698236698,0.08261672334348909,0.08963776516292804,0.803921568627451,11.0,7.0,103.0,0.13702632502331968,0.12576531103492122,1.0879800032165217,2.0031872902684493,-0.14474690604015839,0.9466615126495573,3.0109043681913534,0.6601941747572816,0.06010502217502384,103.0,0.09073394650330724,0.07556986076298707,1.1902322495334157,2.5405221398907423,-0.08061050428991623,1.1255846530494584,2.1074306328880366,0.6407766990291263,0.020441320860546276,
no_sjm,locked_early_2018_2021,3.0,4,0.0,False,48.0,0.9764065335753176,0.9373913043478261,0.9568989189615719,0.07727841633593917,0.09946157017333214,0.08836999325463565,0.7916666666666666,11.0,7.0,48.0,0.05894798471603013,0.10708905758485933,0.5902335035005755,0.8021371284648269,-0.13743111359040938,0.42892750539528346,1.2574725480952489,0.625,0.06832123676481648,48.0,0.04188765298080477,0.05473928048486339,0.77762521417446,1.3533112548405264,-0.05516404357110638,0.7593289082735866,1.1783751234857884,0.5833333333333334,0.01688908258319036,
no_sjm,locked_late_2022_2026,3.0,4,0.0,False,54.0,0.9438990182328191,0.987012987012987,0.9654560026229031,0.11388582089030282,0.06764352616140636,0.09076467352585459,0.8148148148148148,11.0,7.0,55.0,0.20985746100563252,0.13835831011556435,1.4533466684175274,3.490545836374459,-0.14474690604015839,1.4498234659842053,2.3944096217067377,0.6909090909090909,0.05293450762393208,55.0,0.1352311599651328,0.08870011108969515,1.4802085893841008,3.408249173196341,-0.08061050428991612,1.6775873213591765,1.7884208439957407,0.6909090909090909,0.02354145608442053,
sjm_j0_k2_w0.05,calibration_2007_2017,0.0,2,0.05,False,129.0,0.9502415458937199,0.962962962962963,0.9566022544283415,0.10510481157673471,0.08347455494520883,0.09428968326097177,0.7829457364341085,21.0,13.0,129.0,0.06492701737064555,0.10198110228382798,0.6697786425255217,1.0377734637105405,-0.18834671429062977,0.34472073279950843,1.966474580653887,0.5891472868217055,0.059517448064319606,,,,,,,,,,,
sjm_j0_k2_w0.05,validation_2013_2017,0.0,2,0.05,False,60.0,0.9558823529411764,0.9835841313269494,0.969733242134063,0.10968981155439651,0.05505688965206059,0.08237335060322855,0.8333333333333334,21.0,13.0,60.0,0.01141978792953191,0.061136610653004186,0.2157780396302969,0.3344766980763635,-0.09165721541403582,0.1245923507270673,1.0584180331644737,0.5333333333333333,0.04846058624238296,,,,,,,,,,,
sjm_j0_k2_w0.05,locked_2018_2026,0.0,2,0.05,False,102.0,0.9607142857142856,0.9627742946708464,0.961744290192566,0.09992872537516706,0.08200777804155233,0.0909682517083597,0.7843137254901961,21.0,13.0,103.0,0.1370684369868771,0.12572243402756045,1.0885329381141038,2.019386330622203,-0.14477996199461562,0.9467362409721773,3.0118616700491736,0.6601941747572816,0.059087622522649416,,,,,,,,,,,
sjm_j0_k2_w0.05,locked_early_2018_2021,0.0,2,0.05,False,48.0,0.9745916515426497,0.9373913043478261,0.9559914779452379,0.07974973707928848,0.09948481181280407,0.08961727444604628,0.7916666666666666,21.0,13.0,48.0,0.05873944621979654,0.10586708742096004,0.5938545974373647,0.8099091018160318,-0.13353917247112335,0.43986678315307387,1.2564823049997174,0.625,0.06745638097960698,,,,,,,,,,,
sjm_j0_k2_w0.05,locked_late_2022_2026,0.0,2,0.05,False,54.0,0.9438990182328191,0.987012987012987,0.9654560026229031,0.1178656038603924,0.06647263691155081,0.09216912038597161,0.7777777777777778,21.0,13.0,55.0,0.2101493643842718,0.13907465672707384,1.4482890407922098,3.4841274689123045,-0.1447799619946154,1.4515086306769964,2.397058564266732,0.6909090909090909,0.051783978778395544,,,,,,,,,,,
