Episode,Strategy,CumulativeReturn,EpisodeMDD,Volatility
Global Financial Crisis,Proposed: Regime + Risk control,0.23177421571042367,-0.08269991511926611,0.12289026002604012
Global Financial Crisis,Static defensive,0.18668464500672366,-0.09644600463373454,0.11886552077439862
Global Financial Crisis,KODEX200 B&H,-0.3612772837510103,-0.48521249904964636,0.3075354226737111
COVID shock,Proposed: Regime + Risk control,0.09814402104316255,-0.03482523283349925,0.07627618652499898
COVID shock,Static defensive,0.0958650472481688,-0.06109173246525601,0.10745034159555888
COVID shock,KODEX200 B&H,0.3571765034074035,-0.16362991671559668,0.27556540190562306
Inflation shock,Proposed: Regime + Risk control,-0.04335031716918558,-0.051371185507070205,0.05087436713468741
Inflation shock,Static defensive,-0.03392094326142692,-0.05135648037481333,0.048961957857997965
Inflation shock,KODEX200 B&H,-0.2429281777775777,-0.21194200583342504,0.22161930664695764
