target_month,history_through,observations,expanding_beta,beta_se,beta_z,reliability,shrunk_positive_beta,expanding_spearman_ic
1998-08,1998-07,12,-0.621424832332759,0.32258960674039355,-1.9263634641300003,0.7877252641742293,0.0,-0.3216783216783217
1998-09,1998-08,13,-0.6236271949706645,0.3076961168831279,-2.0267632925882406,0.8042198241467557,0.0,-0.24725274725274726
1998-10,1998-09,14,-0.6227361751724354,0.29488943180324406,-2.1117615892994666,0.8168342850023903,0.0,-0.23076923076923075
1998-11,1998-10,15,-0.697560368167567,0.30652760785515987,-2.275685289976156,0.8381547973814104,0.0,-0.33571428571428563
1998-12,1998-11,16,-0.6969516077176151,0.29699362075527813,-2.346688814208239,0.8463181294899127,0.0,-0.3558823529411765
1999-01,1998-12,17,-0.6239674080513515,0.3104553246903818,-2.009846050067386,0.8015668734076272,0.0,-0.25490196078431376
1999-02,1999-01,18,-0.5072283415037712,0.2730332659636455,-1.8577528994994654,0.7753437943142708,0.0,-0.24458204334365324
1999-03,1999-02,19,-0.4857302913330379,0.2671605273263156,-1.818121472487425,0.7677424821040586,0.0,-0.19298245614035087
1999-04,1999-03,20,-0.4953307116771232,0.2633351378098432,-1.8809898131969243,0.77964456426202,0.0,-0.22255639097744356
1999-05,1999-04,21,-0.4446699223233914,0.2621034720217984,-1.6965434257445071,0.7421523816568178,0.0,-0.14935064935064934
1999-06,1999-05,22,-0.44937896418672935,0.2548556765880947,-1.7632684121571636,0.7566386241448348,0.0,-0.12704686617730096
1999-07,1999-06,23,-0.47914409161252075,0.24846517201884374,-1.9284155107911147,0.7880811041246765,0.0,-0.2005928853754941
1999-08,1999-07,24,-0.4790876839024853,0.24279304682637085,-1.9732347781981432,0.7956537802741116,0.0,-0.19652173913043475
1999-09,1999-08,25,-0.45078981017132275,0.23283545165735775,-1.9360875114272036,0.7894042919007417,0.0,-0.21769230769230768
1999-10,1999-09,26,-0.4466572205460732,0.2306616098380338,-1.9364176850222603,0.7894609832057407,0.0,-0.19863247863247863
1999-11,1999-10,27,-0.4448582748575554,0.22502889630613684,-1.976893999659294,0.7962555804068173,0.0,-0.17859868930413778
1999-12,1999-11,28,-0.434208142171397,0.22483602874309105,-1.9312213642927534,0.7885663426161456,0.0,-0.15464623109101688
2000-01,1999-12,29,-0.40765987674883797,0.21758584575780598,-1.873558803096975,0.7782814527793357,0.0,-0.12786400979321974
2000-02,2000-01,30,-0.4201931522958428,0.21276454723156735,-1.9749209055891985,0.7959313853975032,0.0,-0.15843347076707215
2000-03,2000-02,31,-0.4209871506428894,0.21174347756716722,-1.988194184207388,0.7980987408306905,0.0,-0.1506352117741608
2000-04,2000-03,32,-0.42065241339236437,0.20830112320321068,-2.019443807712894,0.8030780202175158,0.0,-0.1360220004523638
2000-05,2000-04,33,-0.4196876641544255,0.20847069849944302,-2.0131733964308025,0.8020925594439091,0.0,-0.12536565375258174
2000-06,2000-05,34,-0.41630872963115445,0.20367741780617682,-2.0439611524696444,0.8068669309699952,0.0,-0.11247803458973592
2000-07,2000-06,35,-0.4237214243897287,0.20042123897638825,-2.114154300980285,0.8171728920504716,0.0,-0.14891083889721551
2000-08,2000-07,36,-0.4233325741670959,0.19943715951030525,-2.1226363993878565,0.8183662683593322,0.0,-0.13979532988923793
2000-09,2000-08,37,-0.42641452056694,0.1960144471903495,-2.1754239377715314,0.8255551061695405,0.0,-0.1337364417378467
2000-10,2000-09,38,-0.417541007197934,0.19532011208998015,-2.1377266413075837,0.8204627634628826,0.0,-0.11381669100005459
2000-11,2000-10,39,-0.4089592278003569,0.19498650618781088,-2.09737194535117,0.8147794540567009,0.0,-0.09394138894552732
2000-12,2000-11,40,-0.4083131882070852,0.19251676660899858,-2.120922740388472,0.8181260414299304,0.0,-0.09429094243583692
2001-01,2000-12,41,-0.3993884789291361,0.1883785092210992,-2.120138229039573,0.8180159185229999,0.0,-0.11743694833906138
2001-02,2001-01,42,-0.38713237916839327,0.1904387463319914,-2.0328446107994553,0.8051615515217765,0.0,-0.08971190146919168
2001-03,2001-02,43,-0.3873033604601807,0.18873498548162507,-2.052101572328189,0.8081027045311758,0.0,-0.07770436145752514
2001-04,2001-03,44,-0.38825932666148266,0.1871939887013012,-2.0741014674408924,0.8113882598281983,0.0,-0.06540508194565602
2001-05,2001-04,45,-0.38699640311488487,0.18570262634254797,-2.0839576194309144,0.8128350028704691,0.0,-0.05138847737317988
2001-06,2001-05,46,-0.3854853140597372,0.18365028031840333,-2.0990183809760743,0.8150161787367944,0.0,-0.03978166359887225
2001-07,2001-06,47,-0.38447978264253607,0.1818153066361772,-2.1146722449056616,0.8172460750015668,0.0,-0.03769984691389513
2001-08,2001-07,48,-0.38798556796656436,0.18013843523164258,-2.1538189085946495,0.8226615767005746,0.0,-0.036314289711906166
2001-09,2001-08,49,-0.3876756487987428,0.17817150057941766,-2.175856674821804,0.8256123877596279,0.0,-0.044391152514128965
2001-10,2001-09,50,-0.3783788536564079,0.17776443721435015,-2.128540778941937,0.819190598137019,0.0,-0.023627152077050864
2001-11,2001-10,51,-0.3851734713689423,0.17589853346131787,-2.189748054116929,0.8274373430579844,0.0,-0.0565196734111966
2001-12,2001-11,52,-0.3925172506369166,0.17637519974420363,-2.2254673627935397,0.8320091449383948,0.0,-0.074067749730292
2002-01,2001-12,53,-0.38509345984177634,0.1747556457387652,-2.203610980428273,0.8292320960159689,0.0,-0.05963108568510297
2002-02,2002-01,54,-0.38583459799932085,0.17318166206438906,-2.2279183222982772,0.8323166144931675,0.0,-0.06758533946664899
2002-03,2002-02,55,-0.38698783352924904,0.17197622882010546,-2.2502402581118055,0.8350809589506136,0.0,-0.07706044710672015
2002-04,2002-03,56,-0.38399043485636175,0.17070503356106798,-2.2494382669682267,0.8349827499694032,0.0,-0.06739921741003553
2002-05,2002-04,57,-0.3851685443036724,0.16935520684097108,-2.274323603556846,0.8379923455107355,0.0,-0.06371842040296444
2002-06,2002-05,58,-0.38421564241966316,0.16819929617937657,-2.2842880508246326,0.8391758573019159,0.0,-0.05909496427341281
2002-07,2002-06,59,-0.3804849343933547,0.16714100475853197,-2.276430819253719,0.8382436436556544,0.0,-0.047723420503517903
2002-08,2002-07,60,-0.3757358214897819,0.16581318729102734,-2.2660189314756276,0.8369966116554728,0.0,-0.04484828283017679
2002-09,2002-08,61,-0.37589872299576926,0.1641276027716779,-2.2902833932126065,0.8398821025335094,0.0,-0.058913744860004384
2002-10,2002-09,62,-0.37537282161807034,0.16390590991018333,-2.2901725863561966,0.8398690891448545,0.0,-0.05565488939039354
2002-11,2002-10,63,-0.37479069074792776,0.16230053726577331,-2.3092387558409233,0.8420865703171699,0.0,-0.0691765780202078
