target_month,history_through,observations,expanding_beta,beta_se,beta_z,reliability,shrunk_positive_beta,expanding_spearman_ic
2012-02,2012-01,70,0.006701247366556641,0.07903871315865633,0.0847843683019619,0.007137084964538177,4.7827371823502456e-05,-0.01254483422272767
2012-03,2012-02,71,0.009070423441783203,0.07846223333250375,0.11560241222480842,0.0131876786597705,0.00011961782965828644,-0.0038564721663313212
2012-04,2012-03,72,0.009116262097901956,0.0779137318012067,0.11700456244557352,0.013505180794604997,0.00012311676780317094,-0.008071258601839347
2012-05,2012-04,73,0.009407476473802922,0.07736155587433194,0.12160402369730856,0.014572053772040794,0.0001370862530354649,-0.011322966802418859
2012-06,2012-05,74,0.011686668656642231,0.07776178894485064,0.15028806326627234,0.02208761989037418,0.00025813069507266346,-0.009433543132173266
2012-07,2012-06,75,0.010988610902196471,0.07675230865056795,0.14316977684963952,0.020085873111705396,0.00022071584425542088,-0.012773826458036982
2012-08,2012-07,76,0.010546773241838532,0.0757857485888331,0.13916565367796052,0.018999121670188374,0.00020037942804957735,-0.016349965823650035
2012-09,2012-08,77,0.010555154915616911,0.07527889938604826,0.1402139909284213,0.019280901438330937,0.00020351290159432395,-0.015063883484936116
2012-10,2012-09,78,0.005002876684719794,0.07437331739814483,0.06726709066825337,0.004504479341878098,2.25353546762839e-05,-0.032183006866551164
2012-11,2012-10,79,0.010909825097666357,0.0738996434604275,0.1476302805643231,0.02132982265914783,0.00023270463457554353,-0.021567672833495616
2012-12,2012-11,80,0.010100050297018048,0.0733740838889767,0.1376514671351886,0.018595578746924656,0.00018781628064609888,-0.023863103609939054
2013-01,2012-12,81,0.011495424483125688,0.07305139957334329,0.15736076995464449,0.024164051718394117,0.0002777760317351431,-0.016982836495031618
2013-02,2013-01,82,0.009233131698245496,0.07261808969807622,0.12714644156344557,0.01590902878113052,0.0001468901579273561,-0.02539153905595281
2013-03,2013-02,83,0.004031150459073645,0.07142118967627918,0.056441939392847924,0.003175576113347234,1.2801225107143005e-05,-0.036228537844758824
2013-04,2013-03,84,0.0018088903720830105,0.07078337178687595,0.025555301003877855,0.0006526471828779439,1.1805672054750126e-06,-0.04505416624481118
2013-05,2013-04,85,0.0001779079532197825,0.07048090125155557,0.0025242008836522355,6.371549504128978e-06,1.1335493311181066e-09,-0.051182333398475666
2013-06,2013-05,86,0.0017212428780898725,0.0697344521806359,0.02468281924164643,0.0006088706164281202,1.0480142122050924e-06,-0.04644558705599321
2013-07,2013-06,87,0.0007541508468490638,0.0700630226021339,0.010763892547594639,0.00011584796047127141,8.736683749514621e-08,-0.049427717430925125
2013-08,2013-07,88,0.00016978653526326985,0.06972076916897693,0.002435236118118134,5.930339781848586e-06,1.006891844494007e-09,-0.0505441865379874
2013-09,2013-08,89,-0.00039194953191818376,0.06895890881135786,-0.005683812848465895,3.230468487000742e-05,0.0,-0.05376234252638748
2013-10,2013-09,90,-0.0012326371568425558,0.06864555021736642,-0.017956548573642504,0.00032233370415979184,0.0,-0.05489566613162119
2013-11,2013-10,91,8.093881141650497e-05,0.06813791179191754,0.0011878675070594966,1.411027223327109e-06,1.1420686633242751e-10,-0.049721293199554074
2013-12,2013-11,92,-0.00017014160223663066,0.06764433421081126,-0.0025152380346651084,6.326382347659185e-06,0.0,-0.04930413205308016
2014-01,2013-12,93,-0.0001775115785419387,0.06730037633136202,-0.002637601573993253,6.956893664425523e-06,0.0,-0.05238578377249261
2014-02,2014-01,94,-0.0017377628702970327,0.06721001693282211,-0.025855712430990233,0.0006680712477496395,0.0,-0.05673518043564643
2014-03,2014-02,95,-0.00206708608473936,0.06681402852146288,-0.030937905264541016,0.0009562387144642718,0.0,-0.057152855543113106
2014-04,2014-03,96,-0.001793798589208854,0.06539223623403265,-0.02743136941806085,0.0007519142277108897,0.0,-0.05295713510580575
2014-05,2014-04,97,-0.0016720729292832583,0.06505995879303254,-0.025700491674186633,0.0006600792798496703,0.0,-0.054794340416579004
2014-06,2014-05,98,-0.0028648840057429997,0.0644785511397474,-0.04443158158957079,0.001970275792169491,0.0,-0.05975811130450305
2014-07,2014-06,99,-0.0029730643906838777,0.06415193281810351,-0.04634411248549142,0.0021431737033906642,0.0,-0.06340136054421769
2014-08,2014-07,100,-0.0065009482854317124,0.063397978600931,-0.10254188585968964,0.010405426973018685,0.0,-0.07188718871887188
2014-09,2014-08,101,-0.009110319668983085,0.062479656830475946,-0.14581257534275233,0.020818674887307022,0.0,-0.08221316249271984
2014-10,2014-09,102,-0.006957552718812141,0.06223812480397327,-0.11178924077044128,0.012342591036375238,0.0,-0.07366087836653454
2014-11,2014-10,103,-0.004477359412168957,0.06176940700204657,-0.07248506387669565,0.005226623364479308,0.0,-0.06615999648552476
2014-12,2014-11,104,-0.003812514982632673,0.06072813964640724,-0.06278003911911743,0.003925860188260463,0.0,-0.06371492585084819
2015-01,2014-12,105,-0.008241119071460808,0.059778086364058756,-0.13786187502341551,0.01865140981879195,0.0,-0.07581380883267676
2015-02,2015-01,106,-0.009445455847252203,0.05939899227907935,-0.15901710592788867,0.02466280542853157,0.0,-0.07971887044361035
2015-03,2015-02,107,-0.00940859161951122,0.059113449173648684,-0.15916160790876904,0.0247065410216411,0.0,-0.07926291659319346
2015-04,2015-03,108,-0.006725602554609698,0.05745451322319076,-0.11705960380315251,0.01351771821435626,0.0,-0.0721560109367706
2015-05,2015-04,109,-0.009897510940013692,0.057069087151140264,-0.17343033565266927,0.029199807150463324,0.0,-0.08283754981002689
2015-06,2015-05,110,-0.010054414787003802,0.0568883058018634,-0.17673957143358038,0.030290689592424702,0.0,-0.0846335910556094
2015-07,2015-06,111,-0.013718632302133533,0.05643251721291202,-0.24309800412366944,0.05579910028865164,0.0,-0.09484906984906985
2015-08,2015-07,112,-0.009197344840385266,0.05585453463997996,-0.16466603651195627,0.026399094673861177,0.0,-0.0806796050158882
2015-09,2015-08,113,0.0011963189744101683,0.05478642140292864,0.02183604885619009,0.0004765857873367724,5.701486203251902e-07,-0.06030008649943443
2015-10,2015-09,114,-0.0014004809191830304,0.05383488911754484,-0.026014373617918578,0.0006762899571037947,0.0,-0.06738219153115572
2015-11,2015-10,115,0.00681823259333334,0.0530144132979846,0.12861092237330377,0.016271624171284464,0.00011094371827112233,-0.046839738025723984
2015-12,2015-11,116,0.0030811331360978476,0.052025965141172456,0.05922298851616098,0.0034951037733357377,1.0768880050125363e-05,-0.05640256794679584
2016-01,2015-12,117,0.005052474522539697,0.05136211547910333,0.09836967335574982,0.00958385358905148,4.8422176086433234e-05,-0.04804507785220818
2016-02,2016-01,118,0.007878735283326596,0.050907952141995755,0.15476433350433577,0.02339172046168805,0.00018429717333921433,-0.03702080571472396
2016-03,2016-02,119,0.008722779630750079,0.05064611216019269,0.1722299947360242,0.028808616176358486,0.000251291210373237,-0.03192565161657884
2016-04,2016-03,120,0.007080200619182176,0.05033557843326768,0.1406599633809462,0.01940136492224736,0.00013736555593547511,-0.03832905062851586
2016-05,2016-04,121,0.008063208375994748,0.0494411704101097,0.16308692349131743,0.025908253857667016,0.00020890364951253892,-0.032908819943097134
2016-06,2016-05,122,0.006597238464223731,0.04885035529695602,0.13504995867726718,0.017911807001866988,0.00011816846211646883,-0.03892327366574032
2016-07,2016-06,123,0.006513440236656836,0.0486274500947155,0.1339457492418397,0.017625241115574702,0.0001148009546629627,-0.03883607847183707
2016-08,2016-07,124,0.004118915896780576,0.04823651715316922,0.08538999371993333,0.007238670615195424,2.9815475468486863e-05,-0.04606136900078678
2016-09,2016-08,125,0.004854531107282146,0.04665402686760328,0.10405384986506169,0.010711230992213047,5.199800404898284e-05,-0.043926267281105984
2016-10,2016-09,126,0.004050248122458203,0.04622581746962102,0.08761874519839419,0.007618556512690177,3.08570442113651e-05,-0.0469411323584552
2016-11,2016-10,127,0.00478207074586049,0.04599050548945992,0.1039795213156864,0.010696097419599707,5.1149494565141635e-05,-0.04375234345706786
2016-12,2016-11,128,0.004543377620512993,0.045787100632810905,0.0992283319476495,0.009750258265022033,4.429910519552295e-05,-0.04718114814136605
2017-01,2016-12,129,0.006509810244090998,0.04550355790545283,0.14306156581463506,0.020056130578322298,0.0001305616042955892,-0.03791368515205725
2017-02,2017-01,130,0.004932670200668276,0.04530474811100047,0.10887755492167878,0.011715443328535533,5.778841819428519e-05,-0.043876060030862085
2017-03,2017-02,131,0.005215203117489221,0.04487682686312926,0.11621149448456271,0.013325153763664404,6.949338344928583e-05,-0.04243313937970427
2017-04,2017-03,132,0.004694236045233121,0.04475788959259048,0.10488063865303954,0.010880266000079063,5.107453683929553e-05,-0.04314568517059477
2017-05,2017-04,133,0.004610262732925265,0.044608110043683716,0.10335032639604186,0.010568405759768178,4.8723127220691956e-05,-0.04338356066557166
2017-06,2017-05,134,-0.0007084760368286368,0.044260874187038265,-0.01600682430795985,0.0002561527933607672,0.0,-0.05664659160338658
2017-07,2017-06,135,-0.001848072292076639,0.04401752567699831,-0.04198491995297143,0.0017596317416326958,0.0,-0.06188176763242612
2017-08,2017-07,136,-0.0017149385654287592,0.043807315727986317,-0.03914730991684958,0.0015301668748214235,0.0,-0.060359715662420675
2017-09,2017-08,137,-8.284262067155444e-05,0.04348671804207491,-0.0019050097225410602,3.629048872932451e-06,0.0,-0.052985046763865805
2017-10,2017-09,138,-0.004461393880787179,0.04283975988232152,-0.10414143060190778,0.010729076043422726,0.0,-0.06356552333506092
2017-11,2017-10,139,-0.0017337276672127542,0.042619328182844134,-0.04067937579341394,0.0016520777375129692,0.0,-0.05192367844854551
2017-12,2017-11,140,-0.005135828337546478,0.04225417170560931,-0.121546065873176,0.014558368851292176,0.0,-0.061743674968839535
2018-01,2017-12,141,-0.004990211764180983,0.041976930661027326,-0.11887986295324944,0.013935479737921756,0.0,-0.061616507555974136
2018-02,2018-01,142,-0.0035662718101818246,0.04171212343118543,-0.0854972491646291,0.007256734484911441,0.0,-0.055397105142385335
2018-03,2018-02,143,0.0011230829324569733,0.04186599217459668,0.02682566145269654,0.000719098637408823,8.076074064269147e-07,-0.04383761778127975
2018-04,2018-03,144,0.00045514391296848426,0.041717631128865534,0.010910109242841406,0.0001190163171209395,5.416955228152241e-08,-0.046403022265091236
2018-05,2018-04,145,0.00023883530039146372,0.04157110297503692,0.005745224045050771,3.30065098621768e-05,7.883119697806805e-09,-0.047307510628247514
2018-06,2018-05,146,0.0004947261268705663,0.04150478416843764,0.011919737369620664,0.00014205995506257532,7.028077135151458e-08,-0.048025218590034044
2018-07,2018-06,147,0.005126176427447,0.04103025538158184,0.12493649819562422,0.015369228320336414,7.878537592375938e-05,-0.033785672728921266
2018-08,2018-07,148,0.004121158722945044,0.04046012846753399,0.1018572821945423,0.010268372536872168,4.231759305078006e-05,-0.03823985607302961
2018-09,2018-08,149,0.0039008676513407705,0.040194111123335166,0.0970507256491132,0.00933095653115597,3.639882648845321e-05,-0.04115726464719753
2018-10,2018-09,150,0.0038554869777586895,0.04004021793879234,0.09629035944940154,0.00918665617801763,3.541903326349339e-05,-0.04068625272234321
2018-11,2018-10,151,0.008014305662670088,0.04064281346093802,0.19718875196405072,0.03742807302063713,0.0002999600175521217,-0.032551411641687
2018-12,2018-11,152,0.007832731938413912,0.040572127183984896,0.19305696994624771,0.035931780482804494,0.0002814440045917404,-0.031523588870891676
2019-01,2018-12,153,0.002707037548986893,0.03971706500077726,0.06815804614298454,0.004624038195560368,1.2517445023331514e-05,-0.04207711792851111
2019-02,2019-01,154,-0.0010642055345226823,0.039825157811835786,-0.026721941430861252,0.0007135526329044531,0.0,-0.050655100749977415
2019-03,2019-02,155,-0.0017037710088981125,0.03953734561307379,-0.04309270090035401,0.0018535388846351577,0.0,-0.055218974573813286
2019-04,2019-03,156,-0.0026871918704695075,0.0394064614724188,-0.0681916561412223,0.004628578604806767,0.0,-0.059123453082770935
2019-05,2019-04,157,-0.002084876305344401,0.03922255034304797,-0.05315504186009507,0.0028174977522456655,0.0,-0.05712947860009055
2019-06,2019-05,158,0.002626041731619399,0.03923977769826367,0.06692295129224443,0.004458712257963339,1.1708764458694689e-05,-0.04496325447738602
2019-07,2019-06,159,0.0007011350623595362,0.03923710818258564,0.017869182894337678,0.0003192057724511204,2.2380635917304025e-07,-0.05008359207069501
2019-08,2019-07,160,0.0046095199089698086,0.039087113108953596,0.11792940287303838,0.013716582825285347,6.322686161618615e-05,-0.03763916559240595
2019-09,2019-08,161,0.004207715189463375,0.038996925087309495,0.10789864021439637,0.011508137482158625,4.842296488611164e-05,-0.03969979296066253
2019-10,2019-09,162,0.005291579188328213,0.03899144056274554,0.13571130258224068,0.018084485592621668,9.569548759353822e-05,-0.034646276043982106
2019-11,2019-10,163,0.005085989003211412,0.0388413983447287,0.13094247941517917,0.016856905543779825,8.573403622383768e-05,-0.03541046657910341
2019-12,2019-11,164,0.004904161527150794,0.03863201939385573,0.12694551318046765,0.015859583537806445,7.777795942274445e-05,-0.03522370193027083
2020-01,2019-12,165,-0.0009101771120144237,0.038392683551234666,-0.023707045921908563,0.0005617083327646703,0.0,-0.04856677263377235
2020-02,2020-01,166,-0.004621936460523582,0.03812467617658862,-0.12123214998903502,0.014484354244527185,0.0,-0.057478471315856795
2020-03,2020-02,167,-0.000788149506618145,0.037872637107825874,-0.020810526195317,0.000432890525162891,0.0,-0.04514722706050894
2020-04,2020-03,168,-0.008040069823879708,0.03833774655435725,-0.20971680775446933,0.0421282892885369,0.0,-0.05633196835407799
2020-05,2020-04,169,-0.020341165158095732,0.037197827606176244,-0.5468374490428126,0.23019554624330552,0.0,-0.07077967281587191
2020-06,2020-05,170,-0.027905759142039365,0.03615096182876656,-0.771923006480945,0.3733806306713203,0.0,-0.08332753219631049
2020-07,2020-06,171,-0.03190440162987517,0.03583382166608295,-0.8903432608214655,0.4421856440350209,0.0,-0.09438404492764059
2020-08,2020-07,172,-0.026560125737813266,0.0354980995436069,-0.7482126107958549,0.35890125356126396,0.0,-0.08153802977668662
2020-09,2020-08,173,-0.02471099656754926,0.035236821902204354,-0.7012833517203032,0.3296681102338824,0.0,-0.075322971663785
2020-10,2020-09,174,-0.024434494405985677,0.034734283731829116,-0.7034690738014234,0.33104494413668445,0.0,-0.07482103704547395
2020-11,2020-10,175,-0.026526243587281402,0.034415112911811076,-0.770773109338768,0.372683314020927,0.0,-0.08181594267801166
2020-12,2020-11,176,-0.03498055458130208,0.03490157498767165,-1.0022629234829181,0.5011301815390571,0.0,-0.09418005723090468
2021-01,2020-12,177,-0.03131307615125332,0.03533628208037398,-0.8861451830169994,0.439855392964716,0.0,-0.08571311092259483
2021-02,2021-01,178,-0.028448683307141648,0.03500127299050114,-0.8127899609497696,0.3978180009769989,0.0,-0.07747287295104205
2021-03,2021-02,179,-0.027654444969856074,0.034923186677890614,-0.7918648783377984,0.38539073237809773,0.0,-0.07370116962735129
2021-04,2021-03,180,-0.027177667107027025,0.03478746326165206,-0.7812488913782429,0.37901691843797064,0.0,-0.07144459191127298
2021-05,2021-04,181,-0.027181938889649114,0.034628870550923854,-0.7849502007198422,0.3812443342995586,0.0,-0.07224617003622527
2021-06,2021-05,182,-0.02726000717871447,0.034496594985057485,-0.7902231275441066,0.38440801205759434,0.0,-0.07313101715782633
2021-07,2021-06,183,-0.02582179426896471,0.03425978177844598,-0.7537057426679262,0.36227432221955896,0.0,-0.06835626953232087
2021-08,2021-07,184,-0.026321079619256508,0.03419139951062491,-0.7698158015169074,0.37210239708302895,0.0,-0.07035695709965133
2021-09,2021-08,185,-0.026661188503272978,0.03410755231498211,-0.7816799123272696,0.37927658466663705,0.0,-0.07214093476365567
2021-10,2021-09,186,-0.030119063788907954,0.03387674564019946,-0.8890778384912954,0.44148412503386547,0.0,-0.08063537057844458
2021-11,2021-10,187,-0.030627146951020316,0.03378284749508775,-0.9065886750805627,0.4511233661465053,0.0,-0.0828326463798223
2021-12,2021-11,188,-0.030865263547462923,0.03376102742214552,-0.9142276140333596,0.4552819520493319,0.0,-0.08371394979655304
2022-01,2021-12,189,-0.031228765203716483,0.03378178806305862,-0.9244260589588523,0.4607895716431393,0.0,-0.08452869763060133
2022-02,2022-01,190,-0.033987139771566845,0.03385210776559105,-1.0039888803057944,0.5019904623928934,0.0,-0.09016870273414776
2022-03,2022-02,191,-0.034292162264091,0.03373087963051945,-1.0166400236139619,0.5082507986359046,0.0,-0.09245659961421879
2022-04,2022-03,192,-0.034292096495397065,0.033642100694205125,-1.0193209040987117,0.509567144801123,0.0,-0.09287259582779482
2022-05,2022-04,193,-0.032731960820392265,0.03352462834047566,-0.9763556656905163,0.48803810921141977,0.0,-0.08574762299022487
2022-06,2022-05,194,-0.03303285717452813,0.033266176600510816,-0.9929862866783703,0.49648084560015837,0.0,-0.08862856602827758
2022-07,2022-06,195,-0.03371904576623841,0.03364091759420731,-1.0023224150117878,0.5011598591066502,0.0,-0.09031057307935068
2022-08,2022-07,196,-0.03452546056226158,0.03355922495340393,-1.0287919524422642,0.5141888155523868,0.0,-0.0938823323159799
2022-09,2022-08,197,-0.03319078984502109,0.03337069859051146,-0.9946087809638625,0.4972971242774268,0.0,-0.08873987989288933
2022-10,2022-09,198,-0.022126786247331044,0.033207234863221684,-0.6663242615192067,0.3074734796146386,0.0,-0.073670150475497
2022-11,2022-10,199,-0.02045378267780392,0.033148456254393666,-0.6170357533646192,0.27574707607052357,0.0,-0.06728795492614588
2022-12,2022-11,200,-0.017630113002939554,0.03318565292798615,-0.5312570779064502,0.2201112001357286,0.0,-0.05950498762469063
2023-01,2022-12,201,-0.00928889943177291,0.03302895621234525,-0.2812350281993166,0.07329593533200592,0.0,-0.04566277523274715
2023-02,2023-01,202,-0.002095496559989238,0.032875766838069254,-0.06373985344009403,0.0040463296143811835,0.0,-0.03248814698395065
2023-03,2023-02,203,-0.002722994820552147,0.03275610975115416,-0.08312937162680628,0.006863065266516928,0.0,-0.034967623102501504
2023-04,2023-03,204,-0.0025500543493232803,0.032684040132334474,-0.07802139328548001,0.006050506334228297,0.0,-0.03391311108127019
2023-05,2023-04,205,-0.0023976144326216023,0.03257683662922942,-0.07359874931718673,0.0053875925197285285,0.0,-0.033318939699962385
2023-06,2023-05,206,-0.0032828510310789413,0.03248461804165483,-0.10105863109947487,0.010109599131351725,0.0,-0.03683692134515267
2023-07,2023-06,207,-0.0028962744475992046,0.032386704587453276,-0.08942788358656384,0.007933896246482596,0.0,-0.035042644846359494
2023-08,2023-07,208,-0.0028037932720655443,0.032317996859757864,-0.08675640647631869,0.0074704464491438475,0.0,-0.03479034314274588
2023-09,2023-08,209,-0.0017987949696120285,0.032230479805870585,-0.05581036895654246,0.0031051254467602527,0.0,-0.029908249645091752
2023-10,2023-09,210,-0.002734144856423557,0.03215427232029012,-0.08503208622445628,0.007178551489238673,0.0,-0.033377498032025346
2023-11,2023-10,211,-0.004984374278277934,0.03206189085914214,-0.15546102069200599,0.023597813944151398,0.0,-0.03981553633704219
2023-12,2023-11,212,0.0006528961992780531,0.03201261240672129,0.020394967801533517,0.00041578176524132874,2.7146233425518325e-07,-0.027862966046300158
2024-01,2023-12,213,0.003319721722031753,0.031932527354719534,0.10396050663810386,0.01069222762238964,3.549522029495481e-05,-0.019287653269289513
2024-02,2024-01,214,-0.00035593966595810615,0.03181147248241429,-0.011189034589796913,0.00012517882335209103,0.0,-0.027720244527368515
2024-03,2024-02,215,-0.0007172569503387422,0.03184428336190191,-0.022523884183145382,0.000507068110184864,0.0,-0.029014223960974667
2024-04,2024-03,216,-0.0006921291707577692,0.03183690063768348,-0.021739841407129198,0.00047239743959646697,0.0,-0.028616677979018564
2024-05,2024-04,217,-0.0021761417363250274,0.0317640343569643,-0.06850961410850841,0.004671640566246632,0.0,-0.03320462050855658
2024-06,2024-05,218,-0.0021306464880630725,0.03169087894734031,-0.06723216770363162,0.004499824428059695,0.0,-0.03398277261015284
2024-07,2024-06,219,4.4789240313906376e-05,0.031606601216812885,0.0014170849945764207,2.0081258492761297e-06,8.994243124379591e-11,-0.02651753173306523
