Signal,Period,Observations,SpearmanIC,StandardizedBeta,HACBetaSE,HACBetaT,HACBetaPValue
stage30_option_direction_score,full_2006_2026,244,0.026103118843165678,0.003984739912285407,0.005124578096000941,0.7775742388226988,0.4368200528442717
stage30_pure_direction_raw,full_2006_2026,244,0.033755870289828134,0.003383021761588854,0.005898182357577831,0.5735702215518033,0.5662586676009513
stage30_option_direction_score,early_2007_2017,129,-0.06514423076923077,-0.00027915529273004496,0.004318487930380097,-0.06464190643354994,0.9484591179555759
stage30_pure_direction_raw,early_2007_2017,129,-0.04665138640429339,0.0009722960331348874,0.004852177392594513,0.20038344736093622,0.8411807040499603
stage30_option_direction_score,late_2018_2026,103,0.1108707112419277,0.008342628455947824,0.009483122261250336,0.8797343560608972,0.3790032331182013
stage30_pure_direction_raw,late_2018_2026,103,0.12072222466283003,0.0064004015799351485,0.012687419900357075,0.504468334003434,0.6139323090159132
