Test,Observations,BaseSignalBetaAtStateZero,InteractionBeta,InteractionSE,InteractionT,InteractionPValue,SignalBetaAtStateOne,StateBeta,RSquared
Stage30_ODS_x_MacroFragility,244,-0.021515278956473094,0.08025008687133287,0.28633396809250866,0.2802674352817466,0.7792723328591371,0.05873480791485977,0.03489055987323393,0.01303847092741195
Stage30_ODS_x_VIX6Stress,244,0.09089911522807957,-0.12996420364329025,0.36884752275507554,-0.35235211198528205,0.7245742110383118,-0.03906508841521068,0.08668534385610285,0.031750239718243645
LongIV_BucketDirection_x_MacroFragility,244,-0.14745869560561586,-0.05705575480577918,1.2229476833989525,-0.046654289124783706,0.9627887626388154,-0.20451445041139504,0.02615452640290649,0.011698059513026715
LongIV_BucketDirection_x_VIX6Stress,244,0.016887866710917382,-0.12440613116716698,1.1405329288109234,-0.10907719367372244,0.9131412637535326,-0.1075182644562496,0.08134710918387406,0.027144594904566
