month,policy,model_active,return,gross_return,nav,drawdown,predecision_drawdown,drawdown_multiplier,maximum_bl_tilt,applied_bl_tilt,bl_overlay_deployed,lw_overlay_veto,deployed_risk_model,desired_lw_annual_volatility,desired_lw_historical_cdar,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,desired_w_KODEX200,desired_w_BOND,desired_w_GLD,desired_w_USO,shadow_w_KODEX200,shadow_w_BOND,shadow_w_GLD,shadow_w_USO,regime_confidence,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,downside_semivariance,estimated_transaction_cost,monthly_utility,expected_annual_volatility,historical_cdar,sum_error,volatility_slack,cdar_slack,turnover_budget_l1,baseline_turnover_budget_l1,minimum_risk_trade_l1,risk_required_extra_trade_l1,actual_trade_l1,turnover_slack,projection_distance
2011-09,guarded_black_litterman_lw,True,-0.014537781683267342,-0.01393079592457419,2.044938834795379,-0.014537781683267359,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.08384315511415645,-0.032929220186278405,0.17342450248375746,0.0005202735074512724,8.67122512418787e-05,0.17988014729387555,0.5342513091347932,0.2844314850855607,0.0014370584857704236,0.17988014729387555,0.5342513091347932,0.2844314850855607,0.0014370584857704236,0.027652422285098018,0.5015317551308205,0.4420746528686731,0.028741169715408472,0.006938965418107124,2011-08-31,2010-09-14,2011-08-31,252,0.08190838245329637,1.802439024390244,1.7017463235294117,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0005858062216247083,0.00010968255694530725,0.0006069857596459584,,0.08384315511415645,-0.032929220186278405,0.0,0.046156844885843554,0.1270707798137216,,0.3464354916301819,0.0,0.0,0.3468490049675149,,0.0
2011-10,guarded_black_litterman_lw,True,0.014543905858728294,0.014639770813127655,2.0746802326955005,-0.00020531195273532088,-0.014537781683267359,0.6126126691574882,0.05,0.030630633457874413,True,False,ledoit_wolf,0.09234455139229243,-0.0314703568960066,0.027389986971246057,8.216996091373818e-05,1.3694993485622997e-05,0.17989615131984635,0.5542828253596235,0.2649680438933881,0.0008529794271420682,0.17989615131984635,0.5542828253596235,0.2649680438933881,0.0008529794271420682,0.025117852363733453,0.5461890388961285,0.40084584177730653,0.027847266962831525,0.024199477661280316,2011-09-30,2010-10-14,2011-09-30,252,0.1243366944284808,1.8543400713436387,1.8706041478809738,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0007106263476536448,0.00010050674045142518,9.586495588435789e-05,,0.09234455139229243,-0.0314703568960066,0.0,0.03765544860770757,0.1285296431039934,,0.045672811969540594,0.0,0.0,0.054779973942492115,,0.0
2011-11,guarded_black_litterman_lw,True,0.022990055323459792,0.023132600407531952,2.1223772460236585,0.0,-0.00020531195273532088,0.9945290656378653,0.05,0.04972645328189326,True,False,ledoit_wolf,0.1001261287521388,-0.034218145139726465,0.0407884603638643,0.0001223653810915929,2.0179702980566632e-05,0.18868462100171868,0.5199627749455132,0.2908693172250251,0.0004832868277430599,0.18868462100171868,0.5199627749455132,0.2908693172250251,0.0004832868277430599,0.011271967746999255,0.5539373463000744,0.4250717778899813,0.009718908062945054,0.05824039634380792,2011-10-31,2010-11-12,2011-10-31,252,0.1112259962372615,1.70707656612529,1.6597345132743362,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008354368049074898,0.00011715479114128631,0.00014254508593909758,,0.1001261287521388,-0.034218145139726465,2.220446049250313e-16,0.0298738712478612,0.12578185486027355,,0.07598765111536691,0.0,0.0,0.0815769207277286,,0.0
2011-12,guarded_black_litterman_lw,True,-0.0313615888027083,-0.031266637958880364,2.05581612354964,-0.03136158880270834,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.10418400928037662,-0.037971527750453773,0.02969018228298367,8.907054684895101e-05,5.88029697898596e-06,0.2052348076438288,0.4819451528930695,0.3122823098814384,0.0005377295816631327,0.2052348076438288,0.4819451528930695,0.3122823098814384,0.0005377295816631327,0.004854249535934061,0.5416757735151823,0.44271538531562105,0.010754591633262655,0.0833338327126348,2011-11-30,2010-12-14,2011-11-30,252,0.11757350228261014,1.5973952434881087,1.576020851433536,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009045256491444669,0.00013789171617379454,9.495169249816174e-05,,0.10418400928037662,-0.037971527750453773,2.220446049250313e-16,0.025815990719623386,0.12202847224954623,,0.06250188597953006,0.0,0.0,0.05938036456596734,,0.0
2012-01,guarded_black_litterman_lw,True,0.04041668678530226,0.040569923059391416,2.13890539990332,0.0,-0.03136158880270834,0.16430976596347635,0.05,0.008215488298173817,True,False,ledoit_wolf,0.10677826407514215,-0.04686119619661037,0.05012124743176396,0.00015036374229529187,2.8725317938593154e-06,0.2532713856446901,0.45498796532027513,0.2916906909058491,4.99581291855325e-05,0.2532713856446901,0.45498796532027513,0.2916906909058491,4.99581291855325e-05,0.0,0.5422450410795425,0.4516739899783393,0.006080968942118209,0.11018411671530881,2011-12-31,2011-01-13,2011-12-30,252,0.1179748886594011,1.5038716814159292,1.5034129692832765,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009501331399083994,0.00017450740897842796,0.00015323627575152522,,0.10677826407514215,-0.04686119619661037,1.1102230246251565e-16,0.02322173592485785,0.11313880380338964,,0.08359871773680386,0.0,0.0,0.10024249486352792,,0.0
2012-02,guarded_black_litterman_lw,True,0.0039763402846225565,0.004013045192736909,2.147410415609952,0.0,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.10729797495181348,-0.046195426828705886,0.01101711436956991,3.305134310870973e-05,3.6535650056424153e-06,0.2501378007995301,0.44293602223585127,0.30664755453856124,0.00027862242605720397,0.2501378007995301,0.44293602223585127,0.30664755453856124,0.00027862242605720397,0.0,0.5272154254995297,0.46721212597932626,0.005572448521144045,0.1575601974001913,2012-01-31,2011-02-14,2012-01-31,252,0.11438548031609982,1.3685064935064934,1.2663590604026846,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009594046190633326,0.00017864164317255547,3.670491174136775e-05,,0.10729797495181348,-0.046195426828705886,1.1102230246251565e-16,0.022702025048186525,0.11380457317129411,,4.259093546732377e-06,0.0,0.0,0.02203422873913982,,0.0
2012-03,guarded_black_litterman_lw,True,-0.0048564548472149974,-0.004852249498900069,2.136981613888103,-0.004856454847215086,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.11201296095586623,-0.045719393255276644,0.001230259285489676,3.690777856469028e-06,5.145704584592298e-07,0.25980454925140894,0.44324264276450664,0.29665022109251643,0.0003025868915678647,0.25980454925140894,0.44324264276450664,0.29665022109251643,0.0003025868915678647,6.5899491305985765e-06,0.5569218546006945,0.43701981761881764,0.006051737831357258,0.04315927967776608,2012-02-29,2011-03-15,2012-02-29,252,0.11944441001200802,1.507415254237288,1.2809405940594059,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0010455752851750344,0.00017834091721241532,4.205524107089811e-06,,0.11201296095586623,-0.045719393255276644,2.220446049250313e-16,0.017987039044133776,0.11428060674472336,,1.972695028551465e-06,0.0,0.0,0.002460518570979352,,0.0
2012-04,guarded_black_litterman_lw,True,0.002474057244193352,0.0024797918183292783,2.1422686287306507,-0.0023944127503175983,-0.004856454847215086,0.8705903609224511,0.05,0.04352951804612256,True,False,ledoit_wolf,0.10099080191849313,-0.04618723572394218,0.0017492399188077767,5.24771975642333e-06,4.868543795029211e-07,0.2622439330739656,0.44491420403488885,0.29258845795079713,0.00025340494034832746,0.2622439330739656,0.44491420403488885,0.29258845795079713,0.00025340494034832746,5.098740917985481e-06,0.5609894035540577,0.4331840470728394,0.005821450632184784,0.12454605386123056,2012-03-31,2011-04-14,2012-03-30,252,0.13140892924267422,1.0745341614906831,1.0948136142625609,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008499285060116932,0.00017581951032665183,5.734596772535318e-06,,0.10099080191849313,-0.04618723572394218,1.1102230246251565e-16,0.02900919808150687,0.11381276427605783,,3.118918016659087e-06,0.0,0.0,0.0034984798376155534,,0.0
2012-05,guarded_black_litterman_lw,True,-0.02259201592758668,-0.02242274291903575,2.0938704617491988,-0.024932334066911865,-0.0023944127503175983,0.9361962378793721,0.05,0.04680981189396861,True,False,ledoit_wolf,0.11025909415291846,-0.05692769587044948,0.05590420744205026,0.0001677126223261508,1.5603862247810983e-06,0.313510823105439,0.3911674173917647,0.2950457037882342,0.0002760557145621755,0.313510823105439,0.3911674173917647,0.2950457037882342,0.0002760557145621755,0.0,0.50638112863302,0.48772148140977434,0.00589738995720563,0.15017979758919817,2012-04-30,2011-05-13,2012-04-30,252,0.14666185305105475,1.06947261663286,1.0043859649122806,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0010130889869518448,0.0002218936519867976,0.00016927304862014757,,0.11025909415291846,-0.05692769587044948,1.1102230246251565e-16,0.019740905847081547,0.10307230412955053,,0.11258235084891852,0.0,0.0,0.11180841488410052,,0.0
2012-06,guarded_black_litterman_lw,True,-0.012060624269249616,-0.011659339382886064,2.0686170768415617,-0.0366922588228249,-0.024932334066911865,0.33562970222812727,0.05,0.016781485111406366,False,True,stage36_frozen_fallback,0.14182487102299018,-0.08548613675263436,0.13208235967116758,0.00039624707901350273,5.037807350049316e-06,0.4261190629107606,0.2815301526694756,0.2923507844197638,0.0,0.4189681522008373,0.2862482768460805,0.2947012570031481,8.231394993422457e-05,3.167550940129301e-17,0.5626807269650695,0.43241422742140034,0.004905045613530105,0.15166049476272284,2012-05-31,2011-06-15,2012-05-31,252,0.13802101546217302,1.5441468253968254,1.436128526645768,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.001408333334693,,0.00040128488965590983,,0.1300000000627584,-0.0880041101815329,0.0,-6.275838182467908e-11,0.071995889818467,,0.23446720507260832,0.0,0.0,0.26416471934233515,,0.0
2012-07,guarded_black_litterman_lw,True,0.012731443135139103,0.012849097970231831,2.0949535575237475,-0.024427961094388495,-0.0366922588228249,0.02226374575999812,0.05,0.0011131872879999061,False,True,stage36_frozen_fallback,0.1324082701278041,-0.08840304288278696,0.03627849434917053,0.00010883548304751159,8.81935204521555e-06,0.4176136446538369,0.321689376172159,0.2606969791740042,1.3307734634312313e-17,0.4171487624533129,0.32193704388791233,0.2609115839715943,2.6096871805208095e-06,0.0,0.5441745935504123,0.4534810685213345,0.0023443379282532166,0.24908952110945326,2012-06-30,2011-07-14,2012-06-29,252,0.12508141906723752,1.2886297376093294,1.4414032382420972,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.0014083333537962,,0.00011765633521033055,,0.1300000009444432,-0.0886141087139248,0.0,-9.44443218076074e-10,0.0713858912860752,,0.07255698869834105,0.0,0.0,0.07255698869834105,,0.0
2012-08,guarded_black_litterman_lw,True,0.021407479625950278,0.021518688048800375,2.139801233123749,-0.003543422547869879,-0.024427961094388495,0.34906969629543527,0.05,0.017453484814771766,True,False,ledoit_wolf,0.12537223671044528,-0.07468599354059889,0.03652028540560318,0.00010956085621680954,1.6475666332849348e-06,0.37780047285429375,0.35726043574807154,0.26493909139763466,3.545907916992234e-19,0.37780047285429375,0.35726043574807154,0.26493909139763466,3.545907916992234e-19,0.0,0.5495242596449299,0.4504757403550701,0.0,0.42123912580614525,2012-07-31,2011-08-15,2012-07-31,252,0.08272566223735575,1.2957142857142858,1.417298937784522,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0013098498114816604,0.0002768783196880586,0.0001112099231966821,,0.12537223671044528,-0.07468599354059889,0.0,0.0046277632895547205,0.08531400645940111,,0.05961973966061197,0.0,0.0,0.07304057081120637,,0.0
2012-09,guarded_black_litterman_lw,True,0.030726106267166098,0.03115595065296929,2.2055489932033225,0.0,-0.003543422547869879,0.9055786479139109,0.05,0.04527893239569555,False,True,stage36_frozen_fallback,0.14193576238967287,-0.11431785382490282,0.14271892407208217,0.0004281567722162465,1.6876135869443305e-06,0.5161298812060386,0.2126951106109756,0.2711750081829858,1.1224893480360105e-18,0.49276007120751203,0.22539061356156506,0.28184931523092294,1.3688980222877198e-18,0.0,0.4930794368058302,0.5069205631941699,6.564505341220828e-18,0.535655272499512,2012-08-31,2011-09-15,2012-08-31,252,0.059055665133011956,1.1607642124883504,1.2296793437733036,True,True,0,Stage36 fallback because guarded BL failed LW risk veto,0,,,0.001408333338051,,0.00042984588611010466,,0.1300000002177412,-0.1248070727248144,0.0,-2.1774121394813048e-10,0.0351929272751855,,0.2720596183431471,0.0,0.0,0.28543784814416434,,0.0
2012-10,guarded_black_litterman_lw,True,-0.03568106020704885,-0.035394745039509665,2.1268526667872387,-0.035681060207048865,0.0,1.0,0.05,0.05,True,False,ledoit_wolf,0.11948091463259898,-0.08904736974296795,0.08343871395563096,0.0002503161418668929,3.599902567229013e-05,0.4404189956274616,0.21817337224498418,0.34140763212755415,4.8718261085299104e-18,0.4404189956274616,0.21817337224498418,0.34140763212755415,4.8718261085299104e-18,0.0,0.4355394959043676,0.5644605040956325,1.063449865277774e-17,0.47625408580370393,2012-09-30,2011-10-13,2012-09-28,252,0.04221424339882247,1.0737179487179487,1.3003676470588235,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0011896407467868672,0.00040135034073576325,0.0002863166676276166,,0.11948091463259898,-0.08904736974296795,0.0,0.010519085367401024,0.07095263025703205,,0.12051753363468701,0.0,0.0,0.16687742791126192,,0.0
2012-11,guarded_black_litterman_lw,True,-0.0016388129668723583,-0.0015771071553968997,2.1233671530582807,-0.03726139858978217,-0.035681060207048865,0.04920909005334284,0.05,0.0024604545026671422,True,False,ledoit_wolf,0.11072737939612227,-0.09358339592243024,0.019229807850232553,5.768942355069766e-05,4.016387924761113e-06,0.45331044369769297,0.21595122357472862,0.3307383327275782,1.5837320309486537e-18,0.45331044369769297,0.21595122357472862,0.3307383327275782,1.5837320309486537e-18,0.0,0.4445621867699724,0.5554378132300277,0.0,0.46897816172571066,2012-10-31,2011-11-15,2012-10-31,252,0.041046568011131455,1.0085354896675651,1.280955829109341,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0010217127123277336,0.00042454177745805433,6.170731170593272e-05,,0.11072737939612227,-0.09358339592243024,2.220446049250313e-16,0.01927262060387773,0.06641660407756976,,0.005656754910774583,0.0,0.0,0.038459615700465105,,0.0
2012-12,guarded_black_litterman_lw,True,0.019861049341215083,0.019881580546691292,2.1655394528546865,-0.01814039972448156,-0.03726139858978217,0.007097915098799645,0.05,0.0003548957549399823,True,False,ledoit_wolf,0.10627234304683472,-0.100741249064104,0.006766053763663086,2.029816129098926e-05,2.3304418522077177e-07,0.4711507292500206,0.20999237437821822,0.3188568963717611,0.0,0.4711507292500206,0.20999237437821822,0.3188568963717611,0.0,4.012145774242393e-19,0.44783273989219236,0.5521672601078077,0.0,0.5213307841433319,2012-11-30,2011-12-15,2012-11-30,252,0.03607370014612901,1.0030864197530864,1.0552781740370898,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0009411509080553433,0.00043983881478106403,2.0532707851619187e-05,,0.10627234304683472,-0.100741249064104,0.0,0.023727656953165283,0.059258750935896,,0.011619624639730932,0.0,0.0,0.013532107527326172,,0.0
2013-01,guarded_black_litterman_lw,True,-0.009263266423776801,-0.009040459169630661,2.1454794839516937,-0.027235626792576628,-0.01814039972448156,0.5166139385782997,0.05,0.025830696928914987,True,False,ledoit_wolf,0.11016731600491415,-0.12481786032148309,0.07303241936529525,0.00021909725809588578,3.7099960502535444e-06,0.5501751015188102,0.13271294539156223,0.31711195308962736,0.0,0.5501751015188102,0.13271294539156223,0.31711195308962736,0.0,2.4412981326646556e-18,0.3999249394668609,0.6000750605331392,0.0,0.6333043501243765,2012-12-31,2012-01-13,2012-12-31,252,0.03169165531128109,1.0229636048526862,1.0847398030942335,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0010114031263105511,0.0005741489146544212,0.0002228087543026105,,0.11016731600491415,-0.12481786032148309,2.220446049250313e-16,0.01983268399508585,0.03518213967851691,,0.16006631699740317,0.0,0.0,0.1460648387305905,,0.0
2013-02,guarded_black_litterman_lw,True,0.0020091261691830837,0.0020812216817058353,2.149790022928346,-0.025281220433916785,-0.027235626792576628,0.2742540095272785,0.05,0.013712700476363927,True,False,ledoit_wolf,0.11253866580911748,-0.12872683645280242,0.023379120199699226,7.013736059909768e-05,1.958151923654089e-06,0.562935594217029,0.11516897111998602,0.32189543466298504,2.209272950687358e-20,0.562935594217029,0.11516897111998602,0.32189543466298504,2.209272950687358e-20,0.007337761531148143,0.41145114834689883,0.5812110901219532,0.0,0.5165359978027241,2013-01-31,2012-02-15,2013-01-31,252,0.029201743467602886,1.0229787234042553,1.003118503118503,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0010554126085080189,0.0005960266639383281,7.20970128487095e-05,,0.11253866580911748,-0.12872683645280242,0.0,0.017461334190882527,0.031273163547197586,,0.03294047521076515,0.0,0.0,0.04675824039939845,,0.0
2013-03,guarded_black_litterman_lw,True,-0.0023626363724264495,-0.0021168254231664135,2.1447108508270962,-0.027584126475406645,-0.025281220433916785,0.32633294970934823,0.05,0.016316647485467413,True,False,ledoit_wolf,0.10157314064305839,-0.10921712623598041,0.08180223896987605,0.00024540671690962817,4.042323504080134e-07,0.5010978776861353,0.19676828103014513,0.30213384128371934,1.802367712044582e-18,0.5010978776861353,0.19676828103014513,0.30213384128371934,1.802367712044582e-18,0.007871076076929053,0.429034568318811,0.56309435560426,0.0,0.6326611928423856,2013-02-28,2012-03-14,2013-02-28,252,0.02633302850748324,1.092964824120603,1.0140218878248974,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008597585750078767,0.0004637661280033374,0.0002458124505153765,,0.10157314064305839,-0.10921712623598041,2.220446049250313e-16,0.028426859356941614,0.05078287376401959,,0.16267187422689872,0.0,0.0,0.1636044779397521,,0.0
2013-04,guarded_black_litterman_lw,True,-0.039846361251465845,-0.03975120874689449,2.059251927485101,-0.0663313606585274,-0.027584126475406645,0.2649675609567673,0.05,0.013248378047838367,True,False,ledoit_wolf,0.09889281284203034,-0.11952230399951924,0.027307897075367932,8.19236912261038e-05,1.3228813345255442e-05,0.5214802899824149,0.19749696465306266,0.28102274536452226,3.6771635869121606e-19,0.5214802899824149,0.19749696465306266,0.28102274536452226,3.6771635869121606e-19,2.775557561562892e-17,0.42028255612122817,0.5797174438787719,2.775557561562892e-17,0.5384091126622422,2013-03-31,2012-04-12,2013-03-29,252,0.025816331819375243,1.0037067545304779,1.0016869095816465,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0008149823693174036,0.00048226967129072945,9.515400551869217e-05,,0.09889281284203034,-0.11952230399951924,2.220446049250313e-16,0.03110718715796966,0.04047769600048076,,0.05226076827284257,0.0,0.0,0.054615794150735864,,0.0
2013-05,guarded_black_litterman_lw,True,0.0009071581119506756,0.0012473678616518964,2.061119994575669,-0.06548437557847486,-0.0663313606585274,0.0,0.05,0.0,True,False,ledoit_wolf,0.09686823305987283,-0.12218797987995685,0.10158043436728013,0.0003047413031018404,3.5468446599380436e-05,0.4940351197093811,0.3081017239637111,0.1978631563269077,2.9845060312717463e-17,0.4940351197093811,0.3081017239637111,0.1978631563269077,2.9845060312717463e-17,0.04478718945442925,0.555428686678454,0.39978412386711676,0.0,0.5261476122456782,2013-04-30,2012-05-14,2013-04-30,252,0.029835553070778686,1.5683656957928802,1.0418882978723405,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0007819545480118198,0.0004078055450572201,0.0003402112497471761,,0.09686823305987283,-0.12218797987995685,0.0,0.03313176694012718,0.03781202012004316,,0.20944939599445225,0.0,0.0,0.20316086873456027,,0.0
2013-06,guarded_black_litterman_lw,True,-0.06196924521227191,-0.061950321316058835,1.933393944219893,-0.12339560346295164,-0.06548437557847486,0.0,0.05,0.0,True,False,ledoit_wolf,0.09306734557055155,-0.13034282016635332,0.005407533465018878,1.6222600395056637e-05,2.701295818015205e-06,0.5094694311582465,0.3053269024018856,0.185203666439868,0.0,0.5094694311582465,0.3053269024018856,0.185203666439868,0.0,0.045565473865476144,0.5609484586734371,0.3934860674610867,1.3768509024285895e-19,0.5050846105367318,2013-05-31,2012-06-14,2013-05-31,252,0.027144716416391906,1.5894276629570747,1.050786369593709,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.000721794234295705,0.0004259247872125241,1.892554677995628e-05,,0.09306734557055155,-0.13034282016635332,0.0,0.03693265442944846,0.029657179833646685,,0.010815066930037757,0.0,0.0,0.010815066930037757,,0.0
2013-07,guarded_black_litterman_lw,True,0.025816222991060577,0.026206298483458373,1.98330687341344,-0.10076498888700713,-0.12339560346295164,0.0,0.05,0.0,True,False,ledoit_wolf,0.08106086945371985,-0.09127411671637259,0.12737342521252012,0.00038212027563756036,7.955216760234171e-06,0.3881825405043076,0.449734052074514,0.1620834074211782,7.825070361236518e-17,0.3881825405043076,0.449734052074514,0.1620834074211782,7.825070361236518e-17,0.07694473280190811,0.5663036414247722,0.35675162577331976,0.0,0.5115731173750581,2013-06-30,2012-07-12,2013-06-28,252,0.03399897968533712,1.862676056338028,1.02490297542044,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.000547572046382751,0.00026208105049784457,0.00039007699247326324,,0.08106086945371985,-0.09127411671637259,0.0,0.04893913054628016,0.06872588328362741,,0.25474685042504025,0.0,0.0,0.25474685042504025,,0.0
2013-08,guarded_black_litterman_lw,True,0.011346554958483702,0.011446445137399583,2.005810573852164,-0.0905617694128209,-0.10076498888700713,0.0,0.05,0.0,True,False,ledoit_wolf,0.07692154056281901,-0.1052272171359641,0.028545115876029092,8.563534762808728e-05,1.4254831287793395e-05,0.4199964610943845,0.4400757077713979,0.1399278311342177,3.2483856034735974e-19,0.4199964610943845,0.4400757077713979,0.1399278311342177,3.2483856034735974e-19,0.10121152467240643,0.5242503611519848,0.3745381141756088,0.0,0.4518340181599226,2013-07-31,2012-08-14,2013-07-31,252,0.04365764963491618,1.6942307692307692,1.0401785714285714,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0004930769502131176,0.00029601615441623844,9.989170012761369e-05,,0.07692154056281901,-0.1052272171359641,0.0,0.053078459437180994,0.054772782864035904,,0.057090231752058185,0.0,0.0,0.057090231752058185,,0.0
2013-09,guarded_black_litterman_lw,True,0.00467775764083762,0.0046777742059742715,2.015193269590074,-0.08630763778082184,-0.0905617694128209,0.0,0.05,0.0,True,False,ledoit_wolf,0.0763575131830646,-0.10483195602349733,5.339842966356479e-06,1.601952889906944e-08,5.456077523668939e-10,0.4201103493643732,0.4365520975424509,0.1433375530931759,2.8072100963034204e-17,0.4201103493643732,0.4365520975424509,0.1433375530931759,2.8072100963034204e-17,0.10073762902042269,0.5174841761663198,0.3817781948132575,2.0250163250755886e-18,0.43788179150822976,2013-08-31,2012-09-13,2013-08-30,252,0.050542687596871694,1.670196671709531,1.171383647798742,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.00048587248495849023,0.00029387658674398845,1.9156334429944934e-08,,0.0763575131830646,-0.10483195602349733,1.1102230246251565e-16,0.05364248681693541,0.05516804397650267,,1.0679685932712958e-05,0.0,0.0,1.0679685932712958e-05,,0.0
2013-10,guarded_black_litterman_lw,True,0.012043442746907856,0.012043444878694501,2.039463134356336,-0.07530363612814828,-0.08630763778082184,0.0,0.05,0.0,True,False,ledoit_wolf,0.07293137129347181,-0.11172628481464056,6.664020112123855e-07,1.9992060336371566e-09,1.3258061218325262e-10,0.4345073595571737,0.4364967124853709,0.1289959279574553,2.6129673076149692e-17,0.4345073595571737,0.4364967124853709,0.1289959279574553,2.6129673076149692e-17,0.10794748321529979,0.5360799383315157,0.35597257845318453,1.1182997914779788e-18,0.48348711920571263,2013-09-30,2012-10-12,2013-09-30,252,0.05115843677858832,1.6385991058122205,1.0524844720496895,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0004432487432288537,0.00030787544000816775,6.987913264499015e-09,,0.07293137129347181,-0.11172628481464056,1.1102230246251565e-16,0.05706862870652819,0.048273715185359445,,1.332804022424771e-06,0.0,0.0,1.332804022424771e-06,,0.0
2013-11,guarded_black_litterman_lw,True,-0.004699087408914669,-0.0046990868582957365,2.0298795188207364,-0.07964886516868763,-0.07530363612814828,0.0,0.05,0.0,True,False,ledoit_wolf,0.07136806038148565,-0.1099111793950069,1.5959544705235895e-07,4.787863411570769e-10,7.183259131960528e-11,0.4402185961013973,0.4322218904560506,0.127559513442552,2.3991685739180893e-17,0.4402185961013973,0.4322218904560506,0.127559513442552,2.3991685739180893e-17,0.1102254879748711,0.5349998987377501,0.3547746132873788,0.0,0.41279436245241447,2013-10-31,2012-11-14,2013-10-31,252,0.056639333422158364,1.4322344322344323,1.01316595223515,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.0004244500035512817,0.00031272417728996283,6.539707501604593e-09,,0.07136806038148565,-0.1099111793950069,1.1102230246251565e-16,0.05863193961851436,0.0500888206049931,,3.191908941047179e-07,0.0,0.0,3.191908941047179e-07,,0.0
2013-12,guarded_black_litterman_lw,True,-0.003938303384485747,-0.003938302310094744,2.0218852374416665,-0.08327348715790905,-0.07964886516868763,0.0,0.05,0.0,True,False,ledoit_wolf,0.07108281661147475,-0.11373266405683564,3.06968858089514e-07,9.20906574268542e-10,1.5348442900659665e-10,0.4472667733435715,0.4326169707193543,0.1201162559370743,2.334542258211029e-17,0.4472667733435715,0.4326169707193543,0.1201162559370743,2.334542258211029e-17,0.11409488297807252,0.5455523761184873,0.34035274090344014,7.323276413136438e-19,0.4173996358596536,2013-11-30,2012-12-13,2013-11-29,252,0.055647733040562176,1.339350180505415,1.0178463399879008,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.00042106390145171254,0.00031853964142620144,6.6274210081518324e-09,,0.07108281661147475,-0.11373266405683564,0.0,0.05891718338852525,0.04626733594316436,,6.13937716179028e-07,0.0,0.0,6.13937716179028e-07,,0.0
2014-01,guarded_black_litterman_lw,True,-0.015039387043738858,-0.015039380062113356,1.9914773227977594,-0.09706049199779831,-0.08327348715790905,0.0,0.05,0.0,True,False,ledoit_wolf,0.07108796129491324,-0.11300421192010109,1.994750143693566e-06,5.984250431080697e-09,9.973750718840406e-10,0.4443805376037705,0.4371102511028461,0.1185092112933834,7.557310402139827e-23,0.4443805376037705,0.4371102511028461,0.1185092112933834,7.557310402139827e-23,0.11331491137876994,0.551006351828416,0.33567873679281407,0.0,0.398976368778382,2013-12-31,2013-01-14,2013-12-31,252,0.06249885239925372,1.5167140825035563,1.0062724014336917,True,False,0,guarded BL convex tilt passed LW risk veto,0,0.0,,0.00042112485342225684,0.0003105904529491275,1.0679927565621426e-08,,0.07108796129491324,-0.11300421192010109,0.0,0.05891203870508677,0.04699578807989892,,3.989500287387132e-06,0.0,0.0,3.989500287387132e-06,,0.0
