month,signal_month,regime,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,objective_mode,solver_success,used_retry,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_return,expected_monthly_variance,expected_annual_return,expected_annual_volatility,expected_sharpe,expected_squared_loss,expected_log_growth,expected_cagr,standardized_mse_quality,standardized_log_growth,combined_score,target_volatility,sum_error,volatility_slack,cdar_slack,w_KODEX200,w_BOND,w_GLD,w_USO
2007-04,2007-03,Slowdown,0.0004593172258335359,0.0021756638253342185,1.0004593172258336,0.0,1.0,0.0015,0.0002163465995006826,mse,True,False,False,0,Optimization terminated successfully,11,0.9799482829398029,0.010316262552732068,0.0004743827722101354,0.12379515063278482,0.07544927611661774,1.6407732055830668,0.9799482829398029,0.12094885399952401,0.12856718919320614,0.5677642732206589,0.5658181543993664,0.5667912138100126,0.07544927536231884,0.0,-7.542989011177781e-10,0.12216924568903517,0.17575854042565162,0.3915482605729832,0.43269319900136505,1.110223024625159e-16
2007-05,2007-04,Goldilocks,0.037192702927933585,0.03764209530918415,1.0376691034028973,0.0,0.1384482662792506,0.00041534479883775186,3.4047582412816164e-05,mse,True,False,False,0,Optimization terminated successfully,10,0.9775152665090464,0.011556525293427369,0.000494763819043498,0.13867830352112842,0.07705300661571861,1.7997779660013735,0.9775152665090464,0.13570972060686742,0.14534937401419204,0.5724406651537008,0.5702290307790543,0.5713348479663776,0.07705300655460941,0.0,-6.110920103274964e-11,0.11363993176679696,0.32474608781776354,0.319605172334367,0.3556487398478693,8.326672684688694e-17
2007-06,2007-05,Slowdown,-0.0074497386805926396,-0.0071440985475410244,1.0299387397456208,-0.007449738680592732,0.09263547217179836,0.0002779064165153951,2.7733716536220478e-05,mse,True,False,False,0,Optimization terminated successfully,11,0.9781215738555937,0.011244071014620164,0.0004832867518523913,0.13492885217544198,0.07615406110135359,1.7717880074165042,0.9781215738555937,0.13202913166432761,0.14114156213596113,0.5458602997195153,0.5433427047490792,0.5446015022342973,0.07615406110135352,0.0,-6.938893903907228e-17,0.11730787332440892,0.24892234661064977,0.3458803855775651,0.40519726781178517,0.0
2007-07,2007-06,Slowdown,0.04036392734256111,0.040444033855577585,1.071511112204002,0.0,0.025162680052386772,7.548804015716032e-05,4.618472859314132e-06,mse,True,False,False,0,Optimization terminated successfully,10,0.9777786649297234,0.011421101559094987,0.0004904264870902812,0.13705321870913983,0.07671452173534926,1.786535529504411,0.9777786649297234,0.13411065978659817,0.1435193542510838,0.5656777384228853,0.5633203861430763,0.5644990622829809,0.07671452119754006,0.0,-5.378091999519441e-10,0.11530089185816425,0.26993972858161475,0.32333839725473623,0.4067218741636489,1.4729964660425974e-16
2007-08,2007-07,Slowdown,0.006887827951953765,0.007160491825646647,1.0788914963934697,0.0,0.08410214258747875,0.00025230642776243625,2.0357445930446084e-05,mse,True,False,False,0,Optimization terminated successfully,11,0.9783356820406344,0.011133427075700164,0.00047858299358481725,0.13360112490840198,0.0757825568519419,1.7629535140840065,0.9783356820406344,0.13072962694689308,0.139659606405486,0.5289168081762331,0.5262210784445085,0.5275689433103707,0.07578255685184623,0.0,-9.567346914707286e-14,0.1192465024554499,0.20089216609351343,0.35656821734980254,0.4425396165566841,1.3877787807814186e-17
2007-09,2007-08,Slowdown,0.04186623277324956,0.041961059551739066,1.1240606189185582,0.0,0.028887508945219503,8.66625268356585e-05,8.164251653847571e-06,mse,True,False,False,0,Optimization terminated successfully,11,0.9778593942171252,0.011377402343453484,0.0004847536199474201,0.13652882812144182,0.07626954463853211,1.7900831684324248,0.9778593942171252,0.1336203064017573,0.14295876312020767,0.5674154941016185,0.5650314287484947,0.5662234614250565,0.0762695446384854,0.0,-4.671263376110346e-14,0.11689181482405112,0.20874276951075518,0.3243810781473088,0.46687615234193564,5.090143117268842e-16
2007-10,2007-09,Slowdown,0.0403088069719406,0.040559149209430885,1.1693701614313066,0.0,0.07152635356865428,0.00021457906070596283,3.576317678432717e-05,mse,True,False,False,0,Optimization terminated successfully,10,0.978513428934754,0.011045792403806341,0.0004830042125387167,0.1325495088456761,0.07613179723653318,1.7410531953404336,0.978513428934754,0.1296514835704438,0.13843155207770963,0.5041515543285615,0.50107355564491,0.5026125549867357,0.07613179723502304,0.0,-1.5101392358829457e-12,0.1179818907722888,0.2390147528367282,0.3523108093720262,0.4086744377912457,2.975209348367263e-17
2007-11,2007-10,Goldilocks,-0.014004428706259783,-0.013992437076755515,1.1529938003743143,-0.014004428706259842,0.003492412071512979,1.0477236214538938e-05,1.5143932897276337e-06,mse,True,False,False,0,Optimization terminated successfully,11,0.9783225617411329,0.011162987439427823,0.0005239243314155693,0.13395584927313386,0.07929118473693549,1.6894166699307047,0.9783225617411329,0.13081230328464044,0.13975383318313098,0.3968500750065869,0.392877562339417,0.39486381867300197,0.07929118469341176,0.0,-4.3523726289684816e-11,0.11730130716076773,0.2437742740253719,0.34372330313698485,0.4125024228376433,2.7755575615628658e-17
2007-12,2007-11,Goldilocks,0.04180743937149081,0.042081328890948615,1.2011975187791684,0.0,0.08098901597928924,0.00024296704793786773,3.09224715199361e-05,mse,True,False,False,0,Optimization terminated successfully,12,0.9790375259125563,0.010790929552789057,0.0005029408575210952,0.1294911546334687,0.07768713078916702,1.6668288984039223,0.9790375259125563,0.1264735094883421,0.1348193888316402,0.4056076283656629,0.4013465268682844,0.40347707761697366,0.07768713078916652,0.0,-4.996003610813204e-16,0.11990272472553062,0.1464046882315038,0.3666055099195632,0.4869898018489329,1.4492825379132945e-16
2008-01,2007-12,Stagflation,0.03126369811270073,0.031579690022587086,1.2387513953800056,0.0,0.09028340282467363,0.0002708502084740209,4.5141701412336836e-05,mse,True,False,False,0,Optimization terminated successfully,10,0.9796821622593649,0.010456905618988448,0.0004866266222173825,0.12548286742786138,0.07641674860008497,1.6420859265362915,0.9796821622593649,0.12256310769455708,0.13039045415863387,0.15351994109972597,0.14816882856241947,0.1508443848310727,0.07641674859979945,0.0,-2.8552160635797463e-13,0.12320889264108942,0.18818556886481888,0.39442240090410535,0.4173920302310757,1.0908344404625071e-16
