Period,Asset,Start,End,Months,AverageWeight,MedianWeight,MinWeight,MaxWeight,LastWeight,ZeroWeightMonths
full_common,KODEX200,2007-08,2026-07,228,0.279692755397734,0.3266276860080859,0.0,0.6649425866850261,0.4321631535786549,26
full_common,BOND,2007-08,2026-07,228,0.32778316220244585,0.33446525316458664,0.0,0.6780715184511911,0.0,19
full_common,GLD,2007-08,2026-07,228,0.2888353956819954,0.33330245941118997,0.0,0.5081554538085032,0.0,20
full_common,GSG,2007-08,2026-07,228,0.10368868671782465,0.0,0.0,0.990829499392161,0.5678368464213451,134
locked_2018_2026,KODEX200,2018-01,2026-07,103,0.29408793975873826,0.3330216774173593,0.0,0.6649425866850261,0.4321631535786549,10
locked_2018_2026,BOND,2018-01,2026-07,103,0.3137600453192261,0.3336660928188596,0.0,0.5075888046606105,0.0,10
locked_2018_2026,GLD,2018-01,2026-07,103,0.2993473827950367,0.3333333337825311,0.0,0.4999871167527607,0.0,7
locked_2018_2026,GSG,2018-01,2026-07,103,0.09280463212699892,0.0,0.0,0.6917303335460211,0.5678368464213451,75
