target_month,signal_month,p_growth_high,p_inflation_high,GDP_YoY_z,Export_YoY_z,BSI_z,CPI_YoY_z,PPI_YoY_z,ImportPrice_YoY_z,g_score,i_score,g_i_score,p_Goldilocks,p_Overheating,p_Slowdown,p_Stagflation
2006-07,2006-06,0.41298818939972426,0.27699175424144845,0.4076424045395782,-0.23175136325766754,-0.01851244696342458,-1.1469313475049496,-0.7916950713977509,-0.13328451115000592,0.052459531439495354,-0.6906369766842354,-0.03623049219164467,0.2985938663368951,0.11439432306282919,0.4244143794216565,0.16259743117861927
2006-08,2006-07,0.2828241060105634,0.28327965646806225,-0.26436480679264096,-0.8556447168481527,-0.3147115983782179,-0.9567968577746073,-0.7157437273675655,-0.26147955748264984,-0.4782403740063372,-0.6446733808749409,0.30830883878156157,0.2027057904190042,0.08011831559155921,0.5140145531129336,0.20316134087650303
2006-09,2006-08,0.2939508318795835,0.23021944038989636,-0.24031304996066974,-0.330740155356807,-1.084578100292638,-0.9129185626081348,-0.8385995902050609,-0.5041553654122514,-0.5518771018700382,-0.7518911727418157,0.41495152133441754,0.22627763586212127,0.06767319601746222,0.5435029237479824,0.16254624437243415
2006-10,2006-09,0.3973888430410169,0.2900181273644388,-0.2153132090593313,0.04604280321787871,-0.34703551357341783,-0.455072242219761,-0.665596363383291,-0.3381139324526518,-0.17210197313829015,-0.48626084601856795,0.08368645105968982,0.2821388749467402,0.11524996809427664,0.4278429976888209,0.1747681592701622
2006-11,2006-10,0.4089023340394456,0.18245035873141977,-0.07891065072032362,-0.8725420885665612,0.5218900778967183,-0.714008270597228,-0.7015053165811155,-1.2876362614378716,-0.1431875537967222,-0.9010499495387384,0.12901913812311194,0.3342979565078339,0.07460437753161168,0.48325168476074637,0.1078459811998081
2006-12,2006-11,0.525354682841575,0.1237086222048628,-0.04820994611371634,-0.13575418138130052,0.6121645346761558,-1.0919113212339153,-1.1712306975638562,-1.3983191693091055,0.14273346906037965,-1.2204870627022923,-0.1742043524028113,0.46036377885837115,0.06499090398320392,0.41592759893676606,0.058717718221658874
2007-01,2006-12,0.3422203813510057,0.1200073883604159,-0.01508696886318092,-0.664796525338209,-0.3765116283586834,-1.1692543414385124,-1.2033584302599307,-1.216794435957188,-0.3521317075200245,-1.1964690692185436,0.4213146963388201,0.3011514071413659,0.04106897420963977,0.5788412044982182,0.07893841415077614
2007-02,2007-01,0.37045022139200223,0.1346302748741773,-0.1849078471224424,0.1580649487971572,-0.8931721846755792,-1.1050375909707697,-1.0718723612196717,-0.9656631529128947,-0.30667169433362146,-1.0475243683677788,0.32124607290310336,0.32057640625879713,0.0498738151332051,0.5447933188670255,0.0847564597409722
2007-03,2007-02,0.2474950690532749,0.11104874417618633,-0.17364851996671563,-0.8105133379098706,-1.0792723819442287,-1.564074003558734,-1.1681516168295385,-1.0528599402394725,-0.687811413273605,-1.261695186875915,0.8678083496056281,0.22001105244511018,0.027484016608164696,0.6689402033787034,0.08356472756802164
2007-04,2007-03,0.4155797101449275,0.17477822335642243,-0.16234745781930618,-0.4655903163656151,0.20332358989884944,-0.8234668221620625,-1.0678305807594761,-0.5022649048101245,-0.1415380614286906,-0.797854102577221,0.11292672298170751,0.3429454267428201,0.07263428340210744,0.4822763499007575,0.102143939954315
2007-05,2007-04,0.515812909663088,0.2586073500967118,-0.040586864454826406,0.005478140334817801,0.8561937450622158,-0.7837487029973162,-0.8265391176251333,0.010438814151240441,0.27369500698073573,-0.5332830021570697,-0.1459568949980869,0.3824198999494422,0.1333930097136458,0.3589727499538459,0.12521434038306603
2007-06,2007-05,0.459628818834595,0.28232146480016235,-0.040586864454826406,-0.6613336441564132,0.8730101725256237,-0.4762359892477579,-0.591183161006385,-0.023519718125284337,0.05702988797146139,-0.36364628945980915,-0.020738707149130536,0.32986573743684366,0.1297630813977513,0.387812797762994,0.15255838340241104
2007-07,2007-06,0.4946575748462541,0.24673136860377953,-0.040586864454826406,-0.14624023367685682,0.8161947647462093,-0.5782895132054492,-0.43127538841488267,-0.2283017568596296,0.20978922220484206,-0.4126222194933205,-0.08656369449193933,0.3726100344142113,0.12204754043204279,0.38065859698200916,0.12468382817173676
2007-08,2007-07,0.43640980324038936,0.2479212625148481,0.4980323597803267,0.41420367418843596,-0.26849818215672183,-0.26393292501324794,-0.2634475485698942,-0.4138763396896431,0.21457928393734696,-0.31375227109092846,-0.06732473766440779,0.3282145338471756,0.10819526939321378,0.4238642036379763,0.13972599312163433
2007-09,2007-08,0.46684653990533703,0.20942744192522436,0.4887970908026745,-0.1822560652560182,0.30557334932423336,-0.20786985482069634,-0.25746938723978724,-0.6713435162331282,0.20403812495696325,-0.3788942527645373,-0.07730887289104588,0.36907606328132014,0.0977704766240169,0.4214964947934556,0.11165696530120746
2007-10,2007-09,0.4582373271889401,0.14297196261682243,0.47962742134111835,-2.7623514705243495,1.5502689895807837,-1.0451720046717714,-0.586692332898834,-0.8320652312247327,-0.24415168653414918,-0.8213098562651128,0.20052418657424692,0.39272223717645033,0.06551509001248977,0.4643058002067272,0.07745687260433265
2007-11,2007-10,0.6556990433382349,0.29243610680736426,0.22124107938296497,1.6197204964282912,1.2260366993857161,-0.43950003003597493,-0.44914263505956536,0.7702527562225855,1.0223327583989907,-0.03946330295765162,-0.04034462736823104,0.46394896786708834,0.19175007547114664,0.24361492532554746,0.10068603133621763
2007-12,2007-11,0.5554456743229074,0.40519009234380315,0.2050321961924005,0.6497205295662415,0.9537651538769922,1.173844851864327,0.3577704796167056,1.9747389053663111,0.6028392932118781,1.1687847456157812,0.7045893699638422,0.3303845902520425,0.22506108407086484,0.2644253174041543,0.18012900827293832
2008-01,2007-12,0.4760467874874655,0.5057750942142966,0.18864190710411588,0.23343577378858932,0.2997232658837365,2.2486690502532123,1.2407053576470126,3.0,0.24060031559214723,2.1631248026334084,0.5204485101787992,0.23527417869557943,0.24077260879188606,0.25895072709012407,0.2650024854224105
2008-02,2008-01,0.45175668132021496,0.5326829805996472,0.9782430751688715,0.2745569245495877,-0.1145861354388321,2.2839275960074015,1.8762474444194956,3.0,0.37940462142654235,2.3867250134756324,0.9055345001869815,0.21111358580875786,0.2406430955114571,0.25620343359159486,0.2920398850881902
2008-03,2008-02,0.4434534349890649,0.5658579714784412,0.9619466777565644,1.014231537331813,-0.8882877240634077,2.698450826643909,2.5842978167636694,3.0,0.36263016367498985,2.760916214469193,1.0011914987458967,0.19252177382100585,0.2509316611680591,0.24162025470055298,0.31492631031038215
2008-04,2008-03,0.5605604598753015,0.5714513396841587,0.9459868507663113,0.8862908337762748,0.3995046896335892,2.0552791356956295,3.0,3.0,0.7439274580587251,2.6850930452318766,1.9975144437905112,0.24022743410559233,0.3203330257697091,0.18832122621024894,0.2511183139144496
2008-05,2008-04,0.5516446066224828,0.6053911900065746,0.3549039479331389,2.250652948380396,0.04752608244550935,2.3863908301985113,3.0,3.0,0.8843609929196815,2.7954636100661703,2.472198973868956,0.21768382175858922,0.3339607848638936,0.17692498823483618,0.271430405142681
2008-06,2008-05,0.6600264397308134,0.6418797707625996,0.3730356888974907,2.1177640077825606,0.9800760852852073,2.472471399884426,3.0,3.0,1.1569585939884195,2.824157133294809,3.2674328661391274,0.23636881989914413,0.4236576198316693,0.12175140933825625,0.2182221509309303
2008-07,2008-06,0.4277913444580111,0.6978573323202942,0.3917470145937385,0.2258499169632476,0.02909183736844216,3.0,3.0,3.0,0.21556292297514276,3.0,0.6466887689254283,0.12925401802483139,0.2985373264331797,0.1728886496548744,0.3993200058871146
2008-08,2008-07,0.384018759018759,0.7407690930253379,-0.4710210846607121,3.0,-2.2396761999900203,3.0,3.0,3.0,0.09643423844975585,3.0,0.28930271534926755,0.09954953119571709,0.2844692278230419,0.15968137577894503,0.45629986520229604
2008-09,2008-08,0.2701201811679738,0.7648713868172788,-0.45024612417256,0.3452117743719245,-2.480661505899043,3.0,3.0,2.8582165140621147,-0.8618986185665595,2.952738838020705,-2.5449615254778735,0.06351298359069107,0.20660719757728274,0.17161562959203006,0.5582641892399961
2008-10,2008-09,0.3966277173008423,0.7520596590909091,-0.42928133797492385,1.7059272920402835,-1.5855569702508807,2.4393291070570675,2.7613945900800063,2.088761650616127,-0.10297033872850703,2.4298284492510667,-0.25020025847154526,0.09834001144156536,0.29828770585927694,0.14960032946752552,0.45377195323163216
2008-11,2008-10,0.174616206013077,0.7300791661693918,-0.6735258796498967,-1.2090403632740254,-1.4372437276539136,1.8289355941800083,2.2173416007041675,1.9124940279540528,-1.1066033235259451,1.9862570742794097,-2.197998679774515,0.047132551927387,0.12748365408569,0.22278828190322117,0.6025955120837018
2008-12,2008-11,0.05284408573882258,0.7171432176582097,-0.6540418188354507,-3.0,-2.961682786398775,1.4698416640481793,1.907324106488489,1.9947445193751687,-2.205241535078075,1.7906367633039455,-3.9487865646756286,0.014947308057877045,0.037896777680945536,0.2679094742839133,0.6792464399772641
2009-01,2008-12,0.05634865402420339,0.6539919787854216,-0.6350460694021478,-3.0,-3.0,1.1529680365295631,1.0795133120520464,1.0604271334618478,-2.2116820231340495,1.0976361606811524,-2.4276221645203817,0.019497086277019505,0.036851567747183886,0.3265109349375589,0.6171404110382377
2009-02,2009-01,0.014776349592165533,0.5833682519729032,-3.0,-3.0,-3.0,0.7847024185656251,0.4713272322101336,0.48672463491195694,-3.0,0.5809180952292385,-1.7427542856877156,0.006156296360043405,0.008620053232122128,0.4104754516670534,0.5747481987407811
2009-03,2009-02,0.039972651359531305,0.5443860068531357,-3.0,-2.1677965216026824,-2.269706315251639,0.4266662190545447,0.21892722751675162,0.13905288544523217,-2.479167612284774,0.26154877733884285,-0.648423257811141,0.018212099302583495,0.02176055205694781,0.43740189384428085,0.5226254547961878
2009-04,2009-03,0.027596488533988533,0.5586754275095083,-3.0,-2.2026433706706223,-1.8704067844860506,0.7119257051044431,0.1431681081676004,0.18828450517538836,-2.357683385052224,0.3477927728158106,-0.8199852419090795,0.012179008504501246,0.015417480029487287,0.42914556398599046,0.543257947480021
2009-05,2009-04,0.05235413056036973,0.49837064049346314,-3.0,-1.8702125103389884,-1.2103663770329862,0.5089300144883482,-0.110154175634237,-0.2657088337385418,-2.0268596291239915,0.04435566837185645,-0.08990271354572772,0.026262368980519875,0.026091761579849854,0.475366990526017,0.47227887891361325
2009-06,2009-05,0.04441659108544255,0.2246852106227106,-3.0,-2.204961401914037,-0.5625860588099566,0.22449065180227018,-0.6405029166672448,-0.9790428240045127,-1.9225158202413313,-0.46501836295649573,0.8940051594865885,0.034436839962267075,0.009979751123175468,0.7408779494150223,0.21470545949953512
2009-07,2009-06,0.1030053880556776,0.08234336059231648,-2.8473657336273392,-1.2257940448061588,-0.16417801584140088,-0.5544661605810609,-1.3246620294288016,-1.600588526625467,-1.4124459314249662,-1.1599055722117766,1.6383039063076712,0.09452357824405745,0.00848180981162015,0.8231330611636261,0.07386155078069633
2009-08,2009-07,0.08909727050838534,0.03375478927203065,-2.3755153727247884,-1.592836006945306,-0.017809215858273306,-1.133821821631299,-1.685288602052059,-1.426389854476465,-1.3287201985094559,-1.4151667593866077,1.8803606574561569,0.08608981091766169,0.003007459590723658,0.8801553998103077,0.03074732968130699
2009-09,2009-08,0.12651946637572686,0.024128097182240727,-2.275775690908767,-1.4328958704544936,0.19330991194114855,-1.4236852371666902,-1.7690779700027432,-1.422296887990623,-1.1717872164740373,-1.538353365053352,1.802622807589336,0.12346679239556808,0.003052673980158776,0.8524051104221911,0.02107542320208195
