"업종코드별","BSI코드별","시점","기업경기조사(전망)",
"전 산 업","기업심리지수전망","2003.02 월","104.4",
"전 산 업","기업심리지수전망","2003.03 월","105.4",
"전 산 업","기업심리지수전망","2003.04 월","93.1",
"전 산 업","기업심리지수전망","2003.05 월","100",
"전 산 업","기업심리지수전망","2003.06 월","97.5",
"전 산 업","기업심리지수전망","2003.07 월","92",
"전 산 업","기업심리지수전망","2003.08 월","91.2",
"전 산 업","기업심리지수전망","2003.09 월","99.1",
"전 산 업","기업심리지수전망","2003.10 월","99.6",
"전 산 업","기업심리지수전망","2003.11 월","98.9",
"전 산 업","기업심리지수전망","2003.12 월","103.3",
"전 산 업","기업심리지수전망","2004.01 월","101.9",
"전 산 업","기업심리지수전망","2004.02 월","103.7",
"전 산 업","기업심리지수전망","2004.03 월","107.5",
"전 산 업","기업심리지수전망","2004.04 월","105.3",
"전 산 업","기업심리지수전망","2004.05 월","109.8",
"전 산 업","기업심리지수전망","2004.06 월","99.8",
"전 산 업","기업심리지수전망","2004.07 월","95.9",
"전 산 업","기업심리지수전망","2004.08 월","95.1",
"전 산 업","기업심리지수전망","2004.09 월","97.9",
"전 산 업","기업심리지수전망","2004.10 월","99.8",
"전 산 업","기업심리지수전망","2004.11 월","98.5",
"전 산 업","기업심리지수전망","2004.12 월","96.3",
"전 산 업","기업심리지수전망","2005.01 월","91.6",
"전 산 업","기업심리지수전망","2005.02 월","93.5",
"전 산 업","기업심리지수전망","2005.03 월","107.8",
"전 산 업","기업심리지수전망","2005.04 월","112.1",
"전 산 업","기업심리지수전망","2005.05 월","112.4",
"전 산 업","기업심리지수전망","2005.06 월","105.1",
"전 산 업","기업심리지수전망","2005.07 월","103.7",
"전 산 업","기업심리지수전망","2005.08 월","100.3",
"전 산 업","기업심리지수전망","2005.09 월","105.4",
"전 산 업","기업심리지수전망","2005.10 월","108.8",
"전 산 업","기업심리지수전망","2005.11 월","105.9",
"전 산 업","기업심리지수전망","2005.12 월","107.6",
"전 산 업","기업심리지수전망","2006.01 월","111",
"전 산 업","기업심리지수전망","2006.02 월","112.2",
"전 산 업","기업심리지수전망","2006.03 월","116.5",
"전 산 업","기업심리지수전망","2006.04 월","118.3",
"전 산 업","기업심리지수전망","2006.05 월","118.2",
"전 산 업","기업심리지수전망","2006.06 월","112.4",
"전 산 업","기업심리지수전망","2006.07 월","107.9",
"전 산 업","기업심리지수전망","2006.08 월","104.7",
"전 산 업","기업심리지수전망","2006.09 월","108.4",
"전 산 업","기업심리지수전망","2006.10 월","108.5",
"전 산 업","기업심리지수전망","2006.11 월","111.4",
"전 산 업","기업심리지수전망","2006.12 월","111.6",
"전 산 업","기업심리지수전망","2007.01 월","106.6",
"전 산 업","기업심리지수전망","2007.02 월","105.7",
"전 산 업","기업심리지수전망","2007.03 월","113.2",
"전 산 업","기업심리지수전망","2007.04 월","115.5",
"전 산 업","기업심리지수전망","2007.05 월","116.7",
"전 산 업","기업심리지수전망","2007.06 월","115",
"전 산 업","기업심리지수전망","2007.07 월","113.2",
"전 산 업","기업심리지수전망","2007.08 월","112.7",
"전 산 업","기업심리지수전망","2007.09 월","114.6",
"전 산 업","기업심리지수전망","2007.10 월","115.3",
"전 산 업","기업심리지수전망","2007.11 월","112.6",
"전 산 업","기업심리지수전망","2007.12 월","114.2",
"전 산 업","기업심리지수전망","2008.01 월","111.3",
"전 산 업","기업심리지수전망","2008.02 월","109.4",
"전 산 업","기업심리지수전망","2008.03 월","114",
"전 산 업","기업심리지수전망","2008.04 월","108.9",
"전 산 업","기업심리지수전망","2008.05 월","114",
"전 산 업","기업심리지수전망","2008.06 월","109.2",
"전 산 업","기업심리지수전망","2008.07 월","100.7",
"전 산 업","기업심리지수전망","2008.08 월","98.7",
"전 산 업","기업심리지수전망","2008.09 월","103.5",
"전 산 업","기업심리지수전망","2008.10 월","98.3",
"전 산 업","기업심리지수전망","2008.11 월","84.5",
"전 산 업","기업심리지수전망","2008.12 월","74.8",
"전 산 업","기업심리지수전망","2009.01 월","65.4",
"전 산 업","기업심리지수전망","2009.02 월","71.1",
"전 산 업","기업심리지수전망","2009.03 월","75.4",
"전 산 업","기업심리지수전망","2009.04 월","79.5",
"전 산 업","기업심리지수전망","2009.05 월","95.4",
"전 산 업","기업심리지수전망","2009.06 월","98.4",
"전 산 업","기업심리지수전망","2009.07 월","100.3",
"전 산 업","기업심리지수전망","2009.08 월","102.2",
"전 산 업","기업심리지수전망","2009.09 월","109.2",
"전 산 업","기업심리지수전망","2009.10 월","109.8",
"전 산 업","기업심리지수전망","2009.11 월","112",
"전 산 업","기업심리지수전망","2009.12 월","108.6",
"전 산 업","기업심리지수전망","2010.01 월","109.5",
"전 산 업","기업심리지수전망","2010.02 월","114.3",
"전 산 업","기업심리지수전망","2010.03 월","119.3",
"전 산 업","기업심리지수전망","2010.04 월","117.5",
"전 산 업","기업심리지수전망","2010.05 월","121.1",
"전 산 업","기업심리지수전망","2010.06 월","118.7",
"전 산 업","기업심리지수전망","2010.07 월","116.3",
"전 산 업","기업심리지수전망","2010.08 월","116.3",
"전 산 업","기업심리지수전망","2010.09 월","114",
"전 산 업","기업심리지수전망","2010.10 월","113.7",
"전 산 업","기업심리지수전망","2010.11 월","111.5",
"전 산 업","기업심리지수전망","2010.12 월","112.5",
"전 산 업","기업심리지수전망","2011.01 월","110",
"전 산 업","기업심리지수전망","2011.02 월","108.6",
"전 산 업","기업심리지수전망","2011.03 월","113",
"전 산 업","기업심리지수전망","2011.04 월","110.6",
"전 산 업","기업심리지수전망","2011.05 월","116.5",
"전 산 업","기업심리지수전망","2011.06 월","112.7",
"전 산 업","기업심리지수전망","2011.07 월","110.3",
"전 산 업","기업심리지수전망","2011.08 월","108.2",
"전 산 업","기업심리지수전망","2011.09 월","108.1",
"전 산 업","기업심리지수전망","2011.10 월","108.5",
"전 산 업","기업심리지수전망","2011.11 월","104.8",
"전 산 업","기업심리지수전망","2011.12 월","102.4",
"전 산 업","기업심리지수전망","2012.01 월","99.8",
"전 산 업","기업심리지수전망","2012.02 월","101.3",
"전 산 업","기업심리지수전망","2012.03 월","104.3",
"전 산 업","기업심리지수전망","2012.04 월","107",
"전 산 업","기업심리지수전망","2012.05 월","109",
"전 산 업","기업심리지수전망","2012.06 월","105.5",
"전 산 업","기업심리지수전망","2012.07 월","100.9",
"전 산 업","기업심리지수전망","2012.08 월","94.9",
"전 산 업","기업심리지수전망","2012.09 월","94.5",
"전 산 업","기업심리지수전망","2012.10 월","94.8",
"전 산 업","기업심리지수전망","2012.11 월","91.8",
"전 산 업","기업심리지수전망","2012.12 월","89.1",
"전 산 업","기업심리지수전망","2013.01 월","90.9",
"전 산 업","기업심리지수전망","2013.02 월","95.1",
"전 산 업","기업심리지수전망","2013.03 월","99.2",
"전 산 업","기업심리지수전망","2013.04 월","98.3",
"전 산 업","기업심리지수전망","2013.05 월","99.1",
"전 산 업","기업심리지수전망","2013.06 월","97.8",
"전 산 업","기업심리지수전망","2013.07 월","95.4",
"전 산 업","기업심리지수전망","2013.08 월","94.3",
"전 산 업","기업심리지수전망","2013.09 월","94.8",
"전 산 업","기업심리지수전망","2013.10 월","98",
"전 산 업","기업심리지수전망","2013.11 월","96.8",
"전 산 업","기업심리지수전망","2013.12 월","96.9",
"전 산 업","기업심리지수전망","2014.01 월","95.5",
"전 산 업","기업심리지수전망","2014.02 월","98.3",
"전 산 업","기업심리지수전망","2014.03 월","102.2",
"전 산 업","기업심리지수전망","2014.04 월","99.2",
"전 산 업","기업심리지수전망","2014.05 월","101.7",
"전 산 업","기업심리지수전망","2014.06 월","100.4",
"전 산 업","기업심리지수전망","2014.07 월","96.9",
"전 산 업","기업심리지수전망","2014.08 월","94.2",
"전 산 업","기업심리지수전망","2014.09 월","97.6",
"전 산 업","기업심리지수전망","2014.10 월","100.2",
"전 산 업","기업심리지수전망","2014.11 월","94.1",
"전 산 업","기업심리지수전망","2014.12 월","95.7",
"전 산 업","기업심리지수전망","2015.01 월","95.9",
"전 산 업","기업심리지수전망","2015.02 월","98.3",
"전 산 업","기업심리지수전망","2015.03 월","102.7",
"전 산 업","기업심리지수전망","2015.04 월","102.1",
"전 산 업","기업심리지수전망","2015.05 월","103.9",
"전 산 업","기업심리지수전망","2015.06 월","102.3",
"전 산 업","기업심리지수전망","2015.07 월","91.2",
"전 산 업","기업심리지수전망","2015.08 월","96.7",
"전 산 업","기업심리지수전망","2015.09 월","97.7",
"전 산 업","기업심리지수전망","2015.10 월","96.8",
"전 산 업","기업심리지수전망","2015.11 월","98.1",
"전 산 업","기업심리지수전망","2015.12 월","97",
"전 산 업","기업심리지수전망","2016.01 월","93",
"전 산 업","기업심리지수전망","2016.02 월","93.2",
"전 산 업","기업심리지수전망","2016.03 월","94.1",
"전 산 업","기업심리지수전망","2016.04 월","95.8",
"전 산 업","기업심리지수전망","2016.05 월","99.6",
"전 산 업","기업심리지수전망","2016.06 월","97.4",
"전 산 업","기업심리지수전망","2016.07 월","96.5",
"전 산 업","기업심리지수전망","2016.08 월","96.4",
"전 산 업","기업심리지수전망","2016.09 월","99.1",
"전 산 업","기업심리지수전망","2016.10 월","98.7",
"전 산 업","기업심리지수전망","2016.11 월","97.7",
"전 산 업","기업심리지수전망","2016.12 월","97.6",
"전 산 업","기업심리지수전망","2017.01 월","96.4",
"전 산 업","기업심리지수전망","2017.02 월","99.5",
"전 산 업","기업심리지수전망","2017.03 월","102.7",
"전 산 업","기업심리지수전망","2017.04 월","105.1",
"전 산 업","기업심리지수전망","2017.05 월","103.6",
"전 산 업","기업심리지수전망","2017.06 월","103.1",
"전 산 업","기업심리지수전망","2017.07 월","101.1",
"전 산 업","기업심리지수전망","2017.08 월","100.8",
"전 산 업","기업심리지수전망","2017.09 월","102.1",
"전 산 업","기업심리지수전망","2017.10 월","101.1",
"전 산 업","기업심리지수전망","2017.11 월","103.7",
"전 산 업","기업심리지수전망","2017.12 월","104.1",
"전 산 업","기업심리지수전망","2018.01 월","102.5",
"전 산 업","기업심리지수전망","2018.02 월","99.1",
"전 산 업","기업심리지수전망","2018.03 월","103.3",
"전 산 업","기업심리지수전망","2018.04 월","100.6",
"전 산 업","기업심리지수전망","2018.05 월","102.1",
"전 산 업","기업심리지수전망","2018.06 월","104.4",
"전 산 업","기업심리지수전망","2018.07 월","102.4",
"전 산 업","기업심리지수전망","2018.08 월","98.6",
"전 산 업","기업심리지수전망","2018.09 월","99.3",
"전 산 업","기업심리지수전망","2018.10 월","98.7",
"전 산 업","기업심리지수전망","2018.11 월","95.5",
"전 산 업","기업심리지수전망","2018.12 월","95.8",
"전 산 업","기업심리지수전망","2019.01 월","93.3",
"전 산 업","기업심리지수전망","2019.02 월","91.6",
"전 산 업","기업심리지수전망","2019.03 월","97.5",
"전 산 업","기업심리지수전망","2019.04 월","97.3",
"전 산 업","기업심리지수전망","2019.05 월","97.2",
"전 산 업","기업심리지수전망","2019.06 월","94.2",
"전 산 업","기업심리지수전망","2019.07 월","95.1",
"전 산 업","기업심리지수전망","2019.08 월","92.1",
"전 산 업","기업심리지수전망","2019.09 월","93.1",
"전 산 업","기업심리지수전망","2019.10 월","95.3",
"전 산 업","기업심리지수전망","2019.11 월","92.9",
"전 산 업","기업심리지수전망","2019.12 월","94.4",
"전 산 업","기업심리지수전망","2020.01 월","94.2",
"전 산 업","기업심리지수전망","2020.02 월","96.2",
"전 산 업","기업심리지수전망","2020.03 월","90.1",
"전 산 업","기업심리지수전망","2020.04 월","71.1",
"전 산 업","기업심리지수전망","2020.05 월","67.2",
"전 산 업","기업심리지수전망","2020.06 월","68.7",
"전 산 업","기업심리지수전망","2020.07 월","72.7",
"전 산 업","기업심리지수전망","2020.08 월","81.1",
"전 산 업","기업심리지수전망","2020.09 월","86.1",
"전 산 업","기업심리지수전망","2020.10 월","84",
"전 산 업","기업심리지수전망","2020.11 월","91.1",
"전 산 업","기업심리지수전망","2020.12 월","94.3",
"전 산 업","기업심리지수전망","2021.01 월","89.5",
"전 산 업","기업심리지수전망","2021.02 월","94.5",
"전 산 업","기업심리지수전망","2021.03 월","99.7",
"전 산 업","기업심리지수전망","2021.04 월","104.5",
"전 산 업","기업심리지수전망","2021.05 월","110.5",
"전 산 업","기업심리지수전망","2021.06 월","109.6",
"전 산 업","기업심리지수전망","2021.07 월","112.2",
"전 산 업","기업심리지수전망","2021.08 월","106.1",
"전 산 업","기업심리지수전망","2021.09 월","108.1",
"전 산 업","기업심리지수전망","2021.10 월","106.9",
"전 산 업","기업심리지수전망","2021.11 월","107.5",
"전 산 업","기업심리지수전망","2021.12 월","107.2",
"전 산 업","기업심리지수전망","2022.01 월","105.3",
"전 산 업","기업심리지수전망","2022.02 월","107.2",
"전 산 업","기업심리지수전망","2022.03 월","108.7",
"전 산 업","기업심리지수전망","2022.04 월","106",
"전 산 업","기업심리지수전망","2022.05 월","109",
"전 산 업","기업심리지수전망","2022.06 월","109.8",
"전 산 업","기업심리지수전망","2022.07 월","105.7",
"전 산 업","기업심리지수전망","2022.08 월","101",
"전 산 업","기업심리지수전망","2022.09 월","103.4",
"전 산 업","기업심리지수전망","2022.10 월","100.1",
"전 산 업","기업심리지수전망","2022.11 월","97.6",
"전 산 업","기업심리지수전망","2022.12 월","94.3",
"전 산 업","기업심리지수전망","2023.01 월","91.8",
"전 산 업","기업심리지수전망","2023.02 월","89.3",
"전 산 업","기업심리지수전망","2023.03 월","91.7",
"전 산 업","기업심리지수전망","2023.04 월","91.6",
"전 산 업","기업심리지수전망","2023.05 월","94.8",
"전 산 업","기업심리지수전망","2023.06 월","95.6",
"전 산 업","기업심리지수전망","2023.07 월","96.2",
"전 산 업","기업심리지수전망","2023.08 월","94.3",
"전 산 업","기업심리지수전망","2023.09 월","94.2",
"전 산 업","기업심리지수전망","2023.10 월","93.5",
"전 산 업","기업심리지수전망","2023.11 월","90.4",
"전 산 업","기업심리지수전망","2023.12 월","89.7",
"전 산 업","기업심리지수전망","2024.01 월","90.2",
"전 산 업","기업심리지수전망","2024.02 월","89.1",
"전 산 업","기업심리지수전망","2024.03 월","91.1",
"전 산 업","기업심리지수전망","2024.04 월","89.9",
"전 산 업","기업심리지수전망","2024.05 월","92.8",
"전 산 업","기업심리지수전망","2024.06 월","92.8",
"전 산 업","기업심리지수전망","2024.07 월","94.1",
"전 산 업","기업심리지수전망","2024.08 월","94.4",
"전 산 업","기업심리지수전망","2024.09 월","93.7",
"전 산 업","기업심리지수전망","2024.10 월","93.6",
"전 산 업","기업심리지수전망","2024.11 월","90.8",
"전 산 업","기업심리지수전망","2024.12 월","90.7",
"전 산 업","기업심리지수전망","2025.01 월","83.5",
"전 산 업","기업심리지수전망","2025.02 월","86",
"전 산 업","기업심리지수전망","2025.03 월","88.6",
"전 산 업","기업심리지수전망","2025.04 월","86.3",
"전 산 업","기업심리지수전망","2025.05 월","86.9",
"전 산 업","기업심리지수전망","2025.06 월","90.1",
"전 산 업","기업심리지수전망","2025.07 월","90",
"전 산 업","기업심리지수전망","2025.08 월","89.1",
"전 산 업","기업심리지수전망","2025.09 월","92.3",
"전 산 업","기업심리지수전망","2025.10 월","89.1",
"전 산 업","기업심리지수전망","2025.11 월","91.7",
"전 산 업","기업심리지수전망","2025.12 월","91.7",
"전 산 업","기업심리지수전망","2026.01 월","90",
"전 산 업","기업심리지수전망","2026.02 월","91",
"전 산 업","기업심리지수전망","2026.03 월","97.6",
"전 산 업","기업심리지수전망","2026.04 월","93.1",
"전 산 업","기업심리지수전망","2026.05 월","93.9",
"전 산 업","기업심리지수전망","2026.06 월","97.6",
"전 산 업","기업심리지수전망","2026.07 월","95.2",
"전 산 업","기업심리지수전망","2026.08 월","96.5",
"전 산 업","업황전망BSI 1)","2003.02 월","83",
"전 산 업","업황전망BSI 1)","2003.03 월","88",
"전 산 업","업황전망BSI 1)","2003.04 월","75",
"전 산 업","업황전망BSI 1)","2003.05 월","82",
"전 산 업","업황전망BSI 1)","2003.06 월","77",
"전 산 업","업황전망BSI 1)","2003.07 월","74",
"전 산 업","업황전망BSI 1)","2003.08 월","73",
"전 산 업","업황전망BSI 1)","2003.09 월","82",
"전 산 업","업황전망BSI 1)","2003.10 월","83",
"전 산 업","업황전망BSI 1)","2003.11 월","80",
"전 산 업","업황전망BSI 1)","2003.12 월","84",
"전 산 업","업황전망BSI 1)","2004.01 월","83",
"전 산 업","업황전망BSI 1)","2004.02 월","84",
"전 산 업","업황전망BSI 1)","2004.03 월","89",
"전 산 업","업황전망BSI 1)","2004.04 월","87",
"전 산 업","업황전망BSI 1)","2004.05 월","94",
"전 산 업","업황전망BSI 1)","2004.06 월","79",
"전 산 업","업황전망BSI 1)","2004.07 월","76",
"전 산 업","업황전망BSI 1)","2004.08 월","70",
"전 산 업","업황전망BSI 1)","2004.09 월","74",
"전 산 업","업황전망BSI 1)","2004.10 월","77",
"전 산 업","업황전망BSI 1)","2004.11 월","75",
"전 산 업","업황전망BSI 1)","2004.12 월","72",
"전 산 업","업황전망BSI 1)","2005.01 월","68",
"전 산 업","업황전망BSI 1)","2005.02 월","71",
"전 산 업","업황전망BSI 1)","2005.03 월","87",
"전 산 업","업황전망BSI 1)","2005.04 월","91",
"전 산 업","업황전망BSI 1)","2005.05 월","91",
"전 산 업","업황전망BSI 1)","2005.06 월","85",
"전 산 업","업황전망BSI 1)","2005.07 월","82",
"전 산 업","업황전망BSI 1)","2005.08 월","78",
"전 산 업","업황전망BSI 1)","2005.09 월","84",
"전 산 업","업황전망BSI 1)","2005.10 월","86",
"전 산 업","업황전망BSI 1)","2005.11 월","85",
"전 산 업","업황전망BSI 1)","2005.12 월","86",
"전 산 업","업황전망BSI 1)","2006.01 월","90",
"전 산 업","업황전망BSI 1)","2006.02 월","90",
"전 산 업","업황전망BSI 1)","2006.03 월","94",
"전 산 업","업황전망BSI 1)","2006.04 월","94",
"전 산 업","업황전망BSI 1)","2006.05 월","94",
"전 산 업","업황전망BSI 1)","2006.06 월","86",
"전 산 업","업황전망BSI 1)","2006.07 월","82",
"전 산 업","업황전망BSI 1)","2006.08 월","78",
"전 산 업","업황전망BSI 1)","2006.09 월","81",
"전 산 업","업황전망BSI 1)","2006.10 월","85",
"전 산 업","업황전망BSI 1)","2006.11 월","87",
"전 산 업","업황전망BSI 1)","2006.12 월","86",
"전 산 업","업황전망BSI 1)","2007.01 월","82",
"전 산 업","업황전망BSI 1)","2007.02 월","82",
"전 산 업","업황전망BSI 1)","2007.03 월","89",
"전 산 업","업황전망BSI 1)","2007.04 월","91",
"전 산 업","업황전망BSI 1)","2007.05 월","92",
"전 산 업","업황전망BSI 1)","2007.06 월","91",
"전 산 업","업황전망BSI 1)","2007.07 월","87",
"전 산 업","업황전망BSI 1)","2007.08 월","88",
"전 산 업","업황전망BSI 1)","2007.09 월","93",
"전 산 업","업황전망BSI 1)","2007.10 월","92",
"전 산 업","업황전망BSI 1)","2007.11 월","91",
"전 산 업","업황전망BSI 1)","2007.12 월","90",
"전 산 업","업황전망BSI 1)","2008.01 월","87",
"전 산 업","업황전망BSI 1)","2008.02 월","85",
"전 산 업","업황전망BSI 1)","2008.03 월","91",
"전 산 업","업황전망BSI 1)","2008.04 월","83",
"전 산 업","업황전망BSI 1)","2008.05 월","90",
"전 산 업","업황전망BSI 1)","2008.06 월","84",
"전 산 업","업황전망BSI 1)","2008.07 월","75",
"전 산 업","업황전망BSI 1)","2008.08 월","74",
"전 산 업","업황전망BSI 1)","2008.09 월","78",
"전 산 업","업황전망BSI 1)","2008.10 월","76",
"전 산 업","업황전망BSI 1)","2008.11 월","63",
"전 산 업","업황전망BSI 1)","2008.12 월","54",
"전 산 업","업황전망BSI 1)","2009.01 월","49",
"전 산 업","업황전망BSI 1)","2009.02 월","53",
"전 산 업","업황전망BSI 1)","2009.03 월","56",
"전 산 업","업황전망BSI 1)","2009.04 월","60",
"전 산 업","업황전망BSI 1)","2009.05 월","72",
"전 산 업","업황전망BSI 1)","2009.06 월","76",
"전 산 업","업황전망BSI 1)","2009.07 월","78",
"전 산 업","업황전망BSI 1)","2009.08 월","79",
"전 산 업","업황전망BSI 1)","2009.09 월","87",
"전 산 업","업황전망BSI 1)","2009.10 월","88",
"전 산 업","업황전망BSI 1)","2009.11 월","89",
"전 산 업","업황전망BSI 1)","2009.12 월","85",
"전 산 업","업황전망BSI 1)","2010.01 월","86",
"전 산 업","업황전망BSI 1)","2010.02 월","90",
"전 산 업","업황전망BSI 1)","2010.03 월","96",
"전 산 업","업황전망BSI 1)","2010.04 월","94",
"전 산 업","업황전망BSI 1)","2010.05 월","98",
"전 산 업","업황전망BSI 1)","2010.06 월","95",
"전 산 업","업황전망BSI 1)","2010.07 월","93",
"전 산 업","업황전망BSI 1)","2010.08 월","93",
"전 산 업","업황전망BSI 1)","2010.09 월","93",
"전 산 업","업황전망BSI 1)","2010.10 월","92",
"전 산 업","업황전망BSI 1)","2010.11 월","89",
"전 산 업","업황전망BSI 1)","2010.12 월","91",
"전 산 업","업황전망BSI 1)","2011.01 월","89",
"전 산 업","업황전망BSI 1)","2011.02 월","87",
"전 산 업","업황전망BSI 1)","2011.03 월","90",
"전 산 업","업황전망BSI 1)","2011.04 월","89",
"전 산 업","업황전망BSI 1)","2011.05 월","94",
"전 산 업","업황전망BSI 1)","2011.06 월","91",
"전 산 업","업황전망BSI 1)","2011.07 월","87",
"전 산 업","업황전망BSI 1)","2011.08 월","87",
"전 산 업","업황전망BSI 1)","2011.09 월","85",
"전 산 업","업황전망BSI 1)","2011.10 월","87",
"전 산 업","업황전망BSI 1)","2011.11 월","83",
"전 산 업","업황전망BSI 1)","2011.12 월","82",
"전 산 업","업황전망BSI 1)","2012.01 월","78",
"전 산 업","업황전망BSI 1)","2012.02 월","80",
"전 산 업","업황전망BSI 1)","2012.03 월","82",
"전 산 업","업황전망BSI 1)","2012.04 월","84",
"전 산 업","업황전망BSI 1)","2012.05 월","86",
"전 산 업","업황전망BSI 1)","2012.06 월","83",
"전 산 업","업황전망BSI 1)","2012.07 월","79",
"전 산 업","업황전망BSI 1)","2012.08 월","70",
"전 산 업","업황전망BSI 1)","2012.09 월","72",
"전 산 업","업황전망BSI 1)","2012.10 월","69",
"전 산 업","업황전망BSI 1)","2012.11 월","69",
"전 산 업","업황전망BSI 1)","2012.12 월","66",
"전 산 업","업황전망BSI 1)","2013.01 월","69",
"전 산 업","업황전망BSI 1)","2013.02 월","71",
"전 산 업","업황전망BSI 1)","2013.03 월","73",
"전 산 업","업황전망BSI 1)","2013.04 월","75",
"전 산 업","업황전망BSI 1)","2013.05 월","76",
"전 산 업","업황전망BSI 1)","2013.06 월","75",
"전 산 업","업황전망BSI 1)","2013.07 월","73",
"전 산 업","업황전망BSI 1)","2013.08 월","70",
"전 산 업","업황전망BSI 1)","2013.09 월","73",
"전 산 업","업황전망BSI 1)","2013.10 월","76",
"전 산 업","업황전망BSI 1)","2013.11 월","76",
"전 산 업","업황전망BSI 1)","2013.12 월","75",
"전 산 업","업황전망BSI 1)","2014.01 월","74",
"전 산 업","업황전망BSI 1)","2014.02 월","76",
"전 산 업","업황전망BSI 1)","2014.03 월","80",
"전 산 업","업황전망BSI 1)","2014.04 월","79",
"전 산 업","업황전망BSI 1)","2014.05 월","79",
"전 산 업","업황전망BSI 1)","2014.06 월","76",
"전 산 업","업황전망BSI 1)","2014.07 월","73",
"전 산 업","업황전망BSI 1)","2014.08 월","71",
"전 산 업","업황전망BSI 1)","2014.09 월","73",
"전 산 업","업황전망BSI 1)","2014.10 월","76",
"전 산 업","업황전망BSI 1)","2014.11 월","71",
"전 산 업","업황전망BSI 1)","2014.12 월","72",
"전 산 업","업황전망BSI 1)","2015.01 월","72",
"전 산 업","업황전망BSI 1)","2015.02 월","72",
"전 산 업","업황전망BSI 1)","2015.03 월","78",
"전 산 업","업황전망BSI 1)","2015.04 월","77",
"전 산 업","업황전망BSI 1)","2015.05 월","79",
"전 산 업","업황전망BSI 1)","2015.06 월","77",
"전 산 업","업황전망BSI 1)","2015.07 월","67",
"전 산 업","업황전망BSI 1)","2015.08 월","70",
"전 산 업","업황전망BSI 1)","2015.09 월","72",
"전 산 업","업황전망BSI 1)","2015.10 월","72",
"전 산 업","업황전망BSI 1)","2015.11 월","72",
"전 산 업","업황전망BSI 1)","2015.12 월","70",
"전 산 업","업황전망BSI 1)","2016.01 월","69",
"전 산 업","업황전망BSI 1)","2016.02 월","67",
"전 산 업","업황전망BSI 1)","2016.03 월","67",
"전 산 업","업황전망BSI 1)","2016.04 월","71",
"전 산 업","업황전망BSI 1)","2016.05 월","74",
"전 산 업","업황전망BSI 1)","2016.06 월","74",
"전 산 업","업황전망BSI 1)","2016.07 월","72",
"전 산 업","업황전망BSI 1)","2016.08 월","71",
"전 산 업","업황전망BSI 1)","2016.09 월","75",
"전 산 업","업황전망BSI 1)","2016.10 월","75",
"전 산 업","업황전망BSI 1)","2016.11 월","72",
"전 산 업","업황전망BSI 1)","2016.12 월","72",
"전 산 업","업황전망BSI 1)","2017.01 월","72",
"전 산 업","업황전망BSI 1)","2017.02 월","75",
"전 산 업","업황전망BSI 1)","2017.03 월","79",
"전 산 업","업황전망BSI 1)","2017.04 월","81",
"전 산 업","업황전망BSI 1)","2017.05 월","81",
"전 산 업","업황전망BSI 1)","2017.06 월","82",
"전 산 업","업황전망BSI 1)","2017.07 월","78",
"전 산 업","업황전망BSI 1)","2017.08 월","78",
"전 산 업","업황전망BSI 1)","2017.09 월","80",
"전 산 업","업황전망BSI 1)","2017.10 월","79",
"전 산 업","업황전망BSI 1)","2017.11 월","81",
"전 산 업","업황전망BSI 1)","2017.12 월","81",
"전 산 업","업황전망BSI 1)","2018.01 월","79",
"전 산 업","업황전망BSI 1)","2018.02 월","78",
"전 산 업","업황전망BSI 1)","2018.03 월","82",
"전 산 업","업황전망BSI 1)","2018.04 월","79",
"전 산 업","업황전망BSI 1)","2018.05 월","81",
"전 산 업","업황전망BSI 1)","2018.06 월","82",
"전 산 업","업황전망BSI 1)","2018.07 월","80",
"전 산 업","업황전망BSI 1)","2018.08 월","73",
"전 산 업","업황전망BSI 1)","2018.09 월","77",
"전 산 업","업황전망BSI 1)","2018.10 월","77",
"전 산 업","업황전망BSI 1)","2018.11 월","73",
"전 산 업","업황전망BSI 1)","2018.12 월","73",
"전 산 업","업황전망BSI 1)","2019.01 월","71",
"전 산 업","업황전망BSI 1)","2019.02 월","68",
"전 산 업","업황전망BSI 1)","2019.03 월","76",
"전 산 업","업황전망BSI 1)","2019.04 월","76",
"전 산 업","업황전망BSI 1)","2019.05 월","77",
"전 산 업","업황전망BSI 1)","2019.06 월","73",
"전 산 업","업황전망BSI 1)","2019.07 월","75",
"전 산 업","업황전망BSI 1)","2019.08 월","71",
"전 산 업","업황전망BSI 1)","2019.09 월","72",
"전 산 업","업황전망BSI 1)","2019.10 월","74",
"전 산 업","업황전망BSI 1)","2019.11 월","72",
"전 산 업","업황전망BSI 1)","2019.12 월","73",
"전 산 업","업황전망BSI 1)","2020.01 월","74",
"전 산 업","업황전망BSI 1)","2020.02 월","76",
"전 산 업","업황전망BSI 1)","2020.03 월","69",
"전 산 업","업황전망BSI 1)","2020.04 월","53",
"전 산 업","업황전망BSI 1)","2020.05 월","50",
"전 산 업","업황전망BSI 1)","2020.06 월","53",
"전 산 업","업황전망BSI 1)","2020.07 월","55",
"전 산 업","업황전망BSI 1)","2020.08 월","62",
"전 산 업","업황전망BSI 1)","2020.09 월","69",
"전 산 업","업황전망BSI 1)","2020.10 월","65",
"전 산 업","업황전망BSI 1)","2020.11 월","72",
"전 산 업","업황전망BSI 1)","2020.12 월","76",
"전 산 업","업황전망BSI 1)","2021.01 월","70",
"전 산 업","업황전망BSI 1)","2021.02 월","75",
