"업종코드별","BSI코드별","시점","기업경기조사(전망)",
"제 조 업","제품재고전망BSI 3)","2018.03 월","103",
"제 조 업","제품재고전망BSI 3)","2018.04 월","102",
"제 조 업","제품재고전망BSI 3)","2018.05 월","102",
"제 조 업","제품재고전망BSI 3)","2018.06 월","102",
"제 조 업","제품재고전망BSI 3)","2018.07 월","101",
"제 조 업","제품재고전망BSI 3)","2018.08 월","102",
"제 조 업","제품재고전망BSI 3)","2018.09 월","101",
"제 조 업","제품재고전망BSI 3)","2018.10 월","102",
"제 조 업","제품재고전망BSI 3)","2018.11 월","102",
"제 조 업","제품재고전망BSI 3)","2018.12 월","103",
"제 조 업","제품재고전망BSI 3)","2019.01 월","105",
"제 조 업","제품재고전망BSI 3)","2019.02 월","104",
"제 조 업","제품재고전망BSI 3)","2019.03 월","105",
"제 조 업","제품재고전망BSI 3)","2019.04 월","104",
"제 조 업","제품재고전망BSI 3)","2019.05 월","104",
"제 조 업","제품재고전망BSI 3)","2019.06 월","104",
"제 조 업","제품재고전망BSI 3)","2019.07 월","104",
"제 조 업","제품재고전망BSI 3)","2019.08 월","105",
"제 조 업","제품재고전망BSI 3)","2019.09 월","105",
"제 조 업","제품재고전망BSI 3)","2019.10 월","105",
"제 조 업","제품재고전망BSI 3)","2019.11 월","107",
"제 조 업","제품재고전망BSI 3)","2019.12 월","105",
"제 조 업","제품재고전망BSI 3)","2020.01 월","106",
"제 조 업","제품재고전망BSI 3)","2020.02 월","106",
"제 조 업","제품재고전망BSI 3)","2020.03 월","102",
"제 조 업","제품재고전망BSI 3)","2020.04 월","105",
"제 조 업","제품재고전망BSI 3)","2020.05 월","109",
"제 조 업","제품재고전망BSI 3)","2020.06 월","110",
"제 조 업","제품재고전망BSI 3)","2020.07 월","109",
"제 조 업","제품재고전망BSI 3)","2020.08 월","108",
"제 조 업","제품재고전망BSI 3)","2020.09 월","107",
"제 조 업","제품재고전망BSI 3)","2020.10 월","104",
"제 조 업","제품재고전망BSI 3)","2020.11 월","104",
"제 조 업","제품재고전망BSI 3)","2020.12 월","101",
"제 조 업","제품재고전망BSI 3)","2021.01 월","99",
"제 조 업","제품재고전망BSI 3)","2021.02 월","99",
"제 조 업","제품재고전망BSI 3)","2021.03 월","100",
"제 조 업","제품재고전망BSI 3)","2021.04 월","98",
"제 조 업","제품재고전망BSI 3)","2021.05 월","95",
"제 조 업","제품재고전망BSI 3)","2021.06 월","95",
"제 조 업","제품재고전망BSI 3)","2021.07 월","96",
"제 조 업","제품재고전망BSI 3)","2021.08 월","99",
"제 조 업","제품재고전망BSI 3)","2021.09 월","99",
"제 조 업","제품재고전망BSI 3)","2021.10 월","99",
"제 조 업","제품재고전망BSI 3)","2021.11 월","99",
"제 조 업","제품재고전망BSI 3)","2021.12 월","100",
"제 조 업","제품재고전망BSI 3)","2022.01 월","100",
"제 조 업","제품재고전망BSI 3)","2022.02 월","100",
"제 조 업","제품재고전망BSI 3)","2022.03 월","99",
"제 조 업","제품재고전망BSI 3)","2022.04 월","99",
"제 조 업","제품재고전망BSI 3)","2022.05 월","99",
"제 조 업","제품재고전망BSI 3)","2022.06 월","98",
"제 조 업","제품재고전망BSI 3)","2022.07 월","99",
"제 조 업","제품재고전망BSI 3)","2022.08 월","103",
"제 조 업","제품재고전망BSI 3)","2022.09 월","102",
"제 조 업","제품재고전망BSI 3)","2022.10 월","106",
"제 조 업","제품재고전망BSI 3)","2022.11 월","105",
"제 조 업","제품재고전망BSI 3)","2022.12 월","106",
"제 조 업","제품재고전망BSI 3)","2023.01 월","107",
"제 조 업","제품재고전망BSI 3)","2023.02 월","107",
"제 조 업","제품재고전망BSI 3)","2023.03 월","105",
"제 조 업","제품재고전망BSI 3)","2023.04 월","107",
"제 조 업","제품재고전망BSI 3)","2023.05 월","105",
"제 조 업","제품재고전망BSI 3)","2023.06 월","104",
"제 조 업","제품재고전망BSI 3)","2023.07 월","105",
"제 조 업","제품재고전망BSI 3)","2023.08 월","105",
"제 조 업","제품재고전망BSI 3)","2023.09 월","102",
"제 조 업","제품재고전망BSI 3)","2023.10 월","106",
"제 조 업","제품재고전망BSI 3)","2023.11 월","103",
"제 조 업","제품재고전망BSI 3)","2023.12 월","106",
"제 조 업","제품재고전망BSI 3)","2024.01 월","102",
"제 조 업","제품재고전망BSI 3)","2024.02 월","104",
"제 조 업","제품재고전망BSI 3)","2024.03 월","104",
"제 조 업","제품재고전망BSI 3)","2024.04 월","104",
"제 조 업","제품재고전망BSI 3)","2024.05 월","103",
"제 조 업","제품재고전망BSI 3)","2024.06 월","104",
"제 조 업","제품재고전망BSI 3)","2024.07 월","103",
"제 조 업","제품재고전망BSI 3)","2024.08 월","103",
"제 조 업","제품재고전망BSI 3)","2024.09 월","103",
"제 조 업","제품재고전망BSI 3)","2024.10 월","104",
"제 조 업","제품재고전망BSI 3)","2024.11 월","104",
"제 조 업","제품재고전망BSI 3)","2024.12 월","104",
"제 조 업","제품재고전망BSI 3)","2025.01 월","104",
"제 조 업","제품재고전망BSI 3)","2025.02 월","103",
"제 조 업","제품재고전망BSI 3)","2025.03 월","103",
"제 조 업","제품재고전망BSI 3)","2025.04 월","103",
"제 조 업","제품재고전망BSI 3)","2025.05 월","102",
"제 조 업","제품재고전망BSI 3)","2025.06 월","102",
"제 조 업","제품재고전망BSI 3)","2025.07 월","101",
"제 조 업","제품재고전망BSI 3)","2025.08 월","101",
"제 조 업","제품재고전망BSI 3)","2025.09 월","103",
"제 조 업","제품재고전망BSI 3)","2025.10 월","102",
"제 조 업","제품재고전망BSI 3)","2025.11 월","103",
"제 조 업","제품재고전망BSI 3)","2025.12 월","103",
"제 조 업","제품재고전망BSI 3)","2026.01 월","101",
"제 조 업","제품재고전망BSI 3)","2026.02 월","101",
"제 조 업","제품재고전망BSI 3)","2026.03 월","99",
"제 조 업","제품재고전망BSI 3)","2026.04 월","99",
"제 조 업","제품재고전망BSI 3)","2026.05 월","95",
"제 조 업","제품재고전망BSI 3)","2026.06 월","99",
"제 조 업","제품재고전망BSI 3)","2026.07 월","101",
