date,market,category,sell_volume,buy_volume,net_buy_volume,sell_value_krw,buy_value_krw,net_buy_value_krw
2005-03-23,ALL,차익,4479622,2410981,-2068641,120542099445,65174050680,-55368048765
2005-03-23,ALL,비차익,4480234,5060474,580240,111565106580,127937300520,16372193940
2005-03-23,ALL,전체,8959856,7471455,-1488401,232107206025,193111351200,-38995854825
2005-03-24,ALL,차익,1925657,6458178,4532521,48665736720,182041680950,133375944230
2005-03-24,ALL,비차익,2947319,5705625,2758306,95277373395,158823958890,63546585495
2005-03-24,ALL,전체,4872976,12163803,7290827,143943110115,340865639840,196922529725
2005-03-25,ALL,차익,1910902,2103131,192229,52409720135,52251056470,-158663665
2005-03-25,ALL,비차익,1767890,2992718,1224828,52676072050,78715445180,26039373130
2005-03-25,ALL,전체,3678792,5095849,1417057,105085792185,130966501650,25880709465
2005-03-28,ALL,차익,660167,3624626,2964459,14892217955,102458658350,87566440395
2005-03-28,ALL,비차익,1259399,2631979,1372580,35351361720,79506495930,44155134210
2005-03-28,ALL,전체,1919566,6256605,4337039,50243579675,181965154280,131721574605
2005-03-29,ALL,차익,8728081,909864,-7818217,252512820400,19763422310,-232749398090
2005-03-29,ALL,비차익,3387116,3307968,-79148,88270694390,113669330220,25398635830
2005-03-29,ALL,전체,12115197,4217832,-7897365,340783514790,133432752530,-207350762260
2005-03-30,ALL,차익,2344668,3095511,750843,61593811310,81288512390,19694701080
2005-03-30,ALL,비차익,1917908,4471758,2553850,62253747710,121800199030,59546451320
2005-03-30,ALL,전체,4262576,7567269,3304693,123847559020,203088711420,79241152400
2005-03-31,ALL,차익,2545613,3098262,552649,70763073250,84729897980,13966824730
2005-03-31,ALL,비차익,2881554,5491898,2610344,79631034375,147209937485,67578903110
2005-03-31,ALL,전체,5427167,8590160,3162993,150394107625,231939835465,81545727840
2005-04-01,ALL,차익,1230822,2386961,1156139,31694892450,57616334950,25921442500
2005-04-01,ALL,비차익,2105999,5088867,2982868,99733395595,155686691775,55953296180
2005-04-01,ALL,전체,3336821,7475828,4139007,131428288045,213303026725,81874738680
2005-04-04,ALL,차익,1916439,1187375,-729064,50659861800,31067218685,-19592643115
2005-04-04,ALL,비차익,4071960,3005532,-1066428,123173249215,96269842925,-26903406290
2005-04-04,ALL,전체,5988399,4192907,-1795492,173833111015,127337061610,-46496049405
2005-04-06,ALL,차익,3121415,3207992,86577,85270817725,94755591300,9484773575
2005-04-06,ALL,비차익,5390278,4992556,-397722,199479438750,158127323820,-41352114930
2005-04-06,ALL,전체,8511693,8200548,-311145,284750256475,252882915120,-31867341355
2005-04-07,ALL,차익,1463822,1455142,-8680,35771509395,37450750250,1679240855
2005-04-07,ALL,비차익,3635938,2810705,-825233,119966364190,93899417670,-26066946520
2005-04-07,ALL,전체,5099760,4265847,-833913,155737873585,131350167920,-24387705665
2005-04-08,ALL,차익,2033888,1592459,-441429,58240801250,43681206700,-14559594550
2005-04-08,ALL,비차익,1893279,1991905,98626,62272881360,68320588850,6047707490
2005-04-08,ALL,전체,3927167,3584364,-342803,120513682610,112001795550,-8511887060
2005-04-11,ALL,차익,4501653,522218,-3979435,127289982975,15029862395,-112260120580
2005-04-11,ALL,비차익,1514150,2360727,846577,53679831760,71483497410,17803665650
2005-04-11,ALL,전체,6015803,2882945,-3132858,180969814735,86513359805,-94456454930
2005-04-12,ALL,차익,901159,2054225,1153066,22180509860,57259963170,35079453310
2005-04-12,ALL,비차익,1923432,2353130,429698,54535489445,73247714380,18712224935
2005-04-12,ALL,전체,2824591,4407355,1582764,76715999305,130507677550,53791678245
2005-04-13,ALL,차익,1030138,1420221,390083,28751211425,41481977050,12730765625
2005-04-13,ALL,비차익,2407933,2115606,-292327,62956459640,59405208690,-3551250950
2005-04-13,ALL,전체,3438071,3535827,97756,91707671065,100887185740,9179514675
2005-04-14,ALL,차익,11644606,2976759,-8667847,341976630150,76680298630,-265296331520
2005-04-14,ALL,비차익,15527510,5753276,-9774234,460308316095,159686280840,-300622035255
2005-04-14,ALL,전체,27172116,8730035,-18442081,802284946245,236366579470,-565918366775
2005-04-15,ALL,차익,6622320,1544472,-5077848,183359716250,39392891550,-143966824700
2005-04-15,ALL,비차익,6935411,4407688,-2527723,215931273300,108515737350,-107415535950
2005-04-15,ALL,전체,13557731,5952160,-7605571,399290989550,147908628900,-251382360650
2005-04-18,ALL,차익,1217457,1192030,-25427,35778660250,25808620300,-9970039950
2005-04-18,ALL,비차익,3425062,5466050,2040988,98438279180,134782988090,36344708910
2005-04-18,ALL,전체,4642519,6658080,2015561,134216939430,160591608390,26374668960
2005-04-19,ALL,차익,1983318,224533,-1758785,55205836900,2912395950,-52293440950
2005-04-19,ALL,비차익,5178507,2603766,-2574741,159314891245,73322920015,-85991971230
2005-04-19,ALL,전체,7161825,2828299,-4333526,214520728145,76235315965,-138285412180
2005-04-20,ALL,차익,3970248,1014054,-2956194,111741108665,27568533300,-84172575365
2005-04-20,ALL,비차익,5786516,3494519,-2291997,162375197810,116035690410,-46339507400
2005-04-20,ALL,전체,9756764,4508573,-5248191,274116306475,143604223710,-130512082765
2005-04-21,ALL,차익,1238136,1085238,-152898,31032951980,21534289150,-9498662830
2005-04-21,ALL,비차익,3451687,3455230,3543,120729414715,102844842320,-17884572395
2005-04-21,ALL,전체,4689823,4540468,-149355,151762366695,124379131470,-27383235225
2005-04-22,ALL,차익,686842,552202,-134640,17065488050,13925553000,-3139935050
2005-04-22,ALL,비차익,2672530,2064645,-607885,95612628410,73246838545,-22365789865
2005-04-22,ALL,전체,3359372,2616847,-742525,112678116460,87172391545,-25505724915
2005-04-25,ALL,차익,1167489,2100054,932565,27006910500,54626960595,27620050095
2005-04-25,ALL,비차익,3083109,4874586,1791477,98137062160,139784410450,41647348290
2005-04-25,ALL,전체,4250598,6974640,2724042,125143972660,194411371045,69267398385
2005-04-26,ALL,차익,2034578,336345,-1698233,57038684200,5534700950,-51503983250
2005-04-26,ALL,비차익,3268562,3380095,111533,97190863690,96229806310,-961057380
2005-04-26,ALL,전체,5303140,3716440,-1586700,154229547890,101764507260,-52465040630
2005-04-27,ALL,차익,5015704,283224,-4732480,144558691000,7896510550,-136662180450
2005-04-27,ALL,비차익,6212628,3217337,-2995291,181456918020,77977849630,-103479068390
2005-04-27,ALL,전체,11228332,3500561,-7727771,326015609020,85874360180,-240141248840
2005-04-28,ALL,차익,934764,1071424,136660,24203205250,24224126730,20921480
2005-04-28,ALL,비차익,3820572,4331030,510458,114729036060,121929087770,7200051710
2005-04-28,ALL,전체,4755336,5402454,647118,138932241310,146153214500,7220973190
2005-04-29,ALL,차익,957700,2685389,1727689,23854595800,67397608900,43543013100
2005-04-29,ALL,비차익,1335233,4664611,3329378,40118050220,136299618325,96181568105
2005-04-29,ALL,전체,2292933,7350000,5057067,63972646020,203697227225,139724581205
2005-05-02,ALL,차익,877422,1451825,574403,19063105500,34818208750,15755103250
2005-05-02,ALL,비차익,1690990,1804872,113882,56381043095,45715217055,-10665826040
2005-05-02,ALL,전체,2568412,3256697,688285,75444148595,80533425805,5089277210
2005-05-03,ALL,차익,3047627,276078,-2771549,74828025800,6325495250,-68502530550
2005-05-03,ALL,비차익,2563529,2809685,246156,86259301770,100477675165,14218373395
2005-05-03,ALL,전체,5611156,3085763,-2525393,161087327570,106803170415,-54284157155
2005-05-04,ALL,차익,453141,1092503,639362,4585572050,24281669675,19696097625
2005-05-04,ALL,비차익,1863859,2501824,637965,55923489320,97091408010,41167918690
2005-05-04,ALL,전체,2317000,3594327,1277327,60509061370,121373077685,60864016315
2005-05-06,ALL,차익,459937,925126,465189,9268134450,19005587500,9737453050
2005-05-06,ALL,비차익,1906080,2701283,795203,80296090425,70290307225,-10005783200
2005-05-06,ALL,전체,2366017,3626409,1260392,89564224875,89295894725,-268330150
2005-05-09,ALL,차익,2616878,398848,-2218030,63463651650,7246597800,-56217053850
2005-05-09,ALL,비차익,7851506,2874717,-4976789,229361578745,95015565240,-134346013505
2005-05-09,ALL,전체,10468384,3273565,-7194819,292825230395,102262163040,-190563067355
2005-05-10,ALL,차익,363832,1569959,1206127,6711060950,38007164500,31296103550
2005-05-10,ALL,비차익,1948032,3182674,1234642,53894613060,92637245630,38742632570
2005-05-10,ALL,전체,2311864,4752633,2440769,60605674010,130644410130,70038736120
2005-05-11,ALL,차익,2219655,551182,-1668473,57269036250,11968171050,-45300865200
2005-05-11,ALL,비차익,3370360,2944209,-426151,92408206275,66601549555,-25806656720
2005-05-11,ALL,전체,5590015,3495391,-2094624,149677242525,78569720605,-71107521920
2005-05-12,ALL,차익,1405395,1751928,346533,37548035400,49842769150,12294733750
2005-05-12,ALL,비차익,4936553,3054003,-1882550,131708460200,78035267320,-53673192880
2005-05-12,ALL,전체,6341948,4805931,-1536017,169256495600,127878036470,-41378459130
2005-05-13,ALL,차익,1223331,633831,-589500,34999775550,24584174550,-10415601000
2005-05-13,ALL,비차익,3722779,2878959,-843820,120692187330,73916734075,-46775453255
2005-05-13,ALL,전체,4946110,3512790,-1433320,155691962880,98500908625,-57191054255
2005-05-16,ALL,차익,1184534,3297554,2113020,28302068100,89004193685,60702125585
2005-05-16,ALL,비차익,1975426,2855985,880559,70088134945,79478633425,9390498480
2005-05-16,ALL,전체,3159960,6153539,2993579,98390203045,168482827110,70092624065
2005-05-17,ALL,차익,2076632,3131102,1054470,53417529350,82945137480,29527608130
2005-05-17,ALL,비차익,2346665,2654614,307949,74040771900,73338872260,-701899640
2005-05-17,ALL,전체,4423297,5785716,1362419,127458301250,156284009740,28825708490
2005-05-18,ALL,차익,1139408,2838635,1699227,29924804300,78599902750,48675098450
2005-05-18,ALL,비차익,2437787,5595677,3157890,90180814970,136070820735,45890005765
2005-05-18,ALL,전체,3577195,8434312,4857117,120105619270,214670723485,94565104215
2005-05-19,ALL,차익,223277,8373396,8150119,4266517350,240451293150,236184775800
2005-05-19,ALL,비차익,2148770,7067182,4918412,63716967100,185827799215,122110832115
2005-05-19,ALL,전체,2372047,15440578,13068531,67983484450,426279092365,358295607915
2005-05-20,ALL,차익,978045,1544698,566653,24219292700,44727949550,20508656850
2005-05-20,ALL,비차익,1316818,2227105,910287,52127289550,64931755130,12804465580
2005-05-20,ALL,전체,2294863,3771803,1476940,76346582250,109659704680,33313122430
2005-05-23,ALL,차익,674693,1659227,984534,16432174000,45622660550,29190486550
2005-05-23,ALL,비차익,1720071,1789976,69905,81711315280,55443593250,-26267722030
2005-05-23,ALL,전체,2394764,3449203,1054439,98143489280,101066253800,2922764520
2005-05-24,ALL,차익,637790,2092582,1454792,14749382500,56568311950,41818929450
2005-05-24,ALL,비차익,1035546,1689420,653874,42128179285,49587691880,7459512595
2005-05-24,ALL,전체,1673336,3782002,2108666,56877561785,106156003830,49278442045
2005-05-25,ALL,차익,4624471,2227788,-2396683,120892625685,58075367500,-62817258185
2005-05-25,ALL,비차익,2595230,3042404,447174,80825183795,82827882660,2002698865
2005-05-25,ALL,전체,7219701,5270192,-1949509,201717809480,140903250160,-60814559320
2005-05-26,ALL,차익,541987,3106026,2564039,11037520465,77137410300,66099889835
2005-05-26,ALL,비차익,2275127,3811624,1536497,76024001615,96558675320,20534673705
2005-05-26,ALL,전체,2817114,6917650,4100536,87061522080,173696085620,86634563540
2005-05-27,ALL,차익,538666,5358511,4819845,13379744400,142732434450,129352690050
2005-05-27,ALL,비차익,1791002,7920313,6129311,39699393530,231345005815,191645612285
2005-05-27,ALL,전체,2329668,13278824,10949156,53079137930,374077440265,320998302335
2005-05-30,ALL,차익,377980,1122478,744498,7361484950,25217101700,17855616750
2005-05-30,ALL,비차익,2585700,2546250,-39450,84077293605,68511296525,-15565997080
2005-05-30,ALL,전체,2963680,3668728,705048,91438778555,93728398225,2289619670
2005-05-31,ALL,차익,997882,2514632,1516750,20954688740,70749042600,49794353860
2005-05-31,ALL,비차익,3965251,4466870,501619,181794071830,128401688225,-53392383605
2005-05-31,ALL,전체,4963133,6981502,2018369,202748760570,199150730825,-3598029745
2005-06-01,ALL,차익,433207,2879590,2446383,7947753150,76392607100,68444853950
2005-06-01,ALL,비차익,3812145,5561371,1749226,171013411960,161667680000,-9345731960
2005-06-01,ALL,전체,4245352,8440961,4195609,178961165110,238060287100,59099121990
2005-06-02,ALL,차익,1840689,2731926,891237,49600027700,75403628350,25803600650
2005-06-02,ALL,비차익,3055107,4007855,952748,104173534315,105721017160,1547482845
2005-06-02,ALL,전체,4895796,6739781,1843985,153773562015,181124645510,27351083495
2005-06-03,ALL,차익,694219,1054409,360190,7398957900,26990267400,19591309500
2005-06-03,ALL,비차익,3121344,3311028,189684,98733549720,86484486505,-12249063215
2005-06-03,ALL,전체,3815563,4365437,549874,106132507620,113474753905,7342246285
2005-06-07,ALL,차익,3237507,1529620,-1707887,78389806550,29597087800,-48792718750
2005-06-07,ALL,비차익,2508772,6551573,4042801,71662590640,160593100065,88930509425
2005-06-07,ALL,전체,5746279,8081193,2334914,150052397190,190190187865,40137790675
2005-06-08,ALL,차익,397499,5742047,5344548,6083299000,161570550400,155487251400
2005-06-08,ALL,비차익,6996384,12510450,5514066,210706531550,338386863135,127680331585
2005-06-08,ALL,전체,7393883,18252497,10858614,216789830550,499957413535,283167582985
2005-06-09,ALL,차익,13612109,6924366,-6687743,390873016250,198048865700,-192824150550
2005-06-09,ALL,비차익,11780400,29330034,17549634,321309939785,828187106820,506877167035
2005-06-09,ALL,전체,25392509,36254400,10861891,712182956035,1026235972520,314053016485
2005-06-10,ALL,차익,1005419,2530998,1525579,25108037805,68961220980,43853183175
2005-06-10,ALL,비차익,3901253,5093931,1192678,138006540640,134892340900,-3114199740
2005-06-10,ALL,전체,4906672,7624929,2718257,163114578445,203853561880,40738983435
2005-06-13,ALL,차익,874289,4554206,3679917,21362130000,127930754050,106568624050
2005-06-13,ALL,비차익,3247213,2762764,-484449,92990333900,62621235725,-30369098175
2005-06-13,ALL,전체,4121502,7316970,3195468,114352463900,190551989775,76199525875
2005-06-14,ALL,차익,367225,3312859,2945634,6917361850,95700895450,88783533600
2005-06-14,ALL,비차익,2431312,4086548,1655236,66284480700,115468537265,49184056565
2005-06-14,ALL,전체,2798537,7399407,4600870,73201842550,211169432715,137967590165
2005-06-15,ALL,차익,444455,3888016,3443561,9495733900,108568215400,99072481500
2005-06-15,ALL,비차익,4792534,6278023,1485489,127295005225,161977040010,34682034785
2005-06-15,ALL,전체,5236989,10166039,4929050,136790739125,270545255410,133754516285
2005-06-16,ALL,차익,819063,2978798,2159735,24011502350,92993328650,68981826300
2005-06-16,ALL,비차익,3515848,4189120,673272,86674466815,109475335290,22800868475
2005-06-16,ALL,전체,4334911,7167918,2833007,110685969165,202468663940,91782694775
2005-06-17,ALL,차익,1934539,2049090,114551,41445407700,55726127900,14280720200
2005-06-17,ALL,비차익,2827352,3623300,795948,102690819600,102528604710,-162214890
2005-06-17,ALL,전체,4761891,5672390,910499,144136227300,158254732610,14118505310
2005-06-20,ALL,차익,2872516,564880,-2307636,76470505450,10465763300,-66004742150
2005-06-20,ALL,비차익,2100232,1201271,-898961,75610006420,41292356270,-34317650150
2005-06-20,ALL,전체,4972748,1766151,-3206597,152080511870,51758119570,-100322392300
2005-06-21,ALL,차익,670709,3639272,2968563,13169055850,96197436850,83028381000
2005-06-21,ALL,비차익,4557825,4468192,-89633,131128070565,136984854155,5856783590
2005-06-21,ALL,전체,5228534,8107464,2878930,144297126415,233182291005,88885164590
2005-06-22,ALL,차익,459438,4351957,3892519,7291811400,120897552350,113605740950
2005-06-22,ALL,비차익,3657275,5832950,2175675,96540203355,129106660535,32566457180
2005-06-22,ALL,전체,4116713,10184907,6068194,103832014755,250004212885,146172198130
2005-06-23,ALL,차익,2497297,1042380,-1454917,67775037000,27437232505,-40337804495
2005-06-23,ALL,비차익,4681895,7255616,2573721,199230560150,228594797820,29364237670
2005-06-23,ALL,전체,7179192,8297996,1118804,267005597150,256032030325,-10973566825
2005-06-24,ALL,차익,4571475,847892,-3723583,126305260450,13444398200,-112860862250
2005-06-24,ALL,비차익,4157620,4601790,444170,158862224680,123207980600,-35654244080
2005-06-24,ALL,전체,8729095,5449682,-3279413,285167485130,136652378800,-148515106330
2005-06-27,ALL,차익,5164315,271554,-4892761,152382860700,5787653450,-146595207250
2005-06-27,ALL,비차익,6527310,5109250,-1418060,165267739015,155479728480,-9788010535
2005-06-27,ALL,전체,11691625,5380804,-6310821,317650599715,161267381930,-156383217785
2005-06-28,ALL,차익,573951,2314316,1740365,12651545600,63095071100,50443525500
2005-06-28,ALL,비차익,3210683,3766131,555448,90439637775,102299070245,11859432470
2005-06-28,ALL,전체,3784634,6080447,2295813,103091183375,165394141345,62302957970
2005-06-29,ALL,차익,958430,3729326,2770896,21537859650,97207115800,75669256150
2005-06-29,ALL,비차익,4501040,5861290,1360250,124281579565,141450050830,17168471265
2005-06-29,ALL,전체,5459470,9590616,4131146,145819439215,238657166630,92837727415
2005-06-30,ALL,차익,404195,2102402,1698207,9386535950,55828510600,46441974650
2005-06-30,ALL,비차익,2881170,4771797,1890627,96851679625,111578263080,14726583455
2005-06-30,ALL,전체,3285365,6874199,3588834,106238215575,167406773680,61168558105
2005-07-01,ALL,차익,2510720,177121,-2333599,67511081000,3645741400,-63865339600
2005-07-01,ALL,비차익,2859045,3491257,632212,104793754905,110892329330,6098574425
2005-07-01,ALL,전체,5369765,3668378,-1701387,172304835905,114538070730,-57766765175
2005-07-04,ALL,차익,3132783,292744,-2840039,90244623300,7164181250,-83080442050
2005-07-04,ALL,비차익,6076652,2418154,-3658498,161015019015,62650428155,-98364590860
2005-07-04,ALL,전체,9209435,2710898,-6498537,251259642315,69814609405,-181445032910
2005-07-05,ALL,차익,1555410,1205409,-350001,42270432200,33333626900,-8936805300
2005-07-05,ALL,비차익,4215680,3054981,-1160699,131254533650,92468766695,-38785766955
2005-07-05,ALL,전체,5771090,4260390,-1510700,173524965850,125802393595,-47722572255
2005-07-06,ALL,차익,1264715,1084852,-179863,38124608800,27670729550,-10453879250
2005-07-06,ALL,비차익,4455174,2748300,-1706874,136350719830,70207200345,-66143519485
2005-07-06,ALL,전체,5719889,3833152,-1886737,174475328630,97877929895,-76597398735
2005-07-07,ALL,차익,1506581,2243071,736490,48217903450,63144621750,14926718300
2005-07-07,ALL,비차익,3782685,3614331,-168354,106003177855,94011250325,-11991927530
2005-07-07,ALL,전체,5289266,5857402,568136,154221081305,157155872075,2934790770
2005-07-08,ALL,차익,1063501,555495,-508006,29264599700,9511662350,-19752937350
2005-07-08,ALL,비차익,3397972,3014470,-383502,95360011675,79856044085,-15503967590
2005-07-08,ALL,전체,4461473,3569965,-891508,124624611375,89367706435,-35256904940
2005-07-11,ALL,차익,695547,3608546,2912999,17530747600,98317516350,80786768750
2005-07-11,ALL,비차익,4386290,3950479,-435811,109485547160,128187053915,18701506755
2005-07-11,ALL,전체,5081837,7559025,2477188,127016294760,226504570265,99488275505
2005-07-12,ALL,차익,4691451,561817,-4129634,133307740550,5913688300,-127394052250
2005-07-12,ALL,비차익,8239724,4844370,-3395354,258426565785,148408383070,-110018182715
2005-07-12,ALL,전체,12931175,5406187,-7524988,391734306335,154322071370,-237412234965
2005-07-13,ALL,차익,1131817,1564186,432369,27921653700,41298512250,13376858550
2005-07-13,ALL,비차익,3771212,3322748,-448464,103495478415,85307189895,-18188288520
2005-07-13,ALL,전체,4903029,4886934,-16095,131417132115,126605702145,-4811429970
2005-07-14,ALL,차익,2795706,4340480,1544774,87291864650,130035655750,42743791100
2005-07-14,ALL,비차익,5705723,9625376,3919653,165214181105,265871195800,100657014695
2005-07-14,ALL,전체,8501429,13965856,5464427,252506045755,395906851550,143400805795
2005-07-15,ALL,차익,1633176,1547147,-86029,43103757950,37561391500,-5542366450
2005-07-15,ALL,비차익,5752161,5562460,-189701,162110212770,153090589410,-9019623360
2005-07-15,ALL,전체,7385337,7109607,-275730,205213970720,190651980910,-14561989810
2005-07-18,ALL,차익,2815235,1206935,-1608300,75652202300,34992248950,-40659953350
2005-07-18,ALL,비차익,2989330,2647770,-341560,99842262155,61928897815,-37913364340
2005-07-18,ALL,전체,5804565,3854705,-1949860,175494464455,96921146765,-78573317690
2005-07-19,ALL,차익,605860,4164971,3559111,14204482850,125330051600,111125568750
2005-07-19,ALL,비차익,3524351,4900753,1376402,138524425150,157585691395,19061266245
2005-07-19,ALL,전체,4130211,9065724,4935513,152728908000,282915742995,130186834995
2005-07-20,ALL,차익,2263267,2675340,412073,70230235400,73581669750,3351434350
2005-07-20,ALL,비차익,4855100,4951004,95904,146780415855,126097764550,-20682651305
2005-07-20,ALL,전체,7118367,7626344,507977,217010651255,199679434300,-17331216955
2005-07-21,ALL,차익,837684,2610891,1773207,20122244600,81385723150,61263478550
2005-07-21,ALL,비차익,3273469,3105281,-168188,113904448155,78366614120,-35537834035
2005-07-21,ALL,전체,4111153,5716172,1605019,134026692755,159752337270,25725644515
2005-07-22,ALL,차익,300329,5285517,4985188,6770438900,165081031000,158310592100
2005-07-22,ALL,비차익,3023213,4974282,1951069,91799447780,153470080075,61670632295
2005-07-22,ALL,전체,3323542,10259799,6936257,98569886680,318551111075,219981224395
2005-07-25,ALL,차익,1588511,3743763,2155252,43487542400,106949398050,63461855650
2005-07-25,ALL,비차익,2024678,4117406,2092728,56876514145,124299379540,67422865395
2005-07-25,ALL,전체,3613189,7861169,4247980,100364056545,231248777590,130884721045
2005-07-26,ALL,차익,3908467,461592,-3446875,123087781250,9857969900,-113229811350
2005-07-26,ALL,비차익,3678808,3478610,-200198,120880464350,113477702190,-7402762160
2005-07-26,ALL,전체,7587275,3940202,-3647073,243968245600,123335672090,-120632573510
2005-07-27,ALL,차익,5110202,1253348,-3856854,158491010520,32716448800,-125774561720
2005-07-27,ALL,비차익,5870385,4463743,-1406642,183628192710,127278337835,-56349854875
2005-07-27,ALL,전체,10980587,5717091,-5263496,342119203230,159994786635,-182124416595
2005-07-28,ALL,차익,5139242,250276,-4888966,157323219060,3918164850,-153405054210
2005-07-28,ALL,비차익,6881300,6236474,-644826,180267050515,154042482675,-26224567840
2005-07-28,ALL,전체,12020542,6486750,-5533792,337590269575,157960647525,-179629622050
2005-07-29,ALL,차익,4259945,262990,-3996955,137052282770,4260691050,-132791591720
2005-07-29,ALL,비차익,5505797,4682176,-823621,186577409815,134506287445,-52071122370
2005-07-29,ALL,전체,9765742,4945166,-4820576,323629692585,138766978495,-184862714090
2005-08-01,ALL,차익,3969065,384964,-3584101,126177090700,6202008550,-119975082150
2005-08-01,ALL,비차익,4523894,3084013,-1439881,145180742515,116844265380,-28336477135
2005-08-01,ALL,전체,8492959,3468977,-5023982,271357833215,123046273930,-148311559285
2005-08-02,ALL,차익,3320041,667466,-2652575,99421484700,13466079050,-85955405650
2005-08-02,ALL,비차익,2344914,2618458,273544,76227636375,98241398710,22013762335
2005-08-02,ALL,전체,5664955,3285924,-2379031,175649121075,111707477760,-63941643315
2005-08-03,ALL,차익,2029782,1347203,-682579,60762946050,31423387250,-29339558800
2005-08-03,ALL,비차익,5011178,3907089,-1104089,174118183740,108959984175,-65158199565
2005-08-03,ALL,전체,7040960,5254292,-1786668,234881129790,140383371425,-94497758365
2005-08-04,ALL,차익,752820,7782953,7030133,21198624950,233394588700,212195963750
2005-08-04,ALL,비차익,5715312,7711643,1996331,130965525420,219552769735,88587244315
2005-08-04,ALL,전체,6468132,15494596,9026464,152164150370,452947358435,300783208065
2005-08-05,ALL,차익,2101965,5364063,3262098,59125891250,163600595100,104474703850
2005-08-05,ALL,비차익,4864429,5228260,363831,128638109205,134428257290,5790148085
2005-08-05,ALL,전체,6966394,10592323,3625929,187764000455,298028852390,110264851935
2005-08-08,ALL,차익,813146,2248557,1435411,19682385050,64862968600,45180583550
2005-08-08,ALL,비차익,2523553,1957053,-566500,96534342090,58753122860,-37781219230
2005-08-08,ALL,전체,3336699,4205610,868911,116216727140,123616091460,7399364320
2005-08-09,ALL,차익,2522874,1845252,-677622,69550279250,56926180300,-12624098950
2005-08-09,ALL,비차익,4458213,2431751,-2026462,227410033110,53426252705,-173983780405
2005-08-09,ALL,전체,6981087,4277003,-2704084,296960312360,110352433005,-186607879355
2005-08-10,ALL,차익,3762618,2436366,-1326252,112604069250,71574967450,-41029101800
2005-08-10,ALL,비차익,4580892,3738460,-842432,128003934465,86060776955,-41943157510
2005-08-10,ALL,전체,8343510,6174826,-2168684,240608003715,157635744405,-82972259310
2005-08-11,ALL,차익,3164586,3636545,471959,92939957370,100578126550,7638169180
2005-08-11,ALL,비차익,2569382,4710621,2141239,73437606050,138928683420,65491077370
2005-08-11,ALL,전체,5733968,8347166,2613198,166377563420,239506809970,73129246550
2005-08-12,ALL,차익,4671001,2010478,-2660523,136902332750,50501412200,-86400920550
2005-08-12,ALL,비차익,3313850,3497172,183322,98011444160,122026240275,24014796115
2005-08-12,ALL,전체,7984851,5507650,-2477201,234913776910,172527652475,-62386124435
2005-08-16,ALL,차익,4336757,2671747,-1665010,134129804200,79756130050,-54373674150
2005-08-16,ALL,비차익,2340524,3040502,699978,66963735745,108702521855,41738786110
2005-08-16,ALL,전체,6677281,5712249,-965032,201093539945,188458651905,-12634888040
2005-08-17,ALL,차익,1407612,2576515,1168903,43548821850,77804059550,34255237700
2005-08-17,ALL,비차익,1514067,4754352,3240285,55316492700,146526631670,91210138970
2005-08-17,ALL,전체,2921679,7330867,4409188,98865314550,224330691220,125465376670
2005-08-18,ALL,차익,9175301,1459024,-7716277,292409331090,39591534600,-252817796490
2005-08-18,ALL,비차익,4286689,5677756,1391067,134021969165,182904389025,48882419860
2005-08-18,ALL,전체,13461990,7136780,-6325210,426431300255,222495923625,-203935376630
2005-08-19,ALL,차익,3945472,1306464,-2639008,110207241615,36905369550,-73301872065
2005-08-19,ALL,비차익,4419611,3620032,-799579,116640739935,107444585905,-9196154030
2005-08-19,ALL,전체,8365083,4926496,-3438587,226847981550,144349955455,-82498026095
2005-08-22,ALL,차익,627045,5136178,4509133,17292478850,159010261050,141717782200
2005-08-22,ALL,비차익,2103547,6313542,4209995,71444514115,173932359490,102487845375
2005-08-22,ALL,전체,2730592,11449720,8719128,88736992965,332942620540,244205627575
2005-08-23,ALL,차익,3127140,3934862,807722,91611979450,120475923700,28863944250
2005-08-23,ALL,비차익,3351938,4340731,988793,114662131275,147403963480,32741832205
2005-08-23,ALL,전체,6479078,8275593,1796515,206274110725,267879887180,61605776455
2005-08-24,ALL,차익,13112461,1151934,-11960527,412796494090,32099127450,-380697366640
2005-08-24,ALL,비차익,7760884,5711103,-2049781,232149939100,162476249545,-69673689555
2005-08-24,ALL,전체,20873345,6863037,-14010308,644946433190,194575376995,-450371056195
2005-08-25,ALL,차익,5058774,4890029,-168745,160025749030,141667254350,-18358494680
2005-08-25,ALL,비차익,4028598,3745426,-283172,128653981330,101090930425,-27563050905
2005-08-25,ALL,전체,9087372,8635455,-451917,288679730360,242758184775,-45921545585
2005-08-26,ALL,차익,3102993,1942658,-1160335,98200763350,55053286300,-43147477050
2005-08-26,ALL,비차익,4479528,5042625,563097,170186942410,172270806730,2083864320
2005-08-26,ALL,전체,7582521,6985283,-597238,268387705760,227324093030,-41063612730
2005-08-29,ALL,차익,3256549,1366006,-1890543,98032526050,30015105200,-68017420850
2005-08-29,ALL,비차익,4237544,3991211,-246333,111847336130,105946167245,-5901168885
2005-08-29,ALL,전체,7494093,5357217,-2136876,209879862180,135961272445,-73918589735
2005-08-30,ALL,차익,5286270,1153452,-4132818,166776576450,27613037450,-139163539000
2005-08-30,ALL,비차익,5688710,3755641,-1933069,166772345965,108568511690,-58203834275
2005-08-30,ALL,전체,10974980,4909093,-6065887,333548922415,136181549140,-197367373275
2005-08-31,ALL,차익,2957135,847942,-2109193,87374363650,17004533550,-70369830100
