date,market,category,sell_volume,buy_volume,net_buy_volume,sell_value_krw,buy_value_krw,net_buy_value_krw
2012-08-31,ALL,비차익,20546141,23363856,2817715,655046441382,723003786900,67957345518
2012-08-31,ALL,전체,24410267,24111629,-298638,897516200422,766228670990,-131287529432
2012-09-03,ALL,차익,3669845,2359481,-1310364,224861088400,145826885120,-79034203280
2012-09-03,ALL,비차익,16374238,14207685,-2166553,489113236052,504833870060,15720634008
2012-09-03,ALL,전체,20044083,16567166,-3476917,713974324452,650660755180,-63313569272
2012-09-04,ALL,차익,2528440,514940,-2013500,155668335960,28078993320,-127589342640
2012-09-04,ALL,비차익,14939687,14135593,-804094,391372085580,409624603540,18252517960
2012-09-04,ALL,전체,17468127,14650533,-2817594,547040421540,437703596860,-109336824680
2012-09-05,ALL,차익,4608062,234388,-4373674,276229127050,8322869150,-267906257900
2012-09-05,ALL,비차익,19618920,13179040,-6439880,695539535030,465801854990,-229737680040
2012-09-05,ALL,전체,24226982,13413428,-10813554,971768662080,474124724140,-497643937940
2012-09-06,ALL,차익,1779655,1013841,-765814,100802319710,61658872260,-39143447450
2012-09-06,ALL,비차익,16284957,16521635,236678,465837167910,528784326500,62947158590
2012-09-06,ALL,전체,18064612,17535476,-529136,566639487620,590443198760,23803711140
2012-09-07,ALL,차익,893007,2327188,1434181,53292586930,144994393450,91701806520
2012-09-07,ALL,비차익,16728676,18643966,1915290,688867263455,649056451334,-39810812121
2012-09-07,ALL,전체,17621683,20971154,3349471,742159850385,794050844784,51890994399
2012-09-10,ALL,차익,1122209,1217694,95485,55861878920,71655713210,15793834290
2012-09-10,ALL,비차익,13379441,13428974,49533,491287685320,506440658650,15152973330
2012-09-10,ALL,전체,14501650,14646668,145018,547149564240,578096371860,30946807620
2012-09-11,ALL,차익,3151870,307769,-2844101,185627439330,14451655880,-171175783450
2012-09-11,ALL,비차익,13988668,12365146,-1623522,468336952780,456509834210,-11827118570
2012-09-11,ALL,전체,17140538,12672915,-4467623,653964392110,470961490090,-183002902020
2012-09-12,ALL,차익,158620,6742381,6583761,7964817150,433611317540,425646500390
2012-09-12,ALL,비차익,13427289,16274928,2847639,457271540620,563826532485,106554991865
2012-09-12,ALL,전체,13585909,23017309,9431400,465236357770,997437850025,532201492255
2012-09-13,ALL,차익,3682097,4483227,801130,234253530490,288874127070,54620596580
2012-09-13,ALL,비차익,19177889,23486720,4308831,645016506420,609972303650,-35044202770
2012-09-13,ALL,전체,22859986,27969947,5109961,879270036910,898846430720,19576393810
2012-09-14,ALL,차익,1563005,8719462,7156457,88994895810,542931147390,453936251580
2012-09-14,ALL,비차익,23647509,36627015,12979506,786689636330,1588993977140,802304340810
2012-09-14,ALL,전체,25210514,45346477,20135963,875684532140,2131925124530,1256240592390
2012-09-17,ALL,차익,2168466,1073138,-1095328,141303730510,68624781140,-72678949370
2012-09-17,ALL,비차익,20456397,21990531,1534134,788580179960,772168455390,-16411724570
2012-09-17,ALL,전체,22624863,23063669,438806,929883910470,840793236530,-89090673940
2012-09-18,ALL,차익,650255,2459513,1809258,40530539500,157395671290,116865131790
2012-09-18,ALL,비차익,18671506,20660094,1988588,582943299460,606478468120,23535168660
2012-09-18,ALL,전체,19321761,23119607,3797846,623473838960,763874139410,140400300450
2012-09-19,ALL,차익,580434,3112191,2531757,29338519690,198553600860,169215081170
2012-09-19,ALL,비차익,17592268,29759992,12167724,714534090070,879093900030,164559809960
2012-09-19,ALL,전체,18172702,32872183,14699481,743872609760,1077647500890,333774891130
2012-09-20,ALL,차익,1307617,1445820,138203,77440483760,94580354080,17139870320
2012-09-20,ALL,비차익,20873955,23146228,2272273,633966506950,716029006050,82062499100
2012-09-20,ALL,전체,22181572,24592048,2410476,711406990710,810609360130,99202369420
2012-09-21,ALL,차익,828561,2593765,1765204,47805896600,167419935450,119614038850
2012-09-21,ALL,비차익,23106583,31191759,8085176,757849257280,909659655960,151810398680
2012-09-21,ALL,전체,23935144,33785524,9850380,805655153880,1077079591410,271424437530
2012-09-24,ALL,차익,2210778,1638824,-571954,141440342590,100331128540,-41109214050
2012-09-24,ALL,비차익,18014897,17212159,-802738,543789273100,440353476410,-103435796690
2012-09-24,ALL,전체,20225675,18850983,-1374692,685229615690,540684604950,-144545010740
2012-09-25,ALL,차익,1281458,1930028,648570,85395946670,120156813590,34760866920
2012-09-25,ALL,비차익,19723462,18684472,-1038990,529494900560,457434751830,-72060148730
2012-09-25,ALL,전체,21004920,20614500,-390420,614890847230,577591565420,-37299281810
2012-09-26,ALL,차익,2465564,851084,-1614480,155938033850,47346537930,-108591495920
2012-09-26,ALL,비차익,26812000,20660065,-6151935,600729458290,516371834770,-84357623520
2012-09-26,ALL,전체,29277564,21511149,-7766415,756667492140,563718372700,-192949119440
2012-09-27,ALL,차익,969142,3208833,2239691,61937430670,209887292790,147949862120
2012-09-27,ALL,비차익,24025324,20617988,-3407336,631600232710,631858563580,258330870
2012-09-27,ALL,전체,24994466,23826821,-1167645,693537663380,841745856370,148208192990
2012-09-28,ALL,차익,1041817,1189305,147488,69622240240,60219804020,-9402436220
2012-09-28,ALL,비차익,18185807,22621055,4435248,711184119340,900467492370,189283373030
2012-09-28,ALL,전체,19227624,23810360,4582736,780806359580,960687296390,179880936810
2012-10-02,ALL,차익,1181326,427057,-754269,79114270200,12967908760,-66146361440
2012-10-02,ALL,비차익,16590780,14773607,-1817173,532292439240,571985528610,39693089370
2012-10-02,ALL,전체,17772106,15200664,-2571442,611406709440,584953437370,-26453272070
2012-10-04,ALL,차익,1362190,2544048,1181858,78948229660,166449739970,87501510310
2012-10-04,ALL,비차익,28930808,21498185,-7432623,801414200880,796955495809,-4458705071
2012-10-04,ALL,전체,30292998,24042233,-6250765,880362430540,963405235779,83042805239
2012-10-05,ALL,차익,1273827,2535284,1261457,79670847650,162473147760,82802300110
2012-10-05,ALL,비차익,20635449,21068474,433025,662862728845,678774708470,15911979625
2012-10-05,ALL,전체,21909276,23603758,1694482,742533576495,841247856230,98714279735
2012-10-08,ALL,차익,1125900,798975,-326925,72986107200,56117307950,-16868799250
2012-10-08,ALL,비차익,17993626,14575554,-3418072,496688326935,490722719210,-5965607725
2012-10-08,ALL,전체,19119526,15374529,-3744997,569674434135,546840027160,-22834406975
2012-10-09,ALL,차익,809513,3235825,2426312,46767731340,210578751150,163811019810
2012-10-09,ALL,비차익,12737099,17969007,5231908,422879089140,509158162100,86279072960
2012-10-09,ALL,전체,13546612,21204832,7658220,469646820480,719736913250,250090092770
2012-10-10,ALL,차익,1701365,772436,-928929,107479206870,49595783250,-57883423620
2012-10-10,ALL,비차익,15421430,16343027,921597,572078673000,532165540730,-39913132270
2012-10-10,ALL,전체,17122795,17115463,-7332,679557879870,581761323980,-97796555890
2012-10-11,ALL,차익,6459730,2891559,-3568171,416834883600,196762243950,-220072639650
2012-10-11,ALL,비차익,21127968,17395274,-3732694,704078027990,569235517810,-134842510180
2012-10-11,ALL,전체,27587698,20286833,-7300865,1120912911590,765997761760,-354915149830
2012-10-12,ALL,차익,1365040,2023982,658942,83599566590,132575418430,48975851840
2012-10-12,ALL,비차익,12334067,15147540,2813473,436072672310,467741235490,31668563180
2012-10-12,ALL,전체,13699107,17171522,3472415,519672238900,600316653920,80644415020
2012-10-15,ALL,차익,1089392,2063693,974301,66372879650,133215687860,66842808210
2012-10-15,ALL,비차익,21053035,27070567,6017532,566329208120,629129641245,62800433125
2012-10-15,ALL,전체,22142427,29134260,6991833,632702087770,762345329105,129643241335
2012-10-16,ALL,차익,2273210,1081533,-1191677,142328684750,64897037300,-77431647450
2012-10-16,ALL,비차익,20266203,24004030,3737827,555328608915,588290447130,32961838215
2012-10-16,ALL,전체,22539413,25085563,2546150,697657293665,653187484430,-44469809235
2012-10-17,ALL,차익,1260834,1373009,112175,81429672800,87341694480,5912021680
2012-10-17,ALL,비차익,19796416,18698051,-1098365,584709782435,624365861275,39656078840
2012-10-17,ALL,전체,21057250,20071060,-986190,666139455235,711707555755,45568100520
2012-10-18,ALL,차익,1142879,1918888,776009,72973448650,122428872800,49455424150
2012-10-18,ALL,비차익,19977244,21744902,1767658,587550775470,721556334160,134005558690
2012-10-18,ALL,전체,21120123,23663790,2543667,660524224120,843985206960,183460982840
2012-10-19,ALL,차익,341179,2438959,2097780,22393249700,152497510800,130104261100
2012-10-19,ALL,비차익,19341271,21436044,2094773,695591910210,651843057290,-43748852920
2012-10-19,ALL,전체,19682450,23875003,4192553,717985159910,804340568090,86355408180
2012-10-22,ALL,차익,1928101,1009167,-918934,122420309350,69178157030,-53242152320
2012-10-22,ALL,비차익,17893571,19084513,1190942,446939555390,513135082115,66195526725
2012-10-22,ALL,전체,19821672,20093680,272008,569359864740,582313239145,12953374405
2012-10-23,ALL,차익,2170676,871533,-1299143,134639566640,55468196330,-79171370310
2012-10-23,ALL,비차익,19686950,15389834,-4297116,583444907970,486729928425,-96714979545
2012-10-23,ALL,전체,21857626,16261367,-5596259,718084474610,542198124755,-175886349855
2012-10-24,ALL,차익,3077578,2333215,-744363,186533293890,148835438750,-37697855140
2012-10-24,ALL,비차익,21791888,24147106,2355218,691133493090,802190364840,111056871750
2012-10-24,ALL,전체,24869466,26480321,1610855,877666786980,951025803590,73359016610
2012-10-25,ALL,차익,4137375,616372,-3521003,260607087010,37606770400,-223000316610
2012-10-25,ALL,비차익,19916075,16149383,-3766692,604490120750,519799637710,-84690483040
2012-10-25,ALL,전체,24053450,16765755,-7287695,865097207760,557406408110,-307690799650
2012-10-26,ALL,차익,2191115,1616525,-574590,141701060560,98459274480,-43241786080
2012-10-26,ALL,비차익,17290827,15525455,-1765372,536629390075,564042734690,27413344615
2012-10-26,ALL,전체,19481942,17141980,-2339962,678330450635,662502009170,-15828441465
2012-10-29,ALL,차익,1010873,3948508,2937635,68378287220,247367503750,178989216530
2012-10-29,ALL,비차익,14983284,17778360,2795076,401124170900,625847668140,224723497240
2012-10-29,ALL,전체,15994157,21726868,5732711,469502458120,873215171890,403712713770
2012-10-30,ALL,차익,1609090,1450774,-158316,100128698360,88181777450,-11946920910
2012-10-30,ALL,비차익,12399071,20144475,7745404,375797404230,521136603605,145339199375
2012-10-30,ALL,전체,14008161,21595249,7587088,475926102590,609318381055,133392278465
2012-10-31,ALL,차익,701406,1279231,577825,44003289500,79813829660,35810540160
2012-10-31,ALL,비차익,14808432,18445965,3637533,448570234005,514647556895,66077322890
2012-10-31,ALL,전체,15509838,19725196,4215358,492573523505,594461386555,101887863050
2012-11-01,ALL,차익,3539320,1602229,-1937091,222221778100,93920878940,-128300899160
2012-11-01,ALL,비차익,18834667,19847881,1013214,611456138660,822204232375,210748093715
2012-11-01,ALL,전체,22373987,21450110,-923877,833677916760,916125111315,82447194555
2012-11-02,ALL,차익,1966713,1983885,17172,118099424800,128470920550,10371495750
2012-11-02,ALL,비차익,20170700,19843824,-326876,703790110155,725133143105,21343032950
2012-11-02,ALL,전체,22137413,21827709,-309704,821889534955,853604063655,31714528700
2012-11-05,ALL,차익,1227272,867601,-359671,73714299550,56645493400,-17068806150
2012-11-05,ALL,비차익,15594744,16549209,954465,532353042755,620425164770,88072122015
2012-11-05,ALL,전체,16822016,17416810,594794,606067342305,677070658170,71003315865
2012-11-06,ALL,차익,1009309,978461,-30848,62743246050,65938269040,3195022990
2012-11-06,ALL,비차익,15798222,19271515,3473293,574648508080,605353340225,30704832145
2012-11-06,ALL,전체,16807531,20249976,3442445,637391754130,671291609265,33899855135
2012-11-07,ALL,차익,2830452,1626198,-1204254,179123129150,95569025000,-83554104150
2012-11-07,ALL,비차익,19011453,16721158,-2290295,656971583808,609476769885,-47494813923
2012-11-07,ALL,전체,21841905,18347356,-3494549,836094712958,705045794885,-131048918073
2012-11-08,ALL,차익,5214043,1873058,-3340985,333720117220,117640404200,-216079713020
2012-11-08,ALL,비차익,21275937,16711767,-4564170,893949301400,675281117245,-218668184155
2012-11-08,ALL,전체,26489980,18584825,-7905155,1227669418620,792921521445,-434747897175
2012-11-09,ALL,차익,3341476,1214921,-2126555,208746091350,74441534950,-134304556400
2012-11-09,ALL,비차익,21835421,17562921,-4272500,740673892040,616667902945,-124005989095
2012-11-09,ALL,전체,25176897,18777842,-6399055,949419983390,691109437895,-258310545495
2012-11-12,ALL,차익,641306,1796402,1155096,37281865880,108633158090,71351292210
2012-11-12,ALL,비차익,13868622,13166835,-701787,475313967363,461552129780,-13761837583
2012-11-12,ALL,전체,14509928,14963237,453309,512595833243,570185287870,57589454627
2012-11-13,ALL,차익,996118,817683,-178435,54153383730,48470097890,-5683285840
2012-11-13,ALL,비차익,15918002,15856095,-61907,484094690850,533901543860,49806853010
2012-11-13,ALL,전체,16914120,16673778,-240342,538248074580,582371641750,44123567170
2012-11-14,ALL,차익,501941,2923977,2422036,28405176550,176845624100,148440447550
2012-11-14,ALL,비차익,22426238,19086050,-3340188,738156174250,623878931550,-114277242700
2012-11-14,ALL,전체,22928179,22010027,-918152,766561350800,800724555650,34163204850
2012-11-15,ALL,차익,1277585,1346502,68917,72509341270,77233424620,4724083350
2012-11-15,ALL,비차익,21531952,22814058,1282106,750504540655,626390675350,-124113865305
2012-11-15,ALL,전체,22809537,24160560,1351023,823013881925,703624099970,-119389781955
2012-11-16,ALL,차익,2057969,645193,-1412776,124020640090,37540528150,-86480111940
2012-11-16,ALL,비차익,20939783,20802177,-137606,594804411615,670686707000,75882295385
2012-11-16,ALL,전체,22997752,21447370,-1550382,718825051705,708227235150,-10597816555
2012-11-19,ALL,차익,413526,2955658,2542132,24244071350,184432682910,160188611560
2012-11-19,ALL,비차익,12955844,21516326,8560482,442380255060,575961053075,133580798015
2012-11-19,ALL,전체,13369370,24471984,11102614,466624326410,760393735985,293769409575
2012-11-20,ALL,차익,1487980,1889638,401658,92439691760,118800159470,26360467710
2012-11-20,ALL,비차익,16650162,15245868,-1404294,500684933885,494159130125,-6525803760
2012-11-20,ALL,전체,18138142,17135506,-1002636,593124625645,612959289595,19834663950
2012-11-21,ALL,차익,993807,1221544,227737,61561497400,77803249000,16241751600
2012-11-21,ALL,비차익,18594994,15218223,-3376771,514887528395,637339858220,122452329825
2012-11-21,ALL,전체,19588801,16439767,-3149034,576449025795,715143107220,138694081425
2012-11-22,ALL,차익,154594,3121896,2967302,16790761250,195376316500,178585555250
2012-11-22,ALL,비차익,13474091,15262149,1788058,384466211825,472600765410,88134553585
2012-11-22,ALL,전체,13628685,18384045,4755360,401256973075,667977081910,266720108835
2012-11-23,ALL,차익,1192960,1304764,111804,75735516250,82723619100,6988102850
2012-11-23,ALL,비차익,13009160,14066844,1057684,402304256650,485170632280,82866375630
2012-11-23,ALL,전체,14202120,15371608,1169488,478039772900,567894251380,89854478480
2012-11-26,ALL,차익,745289,1277069,531780,43475246580,74171894100,30696647520
2012-11-26,ALL,비차익,11849027,15459859,3610832,430914969620,535985641860,105070672240
2012-11-26,ALL,전체,12594316,16736928,4142612,474390216200,610157535960,135767319760
2012-11-27,ALL,차익,464268,3242837,2778569,26045049400,209317329800,183272280400
2012-11-27,ALL,비차익,18082900,22552579,4469679,595850819825,698452182115,102601362290
2012-11-27,ALL,전체,18547168,25795416,7248248,621895869225,907769511915,285873642690
2012-11-28,ALL,차익,780373,1151972,371599,50656243310,66857274800,16201031490
2012-11-28,ALL,비차익,20117061,16084561,-4032500,709195039060,534858350460,-174336688600
2012-11-28,ALL,전체,20897434,17236533,-3660901,759851282370,601715625260,-158135657110
2012-11-29,ALL,차익,307200,3015405,2708205,20199344300,193946303760,173746959460
2012-11-29,ALL,비차익,18210185,22057599,3847414,676282517885,813313367100,137030849215
2012-11-29,ALL,전체,18517385,25073004,6555619,696481862185,1007259670860,310777808675
2012-11-30,ALL,차익,1345372,3207505,1862133,74952465900,200168159170,125215693270
2012-11-30,ALL,비차익,28770258,31249809,2479551,1208823839985,1222559564505,13735724520
2012-11-30,ALL,전체,30115630,34457314,4341684,1283776305885,1422727723675,138951417790
2012-12-03,ALL,차익,2102143,494350,-1607793,136907709630,26111961900,-110795747730
2012-12-03,ALL,비차익,15488767,16411721,922954,481640341070,644831082715,163190741645
2012-12-03,ALL,전체,17590910,16906071,-684839,618548050700,670943044615,52394993915
2012-12-04,ALL,차익,1416922,747699,-669223,87112683970,44918259550,-42194424420
2012-12-04,ALL,비차익,12771466,20230020,7458554,456830532110,600673428245,143842896135
2012-12-04,ALL,전체,14188388,20977719,6789331,543943216080,645591687795,101648471715
2012-12-05,ALL,차익,1275498,2112601,837103,82829621730,135005243750,52175622020
2012-12-05,ALL,비차익,20627627,23892028,3264401,632558433460,735273526660,102715093200
2012-12-05,ALL,전체,21903125,26004629,4101504,715388055190,870278770410,154890715220
2012-12-06,ALL,차익,2164353,878634,-1285719,140348497400,48577533640,-91770963760
2012-12-06,ALL,비차익,18212615,20571838,2359223,677467487367,679060450155,1592962788
2012-12-06,ALL,전체,20376968,21450472,1073504,817815984767,727637983795,-90178000972
2012-12-07,ALL,차익,506735,2398972,1892237,32499672600,150569512250,118069839650
2012-12-07,ALL,비차익,18802215,18498758,-303457,550252441388,627565676230,77313234842
2012-12-07,ALL,전체,19308950,20897730,1588780,582752113988,778135188480,195383074492
2012-12-10,ALL,차익,1935577,698177,-1237400,124933275680,43852938450,-81080337230
2012-12-10,ALL,비차익,16195620,19456651,3261031,615411035700,767450335014,152039299314
2012-12-10,ALL,전체,18131197,20154828,2023631,740344311380,811303273464,70958962084
2012-12-11,ALL,차익,1197762,1174790,-22972,78852152810,73655239610,-5196913200
2012-12-11,ALL,비차익,19537599,27535787,7998188,709101684408,982489000195,273387315787
2012-12-11,ALL,전체,20735361,28710577,7975216,787953837218,1056144239805,268190402587
2012-12-12,ALL,차익,379564,3016017,2636453,17534033350,200396063440,182862030090
2012-12-12,ALL,비차익,20633958,26016287,5382329,724330406715,973317224230,248986817515
2012-12-12,ALL,전체,21013522,29032304,8018782,741864440065,1173713287670,431848847605
2012-12-13,ALL,차익,8991990,11962190,2970200,584632535630,823097194000,238464658370
2012-12-13,ALL,비차익,24936015,34132402,9196387,1059723197810,1734733788665,675010590855
2012-12-13,ALL,전체,33928005,46094592,12166587,1644355733440,2557830982665,913475249225
2012-12-14,ALL,차익,643350,3432635,2789285,37820083700,216969749350,179149665650
2012-12-14,ALL,비차익,17192281,18743972,1551691,660324528640,845616532495,185292003855
2012-12-14,ALL,전체,17835631,22176607,4340976,698144612340,1062586281845,364441669505
2012-12-17,ALL,차익,966777,4233863,3267086,46882861930,272968054360,226085192430
2012-12-17,ALL,비차익,18112733,21776556,3663823,609081154170,842711420855,233630266685
2012-12-17,ALL,전체,19079510,26010419,6930909,655964016100,1115679475215,459715459115
2012-12-18,ALL,차익,502154,4554757,4052603,33150940850,283539382280,250388441430
2012-12-18,ALL,비차익,21211293,24039936,2828643,771962172800,972402570005,200440397205
2012-12-18,ALL,전체,21713447,28594693,6881246,805113113650,1255941952285,450828838635
2012-12-20,ALL,차익,802237,1949964,1147727,55936940700,129324282520,73387341820
2012-12-20,ALL,비차익,23117224,30086301,6969077,847458661920,1456676843150,609218181230
2012-12-20,ALL,전체,23919461,32036265,8116804,903395602620,1586001125670,682605523050
2012-12-21,ALL,차익,706984,7065167,6358183,48412228050,458625658320,410213430270
2012-12-21,ALL,비차익,22920245,30121931,7201686,907694850690,1116026198080,208331347390
2012-12-21,ALL,전체,23627229,37187098,13559869,956107078740,1574651856400,618544777660
2012-12-24,ALL,차익,643387,4449750,3806363,43200730650,288639592000,245438861350
2012-12-24,ALL,비차익,15897205,16683803,786598,526982039495,624680792155,97698752660
2012-12-24,ALL,전체,16540592,21133553,4592961,570182770145,913320384155,343137614010
2012-12-26,ALL,차익,529762,6313286,5783524,33953550950,404421033250,370467482300
2012-12-26,ALL,비차익,13348615,18564386,5215771,414405213275,589891452095,175486238820
2012-12-26,ALL,전체,13878377,24877672,10999295,448358764225,994312485345,545953721120
2012-12-27,ALL,차익,301349,317938,16589,19027493580,18715874300,-311619280
2012-12-27,ALL,비차익,18946296,16124151,-2822145,572420368965,620316341365,47895972400
2012-12-27,ALL,전체,19247645,16442089,-2805556,591447862545,639032215665,47584353120
2012-12-28,ALL,차익,1069338,119444,-949894,67424717110,8045877700,-59378839410
2012-12-28,ALL,비차익,15616922,15477696,-139226,619988356820,614231249825,-5757106995
2012-12-28,ALL,전체,16686260,15597140,-1089120,687413073930,622277127525,-65135946405
2013-01-02,ALL,차익,287103,737032,449929,11836048250,49469978470,37633930220
2013-01-02,ALL,비차익,14946994,18228131,3281137,546147257810,806980038915,260832781105
2013-01-02,ALL,전체,15234097,18965163,3731066,557983306060,856450017385,298466711325
2013-01-03,ALL,차익,249724,2783166,2533442,10595397200,159524423140,148929025940
2013-01-03,ALL,비차익,22898236,24925908,2027672,985582619965,1178382487450,192799867485
2013-01-03,ALL,전체,23147960,27709074,4561114,996178017165,1337906910590,341728893425
2013-01-04,ALL,차익,270455,1737899,1467444,12934140610,112528167070,99594026460
2013-01-04,ALL,비차익,15908939,24785848,8876909,674139238985,1055238169995,381098931010
2013-01-04,ALL,전체,16179394,26523747,10344353,687073379595,1167766337065,480692957470
2013-01-07,ALL,차익,249556,501403,251847,11426374380,27290499680,15864125300
2013-01-07,ALL,비차익,16881685,17887795,1006110,651954420670,756614223200,104659802530
2013-01-07,ALL,전체,17131241,18389198,1257957,663380795050,783904722880,120523927830
2013-01-08,ALL,차익,1060606,496002,-564604,65710435250,26589362550,-39121072700
2013-01-08,ALL,비차익,15998080,19588114,3590034,623847204710,766182219240,142335014530
2013-01-08,ALL,전체,17058686,20084116,3025430,689557639960,792771581790,103213941830
2013-01-09,ALL,차익,920559,135394,-785165,53992120820,6428221890,-47563898930
2013-01-09,ALL,비차익,18181118,16853355,-1327763,708212152260,660603599580,-47608552680
2013-01-09,ALL,전체,19101677,16988749,-2112928,762204273080,667031821470,-95172451610
2013-01-10,ALL,차익,2050595,157711,-1892884,128606911180,9390553750,-119216357430
2013-01-10,ALL,비차익,18192272,15869817,-2322455,660498965740,648067609710,-12431356030
2013-01-10,ALL,전체,20242867,16027528,-4215339,789105876920,657458163460,-131647713460
2013-01-11,ALL,차익,2995876,113810,-2882066,192853896270,5055614150,-187798282120
2013-01-11,ALL,비차익,15988878,16439335,450457,672244207670,629239232480,-43004975190
2013-01-11,ALL,전체,18984754,16553145,-2431609,865098103940,634294846630,-230803257310
2013-01-14,ALL,차익,624246,361034,-263212,17124000070,22570100380,5446100310
2013-01-14,ALL,비차익,17892297,17705518,-186779,586489126645,794172178830,207683052185
2013-01-14,ALL,전체,18516543,18066552,-449991,603613126715,816742279210,213129152495
2013-01-15,ALL,차익,2972549,214182,-2758367,165241316930,10452832050,-154788484880
2013-01-15,ALL,비차익,22499566,18335630,-4163936,862486357760,748631220520,-113855137240
2013-01-15,ALL,전체,25472115,18549812,-6922303,1027727674690,759084052570,-268643622120
2013-01-16,ALL,차익,3496753,387754,-3108999,188796609060,17691771030,-171104838030
2013-01-16,ALL,비차익,19796439,19560841,-235598,696337714750,697881351440,1543636690
2013-01-16,ALL,전체,23293192,19948595,-3344597,885134323810,715573122470,-169561201340
2013-01-17,ALL,차익,2168466,283516,-1884950,126203060890,10301792600,-115901268290
2013-01-17,ALL,비차익,19834338,18743515,-1090823,645936652825,673149680495,27213027670
2013-01-17,ALL,전체,22002804,19027031,-2975773,772139713715,683451473095,-88688240620
2013-01-18,ALL,차익,442694,212457,-230237,25029775470,2970759500,-22059015970
2013-01-18,ALL,비차익,15409432,18812283,3402851,567465091755,684924758730,117459666975
2013-01-18,ALL,전체,15852126,19024740,3172614,592494867225,687895518230,95400651005
2013-01-21,ALL,차익,243583,335910,92327,10482539560,20174333840,9691794280
2013-01-21,ALL,비차익,15876563,18775925,2899362,581415793470,708107544740,126691751270
2013-01-21,ALL,전체,16120146,19111835,2991689,591898333030,728281878580,136383545550
2013-01-22,ALL,차익,2389861,178736,-2211125,134009809120,8464671700,-125545137420
2013-01-22,ALL,비차익,19417871,15200919,-4216952,626268182890,563388166830,-62880016060
2013-01-22,ALL,전체,21807732,15379655,-6428077,760277992010,571852838530,-188425153480
2013-01-23,ALL,차익,1415735,304702,-1111033,89228335880,8728191260,-80500144620
2013-01-23,ALL,비차익,20259844,18725353,-1534491,736419406055,622321594390,-114097811665
2013-01-23,ALL,전체,21675579,19030055,-2645524,825647741935,631049785650,-194597956285
2013-01-24,ALL,차익,2252673,217775,-2034898,136077507130,9212575150,-126864931980
2013-01-24,ALL,비차익,22086196,22817463,731267,689985343460,838976205070,148990861610
2013-01-24,ALL,전체,24338869,23035238,-1303631,826062850590,848188780220,22125929630
2013-01-25,ALL,차익,506159,151631,-354528,27902180120,9972697500,-17929482620
2013-01-25,ALL,비차익,23214342,23109671,-104671,797053099505,846188715175,49135615670
2013-01-25,ALL,전체,23720501,23261302,-459199,824955279625,856161412675,31206133050
2013-01-28,ALL,차익,1136647,149139,-987508,61193730180,10222543620,-50971186560
2013-01-28,ALL,비차익,16953754,17816773,863019,752295514005,720147837055,-32147676950
2013-01-28,ALL,전체,18090401,17965912,-124489,813489244185,730370380675,-83118863510
2013-01-29,ALL,차익,2425331,124164,-2301167,139265014810,8028195750,-131236819060
2013-01-29,ALL,비차익,18687614,20818590,2130976,673273902775,882030330965,208756428190
2013-01-29,ALL,전체,21112945,20942754,-170191,812538917585,890058526715,77519609130
2013-01-30,ALL,차익,2848599,430115,-2418484,179858891450,11892190800,-167966700650
2013-01-30,ALL,비차익,19458543,19373685,-84858,693284014915,847736176465,154452161550
2013-01-30,ALL,전체,22307142,19803800,-2503342,873142906365,859628367265,-13514539100
2013-01-31,ALL,차익,2343027,320837,-2022190,148491081830,8968354750,-139522727080
2013-01-31,ALL,비차익,22556041,26185052,3629011,1018420558640,1093222040405,74801481765
2013-01-31,ALL,전체,24899068,26505889,1606821,1166911640470,1102190395155,-64721245315
2013-02-01,ALL,차익,1991626,185614,-1806012,124225360420,7463034150,-116762326270
2013-02-01,ALL,비차익,19929395,20434659,505264,766339769540,820832381065,54492611525
2013-02-01,ALL,전체,21921021,20620273,-1300748,890565129960,828295415215,-62269714745
2013-02-04,ALL,차익,1188265,263849,-924416,63599229000,6099421450,-57499807550
2013-02-04,ALL,비차익,16615284,18782616,2167332,697531715185,722830847395,25299132210
2013-02-04,ALL,전체,17803549,19046465,1242916,761130944185,728930268845,-32200675340
2013-02-05,ALL,차익,3039589,249047,-2790542,178218554940,10776242190,-167442312750
2013-02-05,ALL,비차익,23338703,21782706,-1555997,885165858950,861744932440,-23420926510
2013-02-05,ALL,전체,26378292,22031753,-4346539,1063384413890,872521174630,-190863239260
2013-02-06,ALL,차익,1711317,214849,-1496468,98632123810,6920832190,-91711291620
2013-02-06,ALL,비차익,16820736,21306343,4485607,708644727800,631437516160,-77207211640
2013-02-06,ALL,전체,18532053,21521192,2989139,807276851610,638358348350,-168918503260
2013-02-07,ALL,차익,1174009,192516,-981493,66340814890,4238720870,-62102094020
2013-02-07,ALL,비차익,19774714,23229735,3455021,829032435445,869688649815,40656214370
2013-02-07,ALL,전체,20948723,23422251,2473528,895373250335,873927370685,-21445879650
2013-02-08,ALL,차익,1105567,84586,-1020981,71535763250,3555812100,-67979951150
2013-02-08,ALL,비차익,22853947,19828057,-3025890,843107588290,926169826935,83062238645
2013-02-08,ALL,전체,23959514,19912643,-4046871,914643351540,929725639035,15082287495
2013-02-12,ALL,차익,2207208,177314,-2029894,142753124900,4944652700,-137808472200
2013-02-12,ALL,비차익,15563360,13181185,-2382175,581638759575,409497273930,-172141485645
2013-02-12,ALL,전체,17770568,13358499,-4412069,724391884475,414441926630,-309949957845
2013-02-13,ALL,차익,68439,1372089,1303650,5220071850,83540164290,78320092440
