month,asset_vol_signal_month,gvz_signal_date,ovx_signal_date,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,expected_monthly_return,net_expected_monthly_return,expected_monthly_variance,expected_annual_return,expected_annual_log_growth,expected_cagr,historical_downside_deviation,historical_max_drawdown,causal_sortino_objective,causal_calmar_objective,expected_sharpe,expected_annual_volatility,estimated_transaction_cost,eps_mu_adjustment_KODEX200,valuation_mu_adjustment_KODEX200,credit_stress_confirmation_multiplier,credit_equity_variance_multiplier,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,gvz_mu_adjustment_GLD,ovx_mu_adjustment_USO,expected_mu_GLD,expected_mu_USO,policy,objective_mode,objective_value,optimized_ratio,solver_success,primary_solver_message,used_objective_restart,objective_restart_attempts,used_fallback,solver_status,solver_message,solver_iterations,historical_cdar,sum_error,volatility_slack,cdar_slack
2008-12,2008-11,2008-11-28,2008-11-28,0.041126988827491634,0.04117866779010601,1.154094259302089,0.0,0.014842023335572411,4.4526070006717234e-05,7.152892607655953e-06,5.954788767089654e-11,0.9224441729854145,0.0739703331256195,0.003585493829418138,0.005143929962468882,0.00509224949842397,0.00012503690360149918,0.06110699398108764,0.06035677255947864,0.062215448274669356,0.004281642801194541,-0.0038357822326963165,14.271857046094393,16.219755059174922,1.5775429492897388,0.03873555012153552,5.168046404491208e-05,-0.0,-0.001365285154806893,1.9270833333333333,1.9635416666666665,1.0,1.9555837563451777,0.0,0.0,0.0219114435823848,-0.006139013541082552,Stage40_calmar,calmar,-16.219755051413717,16.219755059174922,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,59,-0.003487626876456207,0.0,0.0912644498784645,0.1565123731235438
2009-01,2008-12,2008-12-31,2008-12-31,0.012537169782879715,0.012545782091422927,1.1685633349764062,0.0,0.002460659583774584,7.3819787513237516e-06,1.2303297918873077e-06,0.0,0.922444161705664,0.07397036285502757,0.003585475439308472,0.0065402758356337045,0.006531662025507736,0.00023978277204191793,0.07837994430609284,0.07694124767384133,0.07997862327229048,0.004216271012263512,-0.0038357827147345036,18.58987339241612,20.85066574940918,1.4611854507332935,0.05364133913786097,8.61381012596834e-06,-0.0,-0.0009422608130144097,0.24742268041237114,1.1237113402061856,1.0,1.9555288461538463,0.0,0.0,0.02964023010940772,-0.018555240690302156,Stage40_calmar,calmar,-20.850665749409178,20.85066574940918,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,38,-0.0034876275392097256,0.0,0.07635866086213904,0.15651237246079028
2009-02,2009-01,2009-01-30,2009-01-30,0.013578034632523057,0.013599322440589697,1.1844301284090126,0.0,0.006095510574739194,1.828653172421758e-05,3.001276342421937e-06,1.0344912792624603e-16,0.9225081576610632,0.07426271418082693,0.003229128158109795,0.007020936994641798,0.006999647678217586,0.00021265434009593733,0.08399577213861104,0.0827198460980354,0.08623745225621764,0.0041613603631605175,-0.0038625442961277567,20.18469077617132,22.326592433560343,1.6627604209596083,0.050515859699219685,2.1289316424212487e-05,-0.0,-0.008238077858228448,0.01020408163265306,1.0051020408163265,1.0,1.856651376146789,0.0,0.0,0.030033394138080195,-0.02078476833011475,Stage40_calmar,calmar,-22.326592433560343,22.326592433560343,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,46,-0.0035042198318406548,0.0,0.07948414030078033,0.15649578016815935
2009-03,2009-02,2009-02-27,2009-02-27,-0.003830776211842565,-0.003788771430506578,1.1798928416485137,-0.003830776211842579,0.01205179828804903,3.615539486414709e-05,5.849386471839664e-06,3.0568125330909752e-09,0.9224441452922149,0.0739703724299633,0.0035854792210092633,0.007798725867712833,0.007756719588682857,0.00019543216055689728,0.09308063506419428,0.0919080421008529,0.09626400731050792,0.004094034368213136,-0.003835782983913738,22.73567505609872,25.09631220384828,1.9220766288926991,0.04842711974382503,4.20062790299757e-05,-0.0,-0.008509366663750736,0.010101010101010102,1.005050505050505,1.0,1.798901098901099,0.0,0.0,0.03218266476437234,-0.016869927512209146,Stage40_calmar,calmar,-25.09631220384828,25.09631220384828,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,24,-0.0034876273047824424,0.0,0.08157288025617498,0.15651237269521756
2009-04,2009-03,2009-03-31,2009-03-31,0.001924931289335216,0.0019615319828886605,1.1821640542974656,-0.0019132189034999358,0.010457341015269883,3.137202304580965e-05,5.228670507634927e-06,1.0233299643128368e-09,0.9224441610706099,0.07397036651085519,0.003585471395204879,0.006504539559264646,0.006467937362466527,0.00019497659931340725,0.07761524834959832,0.07644538875371788,0.07944323898690492,0.00459134595083983,-0.0038357832317919005,16.90468311049427,20.711086676760072,1.6045940695439846,0.04837064390475784,3.6602196798118816e-05,0.0,-0.014598246470828226,0.05,1.025,1.0,1.8647798742138364,0.0,0.0,0.02797052469648593,-0.016868282919986335,Stage40_calmar,calmar,-20.711086676760072,20.711086676760072,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,32,-0.0037170220300135337,0.0,0.08162935609524216,0.15628297796998647
2009-05,2009-04,2009-04-30,2009-04-30,0.006581493995458104,0.006615626704871598,1.1899444599224707,0.0,0.009752202689569812,2.9256608068709438e-05,4.876101344784953e-06,0.0,0.9224441617611946,0.07397036145914201,0.003585476779663406,0.006303866930192709,0.006269732718364598,0.0001781682285878176,0.07523679262037518,0.07416778324884826,0.07698749079798756,0.004528875536742736,-0.0038357826319936894,16.6126871913303,20.070869020534793,1.6271384921466832,0.046238714764294774,3.413421182811103e-05,0.0,-0.01424491651810407,0.06930693069306931,1.0346534653465347,1.0,1.6937751004016064,0.0,0.0,0.01673955741473412,-0.014198333979035973,Stage40_calmar,calmar,-20.070869020534793,20.070869020534793,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,47,-0.0037170217837083075,0.0,0.08376128523570522,0.1562829782162917
2009-06,2009-05,2009-05-29,2009-05-29,-0.002298272269015606,-0.0022710786165731143,1.1872096435685622,-0.0022982722690155777,0.007769614983569039,2.3308844950707117e-05,3.884807491784564e-06,7.638876240982203e-17,0.9225606598690397,0.07375005223692682,0.00368928789403332,0.00844780110773573,0.008420605954100492,0.00012088984841464579,0.10104727144920592,0.10032193235871803,0.1055267656324386,0.004457450937571551,-0.003836158601938755,22.669295268622104,27.508447012359305,2.6530110041297332,0.03808776944080277,2.7195153635237117e-05,0.0,-0.015975378244835546,0.049019607843137254,1.0245098039215685,1.0,1.5048262548262548,0.0,0.0,0.019439110318457277,-0.0005798888268263067,Stage40_calmar,calmar,-27.508447012359316,27.508447012359305,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,28,-0.0037072222220934925,0.0,0.09191223055919723,0.1562927777779065
2009-07,2009-06,2009-06-30,2009-06-30,-0.0018459008481969343,-0.001837178627225562,1.1850181722805113,-0.004139930734481823,0.0025379954585953712,7.613986375786114e-06,1.1082345955864029e-06,7.027453577635659e-17,0.9224441676778469,0.07397034163161026,0.0035854906905425916,0.008272163716861404,0.008263439992810736,0.00010961517885752998,0.09916127991372883,0.09850358884058365,0.10351836473877704,0.004589608642189727,-0.0038357820961832934,21.605606848957486,26.987550946071885,2.734111063825253,0.03626819745025054,8.723724050667995e-06,0.0,-0.013640761524003139,1.8349514563106797,1.9174757281553398,1.0018382352941178,1.5212962962962964,0.0,0.0,0.012825283543100034,0.006669829332722363,Stage40_calmar,calmar,-26.9875509460719,26.987550946071885,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,34,-0.0037170208617388067,2.220446049250313e-16,0.09373180254974947,0.1562829791382612
2009-08,2009-07,2009-07-31,2009-07-31,0.0016447049671527295,0.0016572433880040786,1.186967177554627,-0.0025020347319718583,0.003963014962691036,1.188904488807311e-05,6.493759632759683e-07,5.591151102961889e-10,0.925211170472808,0.06873786339095807,0.006050965577118977,0.008171007778208514,0.00815846785695488,9.645309241930836e-05,0.09790161428345856,0.0973228957289427,0.1022162170766183,0.004372537815775114,-0.0038447293851114894,22.3901126550014,26.58606285072889,2.877671076417619,0.03402112739213239,1.2539921253634684e-05,0.0,-0.0139393894389575,1.7211538461538463,1.8605769230769231,1.0561224489795917,1.5791814946619218,0.0,0.0,0.011534059062383218,0.007022511569520685,Stage40_calmar,calmar,-26.586062845844186,26.58606285072889,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,22,-0.0036698025466314066,2.220446049250313e-16,0.09597887260786761,0.1563301974533686
2009-09,2009-08,2009-08-31,2009-08-31,0.0036587256453894214,0.0036631013332023774,1.1913099648073817,0.0,0.0012671667902899733,3.80150037086992e-06,5.74187442085863e-07,0.0,0.9252112907135895,0.06873762356885244,0.006051085717557977,0.007303705625813706,0.007299328431075356,9.340727774850015e-05,0.08759194117290427,0.08703149750641327,0.0909310407845845,0.00431887389625075,-0.003844728777440909,20.281199052591823,23.65083366039389,2.6162736695457447,0.033479655508711584,4.377194738350141e-06,0.0,-0.013151977115942114,0.2,1.1,1.1,1.650943396226415,0.0,0.0,0.011604652781364778,0.0067990672585324635,Stage40_calmar,calmar,-23.650833660410974,23.65083366039389,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,21,-0.0035563565707458665,0.0,0.09652034449128842,0.15644364342925413
