month,asset_vol_signal_month,gvz_signal_date,ovx_signal_date,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,expected_monthly_return,net_expected_monthly_return,expected_monthly_variance,expected_annual_return,expected_annual_log_growth,expected_cagr,historical_downside_deviation,historical_max_drawdown,causal_sortino_objective,causal_calmar_objective,expected_sharpe,expected_annual_volatility,estimated_transaction_cost,eps_mu_adjustment_KODEX200,valuation_mu_adjustment_KODEX200,credit_stress_confirmation_multiplier,credit_equity_variance_multiplier,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,gvz_mu_adjustment_GLD,ovx_mu_adjustment_USO,expected_mu_GLD,expected_mu_USO,policy,objective_mode,objective_value,optimized_ratio,solver_success,primary_solver_message,used_objective_restart,objective_restart_attempts,used_fallback,solver_status,solver_message,solver_iterations,historical_cdar,sum_error,volatility_slack,cdar_slack
2008-02,2008-01,,2008-01-31,0.006902550030943437,0.007102817754820766,1.0708018968561905,0.0,0.05754117713343889,0.00017262353140031668,2.7644192477012246e-05,0.032507158664146774,0.9652400491564389,0.0,0.002252792179414392,0.007854860417618027,0.0076545926933342286,6.171002334626126e-05,0.09185511232001074,0.09148485217993317,0.09580017758290219,0.004754259036030956,-0.005824556780287815,19.320594781199603,16.447633905316366,3.3754746765395396,0.02721250227662159,0.0002002677242837987,-0.0,-0.00652620117924728,1.8953488372093024,1.947674418604651,1.0,1.0,0.0,0.0,0.0224679775556834,0.009249895491056783,Stage40_sortino,sortino,6.171002334626126e-05,19.320594781199603,True,Positive directional derivative for linesearch,False,2,True,0,Optimization terminated successfully,17,-0.003946829538997128,0.0,0.10278749772337842,0.15605317046100287
2008-03,2008-02,,2008-02-29,-0.0031108525261004205,-0.0029185362912363096,1.0674707900704024,-0.0031108525261004383,0.05530789776411189,0.00016592369329233565,2.6392541571775212e-05,0.00034136110032639236,0.9443507040348189,0.05530789776411185,3.710074294216616e-08,0.011370373291687394,0.01117805705644794,8.842857805533118e-05,0.13413668467737527,0.1336061132090433,0.14294254100134068,0.0027319836844977934,-0.002793367174414363,49.098640463525655,51.17212742764795,4.117756148281943,0.03257518897357273,0.00019231623523945494,-0.0,-0.008167260488437784,0.3103448275862069,1.1551724137931034,1.0,1.0,0.0,0.0,0.0251318665429316,0.011762295190122342,Stage40_sortino,sortino,-49.09864046352569,49.098640463525655,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,13,-0.002029598101524551,0.0,0.09742481102642728,0.15797040189847544
2008-04,2008-03,,2008-03-31,0.008119052504543119,0.008216285934825155,1.07613764146205,0.0,0.027831036231394667,8.3493108694184e-05,1.374032158785131e-05,0.0,0.9750317577180527,0.02496824228194726,0.0,0.010902360846877896,0.01080512597080265,7.813593132828341e-05,0.1296615116496318,0.12919269606166212,0.13790937369563222,0.002911178997359233,-0.002782412367634768,44.53917528508188,49.56467822663691,4.234431005041101,0.030620763803984395,9.723487607524541e-05,-0.0,-0.008270806760279376,0.06818181818181818,1.0340909090909092,1.0,1.0,0.0,0.0,0.020227863183771636,0.013518332420132723,Stage40_sortino,sortino,-44.53917527587061,44.53917528508188,True,Positive directional derivative for linesearch,True,1,False,0,Optimization terminated successfully,15,-0.002188047710251347,0.0,0.0993792361960156,0.15781195228974865
2008-05,2008-04,,2008-04-30,-0.008171223348387909,-0.008068612767607345,1.0673442804400561,-0.008171223348388046,0.030192951028285328,9.057885308485598e-05,1.2031727695707653e-05,0.03019295102828531,0.9698070489717147,2.0909376865906577e-18,0.0,0.012332809060668005,0.012230196979698685,4.823579652906011e-05,0.14676236375638424,0.14647294897720986,0.1577436122460186,0.004287131861599426,-0.0055934076758159534,34.233228296745395,28.201701250572142,6.100133613169318,0.02405887691370321,0.00010261208096931983,0.0,-0.009184361226252737,1.404494382022472,1.702247191011236,1.0,1.0,0.0,0.0,0.01739711998045463,0.020559747262021345,Stage40_sortino,sortino,4.823579652906011e-05,34.233228296745395,True,Positive directional derivative for linesearch,False,2,True,0,Optimization terminated successfully,12,-0.0038404351324710095,0.0,0.1059411230862968,0.156159564867529
2008-06,2008-05,,2008-05-30,0.0025057124561270296,0.0027794305305361452,1.0700187382985307,-0.005685985628386847,0.07820516411689021,0.00023461549235067065,3.9102582058445095e-05,0.010905428276906395,0.9108894076062034,0.06359959590379206,0.01460556821309812,0.013779936269780513,0.013506218195253465,9.728973946401568e-05,0.16207461834304157,0.1614908799062575,0.17526173961226105,0.0039571412532104075,-0.0034007645776156226,40.95750138096569,51.53598128075725,4.743412179514293,0.03416836070940758,0.0002737180745270481,0.0,-0.010628488931089038,1.1777777777777778,1.588888888888889,1.0,1.9850187265917603,0.0,0.0,0.019625975120557502,0.02963612778212526,Stage40_sortino,sortino,-40.95750138096569,40.95750138096569,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,10,-0.0030979662655077345,0.0,0.09583163929059242,0.15690203373449227
2008-07,2008-06,2008-06-30,2008-06-30,-0.0033180182190623493,-0.0033083169797764934,1.066468396630118,-0.00898513764354092,0.0027717826531017224,8.315347959305167e-06,1.385891326550811e-06,0.012578724652416863,0.9045822816100175,0.06833325389295165,0.014505739844614018,0.01110400161616074,0.011094298968430172,9.977892956522561e-05,0.13313158762116206,0.1325329140437707,0.14171659398070913,0.0038912396352930477,-0.003364411750159113,34.21315572900613,42.12225033811837,3.8474330189924233,0.034602704443189226,9.702647730567028e-06,0.0,-0.00831345294272501,1.2417582417582418,1.620879120879121,1.0,1.953125,0.0,0.0,0.021889785674200482,0.027158549206902513,Stage40_sortino,sortino,-34.21315572900613,34.21315572900613,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,12,-0.0031712889765642314,0.0,0.09539729555681078,0.15682871102343576
2008-08,2008-07,2008-07-31,2008-07-31,-0.0028559033029429298,-0.0028061349484875377,1.0634226660136978,-0.011815380262210295,0.015593371915103262,4.678011574530979e-05,2.9882387100823956e-06,0.0023218737150519416,0.9274682430835005,0.06022613554620395,0.00998374765524355,0.00644831574837535,0.006398547393204439,9.585817744966992e-05,0.07678256871845326,0.07620741965375524,0.07918639541249164,0.004004818762686491,-0.0035323335456873828,19.172545193267723,22.417587237527474,2.2639009949158724,0.03391604530891005,4.976835517091155e-05,-0.0,-0.007608717230213463,1.7934782608695652,1.8967391304347827,1.0,1.9241935483870969,0.0,0.0,0.015776272228801593,0.014795253173567134,Stage40_sortino,sortino,-19.172545193267723,19.172545193267723,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,10,-0.003043301440382821,0.0,0.09608395469108996,0.1569566985596172
2008-09,2008-08,2008-08-29,2008-08-29,0.012927978604422071,0.012954267549201185,1.0771705714873805,0.0,0.008268762243864861,2.4806286731594586e-05,1.4826580475200655e-06,8.521206798568464e-12,0.9340116837571978,0.0530374066571163,0.012950909577164766,0.006261137161830204,0.006234848216110558,9.195663761853205e-05,0.07481817859332669,0.0742664387676155,0.07709374679888233,0.004256002520749775,-0.003933716226688588,17.579448843969683,19.598197316785107,2.252293413619104,0.03321866420286018,2.6288945719645817e-05,-0.0,-0.006496732900909817,1.989247311827957,1.9946236559139785,1.0,1.9682779456193353,0.0,0.0,0.013925156880516732,0.0297861987457496,Stage40_sortino,sortino,-17.57944884391614,17.579448843969683,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,6,-0.0034965033330482953,0.0,0.09678133579713982,0.1565034966669517
2008-10,2008-09,2008-09-30,2008-09-30,0.0032634921422088326,0.0032853137453562596,1.0806859091832481,0.0,0.00623474375640762,1.870423126922286e-05,3.117371878203868e-06,1.2797183058742182e-11,0.9333134126858357,0.05625206968613651,0.010434517615230515,0.009852990983508093,0.009831167879631389,0.00010307595612325041,0.11797401455557666,0.11735555881883716,0.12451919133236657,0.004181587184926921,-0.004053148055996547,28.212735819745543,30.721599510322118,3.35441699189957,0.03516975225216983,2.1823103876705005e-05,-0.0,-0.007006556265532079,1.9680851063829787,1.9840425531914894,1.0,1.9957386363636362,0.0,0.0,0.023767811742896845,0.019167191185290974,Stage40_sortino,sortino,-28.212735819745536,28.212735819745543,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,6,-0.0035487712281173645,1.1102230246251565e-16,0.09483024774783017,0.15645122877188264
2008-11,2008-10,2008-10-31,2008-10-31,0.014335803026700787,0.014361383994790991,1.09617840951103,0.0,0.007308848025772731,2.1926544077318192e-05,3.6544240128864026e-06,7.273215733090129e-12,0.9354367395247991,0.055987981331515745,0.008575279136411935,0.004188822762311695,0.004163240293259613,9.620989703816094e-05,0.04995888351911536,0.04938162413688639,0.05062121666011013,0.004113119295332283,-0.004301227089799187,12.146227700181347,11.76901744624544,1.4703212238149912,0.03397821014205915,2.5582469052081484e-05,-0.0,0.003692672006870234,1.9894736842105263,1.9947368421052631,1.0,1.9853333333333332,0.0,0.0,0.011280892002041522,0.00031493103820688,Stage40_sortino,sortino,-12.146227700181347,12.146227700181347,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,8,-0.0034369506933396854,0.0,0.09602178985794085,0.15656304930666032
2008-12,2008-11,2008-11-28,2008-11-28,0.04089651893552896,0.04090395083042582,1.141008290592316,0.0,0.002476651711912723,7.429955135738169e-06,1.9397611210731324e-09,0.0,0.9251481960937408,0.07000232097601848,0.004849482930240763,0.005059617564837562,0.005052183915726415,0.00011784252627337896,0.06062620698871698,0.059919151831076704,0.0617507024750903,0.004207775510433033,-0.003918104764184194,14.408137230324291,15.760350014006757,1.6121993911455035,0.037604658159336425,7.433649111147038e-06,-0.0,-0.001365285154806893,1.9270833333333333,1.9635416666666665,1.0,1.9555837563451777,0.0,0.0,0.0219114435823848,-0.006139013541082552,Stage40_sortino,sortino,-14.408137230316457,14.408137230324291,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,29,-0.0034670944617102573,0.0,0.09239534184066359,0.15653290553828975
2009-01,2008-12,2008-12-31,2008-12-31,0.012470304182263386,0.012481754928426092,1.1552370110504866,0.0,0.0034008082431397245,1.0202424729419173e-05,1.2483214332874139e-06,0.0,0.9253642323818783,0.0720316980180457,0.0026040696000758684,0.00651499742552796,0.006503545177914686,0.0002402552726924732,0.07804254213497623,0.0766010104988214,0.07961123689922134,0.004196315508154189,-0.004075504168997046,18.597872820412494,19.53408304789273,1.453464138138669,0.053694164229548064,1.1452247613274257e-05,-0.0,-0.0009422608130144097,0.24742268041237114,1.1237113402061856,1.0,1.9555288461538463,0.0,0.0,0.02964023010940772,-0.018555240690302156,Stage40_sortino,sortino,-18.597872820562426,18.597872820412494,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,6,-0.0035692207106858553,2.220446049250313e-16,0.07630583577045194,0.15643077928931415
2009-02,2009-01,2009-01-30,2009-01-30,0.013855656378667763,0.01386552780409891,1.1712435781115214,0.0,0.0028204072660420933,8.46122179812628e-06,1.410203633020959e-06,0.0,0.9222854252511838,0.07591263239965788,0.0018019423491583235,0.007098980513231505,0.007089107585550098,0.00021814569206364372,0.08506929102660117,0.08376041687421931,0.08736834749125492,0.004204487347045192,-0.003995857944156023,20.232975867173373,21.864728104018788,1.6626807545274946,0.05116393558712743,9.872927681407834e-06,-0.0,-0.008238077858228448,0.01020408163265306,1.0051020408163265,1.0,1.856651376146789,0.0,0.0,0.030033394138080195,-0.02078476833011475,Stage40_sortino,sortino,-20.2329758670098,20.232975867173373,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,5,-0.003564415124787945,0.0,0.07883606441287258,0.15643558487521206
2009-03,2009-02,2009-02-27,2009-02-27,-0.0038126652766220497,-0.0037646798675424757,1.166778018390789,-0.0038126652766220515,0.013818890781990516,4.145667234597155e-05,6.528736733602545e-06,0.0,0.9233438845858446,0.07409137352162508,0.0025647418925303085,0.007825183604462351,0.007777196694266914,0.0001977032543933798,0.09332636033120296,0.09214014080484269,0.09651847829588595,0.004105132222685477,-0.003955784685978236,22.734069274424282,24.39932553407356,1.9160498183223753,0.04870768987255049,4.7986910195436874e-05,-0.0,-0.008509366663750736,0.010101010101010102,1.005050505050505,1.0,1.798901098901099,0.0,0.0,0.03218266476437234,-0.016869927512209146,Stage40_sortino,sortino,-22.73406927415932,22.734069274424282,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,8,-0.0035445271965603986,0.0,0.08129231012744952,0.1564554728034396
2009-04,2009-03,2009-03-31,2009-03-31,0.004189550323901308,0.004212325506053939,1.171666293615659,0.0,0.007056609692793121,2.116982907837936e-05,1.6053530742508447e-06,0.0,0.9369995629388324,0.056667523196652636,0.006332913864514916,0.0060451689499108644,0.00602239226714548,0.0001669464265835095,0.07226870720574576,0.0712670286462447,0.07386794108861963,0.0039185992291131426,-0.004540262327234479,18.442484923905223,16.269531530265866,1.6146228674890775,0.04475887754403716,2.2776682765384185e-05,0.0,-0.014598246470828226,0.05,1.025,1.0,1.8647798742138364,0.0,0.0,0.02797052469648593,-0.016868282919986335,Stage40_sortino,sortino,-18.442484923905223,18.442484923905223,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,10,-0.0035566475694901734,0.0,0.08524112245596285,0.15644335243050983
2009-05,2009-04,2009-04-30,2009-04-30,0.0054938938226950776,0.005509212665303798,1.178103303828414,0.0,0.004376812174146375,1.3130436522439126e-05,2.1884060862807604e-06,1.5849148958467265e-12,0.9404064855535195,0.05157158853298605,0.008021925911909483,0.005965563259414111,0.005950242915890506,0.00014325307841347656,0.07140291499068607,0.07054339652020522,0.07309113684147583,0.0037850032771689548,-0.004638000135311016,18.86469040103259,15.759192477163324,1.7221593633753147,0.041461270373225646,1.532034352360462e-05,0.0,-0.01424491651810407,0.06930693069306931,1.0346534653465347,1.0,1.6937751004016064,0.0,0.0,0.01673955741473412,-0.014198333979035973,Stage40_sortino,sortino,-18.86469040103259,18.86469040103259,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,6,-0.003526566209867049,0.0,0.08853872962677437,0.15647343379013295
2009-06,2009-05,2009-05-29,2009-05-29,-0.001153385105878313,-0.0011340058707032842,1.1767444970245924,-0.0011533851058782574,0.005554261416526742,1.666278424958023e-05,2.716450925448818e-06,0.0,0.9390634379872178,0.050796010253562306,0.010140551759219983,0.008123361701989653,0.008103980960318018,9.822081500963119e-05,0.09724777152381622,0.09665844663375842,0.10148409376475594,0.0037110542682875433,-0.0044201719558726316,26.20489071120239,22.959308999262884,2.8326131586890684,0.03433146923910444,1.938074167163496e-05,0.0,-0.015975378244835546,0.049019607843137254,1.0245098039215685,1.0,1.5048262548262548,0.0,0.0,0.019439110318457277,-0.0005798888268263067,Stage40_sortino,sortino,-26.204890711053224,26.20489071120239,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,7,-0.003451404009327197,0.0,0.09566853076089557,0.1565485959906728
2009-07,2009-06,2009-06-30,2009-06-30,-0.001856192709174616,-0.0018505661983702429,1.174560232468654,-0.0030074369100285825,0.0018752572630870929,5.625771789261279e-06,7.390151119382113e-10,0.0,0.9401310284468357,0.047268405026087645,0.012600566527076694,0.008129793898331048,0.008124165273712335,8.675765118963197e-05,0.09748998328454803,0.09696943737741022,0.10182669839286926,0.003681262098404139,-0.00432654302400215,26.482760715899808,23.535348620820432,3.0214504747728106,0.03226595441445338,5.628624618713004e-06,0.0,-0.013640761524003139,1.8349514563106797,1.9174757281553398,1.0018382352941178,1.5212962962962964,0.0,0.0,0.012825283543100034,0.006669829332722363,Stage40_sortino,sortino,-26.48276071577624,26.482760715899808,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,17,-0.0034549900884075224,0.0,0.09773404558554663,0.15654500991159248
2009-08,2009-07,2009-07-31,2009-07-31,0.0011282743390775612,0.00113094893348148,1.1758854586386491,-0.0018825557848430874,0.0008254876731979177,2.4764630195937533e-06,1.9813138432495276e-07,0.0008254876731979319,0.9412108365653734,0.04645614283219001,0.011507532929238676,0.008079190805845935,0.008076515792548089,8.098496580963029e-05,0.09691818951057707,0.0964322797157193,0.10123500267114433,0.0037610618164231817,-0.0047008001484696305,25.768837163848456,21.535695939786315,3.1089409123968648,0.03117402107068582,2.6750132978463863e-06,0.0,-0.0139393894389575,1.7211538461538463,1.8605769230769231,1.0561224489795917,1.5791814946619218,0.0,0.0,0.011534059062383218,0.007022511569520685,Stage40_sortino,sortino,-25.768837163848456,25.768837163848456,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,14,-0.0035783077472089087,0.0,0.09882597892931419,0.1564216922527911
2009-09,2009-08,2009-08-31,2009-08-31,0.0037955031997765204,0.003795537074897398,1.1803485356594827,0.0,1.0807814579243298e-05,3.2423443737729894e-08,1.4516771400414907e-09,0.0008488632872757704,0.9405290005104412,0.0473349736450825,0.011287162557200563,0.007198029396202474,0.007197994122404971,7.843517647088202e-05,0.08637592946885965,0.08590531841003436,0.08970314859389675,0.003716754449066654,-0.004680427928549058,23.23961150851659,19.165586985484232,2.8154425620654258,0.030679343500971207,3.5273797503151123e-08,0.0,-0.013151977115942114,0.2,1.1,1.1,1.650943396226415,0.0,0.0,0.011604652781364778,0.0067990672585324635,Stage40_sortino,sortino,-23.23961150851659,23.23961150851659,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,13,-0.003370660505151957,0.0,0.0993206564990288,0.15662933949484806
2009-10,2009-09,2009-09-30,2009-09-30,0.006708061351962173,0.006710918661699895,1.188266386053385,0.0,0.0008164918201061265,2.4494754603183793e-06,4.0783427740306854e-07,0.0009036132746457767,0.9414309803337922,0.04654905155206834,0.011116354839493487,0.00765439637988991,0.0076515383552298215,7.608857577828615e-05,0.09181846026275786,0.09136192880808813,0.09566548640872152,0.003670677511804936,-0.004761894211745221,25.014036228317188,20.08979665544909,3.0386428307841773,0.030216930839174153,2.858024660088349e-06,0.0,-0.012416902861128653,0.3867924528301887,1.1933962264150944,1.1324404761904763,1.5529801324503312,0.0,0.0,0.013615929429717892,0.0059878981777665525,Stage40_sortino,sortino,-25.014036228317195,25.014036228317188,True,Optimization terminated successfully,False,0,False,0,Optimization terminated successfully,10,-0.0033893796341108564,1.1102230246251565e-16,0.09978306916082585,0.15661062036588916
