Period,Asset,Start,End,Months,AverageWeight,MedianWeight,MinWeight,MaxWeight,LastWeight,ZeroWeightMonths
full_common,KODEX200,2007-08,2026-07,228,0.26404069213497267,0.3332405794925421,0.0,0.49697231500422523,0.2002996982882278,44
full_common,BOND,2007-08,2026-07,228,0.36772225729796054,0.3452302828952546,0.0,1.0,0.0,1
full_common,GLD,2007-08,2026-07,228,0.31478168208266194,0.33333332032255536,0.0,0.5000000000000007,0.42219591125083206,6
full_common,GSG,2007-08,2026-07,228,0.05345536848440494,0.0,0.0,0.37750439046094014,0.37750439046094014,165
locked_2018_2026,KODEX200,2018-01,2026-07,103,0.2590498028556211,0.3333326615802303,0.0,0.372789061593971,0.2002996982882278,18
locked_2018_2026,BOND,2018-01,2026-07,103,0.34164366750230984,0.334534273854592,0.0,0.5026439223665435,0.0,1
locked_2018_2026,GLD,2018-01,2026-07,103,0.34134019546742417,0.33333330791961,0.24973348987959013,0.4978140435172999,0.42219591125083206,0
locked_2018_2026,GSG,2018-01,2026-07,103,0.05796633417464489,0.0,0.0,0.37750439046094014,0.37750439046094014,74
