target_month,w_KODEX200,w_BOND,w_GLD,w_USO
2008-07,0.12925401802483139,0.1728886496548744,0.3993200058871146,0.2985373264331797
2008-08,0.09954953119571709,0.15968137577894503,0.45629986520229604,0.2844692278230419
2008-09,0.06351298359069107,0.17161562959203006,0.5582641892399961,0.20660719757728274
2008-10,0.09834001144156536,0.14960032946752552,0.45377195323163216,0.29828770585927694
2008-11,0.047132551927387,0.22278828190322117,0.6025955120837018,0.12748365408569
2008-12,0.014947308057877045,0.2679094742839133,0.6792464399772641,0.037896777680945536
2009-01,0.019497086277019505,0.3265109349375589,0.6171404110382377,0.036851567747183886
2009-02,0.006156296360043405,0.4104754516670534,0.5747481987407811,0.008620053232122128
2009-03,0.018212099302583495,0.43740189384428085,0.5226254547961878,0.02176055205694781
2009-04,0.012179008504501246,0.42914556398599046,0.543257947480021,0.015417480029487287
2009-05,0.026262368980519875,0.475366990526017,0.47227887891361325,0.026091761579849854
2009-06,0.034436839962267075,0.7408779494150223,0.21470545949953512,0.009979751123175468
2009-07,0.09452357824405745,0.8231330611636261,0.07386155078069633,0.00848180981162015
2009-08,0.08608981091766169,0.8801553998103077,0.03074732968130699,0.003007459590723658
2009-09,0.12346679239556808,0.8524051104221911,0.02107542320208195,0.003052673980158776
2009-10,0.3113832863814931,0.6282094763467828,0.04038813451886938,0.020019102752854828
2009-11,0.37178246829877476,0.5757293576236472,0.031892987420081426,0.020595186657496628
2009-12,0.4848317912379563,0.4827134201767046,0.016191865573118736,0.01626292301222042
2010-01,0.43172822953564666,0.47064264437222925,0.05091967327442582,0.04670945281769838
2010-02,0.47126339875848716,0.30327474584544695,0.08828085145896829,0.13718100393709762
2010-03,0.45921565825037264,0.24786622560077573,0.10268189514977002,0.19023622099908158
2010-04,0.5574084526785155,0.21496116089979872,0.06335268925790531,0.1642776971637804
2010-05,0.6145494562775751,0.17917431069311776,0.046564564907080226,0.15971166812222695
2010-06,0.5050571935021844,0.12299391252375004,0.07284032985504006,0.29910856411902553
2010-07,0.3959308389261334,0.11863357836829831,0.11191788298628008,0.3735176997192883
2010-08,0.40253777107319566,0.12867321519397049,0.1135529783909187,0.3552360353419152
2010-09,0.41777046453818495,0.1456860664159741,0.11287170763142021,0.32367176141442067
2010-10,0.3837969893794594,0.20103745906795878,0.1427135966396187,0.2724519549129632
2010-11,0.35413327217488905,0.16573817613411548,0.15306789923935443,0.32706065245164095
2010-12,0.2995831503656475,0.19307630472420476,0.1988299151391512,0.3085106297709966
2011-01,0.32282507285192796,0.20109105384792472,0.18273193536715657,0.29335193793299075
2011-02,0.34572079087592444,0.13184331168817812,0.1442312738602217,0.37820462357567575
2011-03,0.23193128132202823,0.2102695182186891,0.2652373520472199,0.2925618484120628
2011-04,0.2754524871131617,0.12362238661429893,0.1861500264159539,0.41477509985658545
2011-05,0.23245044745550505,0.13634288048199714,0.23335708465702124,0.39784958740547655
2011-06,0.24170877750078482,0.14067012745102644,0.22721137863978205,0.39040971640840666
2011-07,0.2058069204356129,0.2055513820257406,0.29413801477463597,0.2945036827640105
2011-08,0.2022022283173377,0.22897735159641955,0.30207133962921473,0.2667490804570281
2011-09,0.23666114366533325,0.20264736526696098,0.25863977383143694,0.30205171723626884
2011-10,0.16587134112934226,0.2631371235704062,0.3502240224726417,0.22076751282760976
2011-11,0.13231511916152436,0.3061722392144823,0.3920742059018146,0.16943843572217884
2011-12,0.11409160496987143,0.3268263613037434,0.4144143825604541,0.1446676511659311
2012-01,0.09820993652221215,0.35149812890447446,0.4301158912287207,0.12017604334459271
2012-02,0.07990735687135497,0.4307357590706741,0.41278047687437985,0.07657640718359117
2012-03,0.18497537682135398,0.3737160173130781,0.295197127289888,0.1461114785756799
2012-04,0.13328679784630257,0.47315647152370116,0.307059082711461,0.08649764791853536
2012-05,0.15843671692654096,0.5211204800219603,0.2457325271450762,0.07471027590642249
2012-06,0.2160469939491774,0.5277051118042363,0.1818123574198354,0.07443553682675076
2012-07,0.1683578290263289,0.6141133130146738,0.17072497688419297,0.04680388107480439
2012-08,0.1395093436997862,0.730883151543366,0.10883359180836398,0.020773912948483672
2012-09,0.10374140660808509,0.7955550294105705,0.0890865610005217,0.011617002980822709
2012-10,0.11377464950740371,0.7632403778150006,0.1070302036882985,0.01595476898929712
2012-11,0.12101846742473263,0.7590197348797995,0.10346524917222816,0.01649654852323969
2012-12,0.1292502311894703,0.7867301111253917,0.07216398821430645,0.011855669470831677
2013-01,0.1027413034182501,0.84387445278066,0.04759016446720528,0.005794079333884558
2013-02,0.17809613341115552,0.7773686074064654,0.03623400313178101,0.008301256050598046
2013-03,0.11567106710802731,0.8424577810134611,0.036816215031212275,0.005054936847299265
2013-04,0.16082744614410002,0.7913906909354841,0.039711616528064736,0.008070246392351288
2013-05,0.1872512298024433,0.7802705488304464,0.026192484935026336,0.006285736432083917
2013-06,0.20514709260449407,0.7656095710332463,0.023063429844500598,0.00617990651775898
2013-07,0.19849493409641197,0.7704741233649349,0.02467420199391679,0.006356740544736339
2013-08,0.1831514214598763,0.7426817357302878,0.0594949091246799,0.014671933685155937
2013-09,0.1765941703995579,0.7362028187919014,0.07033228979124345,0.016870721017297145
2013-10,0.16055984838509346,0.7633539045286595,0.06286380477728518,0.013222442308961916
2013-11,0.2573975306493802,0.7016581799190117,0.029955398090099353,0.010988891341508633
2013-12,0.2371295655574871,0.7107178369347507,0.039105220095329615,0.013047377412432604
2014-01,0.21227690141493766,0.707091525703511,0.06201420475944236,0.018617368122108915
2014-02,0.1931702626961075,0.7098555309546861,0.07623002268697673,0.020744183662229618
2014-03,0.2252092471470503,0.6730873936088797,0.07620561615064321,0.025497743093426794
2014-04,0.2784696930857707,0.6427080084063583,0.05499451670393919,0.023827781803931743
2014-05,0.30636107569859833,0.5988042607142471,0.06273704740444208,0.032097616182712535
2014-06,0.2516233479897086,0.6608008532954757,0.06342462468364034,0.024151174031175487
2014-07,0.22024766628626075,0.6781153620268232,0.07671908758333669,0.024917884103579375
2014-08,0.20452616271355253,0.705863972722065,0.06947831762943611,0.020131546934946343
2014-09,0.1511129157035571,0.7593139538858868,0.07470575626205588,0.014867374148500232
2014-10,0.1849273389314702,0.7442785686027764,0.05670489756760571,0.014089194898147715
2014-11,0.19232403265265322,0.7455227209835742,0.04940749346033919,0.012745752903433487
2014-12,0.12738556214277888,0.8077492080904628,0.056029183861526825,0.008836045905231484
2015-01,0.1778412270227944,0.7642580876869635,0.04697070290229228,0.010929982387949911
2015-02,0.17148775365605887,0.8059353861424962,0.018615776323943713,0.003961083877501209
2015-03,0.12622164893476998,0.8596371923407531,0.012330635455504309,0.0018105232689726981
2015-04,0.2157263976369146,0.7745981884503833,0.007567779488235376,0.0021076344244666725
2015-05,0.18584197518801976,0.804985432719286,0.007452158626182972,0.0017204334665112293
2015-06,0.19726356593015948,0.7929781180615245,0.007814386314794905,0.0019439296935211037
2015-07,0.16115457513462245,0.8226493259981281,0.013543054466038346,0.002653044401211151
2015-08,0.09396093565517248,0.8873560657767715,0.016894104639043093,0.001788893929012946
2015-09,0.07649932016744959,0.9062129999422386,0.01594191904879334,0.0013457608415184267
2015-10,0.10022367153942398,0.8820094517421649,0.015954006052271926,0.001812870666139194
2015-11,0.10495879286627606,0.8797424913324956,0.013668033716551587,0.001630682084676777
2015-12,0.1424333462354443,0.8415129301145351,0.013729830939644362,0.002323892710376195
2016-01,0.10488395901559228,0.8803555134765119,0.013189191192806125,0.0015713363150897058
2016-02,0.08682403685570807,0.8759158621341909,0.033899824380096755,0.003360276630004256
2016-03,0.10046545628289408,0.8401738059423196,0.053020683892998244,0.0063400538817879526
2016-04,0.11795447269340238,0.818623809343414,0.05543426465240631,0.007987453310777206
2016-05,0.11255053690262314,0.8330978689026256,0.04788269828102776,0.00646889591372354
2016-06,0.1519487967799346,0.78175964651373,0.05550347574750399,0.01078808095883137
2016-07,0.16839021832332574,0.7528839251237668,0.06433636753172106,0.014389489021186494
2016-08,0.1423362737576569,0.77728153071942,0.06794082897750461,0.012441366545418464
2016-09,0.2163090666270231,0.7237557021402661,0.046144124112482345,0.013791107120228453
2016-10,0.18753753383638364,0.7571755782348393,0.04431173951264116,0.010975148416136005
2016-11,0.1799579039579007,0.7229937859327219,0.07770662143934957,0.01934168867002778
2016-12,0.1760777423366025,0.6442292030389029,0.14112219093716452,0.038570863687330176
2017-01,0.17291831397051793,0.5499768253379953,0.21082068931133094,0.06628417138015588
2017-02,0.16277240147000727,0.45396688683790837,0.28210894851775825,0.10115176317432599
2017-03,0.1888567543678986,0.30498332387119903,0.3125917521710057,0.19356816958989673
2017-04,0.19537708927543984,0.32142940615107785,0.30052370201526557,0.18266980255821666
2017-05,0.2597481308674576,0.27332468052363973,0.23940955518119106,0.22751763342771156
2017-06,0.22418396968993795,0.3087968362688091,0.27058019347869383,0.19643900056255903
2017-07,0.2591456511520269,0.3484450882945405,0.22504141449832074,0.16736784605511185
2017-08,0.283922909954554,0.3935905151316867,0.18734338308824391,0.13514319182551549
2017-09,0.21884011553375798,0.36488872705897146,0.2602109775200538,0.1560601798872169
2017-10,0.27089469370953795,0.24702187484865995,0.22993115165198247,0.25215227978981963
2017-11,0.1751962901697445,0.3443429687375353,0.3184423027004194,0.1620184383923007
2017-12,0.235156997807821,0.33646143734759176,0.25215050491090796,0.17623105993367935
2018-01,0.24943802412612012,0.39676776543495806,0.21722822755119933,0.13656598288772248
2018-02,0.3566635605528313,0.3966693082691679,0.1298831955256647,0.11678393565233602
2018-03,0.22292679738282276,0.6044390856792627,0.1261193021554283,0.04651481478248612
2018-04,0.2671238846447026,0.5143569133468623,0.1438254945495044,0.07469370745893074
2018-05,0.177181885158172,0.5533409822068006,0.2041178283609306,0.0653593042740968
2018-06,0.2686182397404547,0.42653901025572666,0.18704735492721536,0.11779539507660325
2018-07,0.16087518202062076,0.4418264741185684,0.2912501146348763,0.10604822922593457
2018-08,0.18221769363463097,0.3865227057509297,0.2930891279934464,0.13817047262099297
2018-09,0.15063634294889292,0.41256987674573564,0.319967979404773,0.11682580090059831
2018-10,0.11519428456042721,0.45229742731419603,0.3447140846603132,0.08779420346506356
2018-11,0.22897617634820308,0.32374788613331684,0.26198359926612913,0.18529233825235095
2018-12,0.11613070993440404,0.44606454435869813,0.3473689486357857,0.09043579707111214
2019-01,0.10187324202429324,0.5430855697405771,0.2989613328429746,0.056079855392154945
2019-02,0.11926164815773856,0.6309948307217833,0.21004399864514056,0.03969952247533758
2019-03,0.08523859073444388,0.7163044090386445,0.17735246182346234,0.02110453840344939
2019-04,0.1575479433760788,0.619600905906315,0.1776735241831641,0.04517762653444211
2019-05,0.1439851975267811,0.6010943331552535,0.20565757506724294,0.04926289425072246
2019-06,0.119543407136065,0.606487256009475,0.22885935783994404,0.045109979014516015
2019-07,0.09570715297008163,0.6493679575914587,0.22217901584327324,0.03274587359518651
2019-08,0.121935627864152,0.7230444235103902,0.13264965155588213,0.022370297069575617
2019-09,0.08657107478584139,0.7749357992784679,0.12457623319385913,0.01391689274183162
2019-10,0.10247103679795988,0.766410082083159,0.11565544498236806,0.01546343613651306
2019-11,0.10323935420701846,0.7857361182823953,0.09813092034588598,0.012893607164700227
2019-12,0.09818300166070919,0.8154667971548376,0.07707080118098719,0.009279400003466056
2020-01,0.12406755621506356,0.7462171468738865,0.11122311862233134,0.018492178288718537
2020-02,0.13286780064163697,0.6198328166423137,0.20364573832276936,0.043653644393280004
2020-03,0.2151972350330237,0.5186193552151384,0.18812312254725683,0.07806028720458107
2020-04,0.13337728663135937,0.6845714313173585,0.15236542828693564,0.029685853764346442
2020-05,0.02537292977887852,0.8808468092170597,0.09115454024925088,0.0026257207548109084
2020-06,0.026296368301077178,0.9409890840647644,0.031825178532941305,0.0008893691012170766
2020-07,0.0681965222585688,0.8962106579828519,0.03307593003125108,0.0025168897273281907
2020-08,0.08243556656589648,0.8435735552012883,0.06740403170565555,0.006586846527159698
2020-09,0.07159350187170747,0.859926363351168,0.06321698061329163,0.005263154163832908
2020-10,0.1852767229952708,0.7296706542182274,0.06782947791009562,0.017223144876406204
2020-11,0.12144992357878019,0.7893762872474307,0.07728332121002371,0.011890467963765465
2020-12,0.2525684876002302,0.6818900536406797,0.04782670055064793,0.017714758208442087
2021-01,0.3587984045695214,0.5553174197439851,0.052173890409215586,0.03371028527727789
2021-02,0.30064152932091903,0.5988070379847911,0.06694202177358066,0.033609410920709175
2021-03,0.30488975512104693,0.5301769022989414,0.10471481273728026,0.06021852984273134
2021-04,0.3315665859326997,0.39070798009730706,0.15023309476960886,0.12749233920038447
2021-05,0.32464804181745743,0.17829071015085565,0.17620714759642053,0.32085410043526646
2021-06,0.28176433445537663,0.12256243207018512,0.180564746779194,0.41510848669524425
2021-07,0.27124732806069657,0.12583221734582145,0.19106201405307427,0.4118584405404077
2021-08,0.32176738016106393,0.09059953220584846,0.129106582636934,0.4585265049961536
2021-09,0.27519107890864664,0.09261661388361268,0.15919055518482567,0.473001752022915
2021-10,0.2490381369633913,0.11059996937426896,0.19693131673040168,0.4434305769319381
2021-11,0.23958693282974688,0.11953303171645199,0.21331683327921772,0.4275632021745834
2021-12,0.19001561768171168,0.10732460428537584,0.25362422253448025,0.4490355554984322
2022-01,0.15219498085738078,0.11227959052214144,0.31225873063471454,0.4232666979857632
2022-02,0.17021973081403446,0.11871876124945764,0.2921602476413691,0.4189012602951388
2022-03,0.17564373557926424,0.11054265181041725,0.2757183888305496,0.4380952237797689
2022-04,0.1830138575401044,0.106452346442006,0.26130162613776003,0.44923216988012954
2022-05,0.12551307932761085,0.13756781250949984,0.3853428844584746,0.3515762237044147
2022-06,0.13257758464813105,0.09959746139599293,0.329378275200027,0.43844667875584903
2022-07,0.09451506452293369,0.12094814824120569,0.44039198351299647,0.34414480372286416
2022-08,0.08497869142227482,0.122764428022413,0.46817898493186955,0.32407789562344264
2022-09,0.07887927916540304,0.15432659341104318,0.5074345865543286,0.2593595408692252
2022-10,0.09132192217554853,0.16617614283993126,0.4791729506763303,0.26332898430818996
2022-11,0.06253677911134621,0.20008893551193788,0.5617897548476475,0.17558453052906844
2022-12,0.050399070352980246,0.23210737965743594,0.5894929046860826,0.12800064530350122
2023-01,0.05301434543052994,0.2784075529207476,0.5616321496629981,0.1069459519857243
2023-02,0.02621245636803399,0.3448459084983804,0.5845116835950608,0.04442995153852485
2023-03,0.05028266978831083,0.4352259571630234,0.4612070473253788,0.053284325723286945
2023-04,0.041085948182208426,0.49690197849148576,0.4267283742633851,0.03528369906292071
2023-05,0.05266074125770027,0.575995724346257,0.34023715618713807,0.031106378208904606
2023-06,0.07644035565420625,0.6224924944414346,0.26814026714110334,0.03292688276325585
2023-07,0.13852784076604552,0.6440754513782393,0.17891552993173226,0.03848117792398295
2023-08,0.08987831151480094,0.7488300042302393,0.14400721959654456,0.017284464658415336
2023-09,0.10263989172638677,0.7463988687972158,0.13271160707424062,0.018249632402156785
2023-10,0.11033505268143298,0.646456854833018,0.20775002609966944,0.03545806638587964
2023-11,0.14554427620080035,0.5871553912814758,0.2142034974144563,0.053096835103267535
2023-12,0.17338132159051992,0.5796225301350346,0.19012456851100024,0.05687157976344525
2024-01,0.15691870679874861,0.6112834249148211,0.18444910390708924,0.047348764379341
2024-02,0.23238226272121013,0.48237053716090006,0.19250689912261115,0.09274030099527865
2024-03,0.16769154633076447,0.5130001801159119,0.24064520763377903,0.07866306591954472
2024-04,0.18728665970580885,0.49307728901730397,0.2316484845083172,0.08798756676857003
2024-05,0.2571946761940266,0.42102757340839025,0.19975355498308084,0.12202419541450236
2024-06,0.22588158668910177,0.3853346705144165,0.24510450052044458,0.14367924227603712
2024-07,0.1984347546654289,0.36947867357358455,0.2811111086037173,0.15097546315726912
2024-08,0.19233239011204473,0.3310362165898954,0.3014744314521288,0.17515696184593119
2024-09,0.15521558904063565,0.35179421499143887,0.3420665588905266,0.15092363707739892
2024-10,0.20524284690840972,0.49071994557337,0.2143751412249907,0.08966206629322951
2024-11,0.2020319804729642,0.5896657775855885,0.1551459533855857,0.053156288555861624
2024-12,0.1633079919115062,0.6348715000799268,0.1605279137736442,0.041292594234922916
2025-01,0.1450160493285135,0.5567874381068441,0.23657914965627128,0.06161736290837109
2025-02,0.051899409364144694,0.5582656405594597,0.3566763749318524,0.03315857514454315
2025-03,0.09234657563364647,0.49967984109557106,0.3443362821310988,0.06363730113968367
2025-04,0.12494133010761294,0.5232911157693205,0.28396732847811074,0.06780022564495575
2025-05,0.12045447655079917,0.5472356775005601,0.2723595706547186,0.05995027529392207
2025-06,0.11179941206497909,0.6627412012309011,0.19291593262907522,0.03254345407504461
2025-07,0.18738211711174252,0.6297583665440692,0.1409271877030877,0.041932328641100435
2025-08,0.18477225581082238,0.6150828887392095,0.15390996319178832,0.04623489225817984
2025-09,0.1310845625142365,0.6727860614185959,0.16414719797466032,0.03198217809250734
2025-10,0.2365128512344842,0.5547171821925372,0.14636487834289763,0.06240508823008086
2025-11,0.14884065738549054,0.5682676643253417,0.2241756069640002,0.05871607132516757
2025-12,0.19261748541858342,0.4922764838976287,0.22648657425735866,0.08861945642642922
2026-01,0.20941149298144676,0.4359088364302169,0.23958334406196366,0.11509632652637274
2026-02,0.279940136880179,0.39588290838731066,0.18989603354063267,0.13428092119187762
2026-03,0.29961061884472723,0.4147402762697025,0.16584313043725832,0.11980597444831188
2026-04,0.3313800155300641,0.3239889737447424,0.17037218622294223,0.1742588245022513
2026-05,0.21559827553285818,0.22183174488471408,0.2852933597730611,0.2772766198093666
2026-06,0.19706829783162072,0.17135468740151938,0.29374845292802654,0.33782856183883336
2026-07,0.19115314512380668,0.1275154225831515,0.2726351900132322,0.4086962422798096
