month,return_factor,gross_factor,turnover,trade_cost,fx_cost,avg_vkospi_percentile,max_vkospi_percentile,return,gross_return,nav,drawdown
2006-04,1.0237827737168337,1.0266937098123945,1.3941825069698777,0.0026825475209096335,0.00015805023942919548,0.13927370378549375,0.27607361963190186,0.023782773716833683,0.026693709812394495,1.0237827737168337,0.0
2006-05,0.9538395919355205,0.9570996619240023,1.0666957062458382,0.0032000871187375145,0.00019925511604010937,0.31594160986448616,0.6739644970414201,-0.04616040806447952,-0.04290033807599769,0.9765245431126799,-0.04616040806447952
2006-06,0.9923598951004458,0.9952656222872527,0.9160275092523977,0.002748082527757193,0.00017372015908521054,0.6518315791975204,0.824736225087925,-0.007640104899554245,-0.0047343777127473174,0.9690637931663098,-0.05344784260421498
2006-07,1.0113729359483972,1.0128507105760216,0.4631463752526508,0.0013894391257579524,7.261640555304805e-05,0.5942316425887816,0.7375,0.011372935948397167,0.012850710576021607,0.980084893615901,-0.042682765546335544
2006-08,1.0041704870367671,1.0056105515980371,0.4580829976304276,0.0013742489928912829,6.269323195048512e-05,0.33747819349826774,0.5382022471910113,0.004170487036767145,0.005610551598037139,0.9841723249596575,-0.03869028642997274
2006-09,0.9871570687889453,0.988035877010733,0.27309142604638764,0.000819274278139163,7.063140489412041e-05,0.11377485464546057,0.3226332970620239,-0.012842931211054731,-0.011964122989266968,0.9715326674903768,-0.05103632095387123
2006-10,0.9949261724999938,0.9965778252836538,0.5194363823211524,0.0015583091469634572,9.466557847360879e-05,0.14065580380664056,0.4577540106951872,-0.005073827500006178,-0.0034221747163462046,0.9666032783249098,-0.055851198965122584
2006-11,1.0199660439281515,1.0206141174591674,0.18736406388225846,0.0005620921916467754,7.337038769462109e-05,0.0082458033007498,0.03995793901156677,0.01996604392815149,0.020614117459167414,0.9859025218410402,-0.0370002825289486
2006-12,0.99485054139634,0.995807460002034,0.29871253589047586,0.0008961376076714276,6.572297101062417e-05,0.03989160331619607,0.13710499490316005,-0.0051494586036600065,-0.004192539997965983,0.9808256576175758,-0.041959209709402034
2007-01,0.9905367340042046,0.9916667934223068,0.36608782862116424,0.0010982634858634926,4.1963826488706004e-05,0.09438644774751352,0.1941941941941942,-0.009463265995795389,-0.008333206577693208,0.9715438435240398,-0.05102540454274396
2007-02,1.009472409366232,1.0101462256847877,0.2088791898998578,0.0006266375696995734,4.0755747570858026e-05,0.08828716697062262,0.14583333333333334,0.009472409366231949,0.010146225684787735,0.9807467045271419,-0.04203632869641849
2007-03,1.0114606732549387,1.0127634360485964,0.41015767687700483,0.0012304730306310144,5.674245857002876e-05,0.3028781509489369,0.4222222222222222,0.011460673254938714,0.012763436048596422,0.9919867220535854,-0.031057420069506514
2007-04,1.0044128965784151,1.0056997675689423,0.4022492779361889,0.0012067478338085669,7.413660375414603e-05,0.19483234357578866,0.28199052132701424,0.004412896578415149,0.005699767568942304,0.9963642568651689,-0.026781576673850505
2007-05,1.0351169283966961,1.0368411591243318,0.523490476390644,0.001570471429171932,9.895457326297061e-05,0.1511210521337118,0.24976958525345622,0.03511692839669611,0.036841159124331835,1.0313535091305304,0.0
2007-06,1.0013807778993042,1.0029576837958003,0.5056520898816309,0.0015169562696448929,5.831288858991615e-05,0.37422526597554323,0.48426258992805754,0.0013807778993042419,0.0029576837958003033,1.0327775792623077,0.0
2007-07,1.040106974730434,1.0421762180745628,0.632207727078671,0.001896623181236013,9.359572825158516e-05,0.5720000319063836,0.84375,0.0401069747304339,0.04217621807456284,1.0741991635359398,0.0
2007-08,1.0037556365313465,1.0046080100690353,0.26722691780909585,0.0008016807534272875,4.709268420190011e-05,0.9093167389258581,0.9995648389904265,0.0037556365313464735,0.004608010069035329,1.0782334651564571,0.0
2007-09,1.0276326857601021,1.0285516146488305,0.2799087332060858,0.0008397261996182573,5.4958886088836865e-05,0.8338708405630483,0.9497854077253219,0.027632685760102138,0.028551614648830492,1.1080279516751514,0.0
2007-10,1.0224388829784485,1.0234682539069375,0.3110223716283102,0.0009330671148849306,7.403001721215153e-05,0.8282840140068448,0.8973176865046102,0.022438882978448538,0.02346825390693752,1.1328908612196402,0.0
2007-11,0.9997622892510788,1.0015675356908225,0.5639369498693901,0.0016918108496081702,0.00011250197835541312,0.9287454324510939,0.9829734219269103,-0.00023771074892120492,0.0015675356908224636,1.1326215608845738,-0.00023771074892120492
2007-12,1.0297599256853667,1.0304887170211392,0.22069678042602625,0.0006620903412780788,4.5944375387107465e-05,0.7837189541325488,0.857084357084357,0.029759925685366673,0.0304887170211392,1.1663282943661426,0.0
2008-01,1.0540151463247307,1.0560548115499662,0.6276502606523114,0.0018829507819569343,5.772757253344876e-05,0.7662073645916021,0.9988028731045491,0.0540151463247307,0.056054811549966166,1.2293276878490034,0.0
2008-02,1.0374913658100662,1.038215256783318,0.21920608711670345,0.0006576182613501104,3.882996441479886e-05,0.808490387634755,0.8708530805687204,0.03749136581006618,0.03821525678331805,1.2754168618945931,0.0
2008-03,0.974503510825038,0.9757400093490646,0.4034921216004738,0.0012104763648014215,5.1092023207715106e-05,0.8119411873725872,0.982544608223429,-0.025496489174961945,-0.024259990650935426,1.2428982096817338,-0.025496489174961834
2008-04,1.0122116887426365,1.013586834195492,0.43954383798898017,0.0013186315139669406,3.960782442122718e-05,0.6245359915543116,0.7636015325670498,0.01221168874263645,0.013586834195491893,1.2580760957571473,-0.013596155622159989
2008-05,1.0476683386961512,1.0491430272270765,0.4509666089719842,0.0013528998269159525,5.336054912727528e-05,0.4341464170461057,0.5902621722846442,0.04766833869615117,0.04914302722707653,1.3180464931952305,0.0
2008-06,1.0498284804674352,1.0521629370989793,0.7161645806040878,0.0021484937418122635,7.278920606911277e-05,0.533960817126262,0.6754646840148699,0.049828480467435154,0.052162937098979345,1.3837227471365805,0.0
2008-07,0.9453382769845836,0.9468685683906669,0.5099183431061544,0.001529755029318463,8.198167355861836e-05,0.6576275394749883,0.7800875273522976,-0.054661723015416386,-0.05313143160933309,1.3080860776024696,-0.054661723015416386
2008-08,0.9950114395609305,0.9961540510422906,0.35727627453148103,0.001071828823594443,7.778699441500664e-05,0.588798019660817,0.6719653179190751,-0.004988560439069478,-0.0038459489577093997,1.3015606111448443,-0.05937760014551985
2008-09,1.0919403298525152,1.0930495953172628,0.31929474509581596,0.0009578842352874478,6.968677070182317e-05,0.808899737526762,0.9699646643109541,0.09194032985251521,0.09304959531726276,1.4212265230565426,0.0
2008-10,0.9348355956710784,0.935920630961656,0.3386880641680068,0.0010160641925040202,0.00014231077152363053,0.9862737667085931,0.9996534996534997,-0.06516440432892157,-0.06407936903834399,1.3286131432650987,-0.06516440432892157
2008-11,1.1531682237543248,1.153799783200887,0.15797254102186656,0.0004739176230655997,7.691457953609648e-05,0.9922752632703974,0.9982864976010967,0.15316822375432482,0.15379978320088705,1.532114458475664,0.0
2008-12,0.975444090599884,0.9758299991286609,0.11362803817138854,0.00034088411451416563,5.515554636519721e-05,0.9730365758351024,0.9827118644067797,-0.024555909400115983,-0.024170000871339137,1.494491994642728,-0.024555909400115983
2009-01,1.1165078886156061,1.117124646782018,0.16087863421974144,0.0004826359026592243,7.93008256478196e-05,0.9606572128805122,0.967,0.11650788861560613,0.11712464678201795,1.6686121014914779,0.0
2009-02,1.1015061083459492,1.1020838080519046,0.1501599662409773,0.0004504798987229319,7.428049385395036e-05,0.9531580840585994,0.9644754316069057,0.1015061083459492,0.10208380805190465,1.8379864222528337,0.0
2009-03,0.9248721862220011,0.9254373762261207,0.1740880006073884,0.0005222640018221653,8.49731954370062e-05,0.9220014794157102,0.9485245901639344,-0.07512781377799893,-0.07456262377387934,1.6999025205953322,-0.07512781377799904
2009-04,0.9336784152961797,0.9340949835113495,0.12786892572503417,0.0003836067771751025,6.0053033615633025e-05,0.8697787577499674,0.9130575307045895,-0.06632158470382032,-0.06590501648865055,1.5871622915874313,-0.13646680281672885
2009-05,1.0479099661835527,1.0483697758260657,0.12865454151599492,0.00038596362454798474,5.3555212965831464e-05,0.7920151559695703,0.8852459016393442,0.0479099661835527,0.04836977582606572,1.663203183305195,-0.09509495654130329
2009-06,0.9914095137137989,0.9924594384933167,0.3020725387603454,0.0009062176162810361,0.00014762239217517366,0.7429391191142002,0.7946540880503145,-0.008590486286201071,-0.007540561506683252,1.6489154591678459,-0.1028685309074493
2009-07,1.0008159588975953,1.001489212736542,0.19876747355172186,0.0005963024206551656,7.679315079785575e-05,0.5675239308656588,0.6494749845583694,0.0008159588975953369,0.0014892127365420116,1.6502609064081364,-0.10213650850293043
2009-08,1.0025346774648152,1.003021125878915,0.145602719773547,0.00043680815932064095,4.862401146261432e-05,0.5593509318226102,0.6754866180048662,0.0025346774648151715,0.0030211258789150097,1.6544437855386744,-0.09986071414455266
2009-09,1.0092158271984653,1.0095288279580807,0.09573167606794541,0.00028719502820383626,2.31984456325282e-05,0.3883411981726895,0.4658403869407497,0.009215827198465254,0.009528827958080743,1.6696908535757735,-0.09156518603155894
2009-10,0.9968846303007861,0.9985215189659498,0.5128601438740586,0.001538580431622176,0.00010206774105598173,0.4221449290877955,0.5813679245283019,-0.003115369699213888,-0.0014784810340502386,1.664489149283489,-0.09439529632470722
2009-11,1.014634806231334,1.015823229313616,0.364293143698424,0.001092879431095272,7.866531559770405e-05,0.3764489240238148,0.5909893992932862,0.014634806231333952,0.015823229313616016,1.6888486254574107,-0.08114194696423482
2009-12,1.0227020886639164,1.0239576773461772,0.3842536534340433,0.00115276096030213,7.691202211502452e-05,0.24317407233853452,0.3341094295692666,0.02270208866391643,0.023957677346177153,1.7271890166924782,-0.060281949974663185
2010-01,0.9862605185719213,0.9877772680828967,0.4755118503834947,0.0014265355511504842,0.0001107558181461096,0.23176538122529922,0.49943084803642573,-0.013739481428078681,-0.012222731917103324,1.7034583352748505,-0.07319318867061664
2010-02,1.0050493560249207,1.0072419057195485,0.679866286196416,0.002039598858589248,0.00013938574185865598,0.32316100642611834,0.47451868629671573,0.005049356024920737,0.007241905719548525,1.712059702883272,-0.06851341111389297
2010-03,1.0281728622577095,1.029569696232433,0.43016163176606165,0.001290484895298185,6.873791044296543e-05,0.12845438419003144,0.26152980877390325,0.02817286225770954,0.029569696232432996,1.7602933250695776,-0.04227076775030092
2010-04,1.017230454065109,1.0189025077237146,0.5206891364656772,0.0015620674093970313,8.563819215818778e-05,0.08049075724997089,0.21993410214168038,0.017230454065108924,0.0189025077237146,1.7906239783483069,-0.025768658207210415
2010-05,0.97493324661384,0.9796688593359989,1.5368872716601645,0.004610661814980493,0.0002188668225379446,0.4928448733275898,0.7716385410996189,-0.025066753386160046,-0.0203311406640011,1.745738848675705,-0.050189474992998084
2010-06,1.00204783322874,1.004987276578015,0.9383947917219494,0.002815184375165848,0.00011500076563210507,0.32322472870427815,0.5531165311653117,0.002047833228739915,0.00498727657801501,1.7493138306987253,-0.04824442143888186
2010-07,1.0053730993794245,1.0078807539084342,0.8080138770487414,0.0024240416311462243,6.975660969903602e-05,0.24123250407229457,0.4096030042918455,0.00537309937942454,0.007880753908434235,1.7587130677568714,-0.04313054413035122
2010-08,0.9825647360956937,0.984232867210048,0.5534580831789011,0.0016603742495367032,3.6472599283842276e-05,0.14617808147904202,0.2696777601690438,-0.017435263904306275,-0.01576713278995201,1.7280494412885783,-0.05981381561540855
2010-09,1.0348649500377372,1.0356714036158823,0.2480948894186829,0.0007442846682560487,3.6049228436506934e-05,0.042741313930764586,0.16789087093389296,0.03486495003773715,0.03567140361588228,1.7882977987218442,-0.02703427127066904
2010-10,1.0038827480972234,1.005206317667822,0.42631095658031193,0.0012789328697409357,3.889542505914093e-05,0.0705444342203817,0.23503611971104232,0.003882748097223443,0.005206317667822091,1.7952413085971004,-0.02325649043878153
2010-11,1.036404334245278,1.0386103525556356,0.6886679551353098,0.0020660038654059295,6.388593752288874e-05,0.24444845648940436,0.49796644636502285,0.036404334245278,0.03861035255563561,1.8605958732461996,0.0
2010-12,1.0266194910872062,1.0282270854668618,0.508944125460576,0.001526832376381728,4.0935939386701815e-05,0.13609067125406735,0.45960365853658536,0.026619491087206182,0.028227085466861812,1.9101239885109693,0.0
2011-01,0.9840066879444909,0.9849851657587586,0.31519212486829196,0.0009455763746048759,4.72886438268407e-05,0.027562990131477245,0.07531172069825437,-0.015993312055509135,-0.015014834241241393,1.8795747794979996,-0.015993312055509135
2011-02,1.0007782999932335,1.002907022344581,0.6902010329222384,0.002070603098766715,5.8056396843923995e-05,0.1574313877524037,0.33687068114511354,0.0007782999932335333,0.0029070223445810672,1.8810376525361647,-0.015227459656940279
2011-03,1.0172927851675446,1.020545629426863,1.0473520339271178,0.003142056101781354,6.133200371495972e-05,0.1936313516135577,0.6660942100098135,0.017292785167544622,0.02054562942686311,1.913566032553535,0.0
2011-04,1.032788334498378,1.0346017905870137,0.5696584292307474,0.0017089752876922424,4.927255222001259e-05,0.14528509905976747,0.2337220602526725,0.032788334498377925,0.03460179058701374,1.9763086757136343,0.0
2011-05,0.9628924082187981,0.9649551565226584,0.6862557494660432,0.0020587672483981297,7.912639545819977e-05,0.2475909204223944,0.3640519730510106,-0.03710759178120193,-0.0350448434773416,1.902972620141605,-0.03710759178120193
2011-06,0.9521924692369487,0.9543895202295337,0.7498233625550011,0.0022494700876650032,5.036973115146609e-05,0.28735886460867016,0.4220532319391635,-0.04780753076305133,-0.04561047977046628,1.8119961980629409,-0.08314110020863064
2011-07,1.0305542384641377,1.0322684164595537,0.5421355689734225,0.0016264067069202675,4.05580261323717e-05,0.23776300189823124,0.3999529190207156,0.03055423846413774,0.032268416459553695,1.867360361994667,-0.055127174746438135
2011-08,1.0194899586737058,1.0218864828240815,0.7607436213881736,0.002282230864164521,7.545193715540443e-05,0.773411266754303,0.9726635514018691,0.019489958673705843,0.021886482824081455,1.9037551382788596,-0.03671164243033853
2011-09,0.9983694997730328,0.9995553533947582,0.3812971280401973,0.0011438913841205918,4.282509643088439e-05,0.9016258816082741,0.9571625978811608,-0.001630500226967202,-0.0004446466052417941,1.900651065093806,-0.03828228431599068
2011-10,0.9826309540376937,0.9833817846565696,0.23988598815627718,0.0007196579644688316,4.5028028092176544e-05,0.8619019992557675,0.9552135966926963,-0.017369045962306262,-0.016618215343430442,1.8676385693858852,-0.05498640352247042
2011-11,1.037154140988918,1.0379996146101382,0.26277643261184525,0.0007883292978355357,2.9416493129898634e-05,0.8287264534716432,0.8901273885350318,0.037154140988918005,0.03799961461013823,1.9370290761091895,-0.01987523512249989
2011-12,0.9527571207861715,0.9533801264897984,0.20704163494294114,0.0006211249048288234,3.1272685919101264e-05,0.6894497745373456,0.7839478417266187,-0.047242879213828526,-0.04661987351020158,1.8455182454328891,-0.06617915100408978
