Candidate,Period,CAGR_Delta,Sharpe_Delta,MDD_Delta,Volatility_Delta,FinalMultiple_Delta
Stage15_HYG_ExecutionOnly,common_full,0.008689346442314116,0.021332921996279897,-0.001783270680682958,0.007376625936643372,0.9117278559196631
Stage15_HYG_DynamicLambda,common_full,-0.0050856062703052984,0.0536033302114266,0.014724938427841283,-0.01523021528154965,-0.4786108815299146
Stage15_HYG_ExecutionOnly,locked_2018_2026,0.01515937317520466,0.0467228716561896,-0.006151799545922487,0.0064822680259853105,0.4154544717250652
Stage15_HYG_DynamicLambda,locked_2018_2026,-0.01897666334432402,0.10551071707677928,0.010601002198220355,-0.027995693618736744,-0.4651191642587498
