Asset,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,BOND_HYG_Correlation
BOND,220.0,0.03142743420261174,0.030241894261540343,1.0395002551483292,1.9585102787838224,-0.10451269194609836,0.3007044753839103,1.7635012685755704,0.6409090909090909,0.036166553269497616
HYG,220.0,0.07398809142014917,0.09550721413727442,0.7971864248117552,1.290170601204537,-0.11511932680242498,0.6427078187065164,3.7010379696164333,0.6,0.036166553269497616
