Period,CAGR_Delta,Volatility_Delta,Sharpe_Delta,Sortino_Delta,MDD_Delta,Calmar_Delta,FinalMultiple_Delta
full_2007_2026,0.0017343115211840843,0.0013452708474682995,0.004581911046003362,0.01539147076149705,-0.0022038229331884374,0.0030278403516171837,0.2214376734672978
locked_2018_2026,0.0018267736115098465,0.0023895013266217457,-0.005595870209000431,-0.001805542712998598,-2.5341950760093823e-11,0.01149062352814656,0.047916268866398326
