Candidate,Period,Metric,Mean,P05,P50,P95,ProbabilityPositive,Replications,BlockMonths
Stage37_NoBondAlphaReproduction,full_2007_2026,delta_CAGR,2.270406085358445e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.848,2000,12
Stage37_NoBondAlphaReproduction,full_2007_2026,delta_Sharpe,-1.5890067039947552e-16,-8.881784197001252e-16,-2.220446049250313e-16,6.661338147750939e-16,0.257,2000,12
Stage37_NoBondAlphaReproduction,full_2007_2026,delta_MDD,-3.363975764614224e-17,-5.551115123125783e-16,0.0,4.440892098500626e-16,0.354,2000,12
Stage37_CarryRollOnly,full_2007_2026,delta_CAGR,-3.663747566294873e-05,-0.0040235909574739435,-7.335965617694118e-05,0.004086977603923845,0.4845,2000,12
Stage37_CarryRollOnly,full_2007_2026,delta_Sharpe,-0.02195023297707242,-0.06673812833586784,-0.020427435419618223,0.018876730887176528,0.195,2000,12
Stage37_CarryRollOnly,full_2007_2026,delta_MDD,-0.007277464543433699,-0.023348356065517595,-0.007181260598239592,0.003224073783065262,0.2235,2000,12
Stage37_RateMomentumOnly,full_2007_2026,delta_CAGR,-0.01698114061689341,-0.03292660178738954,-0.016943702048555775,-0.0011392621435551665,0.0375,2000,12
Stage37_RateMomentumOnly,full_2007_2026,delta_Sharpe,-0.1581484970400195,-0.29398311688304846,-0.15800545414808553,-0.027440736115088227,0.022,2000,12
Stage37_RateMomentumOnly,full_2007_2026,delta_MDD,-0.005680044633352608,-0.03602278340492003,-0.0022095987181313115,0.014720979313162874,0.367,2000,12
Stage37_BondCurveAlpha,full_2007_2026,delta_CAGR,-0.011578479558351635,-0.027449238944352694,-0.011356678873028714,0.004353752468953342,0.109,2000,12
Stage37_BondCurveAlpha,full_2007_2026,delta_Sharpe,-0.13333752094364984,-0.2624223767051244,-0.12960005716964307,-0.015283649668241606,0.031,2000,12
Stage37_BondCurveAlpha,full_2007_2026,delta_MDD,-0.0136106119651827,-0.04291347085981797,-0.009426552982799319,0.0040743324447358896,0.094,2000,12
Stage37_NoBondAlphaReproduction,common_2010_2026,delta_CAGR,2.4702462297909734e-16,0.0,2.220446049250313e-16,4.440892098500626e-16,0.8735,2000,12
Stage37_NoBondAlphaReproduction,common_2010_2026,delta_Sharpe,1.680877659282487e-16,-6.661338147750939e-16,2.220446049250313e-16,9.992007221626409e-16,0.5655,2000,12
Stage37_NoBondAlphaReproduction,common_2010_2026,delta_MDD,1.8318679906315084e-17,-4.440892098500626e-16,0.0,5.551115123125783e-16,0.393,2000,12
Stage37_CarryRollOnly,common_2010_2026,delta_CAGR,-0.0016520510403942059,-0.005230888729089634,-0.0016867004966144572,0.0020635087454052956,0.234,2000,12
Stage37_CarryRollOnly,common_2010_2026,delta_Sharpe,-0.04217776919404193,-0.09271053406107183,-0.04038231597604153,0.003975171130303847,0.067,2000,12
Stage37_CarryRollOnly,common_2010_2026,delta_MDD,-0.008300229426879661,-0.024854184077805958,-0.007808523215958929,0.002373378535222736,0.228,2000,12
Stage37_RateMomentumOnly,common_2010_2026,delta_CAGR,-0.017298032448599884,-0.030084375916241544,-0.016975152598349807,-0.005174058951969286,0.0075,2000,12
Stage37_RateMomentumOnly,common_2010_2026,delta_Sharpe,-0.17324861431967606,-0.3073141659113082,-0.16906487327089786,-0.05339019163461651,0.011,2000,12
Stage37_RateMomentumOnly,common_2010_2026,delta_MDD,-0.008144880373070741,-0.03909851817769289,-0.0048194560956638655,0.0133300615205779,0.3,2000,12
Stage37_BondCurveAlpha,common_2010_2026,delta_CAGR,-0.01130364086715488,-0.02401544757654267,-0.011003218888060218,0.0008734716203194211,0.0645,2000,12
Stage37_BondCurveAlpha,common_2010_2026,delta_Sharpe,-0.14529827750602511,-0.266461020485353,-0.14210244747709466,-0.038288276692455415,0.0125,2000,12
Stage37_BondCurveAlpha,common_2010_2026,delta_MDD,-0.01699470109805511,-0.048352542309140246,-0.012295421530936823,-0.0002958284359061314,0.045,2000,12
