month,KODEX200,BOND,GLD,GSG
2007-08,0.38521050080200836,0.523212142086541,0.09157735711145068,0.0
2007-09,0.3731110275008614,0.4936549921874953,0.13323398031164332,0.0
2007-10,0.3594904813513394,0.45891240981277165,0.18159710883588895,0.0
2007-11,0.3489104996800624,0.4324021291594055,0.2011689899606533,0.017518381199878797
2007-12,0.2880367479339907,0.4423841902142276,0.25061048499936106,0.018968576852420652
2008-01,0.25352928031623545,0.4169417202492422,0.26762017504824553,0.0619088243862768
2008-02,0.1633351017452852,0.4180017871051425,0.35689354526139233,0.06176956588817996
2008-03,0.14802562675584652,0.3928956374007735,0.3456846725240924,0.11339406331928756
2008-04,0.16836125613433267,0.4093520575771845,0.30076323539280914,0.12152345089567368
2008-05,0.1938897272873596,0.4049042599645704,0.2520492206121209,0.14915679213594912
2008-06,0.18899639585701855,0.345084954915253,0.2793413193839883,0.18657732984374018
2008-07,0.13066997504545497,0.3242738121163642,0.31622392042629244,0.22883229241188846
2008-08,0.12221365641162796,0.40461801929970814,0.30907518864215733,0.1640931356465066
2008-09,0.08362837754929331,0.4282542803752422,0.316790109008583,0.17132723306688144
2008-10,0.08198130629972904,0.4275564190777279,0.3423567128817135,0.14810556174082953
2008-11,0.0,0.6078866805212051,0.33248618497530813,0.059627134503486785
2008-12,0.0,0.5886878653756992,0.37211869519612073,0.03919343942818007
2009-01,0.0,0.5812065945752214,0.4187934054247786,0.0
2009-02,0.0,0.5656343395786864,0.4343656604213136,0.0
2009-03,0.0,0.5390890663569847,0.4609109336430153,0.0
2009-04,0.015309541123450583,0.595340444310689,0.3893500145658604,0.0
2009-05,0.07419734152625493,0.6168363688582585,0.3089662896154865,0.0
2009-06,0.07276794178076013,0.5919792990757013,0.3352527591435386,0.0
2009-07,0.07511688166704251,0.5997222792823892,0.3251608390505683,0.0
2009-08,0.12403577993812497,0.5724146093472716,0.30354961071460346,0.0
2009-09,0.12863268954735374,0.5646022165829403,0.30676509386970596,0.0
2009-10,0.14835914651802215,0.5619154280012122,0.2897254254807657,0.0
2009-11,0.11793927284526286,0.569153625576411,0.31290710157832613,0.0
2009-12,0.11394733127692135,0.5649082321871626,0.3211444365359161,0.0
2010-01,0.14557198517001596,0.5566923684187178,0.29773564641126626,0.0
2010-02,0.12620002842448017,0.577647963860431,0.29615200771508887,0.0
2010-03,0.12302069677563485,0.5851282692423039,0.29185103398206125,0.0
2010-04,0.13441842447780117,0.5900792535963582,0.2755023219258407,0.0
2010-05,0.13831986847321867,0.5823462875575587,0.2793338439692227,0.0
2010-06,0.1176017341892141,0.5751859423793755,0.3072123234314105,0.0
2010-07,0.12355734041857709,0.5711615151885434,0.30528114439287957,0.0
