Period,Asset,Start,End,Months,AverageWeight,MedianWeight,MinWeight,MaxWeight,LastWeight,ZeroWeightMonths
full_common,KODEX200,2007-08,2026-07,228,0.2716643667961816,0.3060290977315263,0.0,0.5068109457702428,0.48987296802776664,22
full_common,BOND,2007-08,2026-07,228,0.450524169895283,0.4593097357366692,0.0,0.800901450780446,0.0,4
full_common,GLD,2007-08,2026-07,228,0.26201948721723367,0.27973395022626846,0.0,1.0,0.34754604747419154,16
full_common,GSG,2007-08,2026-07,228,0.015791976091301736,0.0,0.0,0.3014818983133817,0.1625809844980417,193
locked_2018_2026,KODEX200,2018-01,2026-07,103,0.2542325250123949,0.30528274935281546,0.0,0.48987296802776664,0.48987296802776664,16
locked_2018_2026,BOND,2018-01,2026-07,103,0.37991104353413957,0.37398734264179123,0.0,0.778968920951668,0.0,4
locked_2018_2026,GLD,2018-01,2026-07,103,0.3483866265062404,0.32069170356855015,0.10275365268326739,1.0,0.34754604747419154,0
locked_2018_2026,GSG,2018-01,2026-07,103,0.017469804947225023,0.0,0.0,0.3014818983133817,0.1625809844980417,92
