Strategy,Period,Start,End,Months,CAGR,Volatility,Sharpe,Sortino,MDD,Calmar,FinalMultiple,PositiveMonths,AvgTurnover
StrictHard100_Monthly,full_2007_2026,2007-04,2026-07,232.0,0.11659588502191776,0.1777877034613596,0.7086359552773116,1.348362752294167,-0.25657769291439814,0.4544272095424039,8.433149090396235,0.6379310344827587,0.12931034482758622
StrictHard100_ZeroTuneVKOSPI,full_2007_2026,2007-04,2026-07,232.0,0.0793476505371209,0.1360899274660735,0.6282693545153863,1.1845519561341753,-0.25781520454150086,0.3077694765063718,4.376424526706711,0.6293103448275862,0.251148558443995
StrictHard40_SLSQP60_Monthly,full_2007_2026,2007-04,2026-07,232.0,0.09599958285278087,0.09166919759162691,1.04889762675527,1.9268332814239102,-0.11448602277520559,0.8385266648774845,5.88393027690963,0.6853448275862069,0.06296897603065348
StrictHard40_SLSQP60_ZeroTuneVKOSPI,full_2007_2026,2007-04,2026-07,232.0,0.07351675575924244,0.0795324341035471,0.9334052390017522,1.8312723451547643,-0.1272163382188587,0.5778876894944633,3.941280368362113,0.646551724137931,0.20112514885460572
ZeroTune_VKOSPI,full_2007_2026,2007-04,2026-07,232.0,0.07136872758314294,0.08611341765630057,0.8446994945896225,1.6171489688056726,-0.1401292892482684,0.5093062839753528,3.7915780443561022,0.6551724137931034,0.28505709916544736
Current_Robust_VKOSPI,full_2007_2026,2007-04,2026-07,232.0,0.15636553973863587,0.13715819260316825,1.1325286822772858,2.282422546924721,-0.12958799769553853,1.2066359733870573,16.58973285850312,0.6077586206896551,0.1515032477441487
StrictHard100_Monthly,locked_2018_2026,2018-01,2026-07,103.0,0.11288524796989519,0.176215823948386,0.693974157835074,1.3322776987349578,-0.21819744096385352,0.5173536750533921,2.504373749844309,0.5533980582524272,0.08737864077669903
StrictHard100_ZeroTuneVKOSPI,locked_2018_2026,2018-01,2026-07,103.0,0.05112380952350293,0.07924374070474453,0.6691975235029576,1.2547270064055878,-0.1358723635051361,0.37626348879675153,1.5341308921028245,0.5436893203883495,0.18412090827026487
StrictHard40_SLSQP60_Monthly,locked_2018_2026,2018-01,2026-07,103.0,0.10186783034738922,0.08388831583765594,1.2023889742182223,2.1468698419154197,-0.10742166318247648,0.9482987632983023,2.2993843655631734,0.7281553398058253,0.04648704165616919
StrictHard40_SLSQP60_ZeroTuneVKOSPI,locked_2018_2026,2018-01,2026-07,103.0,0.06242363646755433,0.05230989759586068,1.1862613603350023,2.2524418162198523,-0.11503536054093266,0.5426473753289306,1.6815978078528686,0.6796116504854369,0.17533393431062833
ZeroTune_VKOSPI,locked_2018_2026,2018-01,2026-07,103.0,0.07038611121058969,0.061834646920327654,1.1336473538343181,2.027987335953429,-0.1401292892482684,0.5022940713406884,1.7928983199988646,0.6893203883495146,0.27865331387988385
Current_Robust_VKOSPI,locked_2018_2026,2018-01,2026-07,103.0,0.20907823332988906,0.13357225120050709,1.4969186464577038,3.581010224776775,-0.09760421330851343,2.1421025408915666,5.101919757045714,0.6213592233009708,0.158863824661938
