month,policy,model_active,model_fit_cutoff,model_training_months,model_training_rows,cash_return,return,gross_return,nav,drawdown,turnover,trade_cost,fx_cost,w_KODEX200,w_BOND,w_GLD,w_USO,predicted_excess_return_KODEX200,predicted_excess_return_BOND,predicted_excess_return_GLD,predicted_excess_return_USO,realized_excess_return_KODEX200,realized_excess_return_BOND,realized_excess_return_GLD,realized_excess_return_USO,covariance_cutoff,covariance_start,covariance_end,covariance_observations,lw_shrinkage,gvz_gold_variance_multiplier,ovx_oil_variance_multiplier,solver_success,used_fallback,solver_status,solver_message,solver_iterations,objective_value,expected_monthly_excess_return,estimated_transaction_cost,expected_annual_volatility,historical_cdar,risky_weight_sum,cash_weight,budget_slack,volatility_slack,cdar_slack
2008-05,Stage36_Frozen_Warmup,False,,0,0,0.004066666666666666,0.04373582385344243,0.044196142601135496,1.295359837082886,-0.006852025247163551,0.13945398180110194,0.00041836194540330584,4.1956802289768e-05,1.4164508460460037e-18,0.3688879434703537,0.4916580747285444,0.1394539818011018,,,,,-0.01173190918991374,-0.012147837538535215,0.050886912490301084,0.1404886763703359,2008-04-30,2007-05-15,2008-04-30,252,0.05031216738773624,1.0,1.0,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0004603202477238726,0.13159510285458687,,0.9999999999999999,1.1102230246251565e-16,1.1102230246251565e-16,,
2008-06,Stage36_Frozen_Warmup,False,,0,0,0.00455,0.0543878828183573,0.05468198121789687,1.3658117161097565,0.0,0.08402811415416436,0.0002520843424624931,4.2014057077082164e-05,0.0,0.4344478121767107,0.44451797969112,0.1210342081321693,,,,,-0.10277295386433677,-0.008714026432515566,0.07845811250381624,0.15732518574736104,2008-05-31,2007-06-14,2008-05-30,252,0.04520319803811677,1.0,1.9850187265917603,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0002940998995894104,0.12861879567070802,,0.9999999999999999,1.1102230246251565e-16,1.1102230246251565e-16,,
2008-07,Stage36_Frozen_Warmup,False,,0,0,0.004916666666666667,-0.04369181856807023,-0.043522340580610476,1.3061369184113443,-0.04369181856807025,0.05339101892456635,0.00016017305677369905,9.304930686056118e-06,1.161282170685646e-18,0.4288176469490191,0.4912377830874542,0.0799445699635267,,,,,-0.058932768520252185,-0.00018982365239538033,-0.07030528554162661,-0.17288222218004512,2008-06-30,2007-07-13,2008-06-30,252,0.04324885334584284,1.0,1.953125,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00016947948754910083,0.13512538442838787,,1.0,0.0,0.0,,
2008-08,Stage36_Frozen_Warmup,False,,0,0,0.004833333333333333,-0.011997938213692981,-0.011788635738640708,1.2904659683656217,-0.05516554504213966,0.06954332409572678,0.00020862997228718034,6.725027650940074e-07,0.0,0.4517942098633366,0.5482057901366634,0.0,,,,,-0.08306193303645068,-0.006099957779185127,-0.025293500572970393,-0.026619467325226995,2008-07-31,2007-08-15,2008-07-31,252,0.039765831898707436,1.0,1.9241935483870969,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0002093039758175476,0.12624287762375033,,1.0,0.0,0.0,,
2008-09,Stage36_Frozen_Warmup,False,,0,0,0.004808333333333333,0.06262292476708478,0.06308807256186547,1.3712787216170652,0.0,0.14366085793288652,0.0004309825737986596,3.416522098202206e-05,5.039846036163087e-19,0.5249351447544196,0.399734439276738,0.0753304159688424,,,,,0.0010964387961422666,0.0006269416009902756,0.15317276106452857,-0.04351220109405865,2008-08-31,2007-09-13,2008-08-29,252,0.04251956651227154,1.0,1.9682779456193353,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0004651492948104931,0.12962513476369492,,1.0,0.0,0.0,,
2008-10,Stage36_Frozen_Warmup,False,,0,0,0.004783333333333333,-0.04398019205088459,-0.043757660146043424,1.3109696200850551,-0.04398019205088466,0.06358054424033327,0.0001907416327209998,3.179027212016666e-05,0.0,0.5600476998890339,0.4302346021081725,0.0097176980027936,,,,,-0.21712123823754367,0.008641299516473105,-0.11770489252230262,-0.2819408255251426,2008-09-30,2007-10-15,2008-09-30,252,0.08340146125345217,1.0,1.9957386363636362,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0002225334050145023,0.12189636915549365,,1.0,0.0,0.0,,
2008-11,Stage36_Frozen_Warmup,False,,0,0,0.003658333333333333,0.09040750472726282,0.0904438306151116,1.4294911122101925,0.0,0.010378825099652376,3.113647529895713e-05,5.189412549826185e-06,3.4123171734376214e-18,0.6039167923947474,0.3960832076052527,0.0,,,,,-0.053387330623306375,-0.00045776434329060367,0.21980722026069666,-0.1370570309359742,2008-10-31,2007-11-15,2008-10-31,252,0.13517959951247158,1.0,1.9853333333333332,True,False,0,Stage36 frozen warm-up allocation,0,,,3.6327388294510375e-05,0.14574962948976805,,1.0,0.0,0.0,,
2008-12,Stage36_Frozen_Warmup,False,,0,0,0.004058333333333333,0.03593754682814601,0.03635877096369246,1.480863515995665,0.0,0.12034975301327151,0.00036104925903981456,6.0174876506635756e-05,0.0,0.6759489069938085,0.3240510930061914,3.921645637594171e-17,,,,,0.0476313857597796,0.03989771062271047,0.01645303428518557,-0.251042867528711,2008-11-30,2007-12-13,2008-11-28,252,0.12911237991302818,1.0,1.9555837563451777,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0004212271355609912,0.12458369216287153,,0.9999999999999999,1.1102230246251565e-16,1.1102230246251565e-16,,
2009-01,Stage36_Frozen_Warmup,False,,0,0,0.0028416666666666664,0.03749961113523715,0.03755728050029078,1.5363953219898625,0.0,0.01647696144389453,4.943088433168359e-05,8.238480721947287e-06,0.0,0.6644271488242958,0.3355728511757043,0.0,,,,,0.0063102552369331474,0.003185498019241804,0.09714457636516345,-0.1171806069959888,2008-12-31,2008-01-15,2008-12-31,252,0.12426928869957922,1.0,1.9555288461538463,True,False,0,Stage36 frozen warm-up allocation,0,,,5.7672365159839736e-05,0.13262298892121224,,1.0,0.0,0.0,,
2009-02,Stage36_Frozen_Warmup,False,,0,0,0.0029916666666666668,0.06225713321705622,0.062259448535121054,1.6320468902250476,0.0,0.0006615194470952492,1.984558341285748e-06,3.3075972354768005e-07,4.401201936055927e-19,0.6448975276506549,0.355102472349345,0.0,,,,,-0.09327784159613078,-0.002316618147554402,0.17111050447586368,0.011651574095928489,2009-01-31,2008-02-14,2009-01-30,252,0.11328129146985647,1.0,1.856651376146789,True,False,0,Stage36 frozen warm-up allocation,0,,,2.3183207102567897e-06,0.14539505208874878,,0.9999999999999999,1.1102230246251565e-16,1.1102230246251565e-16,,
2009-03,Stage36_Frozen_Warmup,False,,0,0,0.003183333333333333,-0.045129772068214585,-0.04497516174889345,1.5583929860645527,-0.04512977206821467,0.04417437694889642,0.00013252313084668926,2.2087188474448183e-05,5.186953899010081e-18,0.6516840259914187,0.3483159740085813,0.0,,,,,0.16370486634175171,0.004321515304831696,-0.14634631018446256,-0.03714167052252117,2009-02-28,2008-03-13,2009-02-27,252,0.12923612023058234,1.0,1.798901098901099,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00015461331936075318,0.1450078492453909,,1.0,0.0,0.0,,
2009-04,Stage36_Frozen_Warmup,False,,0,0,0.003283333333333333,-0.03153016030559337,-0.03152305589659331,1.5092566053948249,-0.07523698342594243,0.002029831142875884,6.0894934286276524e-06,1.014915571437916e-06,2.775557561562892e-17,0.6854651843467211,0.3145348156532789,2.775557561562892e-17,,,,,0.13428826449833894,0.009271069077112032,-0.13086431852852135,-0.05404126789054056,2009-03-31,2008-04-14,2009-03-31,252,0.13706232692287332,1.0,1.8647798742138364,True,False,0,Stage36 frozen warm-up allocation,0,,,7.107409862206122e-06,0.13327684633087195,,1.0,0.0,0.0,,
2009-05,Stage36_Frozen_Warmup,False,,0,0,0.0029916666666666668,0.029521331967736385,0.029622641530220102,1.5538118706671844,-0.04793674742217435,0.028945589281061335,8.683676784318401e-05,1.4472794640530655e-05,0.0,0.687716582529249,0.312283417470751,2.454444127593313e-18,,,,,-0.0018755022467843961,-0.004727490769824313,0.09568919445591245,0.25286511465190525,2009-04-30,2008-05-14,2009-04-30,252,0.1380742224741716,1.0,1.6937751004016064,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00010131256254417283,0.13644128934101415,,1.0,0.0,0.0,,
2009-06,Stage36_Frozen_Warmup,False,,0,0,0.003225,-0.013590642176000017,-0.013365760948269946,1.5326945695241254,-0.06087589841687835,0.06425177935144871,0.00019275533805434615,3.2125889675724335e-05,0.0,0.6025195209463445,0.3974804790536554,1.3284864744736448e-17,,,,,-0.0004389231208436705,-0.003225,-0.03685120720416742,0.05338644569436849,2009-05-31,2008-06-12,2009-05-29,252,0.14587760988018691,1.0,1.5048262548262548,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00022488422775730708,0.1708037956832421,,1.0,0.0,0.0,,
2009-07,Stage36_Frozen_Warmup,False,,0,0,0.0034666666666666665,-0.007536073063079452,-0.0075360720121434195,1.5211440712648066,-0.06795320626170753,3.0026743808031963e-07,9.008023142409589e-10,1.501337190679084e-10,0.0,0.6106814469273844,0.3893185530726157,1.421778584082693e-17,,,,,0.13636912865602252,-0.003715072727774542,-0.022434103438022372,-0.060644371137742285,2009-06-30,2008-07-14,2009-06-30,252,0.14541989897818736,1.0018382352941178,1.5212962962962964,True,False,0,Stage36 frozen warm-up allocation,0,,,6.6543763552905905e-09,0.1661949084361216,,1.0,0.0,0.0,,
2009-08,Stage36_Frozen_Warmup,False,,0,0,0.0035499999999999998,0.00799725310460687,0.007997253209749908,1.5333090454112834,-0.06049939214684508,3.0040868126416843e-08,9.012260437925054e-11,1.502043406321024e-11,1.6036704257605732e-22,0.61516571288071,0.38483428711929,1.3499198765442225e-17,,,,,0.012822864042064617,-0.0031358870299816343,0.016569062590011393,-0.02153720242713059,2009-07-31,2008-08-14,2009-07-31,252,0.14688160869647338,1.0561224489795917,1.5791814946619218,True,False,0,Stage36 frozen warm-up allocation,0,,,6.501578937926848e-09,0.16691350795155635,,1.0,0.0,0.0,,
2009-09,Stage36_Frozen_Warmup,False,,0,0,0.00365,-0.002948650183878286,-0.002948649154394223,1.5287878534125894,-0.06326965078694491,2.9413830371361366e-07,8.82414911140841e-10,1.4706915185680009e-10,1.6158916724904105e-22,0.6105375411796505,0.3894624588203495,1.314223415748358e-17,,,,,0.06391481977858564,0.00197960509975996,-0.020046277138381877,-0.07279986186223326,2009-08-31,2008-09-12,2009-08-31,252,0.1730499214703132,1.1,1.650943396226415,True,False,0,Stage36 frozen warm-up allocation,0,,,6.648264989822711e-09,0.1671645275882226,,1.0,0.0,0.0,,
2009-10,Stage36_Frozen_Warmup,False,,0,0,0.003658333333333333,0.028409310054878182,0.02840931392809665,1.5722196615483193,-0.036657787858336954,1.106633848529944e-06,3.3199015455898317e-09,5.533169242510838e-10,2.077839782089236e-21,0.6157892695733092,0.3842107304266908,1.2256335686965044e-17,,,,,-0.08023499958615722,-0.001188587717131831,0.06632532133764023,0.10405202545111701,2009-09-30,2008-10-14,2009-09-30,252,0.18686668702288475,1.1324404761904763,1.5529801324503312,True,False,0,Stage36 frozen warm-up allocation,0,,,8.220327701889665e-09,0.14357783478108757,,1.0,0.0,0.0,,
2009-11,Stage36_Frozen_Warmup,False,,0,0,0.003708333333333334,0.04798615063861643,0.04819488652029692,1.6476644310643713,0.0,0.05963882333728255,0.00017891647001184766,2.9819411668641267e-05,0.0,0.540618393377795,0.4593816066222049,3.638853541404474e-18,,,,,0.004584269406445608,0.009431192001314016,0.08574108486665698,-0.029475567081955444,2009-10-31,2008-11-13,2009-10-30,252,0.19053937308439473,1.1522346368715084,1.4353035143769968,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00020873888170983219,0.1533017821583522,,1.0,0.0,0.0,,
2009-12,Stage36_Frozen_Warmup,False,,0,0,0.0034166666666666664,-0.03290802332315837,-0.03277029479553924,1.5934430515381666,-0.03290802332315834,0.03935100789118105,0.00011805302367354316,1.9675503945590465e-05,1.762085899140077e-06,0.5618874393202653,0.4381107985938356,2.9755102766741096e-17,,,,,0.088745787054292,-0.00746951581962123,-0.07301826575773156,-0.005159772363305936,2009-11-30,2008-12-12,2009-11-30,252,0.19209996232157753,1.414021164021164,1.4481424148606812,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0001377304236349713,0.14653333892485246,,1.0,0.0,0.0,,
2010-01,Stage36_Frozen_Warmup,False,,0,0,0.003675,0.004142046014687402,0.004221651135078575,1.6000431659794216,-0.02890228385532778,0.022744391755451208,6.823317526635363e-05,1.1371945124819499e-05,1.4881808660240943e-06,0.6013144990180952,0.3986840128010389,0.0,,,,,-0.05638779510900284,0.00503339098233911,-0.006220254253908835,-0.07960655448518829,2009-12-31,2009-01-14,2009-12-31,252,0.19391804769550683,1.26375,1.2881736526946108,True,False,0,Stage36 frozen warm-up allocation,0,,,7.960754627172653e-05,0.11749975175609152,,1.0,0.0,0.0,,
2010-02,Stage36_Frozen_Warmup,False,,0,0,0.0035916666666666666,0.0115725878735809,0.011598286750977904,1.618559806119241,-0.01766417020140998,0.007342736943187256,2.202821082956177e-05,3.6706665674416386e-06,5.1928409887424856e-18,0.6113438357975143,0.3886561642024858,0.0,,,,,-0.00218905597467179,0.0069779637996880625,0.009624663837841212,0.0663616480001652,2010-01-31,2009-02-12,2010-01-29,252,0.20154426426491429,1.2828162291169452,1.249636098981077,True,False,0,Stage36 frozen warm-up allocation,0,,,2.570085727103304e-05,0.11040873271058121,,1.0,0.0,0.0,,
2010-03,Stage36_Frozen_Warmup,False,,0,0,0.0034166666666666664,0.0002009289341113379,0.00038614119999216476,1.61888502161588,-0.017466790510189067,0.05291779025166482,0.00015875337075499447,2.6458895125832384e-05,0.0,0.5578043929719028,0.4421956070280972,0.0,,,,,0.04818265440646714,0.010236027944111782,-0.019765521596255595,0.025003053681416046,2010-02-28,2009-03-12,2010-02-26,252,0.08871844604724508,1.1324200913242009,1.2202549575070822,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00018521526591389702,0.10940769523576205,,1.0,0.0,0.0,,
2010-04,Stage36_Frozen_Warmup,False,,0,0,0.003241666666666667,0.022958670431354453,0.02295867097426625,1.6560524692934153,0.0,1.551176565805894e-07,4.6535296974176827e-10,7.755882831805023e-11,2.773947553134401e-17,0.5652015232297276,0.4347984767702724,2.773926850751047e-17,,,,,0.024786470167890293,0.0019568210459987335,0.04280375177474763,-0.0037845975079482085,2010-03-31,2009-04-14,2010-03-31,252,0.05617264789214306,1.0119305856832972,1.117283950617284,True,False,0,Stage36 frozen warm-up allocation,0,,,6.541857312256126e-09,0.0895693140990885,,1.0,0.0,0.0,,
2010-05,Stage36_Frozen_Warmup,False,,0,0,0.0030083333333333333,0.05746702650440678,0.057467027317222565,1.7512208804389884,0.0,2.3223308256994874e-07,6.966992477098462e-10,1.1611654129885212e-10,2.784961220960021e-17,0.5553889615375819,0.4446110384624182,2.7074794897771744e-17,,,,,-0.06340271659333413,-0.003243406205923836,0.1265376725305873,-0.11316579295085233,2010-04-30,2009-05-14,2010-04-30,252,0.049671826980712666,1.1524896265560165,1.1666666666666667,True,False,0,Stage36 frozen warm-up allocation,0,,,6.593142010394481e-09,0.0915186271600416,,1.0,0.0,0.0,,
2010-06,Stage36_Frozen_Warmup,False,,0,0,0.002983333333333333,0.006641765626028514,0.007023354991436716,1.7628520790862714,0.0,0.1090255329737721,0.0003270765989213163,5.451276648688606e-05,0.0321051091972952,0.6020038451174431,0.3658910456852617,0.0,,,,,0.02449726303850164,-0.00031854769182526133,0.009416194599944255,0.00019516897045424508,2010-05-31,2009-06-12,2010-05-31,252,0.05160732459928076,1.2579681274900398,1.4850649350649352,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0003815908654504856,0.09140402536455991,,1.0,0.0,0.0,,
2010-07,Stage36_Frozen_Warmup,False,,0,0,0.003241666666666667,-0.02410199786280927,-0.02408210599819252,1.7203638220436852,-0.02410199786280931,0.005683389890498739,1.7050169671496218e-05,2.8416949452493415e-06,0.0327577124552839,0.6050812574516066,0.3621610300931095,3.0148533380245116e-17,,,,,0.04615630505944926,0.001917404700487211,-0.08282485079495613,0.027812369159296555,2010-06-30,2009-07-14,2010-06-30,252,0.05135428359311446,1.3463740458015268,1.4482323232323233,True,False,0,Stage36 frozen warm-up allocation,0,,,1.9894378655543593e-05,0.09915143798792296,,1.0,0.0,0.0,,
2010-08,Stage36_Frozen_Warmup,False,,0,0,0.0031666666666666666,0.03844290258623161,0.03877776127843446,1.7864996008673877,0.0,0.09567391205795457,0.0002870217361738637,4.7836956028977264e-05,0.0352230530038516,0.5275383354897162,0.4372386115064322,0.0,,,,,-0.013989078932077252,0.00764288306503867,0.07335106741716145,-0.08473153456799178,2010-07-31,2009-08-13,2010-07-30,252,0.043123080326524135,1.0587155963302752,1.1961869618696186,True,False,0,Stage36 frozen warm-up allocation,0,,,0.0003348607738179248,0.10974144872291346,,1.0,0.0,0.0,,
2010-09,Stage36_Frozen_Warmup,False,,0,0,0.002958333333333333,0.0074222574174049516,0.007660840882658316,1.7997594607811167,0.0,0.07306125960742405,0.00021918377882227213,1.939968643109273e-05,0.0678030886286109,0.4402735529383398,0.4919233584330493,2.775557561562892e-17,,,,,0.0626869381198752,0.01250558419244003,-0.010273426478356766,0.029107684502840243,2010-08-31,2009-09-14,2010-08-31,252,0.041939877717803636,1.1216931216931216,1.3191616766467065,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00023858496531129402,0.12431651904514267,,1.0,0.0,0.0,,
2010-10,Stage36_Frozen_Warmup,False,,0,0,0.002766666666666667,0.008913681763694005,0.008972555286361164,1.8158019438657174,0.0,0.016821006476330995,5.046301942899299e-05,8.410503238165487e-06,0.0717045398062686,0.4268620986137212,0.5014333615800102,0.0,,,,,0.004831003341166401,-0.006933649013814297,0.01758797158930983,0.0016012174759042768,2010-09-30,2009-10-14,2010-09-30,252,0.05130678793598628,1.1037414965986394,1.1360981308411215,True,False,0,Stage36 frozen warm-up allocation,0,,,5.887627378088052e-05,0.11956365824625134,,1.0,0.0,0.0,,
2010-11,Stage36_Frozen_Warmup,False,,0,0,0.0027083333333333334,0.030496620905389085,0.030800427085809136,1.8711777673870589,0.0,0.08680176583429994,0.0002604052975028998,4.3400882917149966e-05,0.0771283694017248,0.5025834329010709,0.4202881976972043,9.889956692141209e-18,,,,,0.024396255456411643,0.002845531547981152,0.05896033595893433,0.0526905741437089,2010-10-31,2009-11-12,2010-10-29,252,0.046929686598918524,1.2914614121510672,1.2354618015963512,True,False,0,Stage36 frozen warm-up allocation,0,,,0.00030380768057662935,0.11193078361213162,,1.0,0.0,0.0,,
2010-12,Stage36_Frozen_Warmup,False,,0,0,0.0026583333333333333,0.0020965660358854285,0.0023732189697660633,1.8751008151412665,0.0,0.07904369539446708,0.00023713108618340125,3.9521847697233544e-05,0.0768526010310786,0.5693169900812296,0.3538304088876918,2.8391179224913926e-17,,,,,0.09357141462804229,-0.003868895488133976,-0.014904578275861129,0.03354822223323982,2010-11-30,2009-12-14,2010-11-30,252,0.04702463004307297,1.392063492063492,1.2310690423162582,True,False,0,Stage36 frozen warm-up allocation,0,,,0.000276655173128075,0.10045015444148386,,1.0,0.0,0.0,,
