month,asset,predicted_excess_return,realized_excess_return
2012-08,KODEX200,-0.007460781113473668,0.007275062512331247
2012-08,BOND,-0.01384834661505523,0.00421342907144308
2012-08,GLD,-0.12383473101126163,0.05620112308452142
2012-08,USO,-0.12332439339685446,0.0873925913491962
2012-09,KODEX200,-0.0336958435114693,0.04429508042783123
2012-09,BOND,-0.014754608395131704,-5.0051135201321234e-05
2012-09,GLD,-0.13607542934543979,0.022142828447623244
2012-09,USO,-0.13772173242231656,-0.07039165027818198
2012-10,KODEX200,0.1093915961312864,-0.05160201445186483
2012-10,BOND,-0.016373758745076083,0.001960714285714226
2012-10,GLD,-0.08667890174420634,-0.04516891791167486
2012-10,USO,0.011471462889701039,-0.08662415818522415
2012-11,KODEX200,0.11616441224176978,0.020497383920253208
2012-11,BOND,-0.018491088493724748,-0.0023166666666666665
2012-11,GLD,-0.04551412537676159,-0.03835408165633628
2012-11,USO,0.14754400610442123,0.003140321889424003
2012-12,KODEX200,0.08438582326213885,0.04654722736208168
2012-12,BOND,-0.014796122615304688,-0.003111772674930496
2012-12,GLD,-0.16321290503505526,-0.011799643496705519
2012-12,USO,-0.12453950920692937,0.03331742064576022
2013-01,KODEX200,0.011354132856822949,-0.030516425074062086
2013-01,BOND,-0.001203827744533936,0.00293741865509752
2013-01,GLD,-0.02189550031268382,0.015795950178203306
2013-01,USO,-0.029279715443649566,0.05169147287715988
2013-02,KODEX200,0.04087796285932121,0.03532005284013226
2013-02,BOND,-0.00024139964141451525,0.005049966284558196
2013-02,GLD,0.026506574550448768,-0.064254694057618
2013-02,USO,0.034428444181265505,-0.07320685631930904
2013-03,KODEX200,0.009288858563601742,-0.01809985909532038
2013-03,BOND,0.0007903244011948031,0.0036989551955732085
2013-03,GLD,0.020244669981931786,0.01334995052746161
2013-03,USO,0.029636611001596203,0.058621042893695664
2013-04,KODEX200,0.03219423140967355,-0.03590342600316737
2013-04,BOND,0.004910280495677063,0.0020842400346042203
2013-04,GLD,-0.0050790093921394015,-0.08355756919266938
2013-04,USO,-0.12238488173132922,-0.05264411418149967
2013-05,KODEX200,0.033212033125166324,0.01949336259248207
2013-05,BOND,0.005122369395000966,-0.009828992975014779
2013-05,GLD,0.056079310204071114,-0.037549730418526224
2013-05,USO,-0.08923694120379298,0.021509821825783253
2013-06,KODEX200,0.060107646600746,-0.0823550315453613
2013-06,BOND,0.004222904948966193,-0.011934620179891364
2013-06,GLD,0.05911927040797382,-0.10078448583782187
2013-06,USO,-0.04195829077687494,0.06236627237785627
2013-07,KODEX200,0.07795026767637166,0.03244776901871278
2013-07,BOND,0.0021147502565779536,0.0018487186404100987
2013-07,GLD,0.006983566093422371,0.06403622376847924
2013-07,USO,0.043928711861971434,0.09902655646065979
2013-08,KODEX200,0.11531641114491636,0.009274520960588627
2013-08,BOND,0.0010705199162987498,0.0009243995254403876
2013-08,GLD,0.01811235456908207,0.033667641445344905
2013-08,USO,0.032595854552684565,-0.020766269223283108
2013-09,KODEX200,0.15296487397716454,0.036706077765545644
2013-09,BOND,0.0018536085885542657,0.002151234857104625
2013-09,GLD,0.027503611781317105,-0.09824330563203147
2013-09,USO,0.00042196936446596556,-0.06646571398323813
2013-10,KODEX200,0.07906600624063082,0.022995539451034237
2013-10,BOND,0.0004097597689333148,-0.00021794589912730667
2013-10,GLD,0.07433266652192902,-0.0015748836766806087
2013-10,USO,-0.07107759858429478,-0.07257251897047283
2013-11,KODEX200,0.029948322500917376,0.008907602542162761
2013-11,BOND,0.006308920204711328,-0.006117974979500463
2013-11,GLD,0.07968794036628538,-0.06510208091775667
2013-11,USO,-0.009698016696095305,-0.03324884303464544
2013-12,KODEX200,0.08171845359654237,-0.012878485632782486
2013-12,BOND,0.00531926166743338,0.0038985006228866594
2013-12,GLD,0.09079016780140141,-0.019756480421483036
2013-12,USO,0.08439970594719004,0.02703438285330151
2014-01,KODEX200,-0.004318690769987591,-0.05234410409867534
2014-01,BOND,0.00029873931597531613,0.0004034792219274647
2014-01,GLD,0.00018482403307208944,0.047787757805133176
2014-01,USO,8.098428577230522e-05,0.02890572081107973
2014-02,KODEX200,0.04853799216872444,0.012970555385285262
2014-02,BOND,0.002482174999308727,0.0036913513424148476
2014-02,GLD,-0.10282844785057979,0.06382747261932577
2014-02,USO,-0.01745364836595705,0.05920185281847303
2014-03,KODEX200,0.020537521841581988,0.003050877038185572
2014-03,BOND,0.0021997601584208652,-0.00047469425090912584
2014-03,GLD,-0.04191499958796184,-0.05504522721082855
2014-03,USO,-0.02493425631801826,-0.031905518440758784
2014-04,KODEX200,-0.0017319711334209953,-0.008995544101397565
2014-04,BOND,0.0012154229972901865,0.000822923637079268
2014-04,GLD,0.03567077845408803,-0.03496245084207626
2014-04,USO,-0.009837371284594387,-0.041917312671941306
2014-05,KODEX200,0.01858055240488038,0.017009943052680696
2014-05,BOND,0.0033632246325091446,0.0059762230796059105
2014-05,GLD,0.03568111986339107,-0.040205542324827176
2014-05,USO,-0.006891883861845088,0.026654480014339153
2014-06,KODEX200,0.01603153607422059,-0.006384217396595952
2014-06,BOND,0.0004504796027896387,0.005759688715953278
2014-06,GLD,0.011351954347669514,0.055235279028493844
2014-06,USO,-0.01142690289712162,0.028253637610049117
2014-07,KODEX200,-0.0061079733405291214,0.03208954493108394
2014-07,BOND,0.0003323947502830748,0.0029765120081485055
2014-07,GLD,-0.053220620588578335,-0.008602388625517118
2014-07,USO,-0.038864126134698175,-0.05697020989077153
2014-08,KODEX200,-0.0009608565397562089,-0.014418316127184841
2014-08,BOND,0.0002744595753623205,0.0027678553905883994
2014-08,GLD,-0.11258834808472688,-0.04226424617882655
2014-08,USO,0.04047083354152003,-0.044831876373121506
2014-09,KODEX200,-0.0050105294037048834,-0.037253316095513356
2014-09,BOND,0.0003165580030959859,0.010581044771366618
2014-09,GLD,-0.06591676161997867,-0.006257206241697514
2014-09,USO,0.02116963020298919,0.019440175714626803
2014-10,KODEX200,0.06776661339507718,-0.02366143090982254
2014-10,BOND,0.0003221904151261497,0.005003637245037046
2014-10,GLD,-0.04478067719290204,-0.04057244974557762
2014-10,USO,0.008246967683985827,-0.12238134905370968
2014-11,KODEX200,0.009168779835247384,0.00758287937023394
2014-11,BOND,0.00032201659016209763,0.0025419942539504064
2014-11,GLD,0.014609109858603388,0.04664409864133123
2014-11,USO,0.005915223164481609,-0.14283027177212582
2014-12,KODEX200,-0.02626361254630038,-0.025339169100065062
2014-12,BOND,0.000319986928754948,-0.0010442962709615881
2014-12,GLD,-0.02559799688332564,-0.00860841275046509
2014-12,USO,0.039559318436120455,-0.20901534789954057
2015-01,KODEX200,-0.02487629165983849,0.023449194571446588
2015-01,BOND,0.0008382001119734503,0.012419364280387837
2015-01,GLD,-0.028546463678698397,0.08671758924602105
2015-01,USO,-0.1042464880195926,-0.0758174413767295
2015-02,KODEX200,-0.0035481661126629633,0.007673864747032341
2015-02,BOND,0.0008302110471556428,-0.0036637254901960153
2015-02,GLD,-0.0009918255155341197,-0.04546090015777628
2015-02,USO,0.017610619133677525,-0.01630663047704585
2015-03,KODEX200,-0.06393234820251459,0.014801532877392278
2015-03,BOND,-0.008106702008079059,0.010216340332780629
2015-03,GLD,-0.04340948269479138,-0.011108822629527946
2015-03,USO,-0.04546447139509542,-0.057120253086851536
2015-04,KODEX200,0.034715189645353535,0.04236001263301499
2015-04,BOND,0.0007357698936049101,-0.00914000975871214
2015-04,GLD,0.01954766150142312,-0.04851411871623616
2015-04,USO,0.04322869587800561,0.15812519353299767
2015-05,KODEX200,-0.020578066349322337,-0.028694416349943894
2015-05,BOND,0.0008398227457331431,0.003111347784436183
2015-05,GLD,0.031036251153544962,0.05619526831245798
2015-05,USO,-0.017321762498332907,0.035341218973673885
2015-06,KODEX200,-0.03648538851029565,-0.03384362535722358
2015-06,BOND,-0.008833570744571364,-0.003324261513491698
2015-06,GLD,-0.026147136424064195,-0.021326098666686177
2015-06,USO,-0.01990164879797862,-0.036471387591950295
2015-07,KODEX200,-0.06152912513068236,-0.03253456927543417
2015-07,BOND,-0.009244241478674494,0.0025302235772356654
2015-07,GLD,0.02416314819781578,-0.029356246921138012
2015-07,USO,-0.018692560726052906,-0.18603214354033645
2015-08,KODEX200,0.021295522711544227,-0.05179164957881866
2015-08,BOND,-0.00048303795135310953,0.0045997870359123436
2015-08,GLD,0.009844804248202728,0.06139395358265919
2015-08,USO,-0.042784444964184196,0.02513135721755521
2015-09,KODEX200,-0.07171558769411354,0.020396837647967105
2015-09,BOND,0.0009650714967357032,0.007065575576481943
2015-09,GLD,-0.03571615260419104,-0.02322995302829286
2015-09,USO,-0.13939325559609964,-0.020368632506346872
2015-10,KODEX200,-0.023601560877176263,0.05668255125172651
2015-10,BOND,-0.0037121534339907268,7.000179565465098e-05
2015-10,GLD,-0.020871717902753106,-0.024116946083031266
2015-10,USO,-0.06866540457241183,-0.06826528872873693
2015-11,KODEX200,0.018761803527680424,-0.018784238620791763
2015-11,BOND,-0.001994122384560463,-0.0071190281928671965
2015-11,GLD,0.0008378335207674332,-0.04396697865184046
2015-11,USO,-0.11722080060823481,-0.10713989390983653
2015-12,KODEX200,-0.0628988892998212,-0.013498582869760047
2015-12,BOND,-0.006281236263525801,0.007470056811350242
2015-12,GLD,-0.04378479873066405,0.020438821870052946
2015-12,USO,-0.0729007433725194,-0.11802909051354918
2016-01,KODEX200,-0.018332882524335754,-0.02693646428943078
2016-01,BOND,0.003280621849892037,0.007373863135315487
2016-01,GLD,-0.01059068247824652,0.0697967406032449
2016-01,USO,-0.048393629204161306,-0.14838042461365034
2016-02,KODEX200,0.0018597953813691344,0.022546709017775286
2016-02,BOND,0.0014095808347957435,0.005444342390234121
2016-02,GLD,-0.02447016504237196,0.13034513688690658
2016-02,USO,-0.07603951199489693,-0.016959915878566538
2016-03,KODEX200,-0.07430868107198871,0.02832173063914828
2016-03,BOND,0.0014168366194015074,0.00019637088100127298
2016-03,GLD,-0.05008711784171278,-0.09905662917221408
2016-03,USO,-0.05990708853787265,-0.034194662491806416
2016-04,KODEX200,-0.03616152298982904,-0.004255149563824111
2016-04,BOND,0.0012469037219960885,0.0006128246138222832
2016-04,GLD,-0.047855295132435166,0.0671865502259813
2016-04,USO,-0.022406733847415285,0.1955740830431275
2016-05,KODEX200,-0.02906720423597556,-0.008383047270121796
2016-05,BOND,0.003737904649625732,0.0017716228070175308
2016-05,GLD,-0.026838798613053105,-0.02763376417770875
2016-05,USO,0.02289479809016047,0.07306293206211306
2016-06,KODEX200,-0.031624064714765455,0.006803010353561852
2016-06,BOND,0.00022351799783820996,0.014204327444463823
2016-06,GLD,-0.046267616926873985,0.06573622278130871
2016-06,USO,-0.04891950147583941,-0.04031028422064003
2016-07,KODEX200,0.009333967183312104,0.03131145445621367
2016-07,BOND,0.0008202253787903026,0.0017743381564845693
2016-07,GLD,-0.028181492946070842,-0.03004064362899602
2016-07,USO,-0.0672150897121816,-0.19592712216828365
2016-08,KODEX200,-0.05754974328050927,0.0091058281647036
2016-08,BOND,0.0004852248369857852,-0.005765695199923782
2016-08,GLD,-0.031543479030276114,-0.027424561155666407
2016-08,USO,-0.056145260838352654,0.06252309892881122
2016-09,KODEX200,-0.00024622662850822116,0.013052401067613663
2016-09,BOND,-0.0013547392846687807,0.003915177770107006
2016-09,GLD,-0.04239541937112948,-0.006961606609583413
2016-09,USO,-0.03560611973423881,0.07037737456607766
2016-10,KODEX200,-0.04029101365054839,-0.01246662433187936
2016-10,BOND,-0.0012325534420978442,-0.013174950054382038
2016-10,GLD,-0.044730048634905664,0.015464291142093946
2016-10,USO,-0.055042892459416966,-0.00032191177340409123
2016-11,KODEX200,-0.03833271922899573,-0.0045290142033231106
2016-11,BOND,-0.002851498684688837,-0.016612368217728078
2016-11,GLD,-0.02502530638341297,-0.06885384719675727
2016-11,USO,-0.04945470042193665,0.09406476918985338
2016-12,KODEX200,0.0008503398535686455,0.033369772476177235
2016-12,BOND,0.00010548379837566242,0.0036953578365017765
2016-12,GLD,-0.005551424519175432,0.005932947487856231
2016-12,USO,-0.03165003676420652,0.07915654188566192
2017-01,KODEX200,0.0226211209376035,0.03567865494598405
2017-01,BOND,0.00020366732535523542,-0.0010722256704531145
2017-01,GLD,0.02114849216123184,-0.002064097153774142
2017-01,USO,-0.057834447579800316,-0.09064800211898666
2017-02,KODEX200,-0.005666727318608016,0.008130142002242975
2017-02,BOND,-0.0011657103555351774,0.0009456757692831014
2017-02,GLD,0.014600472875033486,0.016403588795130528
2017-02,USO,-0.005556067752674293,-0.0044421722891623975
2017-03,KODEX200,0.0717916041379455,0.03707659379242091
2017-03,BOND,-0.001006193710968564,-0.0019756764780314165
2017-03,GLD,0.021828147593469252,-0.01451547540422636
2017-03,USO,0.01645121090640593,-0.09627175959632482
2017-04,KODEX200,0.03944295617365949,0.02408762602136424
2017-04,BOND,-0.002800160280390886,0.0005433585578215857
2017-04,GLD,0.022965270475496208,0.030021692743003005
2017-04,USO,-0.1050374380867645,-0.024253207003832964
2017-05,KODEX200,0.014072462073815871,0.05732598894623113
2017-05,BOND,-0.006585438827534514,0.0004121685329911268
2017-05,GLD,0.08120204235482033,-0.01635863710495873
2017-05,USO,-0.036769317575633495,-0.03343654655510482
2017-06,KODEX200,0.03651498377614543,0.025941547931847168
2017-06,BOND,0.00227641929320579,1.555054239194345e-05
2017-06,GLD,0.04678811111815125,-0.009238048983346289
2017-06,USO,0.008104314384382203,-0.025347831409485762
2017-07,KODEX200,-0.004568353072207931,0.001701624623953568
2017-07,BOND,-0.001633473009475175,-0.0006010938317538297
2017-07,GLD,0.050020586994738735,0.008506408695607426
2017-07,USO,-0.03040160680616475,0.03924632807264111
2017-08,KODEX200,-0.002491477843166537,-0.016725667962753012
2017-08,BOND,0.0003730494729484977,-0.0005072446509827549
2017-08,GLD,0.022988657501388045,0.049308837137938516
2017-08,USO,-0.08957659600847355,-0.05342524198028023
2017-09,KODEX200,0.048638207527510594,0.03962438064213135
2017-09,BOND,-8.232201798329553e-05,-0.003196881444296206
2017-09,GLD,0.017514304689801873,-0.021789805150217677
2017-09,USO,-0.017995203618506393,0.07783297032383261
2017-10,KODEX200,0.02132291797434757,0.04536340607856291
2017-10,BOND,0.001282500160215873,-0.009479850396294748
2017-10,GLD,0.015246306088936871,-0.026631128499588836
2017-10,USO,-0.034100200551907926,0.05747291499548433
2017-11,KODEX200,0.012559180938665291,-0.032547600939795425
2017-11,BOND,-0.00023834944666632362,0.003998014454536448
2017-11,GLD,0.055930539739894314,-0.029412400857505027
2017-11,USO,0.014680503317116235,0.025585707531726554
2017-12,KODEX200,0.02545723931525177,0.0068521704579177535
2017-12,BOND,0.0006944825282675322,-0.0006221985939561766
2017-12,GLD,0.018782783943867582,0.008163090905357277
2017-12,USO,-0.0474128232451775,0.013348396334686655
2018-01,KODEX200,0.03452321635545999,0.026632606049896805
2018-01,BOND,-0.004742940031583436,-0.008587388795127111
2018-01,GLD,-0.019939625586673723,0.02207612255954771
2018-01,USO,-0.02375485938242134,0.08576612730174304
2018-02,KODEX200,0.027390603074194123,-0.08270475224580266
2018-02,BOND,-0.0008488383285548625,-0.00019571487167471032
2018-02,GLD,-0.05172813773703987,-0.010807793542824705
2018-02,USO,-0.016141979027986655,-0.05026812315569509
2018-03,KODEX200,0.04879897140190396,0.02752348272733867
2018-03,BOND,0.0007926189588839119,0.0043708067661111715
2018-03,GLD,-0.029590888442503543,-0.004647722762321457
2018-03,USO,-0.023220462806190723,0.033076717689046235
2018-04,KODEX200,0.0473272907030416,0.017687276635705126
2018-04,BOND,-0.0006778212721753206,-0.0023698616439948895
2018-04,GLD,-0.07524575162167696,-0.015759536412133682
2018-04,USO,0.01186747777991316,0.061262679072823116
2018-05,KODEX200,0.05558222281720309,-0.03493681857189602
2018-05,BOND,0.0009068464753494343,0.0015267992787760772
2018-05,GLD,0.011712428687662854,-0.0027868857560309247
2018-05,USO,-0.020786934073383792,-0.012682210770168293
2018-06,KODEX200,0.013573213539648592,-0.03797931708791558
2018-06,BOND,0.0005599318010229762,0.005706628359708581
2018-06,GLD,0.008654217947115817,-0.006871260273508047
2018-06,USO,0.012114952005781505,0.15253498209815552
2018-07,KODEX200,0.053657477570732456,-0.0039332209388021795
2018-07,BOND,0.0020156711784551475,0.00013029160194081798
2018-07,GLD,0.014010314659116202,-0.02537360292944853
2018-07,USO,-0.023094569501905554,-0.0643819575922749
2018-08,KODEX200,0.032039140995113735,0.0009094809061844114
2018-08,BOND,0.0024058992621058843,0.012701948528004369
2018-08,GLD,0.007657741735359984,-0.025536389839788076
2018-08,USO,0.0073777550203904495,0.05340176046466698
2018-09,KODEX200,0.022303321728787608,0.006084038368472624
2018-09,BOND,0.003283551432392018,-0.004087326691573277
2018-09,GLD,0.022655808851749008,-0.008720670582556964
2018-09,USO,-0.05218881030585022,0.037965529750185766
2018-10,KODEX200,0.009765689557208948,-0.1229283394425054
2018-10,BOND,0.0013506669556574858,0.006444023096129969
2018-10,GLD,0.01057056322072439,0.06311966262441678
2018-10,USO,0.018691659112813747,-0.08170802646070123
2018-11,KODEX200,0.025986325159876977,0.04056988702697616
2018-11,BOND,0.001925975847082325,0.006271497560746736
2018-11,GLD,-0.0445185106853563,-0.02021359311099514
2018-11,USO,-0.009956031149361581,-0.20545348418619858
2018-12,KODEX200,0.0484662436191334,-0.02953004578275117
2018-12,BOND,-2.736145998143212e-05,0.0037249471749046005
2018-12,GLD,0.007932957068430781,0.03603589246084729
2018-12,USO,-0.08785475446477756,-0.168239916942827
2019-01,KODEX200,-0.005034836380753715,0.08605124390969236
2019-01,BOND,0.0001238096875030019,-0.0011252777777778944
2019-01,GLD,-0.0016905302818889306,0.025578616729169872
2019-01,USO,-0.11166836197966129,0.20623214532888826
2019-02,KODEX200,-0.004330929987816829,-0.005627759937731241
2019-02,BOND,0.00047426918972373513,-0.00028575290164934374
2019-02,GLD,0.0013782832869584033,-0.0015276637617993632
2019-02,USO,-0.0164745166526561,0.05868648349812355
2019-03,KODEX200,-0.0026732691932365377,-0.025299967619243118
2019-03,BOND,-0.0020873785918353455,0.007419223796845803
2019-03,GLD,-0.019908425969144692,0.0007467157843723704
2019-03,USO,0.012312952665629559,0.06627953248713238
2019-04,KODEX200,0.013105672355587562,0.017835825717673122
2019-04,BOND,0.00041798266230506844,0.001624472695620223
2019-04,GLD,-0.02370610686464221,0.010512405808671361
2019-04,USO,-0.1412412249055566,0.07548668779952367
2019-05,KODEX200,0.0022124781710809835,-0.07432893070380792
2019-05,BOND,0.004014251861632049,0.008614311911939348
2019-05,GLD,-0.009503190483033728,0.04555807077823266
2019-05,USO,-0.014356796529368493,-0.13251042847914402
2019-06,KODEX200,0.02123648741895285,0.06364693527001342
2019-06,BOND,0.002966815778732153,0.0033443113739960494
2019-06,GLD,0.0007201175580046626,0.030074102681613705
2019-06,USO,-0.04324238348392251,0.06965544273266333
2019-07,KODEX200,-0.02236750595030358,-0.053520938915160035
2019-07,BOND,-0.0013335792203946766,0.01308682582550151
2019-07,GLD,-0.018219912499876003,0.032059010650636474
2019-07,USO,-0.010876545654475399,-0.02168923227558757
2019-08,KODEX200,-0.002865750913639246,-0.026166286075784802
2019-08,BOND,-0.0022712683955599237,0.005313449952961628
2019-08,GLD,-0.020437398904575896,0.11803870880316975
2019-08,USO,-0.008813942215397087,-0.04594976587017746
2019-09,KODEX200,-0.002255993714406695,0.0590111966941435
2019-09,BOND,0.0019267471324855593,-0.009703954001093536
2019-09,GLD,-0.020866780001187295,-0.06010356728503547
2019-09,USO,-0.011137211923954095,0.013569881566713286
2019-10,KODEX200,-0.004023429745378494,0.010773823869897201
2019-10,BOND,-0.0024675961285378213,-0.011329578929575559
2019-10,GLD,0.01702203146731596,0.0035842501396650996
2019-10,USO,-0.046796715643529614,-0.020525193124116183
2019-11,KODEX200,-0.0022569163308719326,0.007085525372520588
2019-11,BOND,-0.003565236615682278,0.006316259393089644
2019-11,GLD,0.003382803088380397,-0.024943739839555355
2019-11,USO,-0.048479311225681915,0.0389618131368896
2019-12,KODEX200,0.00040449626544825654,0.0680835550367115
2019-12,BOND,-0.004932788745539533,-0.003348792509724185
2019-12,GLD,0.004457165143599865,0.022087130749329675
2019-12,USO,-0.008813739971580848,0.06014180383745739
2020-01,KODEX200,-0.0050502880946672775,-0.0419656890604473
2020-01,BOND,-0.003970203235517318,0.005625960695956875
2020-01,GLD,-0.002796543499874859,0.06885792450031723
2020-01,USO,-0.05811986024863072,-0.13152311124334282
2020-02,KODEX200,-0.0009952903042030523,-0.043657710719008584
2020-02,BOND,-0.003701494205289785,0.0122354220617752
2020-02,GLD,-0.00768317281977389,0.01234448161176139
2020-02,USO,0.08332670631578858,-0.09761365232542805
2020-03,KODEX200,0.009398646504679647,-0.1273608643015038
2020-03,BOND,-0.001611355157712249,-0.012698934637429517
2020-03,GLD,-0.019923340325946427,0.0007132917843990823
2020-03,USO,-0.02795267716741841,-0.5564001378845702
2020-04,KODEX200,0.0351031443743741,0.07753642738312878
2020-04,BOND,0.0012508443200140787,0.0028331244789726166
2020-04,GLD,0.021217716288560312,0.06199293496709431
2020-04,USO,0.020260139472137628,-0.43892661229585733
2020-05,KODEX200,0.003222119089181602,0.059193284088182974
2020-05,BOND,-0.00031245575655183713,0.0072727836682039936
2020-05,GLD,0.010747520156464439,0.045186183268317526
2020-05,USO,0.046908580389319166,0.3637686821541079
2020-06,KODEX200,0.029595417744023095,0.05684410290470592
2020-06,BOND,0.0012728813569004536,-0.0007717539615762007
2020-06,GLD,-0.0177324555569546,-0.002101479759425824
2020-06,USO,0.02405274578869247,0.07090533192229025
2020-07,KODEX200,0.006853316393972648,0.05582980594067248
2020-07,BOND,-0.00024618378460000635,0.0061876312560259945
2020-07,GLD,-0.0063276520402382914,0.1024286664348794
2020-07,USO,0.08249286536199295,0.0250361034862167
2020-08,KODEX200,0.016212698757531136,0.028399722513365106
2020-08,BOND,-0.0012611321651822421,-0.011370530659145601
2020-08,GLD,-0.0023799047194498282,0.004443593774125303
2020-08,USO,0.050295898980374676,0.04485864623197923
2020-09,KODEX200,-0.01761118461296928,0.007819041064376388
2020-09,BOND,0.0003239267020562238,0.00835029213522678
2020-09,GLD,-0.02233895908899485,-0.06379106114147756
2020-09,USO,0.08578252484864443,-0.11253122833016013
2020-10,KODEX200,0.02180466741243341,-0.02683160429984426
2020-10,BOND,0.000541027203299922,-0.004838096159882776
2020-10,GLD,0.005427585508827569,-0.03179056229258463
2020-10,USO,-0.003039943889524126,-0.116303498910367
2020-11,KODEX200,0.004492773063353278,0.1544826108302988
2020-11,BOND,-0.0008316629588685494,-0.0035485112949828934
2020-11,GLD,0.012820441365458166,-0.0669299716809517
2020-11,USO,0.0020377213037519326,0.1988435995366853
2020-12,KODEX200,-0.024152876095741967,0.13342164964039874
2020-12,BOND,-0.0013281598802299237,-0.0034005595652019842
2020-12,GLD,0.03660393774517941,0.04811074481152181
2020-12,USO,-0.008354738247428875,0.04355585940299248
2021-01,KODEX200,0.003169816366699391,0.036139105108269794
2021-01,BOND,-0.0025028031383498156,-0.0029805310832938703
2021-01,GLD,-0.023799450819976066,-0.01001363512368535
2021-01,USO,0.0282883803823217,0.11580064859326257
2021-02,KODEX200,-0.00880245574911917,0.04077101040305487
2021-02,BOND,-0.0024362590393776787,-0.00594861511045241
2021-02,GLD,-0.023698641221262657,-0.06436909731706353
2021-02,USO,0.003953260681203535,0.159922142930763
